Death by Date of Death,Total Cases by Date of Specimen collection,Total Molecular Cases by Date of Specimen Collection,County,Date,Total Antigen Cases by Date of Specimen Collection
0,0,1,Halifax,2021-03-28,0
0,0,5,Halifax,2021-04-11,0
0,0,7,Halifax,2021-04-15,0
0,0,4,Halifax,2021-04-18,0
0,0,14,Halifax,2021-04-19,0
0,0,3,Halifax,2021-04-24,0
0,0,4,Halifax,2021-04-25,0
0,0,2,Halifax,2021-05-02,0
0,0,3,Halifax,2021-05-14,0
0,0,2,Halifax,2021-05-16,0
0,0,3,Halifax,2021-05-19,0
0,0,3,Halifax,2021-05-20,0
0,0,4,Halifax,2021-05-21,0
0,0,3,Halifax,2021-05-26,0
0,0,3,Halifax,2021-05-31,0
0,0,2,Halifax,2021-06-02,0
0,0,0,Halifax,2021-06-05,0
0,0,0,Halifax,2021-06-06,0
0,0,4,Halifax,2021-06-07,0
0,0,1,Halifax,2021-06-08,0
0,0,1,Halifax,2021-06-11,0
0,0,1,Halifax,2021-06-12,0
0,0,0,Halifax,2021-06-13,0
0,0,0,Halifax,2021-06-16,0
0,0,0,Halifax,2021-06-17,0
0,0,4,Halifax,2021-06-18,0
0,0,0,Halifax,2021-06-19,0
0,0,0,Halifax,2021-06-20,0
0,0,0,Halifax,2021-06-22,0
0,0,3,Halifax,2021-06-23,0
0,0,0,Halifax,2021-06-24,0
0,0,4,Halifax,2021-06-25,0
0,0,1,Halifax,2021-06-26,0
0,0,1,Halifax,2021-06-27,0
0,0,1,Halifax,2021-06-28,0
0,0,1,Halifax,2021-06-30,0
0,0,1,Halifax,2021-07-02,0
0,0,0,Halifax,2021-07-03,0
0,0,0,Halifax,2021-07-04,0
0,0,5,Halifax,2021-07-05,0
0,0,7,Halifax,2021-07-06,0
0,0,0,Halifax,2021-07-08,0
0,0,4,Halifax,2021-07-09,0
0,0,1,Halifax,2021-07-10,0
0,0,0,Halifax,2021-07-11,0
0,0,3,Halifax,2021-07-12,0
0,0,2,Halifax,2021-07-14,0
0,0,2,Halifax,2021-07-17,0
0,0,1,Halifax,2021-07-18,0
0,0,3,Halifax,2021-07-25,0
0,0,3,Halifax,2021-08-01,0
0,0,16,Halifax,2021-08-06,0
0,0,32,Halifax,2021-08-19,0
0,0,13,Halifax,2021-08-21,0
0,0,6,Halifax,2021-08-22,0
0,0,14,Halifax,2021-08-29,0
0,0,21,Halifax,2021-09-17,0
0,0,4,Halifax,2021-09-18,0
0,0,14,Harnett,2021-05-15,0
0,0,2,Harnett,2021-06-05,0
0,0,6,Harnett,2021-06-06,0
0,0,6,Harnett,2021-06-07,0
0,0,4,Harnett,2021-06-17,0
0,0,6,Harnett,2021-06-19,0
0,0,2,Harnett,2021-06-20,0
0,0,5,Harnett,2021-06-23,0
0,0,6,Harnett,2021-07-04,0
0,0,11,Harnett,2021-07-08,0
0,0,7,Harnett,2021-09-18,0
0,0,8,Haywood,2021-03-30,0
0,0,2,Haywood,2021-04-04,0
0,0,3,Haywood,2021-04-18,0
0,0,6,Haywood,2021-04-30,0
0,0,2,Haywood,2021-05-01,0
0,0,0,Haywood,2021-05-02,0
0,0,1,Haywood,2021-05-13,0
0,0,3,Haywood,2021-05-19,0
0,0,7,Haywood,2021-05-23,0
0,0,3,Haywood,2021-05-29,0
0,0,2,Haywood,2021-05-30,0
0,0,0,Haywood,2021-06-09,0
0,0,0,Haywood,2021-06-11,0
0,0,0,Haywood,2021-06-12,0
0,0,0,Haywood,2021-06-13,0
0,0,2,Haywood,2021-06-14,0
0,0,0,Haywood,2021-06-15,0
0,0,0,Haywood,2021-06-16,0
0,0,2,Haywood,2021-06-18,0
0,0,0,Haywood,2021-06-19,0
0,0,1,Haywood,2021-06-20,0
0,0,0,Haywood,2021-06-23,0
0,0,2,Haywood,2021-06-24,0
0,0,0,Haywood,2021-06-25,0
0,0,1,Haywood,2021-06-26,0
0,0,1,Haywood,2021-06-27,0
0,0,0,Haywood,2021-06-28,0
0,0,1,Haywood,2021-06-29,0
0,0,3,Haywood,2021-06-30,0
0,0,0,Haywood,2021-07-01,0
0,0,0,Haywood,2021-07-02,0
0,0,0,Haywood,2021-07-03,0
0,0,0,Haywood,2021-07-04,0
0,0,0,Haywood,2021-07-05,0
0,0,5,Haywood,2021-07-08,0
0,0,4,Haywood,2021-07-09,0
0,0,1,Haywood,2021-07-10,0
0,0,5,Haywood,2021-07-13,0
0,0,5,Haywood,2021-07-18,0
0,0,13,Haywood,2021-08-14,0
0,0,1,Haywood,2021-09-18,0
0,0,6,Henderson,2021-05-17,0
0,0,1,Henderson,2021-05-25,0
0,0,0,Henderson,2021-05-27,0
0,0,1,Henderson,2021-05-29,0
0,0,0,Henderson,2021-05-30,0
0,0,1,Henderson,2021-05-31,0
0,0,3,Henderson,2021-06-09,0
0,0,4,Henderson,2021-06-13,0
0,0,3,Henderson,2021-06-15,0
0,0,0,Henderson,2021-06-18,0
0,0,0,Henderson,2021-06-19,0
0,0,1,Henderson,2021-06-20,0
0,0,0,Henderson,2021-06-21,0
0,0,3,Henderson,2021-06-22,0
0,0,2,Henderson,2021-06-24,0
0,0,0,Henderson,2021-06-25,0
0,0,2,Henderson,2021-06-26,0
0,0,0,Henderson,2021-06-28,0
0,0,3,Henderson,2021-07-02,0
0,0,0,Henderson,2021-07-04,0
0,0,1,Henderson,2021-07-10,0
0,0,1,Hertford,2021-03-24,0
0,0,1,Hertford,2021-03-25,0
0,0,1,Hertford,2021-03-26,0
0,0,0,Hertford,2021-03-27,0
0,0,0,Hertford,2021-03-28,0
0,0,0,Hertford,2021-03-29,0
0,0,2,Hertford,2021-03-30,0
0,0,5,Hertford,2021-03-31,0
0,0,0,Hertford,2021-04-02,0
0,0,4,Hertford,2021-04-03,0
0,0,0,Hertford,2021-04-04,0
0,0,6,Hertford,2021-04-05,0
0,0,1,Hertford,2021-04-06,0
0,0,4,Hertford,2021-04-07,0
0,0,2,Hertford,2021-04-08,0
0,0,2,Hertford,2021-04-10,0
0,0,0,Hertford,2021-04-13,0
0,0,1,Hertford,2021-04-16,0
0,0,1,Hertford,2021-04-17,0
0,0,3,Hertford,2021-04-21,0
0,0,5,Hertford,2021-04-22,0
0,0,1,Hertford,2021-04-23,0
0,0,2,Hertford,2021-04-24,0
0,0,0,Hertford,2021-04-25,0
0,0,0,Hertford,2021-04-27,0
0,0,1,Hertford,2021-04-28,0
