Fully Vaccinated - NC 5Plus,Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,Population 5 Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - NC 5Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - Federal 5Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - Tiberius 5Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - Tiberius 5Plus,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
60067,59450,189149,175936,38534,73494,36015,,Missing,9280,26436,73419,82489,7755,71025,89404,18980,81183,,38557,193053,186016,7117,27664,91895,,88988,91879,23477,67047,175920,,26436,39057,39450,,88009,60292,38557,56219,26384,89407,186449,8463
28292,28139,40143,37875,330,29798,12572,76972,Wilson,221,496,29788,11140,1729,29472,11484,10622,10284,81801,330,42864,39866,1759,500,12566,15337,12378,12563,10877,28498,40134,63224,496,12897,354,69710,11397,28303,330,27261,496,11486,42346,261
1739,1734,1880,1787,,1818,656,3827,Tyrrell,,,1816,160,36,1805,140,620,136,4016,,1985,1874,36,,167,810,167,167,634,1721,1881,3288,,670,,3533,140,1740,,1651,,140,1972,
34520,34460,59678,56760,8013,37107,16046,115046,Wayne,1094,10547,37072,16356,2933,36822,16928,12019,15190,123131,8174,66164,59433,3041,10617,18440,20802,18134,18439,12394,35788,62428,94031,10597,17023,8204,103693,16799,34542,8174,33557,10284,16932,65503,1588
8576,8571,11341,10949,122,9076,4329,25757,Montgomery,94,150,9074,2644,468,9052,2621,3767,2457,27173,122,12087,11305,497,184,2827,5743,2803,2827,3857,8831,11625,21266,150,4459,144,23512,2612,8576,122,8370,150,2621,12005,105
19643,19632,28821,27539,273,20967,10066,52801,Lenoir,194,405,20963,8651,1589,20871,8874,8283,7983,55949,273,31075,28754,1635,420,9688,11303,9574,9688,8473,20462,29518,43423,405,10341,301,47933,8849,19646,273,19283,405,8874,30850,233
11682,11665,16181,15499,158,12416,5724,32530,Scotland,99,203,12413,4260,804,12367,4305,4821,3871,34823,158,17424,16122,879,239,4769,6531,4735,4769,4948,12140,16603,26793,203,5950,194,29381,4299,11682,158,11470,203,4305,17305,123
69509,69045,94257,88281,1035,73307,25953,159560,Alamance,654,1396,73285,23298,4021,71836,23687,21278,21785,169509,1035,100252,93542,4326,1422,25523,29035,25023,25522,21838,67899,92593,132145,1396,26894,1043,145046,23462,69527,1035,65461,1396,23687,98255,730
3328,3324,5187,4986,1072,3690,1366,10327,Camden,0,845,3681,758,110,3642,773,1256,737,10867,1072,5372,5167,125,880,802,1833,794,802,1363,3481,5084,8407,845,1488,1084,9354,771,3330,1072,3177,845,773,5281,0
8013,7994,10557,10112,66,8483,2888,20022,Greene,53,84,8479,2334,356,8410,2463,2479,2158,21069,66,11259,10511,374,101,2675,3592,2649,2675,2523,8282,10700,16884,84,2957,80,18372,2451,8014,66,7888,84,2463,11143,60
37399,37301,59048,56174,2878,39441,19174,133830,Rowan,1479,3454,39424,19164,3216,39105,18726,14479,17595,142088,2878,63458,58784,3353,3486,20531,25371,20288,20531,14825,37383,60001,110729,3454,19802,2909,122048,18605,37411,2878,35701,3454,18728,62847,1624
7194,7188,8574,8279,70,7746,3864,18570,Northampton,57,107,7743,1269,292,7690,1294,3515,1180,19483,70,9273,8547,320,123,1404,5256,1394,1404,3607,7493,8869,16132,107,3994,83,17363,1289,7197,70,7029,107,1294,9191,67
20871,20829,30481,29181,184,22759,10660,64946,Wilkes,160,233,22747,9524,1909,22455,9395,8591,8893,68412,184,33091,30402,2030,259,10073,15162,10040,10073,8836,21642,31399,54628,233,11046,206,59783,9389,20880,184,20104,233,9395,32728,180
25496,25444,40612,38571,239,26660,12986,81663,Lincoln,199,363,26653,14352,2110,26401,14842,10677,13350,86111,239,43193,40366,2151,382,16151,15456,15811,16151,10868,25862,40577,67981,363,13253,269,74647,14683,25501,239,24982,363,14842,42575,234
27235,27167,37058,35546,202,28249,13371,78015,Caldwell,149,316,28237,9864,1318,28049,9596,11904,8962,82178,202,39234,36908,1383,324,10661,16769,10543,10661,12085,27211,37391,65842,316,13650,219,71809,9539,27243,202,26382,316,9596,38908,182
6987,6976,8796,8432,100,7383,4169,19940,Polk,88,117,7379,1638,740,7319,1687,3341,1569,20724,100,9302,8746,754,145,1774,6644,1742,1774,3443,7074,8829,17478,117,4294,118,18752,1670,6991,100,6763,117,1687,9178,97
24656,24560,35306,33656,220,25979,12444,67979,Surry,178,284,25958,10702,2109,25704,10406,10157,9869,71783,220,37589,35180,2255,301,11309,14964,11270,11308,10361,24602,35588,56811,284,12816,227,62223,10400,24672,220,23567,284,10407,37258,200
17426,17401,20562,19810,350,18102,8953,34121,Macon,238,439,18092,2841,805,17936,2725,7910,2612,35858,350,21543,20476,834,479,2962,10350,2952,2962,8042,17305,20585,29260,439,9135,404,31614,2725,17433,350,16848,439,2725,21327,259
3967,3957,4993,4836,23,4196,2542,10740,Clay,23,25,4196,1006,318,4158,957,2201,954,11231,23,5298,4937,319,93,1009,3581,1009,1009,2253,4044,5075,9352,25,2597,69,10050,957,3967,23,3859,25,957,5192,25
12848,12822,17662,16894,102,13460,6264,35700,Yadkin,87,148,13453,4653,837,13338,4688,5340,4354,37667,102,18674,17605,827,168,5046,7711,5012,5046,5446,12907,17708,29851,148,6378,119,32660,4681,12855,102,12438,148,4688,18498,105
93403,92890,93450,90897,,106338,36253,,Out of State,,,106275,,,104663,,36253,,,,106338,92890,,,,,,,41224,102331,102331,,,41224,,,,93450,,90897,,,104663,
35355,35196,109896,105010,48293,38512,18763,180787,Onslow,2483,56777,38493,24715,2764,38015,25089,13516,22604,197938,49405,123182,109494,2889,56939,27731,19026,27200,27731,13824,36702,116911,149343,56887,19713,49428,162055,24893,35377,49405,34113,55494,25091,121992,3000
15374,15355,20182,19304,247,16719,6819,42075,Richmond,129,283,16708,4498,635,16546,4520,6055,4079,44829,247,22030,20116,678,320,4991,8183,4958,4991,6178,16065,20846,34516,283,6994,281,38043,4514,15381,247,14978,283,4520,21787,138
118320,116638,164342,153799,3812,124043,47609,248550,Buncombe,2022,5674,123977,39079,8169,120465,42103,37418,38438,261191,3812,172967,161967,7980,5703,43221,53494,42213,43215,37862,114811,159564,213777,5674,48207,3859,230148,41517,118379,3812,111549,5674,42104,168352,2365
77431,76801,124684,111924,567,81792,26553,226508,Union,411,897,81740,40429,4369,80035,46631,21773,38795,239859,567,132121,123000,4364,915,49414,31234,47438,49401,22451,75441,116767,176616,897,27322,589,202043,45632,77463,567,72562,897,46632,128370,507
67630,67091,111165,101194,1449,72676,24655,202607,Cabarrus,860,2086,72634,37823,4294,70883,42039,19501,36346,216453,1449,119271,109870,4353,2102,44493,29064,42916,44486,20037,66719,106628,161462,2086,25326,1463,181104,41330,67659,1449,63399,2086,42043,115885,936
3920,3917,5499,5262,28,4339,2354,10985,Washington,16,55,4328,1679,391,4308,1531,1947,1472,11580,28,6138,5476,464,56,1743,2932,1740,1743,2094,4130,5864,9274,55,2591,38,10083,1531,3930,28,3762,55,1531,6103,33
33431,33299,51526,48050,875,35643,13578,126086,Harnett,348,1283,35606,16463,1842,35202,17127,11388,15311,135976,875,55666,51170,1919,1334,18689,17458,18316,18688,11703,33561,51296,100990,1283,14013,945,112079,16996,33453,875,31864,1272,17128,54801,391
29897,29830,40117,38133,346,31329,13247,86176,Burke,261,489,31315,9812,1569,31057,9838,11417,9004,90485,346,42587,39965,1687,498,10760,18720,10643,10759,11610,29877,40178,73860,489,13608,367,79893,9789,29912,346,28783,489,9838,42189,311
22081,21989,35880,33839,4297,23371,8902,57336,Granville,514,4666,23355,9032,1237,23009,9468,7151,8595,60443,4297,38149,35693,1183,4710,10068,10674,9911,10065,7335,21865,35563,48058,4666,9075,4314,52711,9407,22095,4297,20947,4666,9471,37586,557
68322,68086,105697,99834,851,73981,30536,211171,Gaston,652,1302,73929,35020,5064,72956,36466,24820,32701,224529,851,114816,105098,5263,1325,39510,36651,38740,39510,25732,70855,107177,174276,1302,31811,872,191721,36161,68359,851,66282,1302,36466,112998,816
16711,16700,23046,22010,290,17858,8033,48532,Edgecombe,201,391,17851,5894,1043,17739,6036,6789,5397,51472,290,24873,22983,1111,403,6612,10509,6534,6612,6952,17289,23574,39904,391,8302,295,43948,5993,16715,290,16323,391,6036,24664,239
26578,26093,30860,29136,54,28185,7618,54308,Watauga,54,88,28148,4368,612,27412,4180,6952,4016,56177,54,32867,30318,647,123,4559,9229,4541,4559,7292,26454,30910,49022,88,8010,66,51530,4171,26614,54,25066,88,4180,32041,71
11030,10980,17591,16388,774,12313,3987,50664,Hoke,223,1108,12292,5433,530,12110,5763,3234,5116,55234,774,19636,17478,561,1133,6190,5854,6087,6190,3366,11492,18033,40282,1108,4167,779,44624,5724,11049,774,10498,1108,5763,19305,240
7873,7872,9616,9258,15,8598,3539,18126,Bertie,15,34,8593,1711,325,8566,1713,3199,1592,18947,15,10498,9599,343,42,1858,4479,1849,1858,3425,8332,10077,15647,34,3787,28,16854,1712,7875,15,7651,34,1713,10449,19
15704,15603,21100,20011,284,16407,7026,37405,Person,180,387,16394,5154,1021,16189,5096,5825,4798,39490,284,22323,20971,1051,387,5529,7938,5471,5528,5906,15483,21024,31361,387,7157,292,34239,5084,15712,284,14929,387,5096,22047,200
19501,19482,24476,23565,275,20457,10160,44735,Beaufort,224,385,20445,4546,848,20327,4668,9088,4184,46994,275,25988,24397,884,400,5131,11538,5091,5131,9343,19904,24835,37669,385,10496,298,41131,4640,19510,275,19106,385,4668,25803,269
16454,16359,22186,21032,2245,17233,6810,42001,Jackson,540,3433,17219,3104,502,16903,3162,5768,2841,43938,2528,24386,22037,534,3690,3463,8759,3426,3463,5880,16453,22636,36721,3628,7058,2559,39175,3150,16465,2528,15946,3079,3162,23762,644
52594,52324,81154,76188,512,54927,26271,150636,Catawba,349,704,54906,27477,3871,54203,28009,22051,25561,159551,512,85902,80579,4040,732,30243,29156,29782,30242,22396,51820,80001,124631,704,26818,533,137151,27743,52611,512,50115,704,28010,84689,382
505067,496507,761909,688398,6094,540261,135456,1044525,Wake,2706,8561,539880,223655,21603,518728,250512,111147,218959,1111761,6094,810290,748612,21355,8615,261414,133864,251628,261396,116045,483954,716170,849055,8561,140394,6107,941934,246011,505277,6094,463345,8561,250525,778917,2994
32659,32526,46401,43929,368,34595,15721,92365,Cleveland,285,498,34587,13418,2382,34133,13349,13054,12203,97947,368,49840,46220,2461,519,14726,18575,14644,14726,13347,32820,46736,76504,498,16129,386,84044,13326,32666,368,31358,498,13349,49275,321
22906,22885,30843,29276,303,24856,9064,59389,Sampson,202,414,24844,7525,1198,24723,7611,7664,7027,63531,303,33467,30782,1244,425,8186,11637,8130,8186,7881,23634,31573,48081,414,9359,317,53473,7594,22915,303,21946,414,7611,33267,234
16840,16815,23096,22046,272,17968,7631,52603,Columbus,199,341,17958,5707,1073,17860,5968,6359,5158,55508,272,24927,23041,1150,356,6603,11419,6538,6603,6538,17568,23616,44013,341,7915,278,48224,5954,16848,272,16616,341,5970,24739,227
8811,8801,10234,9914,69,9241,3996,21496,Caswell,58,91,9231,1543,264,9182,1345,3674,1267,22604,69,10988,10211,372,109,1638,5005,1630,1638,3756,8937,10571,18383,91,4197,71,19944,1341,8818,69,8578,91,1345,10903,69
7616,7574,8674,8340,103,8072,3710,17212,Yancey,103,133,8068,856,147,7977,926,3460,781,18069,103,9254,8603,142,173,1009,4744,1008,1009,3569,7830,8819,14782,133,3826,130,15969,926,7618,103,7456,133,926,9118,115
21124,20904,32026,29842,432,22916,9199,57893,Lee,213,627,22896,9639,1307,22509,10436,7679,9260,61779,432,34553,31719,1314,643,10994,10404,10837,10994,7909,21623,31889,47136,627,9467,458,52144,10383,21132,432,20150,627,10436,33973,244
7697,7695,10586,10108,10,8324,3822,22610,Hertford,10,25,8316,2739,594,8290,2861,3218,2532,23677,10,11517,10553,590,50,3143,4836,3107,3143,3406,8149,10913,19299,25,4008,23,20898,2848,7702,10,7566,25,2861,11422,12
30646,30601,43775,41979,338,32141,15816,86406,Rockingham,263,471,32124,12872,2616,31923,12761,12937,12018,91010,338,46386,43666,2618,490,13755,18996,13614,13755,13229,30866,44209,72695,471,16152,356,79246,12727,30658,338,29623,471,12761,46008,305
26170,26128,38342,36778,500,27690,15494,66672,Carteret,324,563,27683,11153,2329,27536,11649,12841,10646,69473,500,40704,38197,2271,603,12411,17867,12147,12411,13308,26979,38695,57537,563,15918,517,62070,11569,26174,500,25632,563,11651,40246,339
420693,417194,656215,603627,4891,457631,118785,1037049,Mecklenburg,2024,7590,457287,212268,21631,445973,230332,95130,202896,1110356,4891,709284,649043,21891,7678,243975,127686,237132,243926,99297,422228,642086,852079,7590,123691,4945,937616,226958,420925,4891,395840,7590,230345,690695,2503
3967,3940,7415,6897,2041,4160,2451,13403,Swain,400,3215,4159,1140,196,4082,1075,1855,991,14271,2344,8850,7358,215,3457,1233,2803,1229,1233,1892,3985,7934,11137,3411,2595,2372,12138,1074,3968,2344,3865,2809,1075,8526,488
7530,7512,9030,8790,61,7975,3381,16905,Avery,50,78,7969,1400,278,7922,1429,3053,1308,17557,61,9603,9002,286,99,1529,4020,1526,1529,3179,7830,9308,14969,78,3523,65,15935,1429,7536,61,7421,78,1429,9526,58
16721,16611,23689,22140,297,18484,7516,41780,Vance,189,391,18461,6437,1111,18100,6648,6216,6097,44535,297,25967,23542,1096,403,7080,8487,7018,7079,6412,17062,23890,34092,391,7721,302,37671,6634,16737,297,15746,391,6650,25509,213
20598,20575,25323,24246,253,21978,9373,47245,Halifax,190,367,21959,4399,829,21799,4449,8354,4037,50010,253,27208,25268,875,371,4859,10690,4826,4859,8549,21042,25808,39391,367,9647,262,43237,4440,20612,253,19956,367,4449,26992,223
33774,33711,51309,48613,550,35840,15990,89023,Nash,362,766,35818,15862,2972,35589,16955,12656,15094,94298,550,54624,51090,2982,773,18011,17956,17721,18011,13004,34721,51349,73765,766,16408,563,81106,16829,33791,550,32969,766,16955,54076,422
20900,20849,26709,25616,525,22669,10192,63605,Rutherford,431,611,22649,5107,1343,22473,5252,8418,4873,67029,525,28834,26594,1368,645,5520,14855,5473,5520,8824,21776,27494,53422,611,10655,545,58398,5220,20910,525,20218,611,5254,28557,463
10701,10660,13916,13376,80,11523,5347,26129,Ashe,69,107,11513,2968,826,11295,3110,4452,2885,27203,80,14867,13849,760,124,3220,7249,3211,3219,4721,11018,14093,22479,107,5571,99,24214,3109,10707,80,10411,107,3110,14613,90
13441,13406,20405,19611,137,14181,7580,43536,Stokes,117,206,14174,6855,1513,14033,6783,5950,6337,45591,137,21807,20320,1620,249,7377,9917,7327,7377,6119,13715,20776,37145,206,7887,172,40306,6777,13450,137,13137,206,6783,21566,148
2724,2717,3796,3657,239,2902,1517,8040,Graham,37,354,2901,854,147,2876,768,1333,755,8441,274,4148,3759,160,380,866,2067,866,866,1366,2808,3976,6767,354,1578,302,7414,768,2726,274,2663,314,768,4096,52
20707,20564,30221,28433,340,22019,9417,59482,Pender,250,507,22008,8770,1330,21743,9152,7837,8135,63060,340,32490,29951,1374,518,9953,11716,9709,9952,8067,21056,30333,49058,507,9725,354,53967,9047,20715,340,19958,507,9152,31959,284
37280,37086,58789,55803,7273,39508,19453,95778,Craven,850,8123,39486,13906,2551,38801,14175,16052,13161,102139,7273,62897,58469,2516,8214,15175,20103,14987,15175,16350,36901,58914,80387,8138,19737,7318,87409,14110,37296,7273,35369,8107,14175,61911,871
208881,207611,308137,286316,2298,222418,77098,505896,Guilford,1493,3475,222306,89702,14521,218753,96865,61084,85593,537174,2298,329146,305353,14795,3505,103223,83442,99830,103201,62992,208443,301620,418240,3475,79541,2311,459608,95444,208961,2298,198425,3475,96865,322058,1754
10567,10509,11944,11483,119,10920,4419,20741,Madison,86,206,10914,1189,247,10768,1237,4086,1112,21755,119,12472,11863,262,221,1331,5034,1318,1330,4110,10487,11882,17939,206,4477,136,19327,1235,10571,119,10252,206,1237,12292,105
26940,26559,39990,36884,258,28474,13941,70897,Chatham,150,347,28444,11777,2453,27597,12759,11338,11179,74470,258,42111,39009,2424,383,13254,18634,12782,13251,11632,26361,38485,59661,347,14219,272,65198,12192,26957,258,25447,347,12761,40726,163
63489,63149,90805,85183,1007,66699,22115,170444,Pitt,504,1482,66653,25255,3046,65733,26252,18565,23183,180742,1007,97097,90122,3243,1502,28896,25045,28213,28895,18799,63319,90056,142466,1482,22638,1029,155511,25966,63524,1007,60993,1482,26252,95428,596
38784,38726,54142,51699,686,40954,22076,94937,Moore,413,885,40943,14108,3223,40789,14623,18440,13263,100880,686,57621,53837,3298,920,15747,24192,15360,15747,19368,39734,54727,79328,885,23108,729,86466,14425,38790,686,37750,885,14623,57034,442
152120,151110,220925,205464,1999,165060,56855,359934,Forsyth,1218,3110,164917,62554,10352,160855,66691,45285,60110,382295,1999,238315,219113,10282,3139,70116,62720,68582,70103,46997,152217,217881,295401,3110,58780,2012,325690,66004,152221,1999,143355,3110,66692,232547,1501
52695,52489,90060,84309,1157,55651,25177,171884,Iredell,845,1510,55614,34125,5208,55038,36158,19124,32468,181806,1157,95717,89470,5088,1528,38538,29513,37669,38538,19882,53064,88699,140623,1510,25874,1189,156060,35824,52712,1157,50684,1510,36159,94217,904
14994,14954,18274,17586,207,15449,7957,33015,Transylvania,194,278,15443,3065,1071,15172,3054,6692,2944,34385,207,18960,18203,1052,292,3219,10809,3190,3219,6745,14620,17963,29099,278,8024,224,30988,3042,14996,207,14435,278,3054,18640,227
8572,8566,10851,10423,124,9153,4207,21211,Martin,107,174,9147,2169,472,9091,2140,3628,2009,22440,124,11647,10823,495,183,2311,5372,2293,2311,3747,8757,11100,17917,174,4365,133,19455,2133,8578,124,8290,174,2140,11558,123
7865,7834,10287,9812,111,8394,3792,18843,Warren,83,136,8386,2158,499,8278,2295,3210,2078,19731,111,10955,10237,485,146,2415,5173,2390,2415,3289,8014,10308,16200,136,3864,117,17477,2292,7875,111,7623,136,2295,10804,90
3495,3484,4580,4371,41,3693,1807,8956,Jones,26,55,3692,1072,218,3657,1034,1563,966,9419,41,4919,4557,229,71,1155,2257,1143,1155,1595,3524,4651,7704,55,1854,51,8314,1032,3495,41,3364,55,1034,4855,30
15937,15850,23212,21789,236,16576,7965,40760,Davie,162,340,16562,6703,1589,16287,7013,6214,6380,42846,236,24367,23037,1618,348,7443,9279,7318,7443,6342,15571,22614,33901,340,8142,251,37262,6951,15948,236,15173,340,7013,23945,182
71875,71498,198574,187158,74950,77298,36476,310252,Cumberland,6048,92971,77185,46832,5913,76034,49423,24515,43960,335509,77182,223799,197699,6040,93190,53311,40937,52217,53308,25165,72410,209576,252655,93144,38254,77222,277878,49019,71928,77182,68248,90334,49424,221222,7049
19612,19505,22746,21692,337,20651,7891,43474,McDowell,218,496,20638,3031,523,20397,2781,7150,2661,45756,337,24346,22619,601,507,3188,9517,3172,3188,7293,19495,23022,36617,496,8157,348,39943,2777,19617,337,18694,496,2781,24065,263
9748,9718,12654,12297,423,10219,6197,27420,Cherokee,178,544,10214,2713,758,10150,2432,5261,2418,28612,423,13540,12573,816,590,2731,8723,2731,2731,5384,9857,13114,23877,544,6412,465,25640,2432,9757,423,9456,544,2432,13425,212
5742,5736,7343,7032,,6498,2991,13243,Chowan,,,6494,1573,413,6461,1600,2578,1500,13943,,8174,7335,389,,1676,3521,1675,1676,2886,6235,7808,11164,,3275,,12171,1599,5743,,5532,,1600,8136,
84121,80814,109087,97151,818,88846,22448,142010,Orange,343,1132,88762,21884,2981,83397,24066,19124,21736,148476,818,114421,105339,2913,1181,24394,21654,23916,24392,19783,76961,99977,119925,1132,23087,857,130842,23707,84164,818,74597,1132,24066,108445,391
12939,12889,15553,14946,71,13500,5475,35620,Alexander,59,89,13491,2518,309,13405,2501,5107,2322,37497,71,16361,15446,325,133,2728,7667,2701,2728,5233,13041,15648,30040,89,5623,109,32781,2486,12943,71,12553,89,2501,16195,65
156579,153729,214741,198626,4547,167139,41368,301307,Durham,1428,6036,167052,49706,5635,161154,53538,34305,48171,321488,4547,228962,210796,5711,6077,55746,43764,54224,55740,35603,152844,208586,255829,6036,42945,4570,275950,52520,156633,4547,145908,6036,53538,221414,1631
51256,50897,65608,62339,959,53373,26288,111764,Henderson,765,1429,53355,13050,3787,52364,13360,21736,12438,117417,959,68885,65080,3815,1436,14076,30961,13850,14076,21965,50209,64688,95451,1429,26653,979,103234,13224,51268,959,48942,1429,13361,67643,873
14646,14623,19482,18648,0,16517,6433,37393,Pasquotank,0,12,16488,4976,875,16291,4809,5558,4619,39824,0,21762,19431,943,29,5216,6841,5191,5216,6082,15644,20632,31068,12,7037,14,34029,4808,14659,0,14029,12,4809,21494,12
5781,5776,6961,6776,66,6043,3312,12261,Pamlico,49,77,6043,1087,251,6012,1102,3012,1023,12726,66,7315,6942,254,93,1179,3866,1172,1179,3083,5911,7075,10805,77,3389,78,11540,1100,5781,66,5687,77,1102,7261,52
5754,5737,6879,6631,52,6144,2784,14242,Mitchell,52,101,6142,1014,234,6084,1049,2498,920,14964,52,7410,6838,246,114,1152,3810,1150,1152,2564,5990,7105,12229,101,2882,75,13195,1049,5755,52,5659,101,1049,7335,72
8999,8988,10931,10593,13,10111,3988,26216,Currituck,13,34,10103,1937,347,10051,1900,3628,1804,27763,13,12210,10899,350,46,2053,4551,2032,2053,4145,9826,11797,21675,34,4514,28,23787,1898,9003,13,8776,34,1900,12117,19
62055,61948,85943,83211,1488,64899,42387,137478,Brunswick,1133,1815,64879,21824,6371,64544,22364,34883,20851,142820,1488,90371,85620,6164,1844,23628,46605,23221,23627,36077,63338,86977,121795,1815,43483,1505,129086,22184,62072,1488,60872,1815,22366,89580,1242
52254,52018,76011,72037,928,56119,24574,158409,Davidson,695,1242,56089,22735,4272,55383,22779,19607,21294,167609,928,81879,75618,4316,1271,24489,31089,24229,24487,20047,52902,76879,131285,1242,25144,961,144432,22672,52270,928,49815,1242,22780,80854,781
22065,21966,34977,32763,384,23333,10132,65799,Franklin,246,505,23319,11724,1900,22998,12491,7986,11176,69685,384,37101,34722,1877,524,13244,11935,13024,13243,8164,22148,34377,54524,505,10316,411,59978,12372,22075,384,21203,505,12491,36527,275
20807,20654,25850,24555,0,21450,9188,35367,Dare,0,10,21440,4943,570,21180,5020,8618,4570,37009,0,26958,25628,598,23,5485,8201,5351,5485,8783,20437,25390,30088,10,9391,17,32745,4974,20813,0,19985,10,5020,26541,10
93811,93376,140799,132244,1234,99161,40158,223363,New Hanover,852,1823,99131,42586,5917,97596,45712,33389,40616,234473,1234,149440,139483,6016,1840,48439,43147,46907,48420,34262,94129,138538,191812,1823,41271,1255,206724,44873,93831,1234,90394,1823,45713,146326,993
11298,11274,15439,14672,151,12225,5566,31131,Bladen,90,176,12218,3884,640,12124,3958,4836,3632,32722,151,16687,15374,671,217,4245,7459,4217,4245,5000,11674,15734,26077,176,5769,177,28574,3949,11304,151,10889,176,3958,16517,98
