Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,county1,New Booster Doses - All Programs12Plus,New Booster Doses - All Programs5Plus,New Booster Doses - All Programs65Plus,New Booster Doses - All Programs18Plus,New Booster Doses- All Programs,Bivalent NC Dose - 5 Plus,Bivalent NC Dose - 12 Plus,Bivalent NC Dose - 18 Plus,Bivalent NC Dose - 65 Plus,Bivalent NC Dose,Bivalent LTC Dose,Bivalent LTC Dose  - 5 Plus,Bivalent LTC Dose  - 12 Plus,Bivalent LTC Dose  - 18 Plus,Bivalent LTC Dose  - 65 Plus,At Least One Booster/Additional Dose - All Providers - 65Plus,Additional Doses - NC,Additional Doses - Pharmacy,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,Additional Doses - 5Plus,Additional Doses - 12Plus,Additional Doses - 18Plus,Additional Doses - 65Plus,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,county-1,Additional Booster Doses,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
11880,MONTGOMERY COUNTY,1041,1044,585,1014,1044,558,557,531,303,558,486,486,484,483,282,3176,3086,3002,3086,3058,2999,1568,3002,2999,2974,1596,3002,3086,5995,6079,6110,6131,12655,4452,11350,11742,11955,4616,12052,12486,12794,Montgomery,22,22,22,12,43,6088,6057,5973,3164,214,142,25757,214,142,297,214,122,200,142,97,21266,5743,27173,23512,MONTGOMERY COUNTY,6088,2941,596,3139,3097,3139,9358,9302,9175,3898,8897,2762,2947,2947,2906,554,8694,8791,8808,3801,8446
31382,LENOIR COUNTY,2758,2761,1693,2731,2763,1434,1431,1420,909,1436,1327,1327,1327,1311,784,8889,9453,7654,9453,9434,9354,4921,7653,7634,7508,3905,7654,9453,16969,17175,17213,17227,33473,10910,29576,30879,31426,11196,31430,32860,33532,Lenoir,107,107,107,63,120,17106,17068,16862,8826,476,291,52801,476,291,494,476,268,325,291,206,43423,11303,55949,47933,LENOIR COUNTY,17107,9708,1918,10964,10636,10959,22074,22038,21748,9010,21246,9131,10299,10296,10012,1854,20576,20795,20802,8850,20154
17321,SCOTLAND COUNTY,1274,1278,771,1254,1278,564,560,550,334,564,714,714,714,704,437,4402,5118,3954,5118,5094,5044,2381,3954,3951,3886,1996,3954,5118,8978,9093,9120,9132,18768,5949,16410,17084,17383,6301,17687,18468,18854,Scotland,48,48,48,25,60,9072,9045,8930,4377,252,169,32530,252,169,302,252,144,222,169,104,26793,6531,34823,29381,SCOTLAND COUNTY,9072,4777,1018,5413,5266,5410,13139,13106,12950,5139,12658,4351,4902,4899,4784,913,12131,12253,12259,4932,11890
102207,ALAMANCE COUNTY,12052,12140,6291,11743,12141,4956,4894,4741,2809,4957,7184,7184,7158,7002,3482,23370,26669,31152,26665,26211,25303,11161,31150,31033,30356,12121,31152,26669,55836,57421,57992,58045,107192,27700,93325,98860,102422,28608,97577,103473,107899,Alamance,177,177,177,88,224,57815,57244,55659,23282,2038,1316,159560,2038,1316,2068,2015,913,1376,1303,697,132145,29035,169509,145046,ALAMANCE COUNTY,57821,25787,4833,28805,27716,28780,77026,76374,73719,22862,69775,24480,27326,27322,26345,4542,71199,73569,73720,22461,67542
5830,CAMDEN COUNTY,427,432,252,417,432,207,204,196,121,207,225,225,223,221,131,1061,1474,796,1474,1459,1424,734,796,796,789,327,796,1474,2447,2489,2504,2529,6807,1508,5460,5709,5843,1796,6380,6663,6839,Camden,234,234,234,0,259,2270,2255,2213,1061,2036,1408,10327,2020,1408,2054,1947,211,1419,1352,42,8407,1833,10867,9354,CAMDEN COUNTY,2270,848,144,911,883,908,3874,3863,3760,1441,3585,827,884,883,857,134,3444,3539,3540,1332,3281
14137,GREENE COUNTY,1309,1312,617,1287,1312,1019,1017,1001,477,1019,293,293,292,286,140,2640,4276,1766,4276,4242,4203,1651,1766,1764,1714,692,1766,4276,6738,6877,6927,6981,15475,3662,13078,13797,14180,3998,14280,15079,15554,Greene,885,871,821,297,939,6042,6006,5917,2343,3338,2590,20022,3175,2456,3388,2872,887,2628,2215,608,16884,3592,21069,18372,GREENE COUNTY,6042,2647,438,3028,2961,3027,9138,9110,8943,2673,8761,2485,2855,2854,2798,420,8543,8693,8697,2634,8378
62573,ROWAN COUNTY,5682,5688,3302,5620,5688,1202,1198,1183,741,1202,4486,4486,4484,4437,2561,15048,12614,18532,12608,12565,12326,6418,18532,18491,18245,8319,18532,12614,31134,31619,31703,31729,67387,19362,58725,61402,62696,20237,63151,66022,67567,Rowan,563,563,563,311,583,31140,31056,30571,14737,4170,3262,133830,4170,3262,4239,4170,1742,3342,3262,1509,110729,25371,142088,122048,ROWAN COUNTY,31146,21333,3850,23062,22521,23050,40266,40167,39331,14645,37648,19939,21506,21503,21036,3747,37104,37808,37848,14106,35524
8655,NORTHAMPTON COUNTY,1018,1025,719,1012,1025,863,856,851,637,863,162,162,162,161,82,2760,3864,810,3864,3855,3830,2417,810,810,798,343,810,3864,4628,4665,4674,4674,9329,3808,8227,8519,8684,3974,8818,9156,9367,Northampton,,,,,,4674,4665,4628,2760,168,72,18570,168,72,194,168,102,98,72,59,16132,5256,19483,17363,NORTHAMPTON COUNTY,4674,1425,355,1565,1545,1564,7608,7597,7443,3517,7225,1350,1471,1471,1457,325,6990,7112,7115,3424,6805
32315,WILKES COUNTY,3507,3518,2149,3455,3519,1458,1448,1423,902,1459,2060,2060,2059,2032,1247,8023,7009,9166,7007,6961,6835,3369,9166,9162,9012,4638,9166,7009,15863,16139,16189,16218,34689,11134,30545,31828,32387,11629,32768,34138,34812,Wilkes,16,16,16,16,43,16173,16123,15847,8007,316,215,64946,316,215,387,316,224,267,215,168,54628,15162,68412,59783,WILKES COUNTY,16175,10431,2298,11071,10981,11066,23354,23307,22841,9107,22021,9865,10471,10468,10390,2186,21223,21632,21649,8780,20465
42781,LINCOLN COUNTY,5097,5114,2886,5027,5114,1318,1308,1294,805,1318,3796,3796,3789,3733,2081,11563,8212,16742,8211,8148,8031,4036,16742,16665,16298,7506,16742,8212,24380,24864,25004,25025,44852,13525,39857,41773,42824,13812,41726,43767,44988,Lincoln,51,51,51,21,71,24953,24813,24329,11542,394,246,81663,394,246,416,394,252,279,246,203,67981,15456,86111,74647,LINCOLN COUNTY,24954,15642,2594,17655,17090,17634,26917,26824,26283,10966,25690,14734,16640,16639,16109,2558,25418,25896,25905,10764,24877
39445,CALDWELL COUNTY,4225,4237,2644,4174,4237,1927,1920,1894,1288,1927,2310,2310,2305,2280,1356,11585,12055,9892,12055,12010,11859,7120,9892,9863,9705,4465,9892,12055,21564,21873,21947,21964,41529,14153,37476,38913,39480,14427,39345,40912,41616,Caldwell,0,0,0,0,17,21947,21873,21564,11585,338,204,78015,338,204,347,338,195,224,204,151,65842,16769,82178,71809,CALDWELL COUNTY,21947,11063,1653,11999,11769,11990,29270,29201,28805,12579,27944,10143,10944,10942,10763,1601,27946,28299,28312,12401,27129
8492,POLK COUNTY,1031,1035,611,1014,1035,641,637,626,410,641,394,394,394,388,201,1971,2413,1422,2413,2399,2355,1280,1422,1418,1382,691,1422,2413,3737,3817,3835,3835,9006,3929,8049,8367,8531,4124,8526,8862,9070,Polk,,,,,,3835,3817,3737,1971,172,100,19940,172,100,213,172,136,131,100,88,17478,6644,20724,18752,POLK COUNTY,3835,1729,792,1882,1834,1879,6975,6955,6856,3196,6625,1652,1802,1802,1758,771,6509,6590,6598,3070,6297
36445,SURRY COUNTY,4334,4353,2653,4266,4355,2199,2182,2138,1353,2201,2154,2154,2152,2128,1300,9668,9953,9726,9951,9873,9658,4930,9724,9721,9619,4692,9726,9953,19336,19653,19734,19753,38439,12605,34306,35838,36513,13001,36065,37713,38610,Surry,59,59,59,46,74,19675,19594,19277,9622,351,238,67979,351,238,404,351,256,265,238,193,56811,14964,71783,62223,SURRY COUNTY,19679,11515,2489,12179,12074,12177,26027,25911,25288,10256,24199,10830,11441,11438,11368,2381,24232,24769,24807,10031,23238
21173,MACON COUNTY,2815,2822,2009,2797,2822,2099,2095,2078,1543,2099,723,723,720,719,466,6970,8230,3405,8224,8197,8099,4942,3405,3405,3387,2028,3405,8230,11486,11602,11629,11660,22167,9336,20247,20888,21242,9540,21139,21854,22265,Macon,0,0,0,0,25,11629,11602,11486,6970,478,356,34121,478,356,538,478,267,415,356,239,29260,10350,35858,31614,MACON COUNTY,11635,3067,928,3213,3176,3212,18514,18477,18200,8345,17594,2869,3003,3002,2981,912,17551,17815,17824,8185,17022
5247,CLAY COUNTY,985,985,708,975,985,836,836,826,608,836,149,149,149,149,100,2133,2655,618,2655,2647,2619,1759,618,617,616,374,618,2655,3235,3264,3273,3283,5532,2684,5076,5193,5337,2768,5337,5465,5663,Clay,0,0,0,0,10,3273,3264,3235,2133,127,77,10740,127,77,252,127,54,166,77,23,9352,3581,11231,10050,CLAY COUNTY,3273,1048,360,1054,1052,1053,4357,4352,4286,2354,4162,995,1001,1000,999,349,4117,4170,4170,2312,4004
18832,YADKIN COUNTY,2318,2328,1469,2287,2328,1039,1031,1011,706,1039,1289,1289,1287,1276,763,5097,4449,5469,4448,4424,4356,2437,5469,5464,5386,2648,5469,4449,9754,9900,9929,9941,19740,6653,17784,18528,18870,6789,18596,19413,19816,Yadkin,12,12,12,12,23,9917,9888,9742,5085,169,110,35700,169,110,193,169,118,132,110,93,29851,7711,37667,32660,YADKIN COUNTY,9918,5199,937,5652,5578,5650,13971,13921,13666,5734,13228,4942,5372,5371,5296,955,13122,13351,13366,5605,12732
120538,OUT OF STATE,24135,24374,11905,23360,24381,22945,22717,21954,10992,22952,1429,1429,1418,1406,913,27270,60738,5443,60729,59081,57102,24380,5443,5406,5337,2890,5443,60738,62439,64487,66172,66181,130806,44803,112472,116205,120711,47524,121509,125661,133653,Out of State,,,,,,66172,64487,62439,27270,,,,,,,,,,,,,,,,OUT OF STATE,66181,796,163,885,838,879,132768,129927,124823,47361,120713,1002,1142,1142,1074,233,115131,119396,119569,44570,111470
120711,ONSLOW COUNTY,6936,6964,3794,6825,6966,2084,2069,2037,1196,2086,4880,4880,4867,4788,2598,15807,10381,23674,10377,10255,9995,4791,23674,23599,23130,9868,23674,10381,42908,43884,44081,44113,133065,19843,112917,118298,120853,20998,124010,130102,133428,Onslow,10030,10030,9783,1148,10058,34051,33854,33125,14659,60675,52624,180787,59955,52164,60775,57980,2902,52676,50578,2180,149343,19026,197938,162055,ONSLOW COUNTY,34055,27856,3462,31789,30567,31748,40864,40642,39580,14634,38174,25936,29531,29529,28503,3293,37631,38558,38646,14370,36403
22006,RICHMOND COUNTY,1693,1696,1031,1670,1698,1099,1096,1076,700,1101,597,597,597,594,331,5149,6916,3727,6915,6861,6739,3411,3727,3726,3654,1718,3727,6916,10436,10630,10685,10725,23826,7323,20742,21654,22108,7557,22364,23396,23946,Richmond,43,43,43,20,82,10642,10587,10393,5129,469,338,42075,469,338,525,469,198,415,338,153,34516,8183,44829,38043,RICHMOND COUNTY,10643,5148,798,5673,5590,5673,17748,17684,17337,6561,16747,4737,5223,5223,5151,744,16165,16445,16470,6426,15667
174586,BUNCOMBE COUNTY,39260,39691,19896,38189,39705,25020,24674,23923,13476,25033,14672,14671,14586,14266,6420,43985,64985,49410,64952,63806,61716,25736,49410,49083,47765,18140,49410,64985,109722,113130,114603,114725,183110,49897,159922,168461,175267,51551,167427,176482,185015,Buncombe,241,241,241,109,330,114362,112889,109481,43876,7285,4450,248550,7267,4450,7326,7206,2831,4499,4408,2108,213777,53494,261191,230148,BUNCOMBE COUNTY,114395,40901,8591,45560,44044,45441,132129,130384,125171,40129,119320,40410,45065,45018,43561,8829,120450,125118,125703,38960,115104
132817,UNION COUNTY,14224,14413,5856,13590,14415,1958,1936,1882,882,1960,12455,12455,12288,11708,4974,23776,22645,53459,22636,22417,21458,7252,53458,52884,50240,16422,53459,22645,71872,75475,76268,76331,138357,27310,116286,127349,133010,27898,120979,132481,138905,Union,174,174,174,102,227,76094,75301,71698,23674,1386,742,226508,1386,742,1427,1341,654,820,724,432,176616,31234,239859,202043,UNION COUNTY,76104,44523,5117,55284,51703,55095,82194,81876,79392,22127,75115,43070,53533,53504,50159,5189,76448,78571,78657,21689,72492
121689,CABARRUS COUNTY,12213,12311,5186,11713,12312,2453,2430,2354,1301,2454,9858,9858,9783,9359,3885,21798,24910,43412,24907,24509,23547,8774,43410,42992,41185,12826,43412,24910,65321,68102,68918,68946,128912,25479,106757,115963,121818,26427,112891,122588,129488,Cabarrus,601,601,589,198,624,68317,67501,64732,21600,4158,2698,202607,4131,2698,4182,4019,1298,2724,2623,984,161462,29064,216453,181104,CABARRUS COUNTY,68322,41283,5040,49577,46630,49424,75729,75330,71827,20089,67589,39972,47989,47983,45293,5013,67972,71008,71105,19482,64162
5973,WASHINGTON COUNTY,750,751,529,741,751,456,455,454,348,456,295,295,295,287,181,2105,2162,1320,2161,2154,2134,1375,1320,1320,1312,730,1320,2162,3446,3474,3481,3497,6556,2531,5625,5875,5987,2764,6173,6436,6577,Washington,0,0,0,0,15,3481,3474,3446,2105,64,40,10985,64,40,66,64,40,41,40,27,9274,2932,11580,10083,WASHINGTON COUNTY,3482,1793,525,1858,1854,1857,4653,4635,4518,2199,4316,1604,1671,1670,1665,454,4170,4263,4275,2050,3981
58956,HARNETT COUNTY,5250,5271,2632,5121,5273,2530,2513,2441,1426,2532,2741,2741,2737,2680,1206,11097,12460,14987,12458,12313,11990,5679,14986,14908,14520,5242,14987,12460,27611,28398,28621,28647,64247,13980,53019,57003,59061,14702,57394,61909,64590,Harnett,1177,1177,1101,176,1200,27444,27221,26510,10921,7340,5335,126086,6974,5133,7425,6100,981,5386,4434,663,100990,17458,135976,112079,HARNETT COUNTY,27447,18422,2223,21299,20354,21248,35866,35659,34581,11498,32872,17462,20057,20048,19217,2157,32653,33573,33618,11160,31123
