Fully Vaccinated - NC 5Plus,Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs 18Plus,At Least One Dose - NC,county1,Additional Doses - 5Plus,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - NC 5Plus,At Least One Dose - Federal 18Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Tiberius Additional Doses - 65Plus,Fully Vaccinated - Federal 18Plus,Fully Vaccinated - Tiberius 12Plus,Additional Doses - 18Plus,Tiberius Additional Doses - 12Plus,Population 18 Plus,Tiberius Additional Doses - 18Plus,Additional Booster Doses,Population 12 Plus,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus,Tiberius Additional Doses - 5Plus,Additional Doses - 65Plus,Fully Vaccinated - All Programs,Fully Vaccinated - Tiberius 18Plus,Fully Vaccinated - All Programs 65Plus,Population 5 Plus,County,At Least One Dose - Tiberius 12Plus,Fully Vaccinated - Federal 65Plus,Fully Vaccinated - Federal 5Plus,Population,Tiberius Additional Doses,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - Tiberius 5Plus,Additional Doses - 12Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - Tiberius 5Plus
71165,69117,187333,87110,MISSING COUNTY,107688,9474,87029,83907,83663,22384,,82666,39083,106989,,,,107688,,65608,28513,92472,202798,9413,,35570,203843,39059,39767,,MISSING,28565,7909,92469,,,211371,197819,7245,29819,94442,,90570,94426,27738,79359,191779,28578,107688,44396,39976,89619,71395,39083
28493,28237,38246,30119,WILSON COUNTY,14469,221,30106,11406,29662,10651,,10575,331,14419,,63224,,14470,69710,27340,497,11898,42824,261,,7691,40757,331,12635,76972,WILSON,497,1763,11896,81801,,43567,40285,1792,501,12947,15337,12665,12944,10911,28657,40560,497,14469,12964,355,11717,28504,331
1761,1750,1806,1838,TYRRELL COUNTY,618,,1836,164,1816,624,,138,,618,,3288,,618,3533,1668,,143,1987,,,353,1905,,660,3827,TYRRELL,,36,143,4016,,2009,1893,36,,171,810,171,171,638,1733,1897,,618,674,,143,1762,
34775,34583,57439,37333,WAYNE COUNTY,17603,1112,37298,16752,36949,12047,,15655,8277,17551,,94031,,17603,103693,33671,10369,17580,66183,1605,,8907,60738,8113,16145,115046,WAYNE,10638,2986,17576,123131,,67173,60172,3096,10778,19062,20802,18596,19061,12432,35909,63030,10755,17603,17133,8359,17312,34799,8328
8636,8617,11058,9124,MONTGOMERY COUNTY,3819,94,9122,2699,9083,3781,,2521,122,3810,,21266,,3819,23512,8415,150,2698,12091,105,,2126,11479,122,4353,25757,MONTGOMERY,150,478,2698,27173,,12193,11415,508,184,2885,5743,2858,2885,3876,8862,11711,150,3819,4489,144,2676,8637,122
19797,19724,27854,21161,LENOIR COUNTY,10106,194,21157,8853,21006,8316,,8215,273,10081,,43423,,10106,47933,19366,405,9189,31195,233,,5659,29291,273,10133,52801,LENOIR,405,1623,9189,55949,,31558,29090,1666,420,9977,11303,9784,9977,8513,20568,29826,405,10106,10412,301,9093,19801,273
11761,11722,15641,12524,SCOTLAND COUNTY,5199,99,12521,4340,12453,4829,,3964,158,5184,,26793,,5199,29381,11519,203,4420,17473,123,,2908,16375,158,5755,32530,SCOTLAND,203,827,4420,34823,,17645,16275,905,239,4882,6531,4817,4882,4963,12217,16760,203,5199,5991,194,4395,11761,158
70457,69236,88860,73944,ALAMANCE COUNTY,33659,654,73922,23757,72117,21298,,22219,1035,33481,,132145,,33660,145046,65606,1406,24436,99041,731,,14944,95955,1035,26019,159560,ALAMANCE,1406,4067,24436,169509,,101585,94204,4379,1432,26209,29035,25518,26208,21891,68140,93303,1406,33659,27001,1044,23933,70475,1035
3378,3341,5029,3724,CAMDEN COUNTY,1463,0,3715,773,3650,1264,,755,1083,1460,,8407,,1463,9354,3191,850,800,5309,0,,764,5275,1083,1379,10327,CAMDEN,850,115,800,10867,,5437,5213,128,886,827,1833,809,827,1368,3484,5107,850,1463,1496,1095,789,3380,1083
8081,8020,10179,8565,GREENE COUNTY,3243,53,8561,2370,8460,2490,,2206,66,3234,,16884,,3243,18372,7907,84,2529,11236,60,,1625,10691,66,2907,20022,GREENE,84,364,2529,21069,,11397,10594,382,101,2731,3592,2692,2731,2536,8319,10773,84,3243,2978,80,2508,8082,66
37514,37241,56530,39740,ROWAN COUNTY,19457,1479,39723,19554,39247,14421,,18012,2881,19382,,110729,,19457,122048,35637,3489,19294,63447,1624,,10163,59734,2881,19154,133830,ROWAN,3489,3254,19292,142088,,64305,59178,3398,3522,21043,25371,20711,21043,14780,37512,60555,3489,19457,19802,2913,19056,37527,2881
7150,7124,8246,7694,NORTHAMPTON COUNTY,3055,57,7691,1307,7611,3466,,1219,70,3050,,16132,,3055,17363,6957,107,1336,9151,67,,2000,8572,70,3824,18570,NORTHAMPTON,107,301,1336,19483,,9265,8523,327,123,1448,5256,1433,1448,3557,7409,8823,107,3055,3951,83,1329,7153,70
21056,20796,29331,22813,WILKES COUNTY,10356,160,22803,9696,22415,8554,,9091,184,10329,,54628,,10356,59783,20056,233,9628,32866,180,,5508,30898,184,10645,64946,WILKES,233,1931,9628,68412,,33345,30577,2060,259,10273,15162,10218,10273,8802,21600,31529,233,10356,11042,206,9597,21064,184
25764,25537,38895,26870,LINCOLN COUNTY,15763,199,26862,14588,26509,10703,,13613,239,15682,,67981,,15763,74647,25043,364,15296,42948,234,,7680,41333,239,13056,81663,LINCOLN,364,2154,15296,86111,,43758,40741,2184,383,16505,15456,16075,16505,10891,25954,40906,364,15763,13309,269,14965,25768,239
27403,27237,35872,28410,CALDWELL COUNTY,14552,149,28398,10100,28148,11926,,9224,202,14491,,65842,,14552,71809,26446,316,9931,39259,182,,8175,37561,202,13422,78015,CALDWELL,316,1347,9931,82178,,39686,37263,1418,324,10952,16769,10795,10952,12117,27301,37717,316,14552,13717,219,9824,27411,202
6978,6926,8391,7354,POLK COUNTY,2926,88,7350,1652,7269,3293,,1586,100,2913,,17478,,2926,18752,6705,117,1727,9142,97,,1615,8827,100,4124,19940,POLK,117,743,1727,20724,,9294,8715,757,145,1795,6644,1756,1795,3398,7021,8790,117,2926,4252,118,1689,6982,100
24652,24396,33673,25846,SURRY COUNTY,12784,178,25825,10895,25429,10019,,10067,220,12733,,56811,,12784,62223,23386,284,10639,37182,200,,6551,35532,220,12334,67979,SURRY,284,2137,10638,71783,,37675,35228,2277,301,11528,14964,11469,11527,10195,24316,35495,284,12784,12672,227,10612,24666,220
17447,17310,19754,18272,MACON COUNTY,8755,238,18262,2906,18043,7912,,2651,351,8735,,29260,,8755,31614,16752,439,2777,21500,259,,5548,20636,351,8965,34121,MACON,439,815,2777,35858,,21788,20427,849,479,3037,10350,3018,3037,8089,17409,20754,439,8755,9197,405,2766,17454,351
4020,3991,4871,4235,CLAY COUNTY,2381,23,4235,1013,4191,2209,,960,23,2376,,9352,,2381,10050,3888,25,963,5232,25,,1617,5052,23,2550,10740,CLAY,25,318,963,11231,,5344,4977,320,93,1016,3581,1016,1016,2266,4075,5113,25,2381,2611,69,963,4020,23
12920,12823,17008,13553,YADKIN COUNTY,6274,87,13546,4758,13375,5349,,4462,102,6247,,29851,,6274,32660,12444,149,4831,18646,105,,3473,17877,102,6280,35700,YADKIN,149,844,4831,37667,,18894,17721,833,169,5172,7711,5122,5172,5471,12948,17855,149,6274,6409,119,4796,12927,102
97541,95925,93745,110878,OUT OF STATE,27071,,110812,,108283,36945,,,,26842,,,,27071,,93745,,,108283,,,10768,97592,,36945,,OUT O,,,,,,110878,95925,,,,,,,42050,105735,105735,,27071,42050,,,97592,
35770,35364,106191,38862,ONSLOW COUNTY,19281,2506,38844,25355,38203,13562,,23278,49800,19198,,149343,,19281,162055,34256,55887,26114,123305,3034,,9305,111810,48657,18902,180787,ONSLOW,57212,2834,26112,197938,,125015,110786,2965,57467,28686,19026,27890,28686,13880,36869,118111,57410,19281,19879,49905,25622,35791,49882
15590,15450,19495,16882,RICHMOND COUNTY,6685,129,16871,4616,16653,6067,,4200,247,6665,,34516,,6686,38043,15048,283,4657,22020,138,,3672,20535,247,6850,42075,RICHMOND,283,654,4657,44829,,22336,20334,696,320,5134,8183,5084,5134,6202,16163,21062,283,6685,7036,281,4637,15597,247
120713,117650,154911,126698,BUNCOMBE COUNTY,80026,2022,126624,39389,122430,37517,0,38755,3824,79439,0,213777,0,80032,230148,112332,5684,42966,170653,2365,0,32886,167604,3824,47756,248550,BUNCOMBE,5684,8217,42965,261191,0,176170,163349,8038,5713,43759,53494,42539,43751,38166,116567,161640,5684,80026,48569,3862,41875,120776,3824
78498,76968,112664,82567,UNION COUNTY,47618,411,82511,41053,80376,21773,,39408,567,47046,,176616,,47620,202043,72689,897,48398,129420,507,,16285,127519,567,26628,226508,UNION,897,4444,48397,239859,,134315,123871,4435,915,50833,31234,48147,50820,22472,75750,117700,897,47618,27414,589,46336,78532,567
68522,67004,101638,73526,CABARRUS COUNTY,39892,860,73483,38381,70999,19384,,36916,1449,39512,,161462,,39892,181104,63273,2109,43526,116645,936,,13460,113539,1449,24595,202607,CABARRUS,2109,4351,43522,216453,,121322,110437,4420,2125,45671,29064,43537,45663,19945,66774,107264,2109,39892,25301,1463,41984,68550,1449
3980,3961,5328,4383,WASHINGTON COUNTY,2212,16,4372,1700,4340,1954,,1500,28,2209,,9274,,2213,10083,3800,55,1561,6156,33,,1443,5589,28,2369,10985,WASHINGTON,55,399,1561,11580,,6204,5548,471,56,1765,2932,1761,1765,2101,4155,5910,55,2212,2605,38,1559,3990,28
33507,33178,48381,35745,HARNETT COUNTY,16517,348,35708,16888,35131,11290,,15796,876,16446,,100990,,16517,112079,31709,1289,17867,55204,391,,7721,52343,876,13526,126086,HARNETT,1300,1888,17866,135976,,56420,51570,1962,1352,19323,17458,18773,19322,11616,33467,51644,1300,16517,13969,947,17516,33529,876
30017,29773,38232,31448,BURKE COUNTY,15616,261,31434,9994,31069,11361,,9183,346,15560,,73860,,15616,79893,28703,490,10076,42397,311,,8071,40475,346,13215,86176,BURKE,490,1593,10076,90485,,42931,40103,1710,499,10984,18720,10838,10983,11582,29873,40357,490,15616,13603,367,9984,30032,346
22211,21922,33964,23560,GRANVILLE COUNTY,12305,516,23544,9179,23042,7104,165,8746,4350,12252,1124,48058,1124,12305,52711,20868,4750,9728,37864,561,1124,5510,36324,4350,8881,57336,GRANVILLE,4750,1261,9725,60443,1124,38630,35836,1203,4786,10284,10674,10072,10281,7308,21872,35801,4750,12305,9072,4368,9564,22228,4350
68976,68181,100458,74579,GASTON COUNTY,36910,652,74527,35589,73310,24863,,33279,851,36733,,174276,,36910,191721,66328,1303,37524,113988,816,,16807,107415,851,30661,211171,GASTON,1303,5146,37524,224529,,116252,105850,5340,1326,40347,36651,39375,40346,25823,71152,108044,1303,36910,31979,872,36818,69019,851
16692,16594,22060,17870,EDGECOMBE COUNTY,7487,201,17863,6032,17674,6726,,5560,290,7473,,39904,,7487,43948,16210,392,6230,24753,239,,4342,23221,290,8000,48532,EDGECOMBE,392,1073,6230,51472,,25072,23047,1136,404,6798,10509,6687,6798,6895,17216,23640,392,7487,8270,295,6163,16696,290
26545,25848,28904,28336,WATAUGA COUNTY,12320,54,28300,4422,27427,6959,,4049,54,12269,,49022,,12321,51530,24801,88,4220,32112,71,,5034,30866,54,7630,54308,WATAUGA,88,617,4220,56177,,33076,30106,654,123,4617,9229,4597,4617,7308,26445,30955,88,12320,8033,66,4204,26580,54
11201,11053,16617,12487,HOKE COUNTY,5287,223,12466,5598,12202,3257,,5281,776,5259,,40282,,5288,44624,10560,1130,5996,19595,242,,2242,17998,776,4024,50664,HOKE,1130,544,5996,55234,,20062,17719,575,1155,6420,5854,6263,6420,3390,11575,18303,1130,5287,4207,781,5890,11221,776
7910,7900,9340,8643,BERTIE COUNTY,3175,15,8638,1748,8599,3206,,1644,15,3171,,15647,,3175,16854,7681,34,1776,10524,19,,1816,9716,15,3547,18126,BERTIE,34,326,1776,18947,,10591,9687,344,42,1906,4479,1891,1906,3433,8367,10149,34,3175,3796,28,1772,7912,15
15806,15636,20169,16538,PERSON COUNTY,8428,180,16525,5283,16221,5848,,4930,284,8405,,31361,,8428,34239,14955,389,5272,22215,200,,4407,21378,284,7065,37405,PERSON,389,1037,5272,39490,,22619,21140,1068,389,5692,7938,5605,5691,5925,15513,21185,389,8428,7193,292,5220,15814,284
19551,19455,23638,20590,BEAUFORT COUNTY,9525,224,20579,4637,20391,9105,,4287,275,9509,,37669,,9525,41131,19076,385,4800,25968,269,,5918,24657,275,10189,44735,BEAUFORT,385,860,4800,46994,,26240,24491,900,400,5250,11538,5192,5250,9369,19951,24973,385,9525,10538,298,4761,19559,275
16566,16319,21104,17346,JACKSON COUNTY,8173,544,17332,3161,16928,5767,245,2901,2582,8123,661,36721,661,8173,39175,15909,3161,3242,23931,650,661,4104,22595,2294,6824,42001,JACKSON,3518,513,3242,43938,661,24700,22112,545,3828,3526,8759,3485,3526,5891,16480,22802,3765,8173,7086,2775,3211,16578,2741
53202,52567,76962,55351,CATAWBA COUNTY,30744,349,55330,27955,54413,22095,,26125,512,30590,,124631,,30747,137151,50325,705,28805,85404,382,,15353,82559,512,26393,150636,CATAWBA,705,3949,28804,159551,,87006,81425,4117,734,30921,29156,30286,30920,22452,52007,80667,705,30744,26951,534,28346,53220,512
515147,496277,690264,547115,WAKE COUNTY,320529,2706,546712,226312,520956,111427,,221318,6097,316803,,849055,,320540,941934,462849,8644,258438,784127,2998,,90089,779919,6097,136042,1044525,WAKE,8644,21909,258425,1111761,,822894,751029,21695,8699,267080,133864,254527,267060,116585,485962,720918,8644,320529,141278,6110,248655,515371,6097
33176,32796,44436,35035,CLEVELAND COUNTY,17290,285,35026,13647,34420,13142,,12464,368,17240,,76504,,17290,84044,31604,498,13676,49797,321,,9368,47245,368,15832,92365,CLEVELAND,498,2405,13676,97947,,50538,46769,2488,519,14984,18575,14879,14984,13442,33089,47234,498,17290,16251,386,13605,33183,368
23033,22957,29518,25063,SAMPSON COUNTY,9358,202,25051,7702,24877,7671,,7215,303,9337,,48081,,9358,53473,22000,417,7845,33614,234,,5162,31204,303,9084,59389,SAMPSON,417,1211,7845,63531,,33905,31048,1257,428,8414,11637,8320,8414,7888,23757,31876,417,9358,9379,317,7788,23042,303
16764,16665,22041,17959,COLUMBUS COUNTY,6910,199,17948,5840,17779,6261,,5308,272,6891,,44013,,6910,48224,16461,342,6189,24814,227,,3865,23239,272,7555,52603,COLUMBUS,342,1095,6187,55508,,25103,23071,1175,357,6787,11419,6693,6787,6466,17488,23670,342,6910,7868,278,6134,16772,272
8853,8812,9953,9307,CASWELL COUNTY,4024,58,9297,1579,9211,3678,,1297,69,4015,,18383,,4026,19944,8587,91,1378,10967,69,,2283,10310,69,4005,21496,CASWELL,91,269,1378,22604,,11095,10250,378,109,1679,5005,1665,1679,3766,8960,10630,91,4024,4213,71,1369,8861,69
7723,7644,8415,8190,YANCEY COUNTY,3998,103,8188,870,8070,3492,,799,103,3975,,14782,,3998,15969,7513,133,947,9225,115,,2341,8802,103,3745,17212,YANCEY,133,150,947,18069,,9386,8693,144,173,1023,4744,1022,1023,3604,7907,8910,133,3998,3863,130,946,7725,103
21245,20913,29971,23098,LEE COUNTY,11014,213,23078,9831,22550,7655,,9418,432,10954,,47136,,11014,52144,20121,628,10690,34236,244,,5394,32402,432,9193,57893,LEE,628,1325,10690,61779,,35031,31900,1330,644,11289,10404,11058,11289,7882,21622,32081,628,11014,9456,458,10555,21254,432
7742,7719,10201,8373,HERTFORD COUNTY,3779,10,8365,2803,8303,3233,,2601,10,3776,,19299,,3779,20898,7590,25,2958,11512,12,,2182,10731,10,3847,22610,HERTFORD,25,604,2958,23677,,11647,10654,601,50,3224,4836,3184,3224,3417,8158,10986,25,3779,4030,23,2925,7750,10
30793,30646,42325,32408,ROCKINGHAM COUNTY,16562,263,32390,13168,32068,12982,,12326,338,16522,,72695,,16562,79246,29661,472,13191,46467,305,,9323,44353,338,15900,86406,ROCKINGHAM,472,2655,13191,91010,,47049,44031,2661,491,14150,18996,13927,14150,13307,30995,44635,472,16562,16273,356,13047,30806,338
26314,26190,37049,27828,CARTERET COUNTY,16582,324,27821,11361,27594,12880,,10863,500,16547,,57537,,16583,62070,25686,563,12053,40530,339,,9585,38888,500,15587,66672,CARTERET,563,2383,12051,69473,,41132,38498,2324,603,12701,17867,12373,12701,13353,27028,38952,563,16582,16016,517,11808,26318,500
428688,418435,607377,464506,MECKLENBURG COUNTY,253795,2024,464143,215112,448926,95345,0,205721,4913,251473,0,852079,0,253803,937616,396743,7647,237271,696876,2506,0,73660,671172,4913,119247,1037049,MECKLENBURG,7647,21878,237258,1110356,0,721827,653431,22169,7736,249585,127686,240303,249535,99677,424771,647530,7647,253795,124352,4967,230083,428934,4913
4004,3951,6962,4180,SWAIN COUNTY,2299,404,4179,1155,4096,1859,261,1013,2387,2294,624,11137,624,2299,12138,3870,2907,1096,8664,491,624,1313,7678,2079,2460,13403,SWAIN,3326,197,1096,14271,624,9043,7432,216,3617,1246,2803,1242,1246,1897,3997,8059,3570,2299,2604,2577,1094,4005,2547
7535,7497,8791,8016,AVERY COUNTY,3794,50,8010,1422,7936,3062,,1324,61,3789,,14969,,3794,15935,7406,78,1448,9559,58,,2033,9054,61,3391,16905,AVERY,78,279,1448,17557,,9668,9004,290,99,1553,4020,1545,1553,3194,7841,9341,78,3794,3542,65,1446,7541,61
16983,16749,22383,18781,VANCE COUNTY,8231,189,18756,6566,18285,6239,,6220,297,8205,,34092,,8231,37671,15866,392,6831,25834,213,,4298,24132,297,7556,41780,VANCE,392,1128,6829,44535,,26431,23820,1116,404,7246,8487,7157,7245,6442,17223,24181,392,8231,7771,302,6774,16999,297
20769,20675,24448,22196,HALIFAX COUNTY,8928,190,22177,4505,21933,8364,,4159,253,8905,,39391,,8928,43237,20036,367,4605,27240,223,,4970,25649,253,9398,47245,HALIFAX,367,844,4605,50010,,27556,25503,889,371,4989,10690,4940,4989,8568,21159,26031,367,8928,9680,262,4575,20782,253
33691,33517,48787,35903,NASH COUNTY,17693,362,35881,16182,35486,12567,,15481,550,17626,,73765,,17695,81106,32756,766,17519,54327,422,,9031,51790,550,15958,89023,NASH,766,3029,17519,94298,,55158,51326,3045,773,18482,17956,18075,18482,12903,34579,51527,766,17693,16370,563,17259,33708,550
21151,20997,25873,22936,RUTHERFORD COUNTY,10391,431,22917,5193,22651,8460,,4987,525,10361,,53422,,10391,58398,20361,612,5392,28828,464,,5848,27099,525,10247,63605,RUTHERFORD,612,1356,5390,67029,,29214,26863,1380,646,5632,14855,5565,5632,8873,21940,27745,612,10391,10717,545,5341,21162,525
10865,10651,13409,11671,ASHE COUNTY,6391,69,11661,3012,11386,4473,,2942,80,6374,,22479,,6391,24214,10387,107,3183,14748,90,,3491,14153,80,5381,26129,ASHE,107,839,3183,27203,,15068,13906,767,125,3272,7249,3255,3271,4759,11101,14220,107,6391,5616,99,3175,10871,80
13545,13426,19767,14297,STOKES COUNTY,7997,117,14289,6958,14102,5974,,6470,137,7970,,37145,,7997,40306,13160,206,6959,21747,148,,4338,20687,137,7623,43536,STOKES,206,1532,6959,45591,,22055,20480,1635,249,7509,9917,7439,7509,6146,13786,20950,206,7997,7929,172,6917,13556,137
2733,2718,3674,2914,GRAHAM COUNTY,1296,37,2913,861,2881,1337,10,769,277,1295,54,6767,54,1296,7414,2663,331,783,4126,62,54,808,3823,242,1523,8040,GRAHAM,372,149,783,8441,54,4187,3778,162,400,873,2067,873,873,1371,2812,4004,372,1296,1595,305,783,2735,277
20733,20458,28445,22045,PENDER COUNTY,10989,250,22034,8897,21668,7779,,8267,340,10937,,49058,,10990,53967,19838,507,9426,32023,284,,5606,30521,340,9373,59482,PENDER,507,1344,9426,63060,,32743,29990,1388,518,10180,11716,9848,10179,8025,20962,30366,507,10989,9697,354,9192,20741,340
37875,37325,56429,39922,CRAVEN COUNTY,20440,863,39900,14217,38997,16108,,13497,7384,20393,,80387,,20441,87409,35561,8249,14644,62579,897,,11883,59958,7371,19572,95778,CRAVEN,8266,2601,14644,102139,,63855,59174,2565,8372,15561,20103,15316,15561,16406,37051,59517,8304,20440,19868,7423,14465,37891,7395
210595,207732,288180,224180,GUILFORD COUNTY,120398,1494,224065,91435,219370,61254,0,87379,2299,119406,0,418240,0,120401,459608,198502,3489,100835,324643,1757,0,47915,313824,2299,77453,505896,GUILFORD,3489,14705,100835,537174,0,333958,307491,14983,3520,106258,83442,101784,106236,63261,208991,303915,3489,120398,80001,2312,97460,210677,2299
10621,10479,11455,11011,MADISON COUNTY,5080,86,11005,1187,10816,4091,,1120,119,5058,,17939,,5081,19327,10216,208,1257,12338,105,,2609,12018,119,4426,20741,MADISON,208,249,1257,21755,,12567,11844,264,223,1333,5034,1314,1332,4127,10517,11912,208,5080,4496,136,1246,10625,119
27003,26270,36670,28356,CHATHAM COUNTY,20121,150,28324,11925,27319,11239,,11269,258,19951,,59661,,20123,65198,25143,347,12779,40617,163,,9584,40072,258,13861,70897,CHATHAM,347,2472,12777,74470,,42207,38816,2448,383,13468,18634,12951,13465,11517,26068,38340,347,20121,14128,272,12288,27021,258
63651,62844,85433,67012,PITT COUNTY,30807,504,66965,25900,65756,18518,,23785,1007,30648,,142466,,30808,155511,60641,1492,27297,96175,598,,12647,92015,1007,22139,170444,PITT,1492,3117,27297,180742,,98413,90473,3329,1514,29887,25045,28927,29885,18766,63281,90673,1492,30807,22693,1031,26622,63687,1007
38711,38571,51819,40924,MOORE COUNTY,24775,414,40913,14324,40700,18444,,13521,688,24663,,79328,,24775,86466,37610,889,15083,57179,443,,14104,54531,688,22129,94937,MOORE,889,3271,15083,100880,,57967,53961,3341,924,16119,24192,15590,16119,19377,39662,54875,889,24775,23161,731,14702,38717,688
154743,151294,206477,166896,FORSYTH COUNTY,86588,1218,166754,63621,161700,45384,0,61047,2001,85945,0,295401,0,86589,325690,143429,3167,68585,234596,1505,0,34200,225443,2001,57083,359934,FORSYTH,3167,10481,68584,382295,0,241809,220356,10435,3196,71717,62720,69729,71703,47169,152960,219748,3167,86588,59109,2014,67061,154844,2001
53491,52959,85362,56438,IREDELL COUNTY,35060,845,56398,34729,55565,19200,,33095,1157,34849,,140623,,35060,156060,51110,1520,37384,95440,905,,15169,92093,1157,25328,171884,IREDELL,1520,5283,37383,181806,,97618,90627,5168,1538,39642,29513,38355,39641,19966,53554,89803,1520,35060,26039,1189,36511,53520,1157
