Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,Population 5 Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
27092,36728,35339,202,28173,13329,78015,Caldwell,149,316,9742,1300,28161,11880,8828,82178,202,39015,36703,1369,324,10518,16769,10518,12067,27150,37208,65842,13618,219,71809,9409,27100,26309,316,9409,38995,182
7019,8804,8465,100,7434,4192,19940,Polk,88,117,1633,736,7430,3368,1561,20724,100,9348,8782,750,145,1769,6644,1769,3481,7128,8878,17478,4328,118,18752,1663,7023,6804,117,1663,9316,97
24573,35146,33607,220,25946,12436,67979,Surry,178,284,10638,2090,25925,10168,9807,71783,220,37480,35123,2238,301,11233,14964,11232,10373,24622,35544,56811,12811,227,62223,10330,24588,23580,284,10331,37441,200
17299,20408,19686,349,18023,8925,34121,Macon,238,439,2820,802,18011,7885,2588,35858,349,21440,20347,833,479,2938,10350,2938,8023,17253,20512,29260,9115,403,31614,2699,17306,16749,439,2699,21388,259
3933,4957,4817,23,4169,2539,10740,Clay,23,25,1003,318,4169,2198,952,11231,23,5268,4911,319,93,1006,3581,1006,2249,4022,5050,9352,2593,69,10050,955,3933,3842,25,955,5200,25
12798,17534,16810,102,13436,6252,35700,Yadkin,87,148,4612,829,13429,5336,4292,37667,102,18598,17510,824,168,4994,7711,4994,5437,12888,17648,29851,6366,119,32660,4610,12805,12416,148,4610,18571,105
91661,91705,89677,,104449,35966,,Out of State,,,,,104387,35966,,,,104449,91661,,,,,,40682,100871,100871,,40682,,,,91705,89677,,,104387,
35100,108850,104346,48061,38323,18705,180787,Onslow,2483,56689,24438,2734,38304,13488,22262,197938,49159,122428,108803,2861,56738,27367,19026,27367,13799,36611,116422,149343,19657,49182,162055,24544,35122,34023,55373,24546,122360,2997
15294,20053,19207,247,16591,6811,42075,Richmond,129,283,4455,632,16581,6050,4039,44829,247,21854,20012,672,320,4943,8183,4943,6173,16023,20761,34516,6983,281,38043,4471,15301,14921,283,4471,21807,138
116313,161665,153148,3797,123423,47476,248550,Buncombe,2022,5671,38942,8142,123358,37312,38288,261191,3797,172128,161549,7958,5700,43005,53494,42999,37785,114478,159091,213777,48107,3853,230148,41439,116372,111063,5671,41440,172028,2364
76691,122680,111492,567,81509,26520,226508,Union,411,897,40212,4345,81458,21764,38492,239859,567,131424,122626,4341,915,49000,31234,48988,22441,75331,116440,176616,27289,589,202043,45368,76722,72433,897,45369,131343,507
67090,109709,100921,1448,72384,24696,202607,Cabarrus,860,2077,37614,4268,72342,19568,36068,216453,1448,118537,109662,4325,2093,44060,29064,44053,20089,66729,106420,161462,25350,1462,181104,41124,67119,63405,2077,41128,118472,936
3909,5483,5249,28,4315,2351,10985,Washington,16,55,1668,391,4304,1944,1466,11580,28,6103,5463,463,56,1732,2932,1732,2090,4116,5839,9274,2586,38,10083,1526,3919,3755,55,1526,6091,33
33335,51141,47922,875,35589,13607,126086,Harnett,348,1275,16338,1827,35552,11432,15152,135976,875,55419,51049,1910,1326,18504,17458,18504,11742,33590,51192,100990,14043,945,112079,16839,33357,31895,1264,16839,55331,391
29816,39896,38037,346,31305,13262,86176,Burke,261,489,9729,1560,31291,11441,8915,90485,346,42449,39860,1677,498,10646,18720,10645,11637,29908,40126,73860,13625,367,79893,9698,29831,28776,489,9698,42425,311
21978,35648,33770,4296,23318,8905,57336,Granville,514,4664,8975,1231,23302,7160,8528,60443,4296,38014,35616,1180,4708,9988,10674,9985,7341,21857,35496,48058,9078,4313,52711,9342,21991,20946,4664,9344,37951,557
67832,104610,99273,851,73554,30433,211171,Gaston,652,1302,34795,5040,73503,24741,32398,224529,851,114027,104552,5239,1325,39148,36651,39148,25667,70599,106696,174276,31722,872,191721,35869,67869,66024,1302,35869,113953,816
16755,22959,21997,290,17918,8094,48532,Edgecombe,201,391,5814,1031,17911,6862,5322,51472,290,24832,22951,1101,403,6511,10509,6511,7029,17377,23582,39904,8369,295,43948,5906,16758,16385,391,5906,24813,239
26021,30274,29037,54,28112,7597,54308,Watauga,54,88,4343,610,28075,6933,3989,56177,54,32768,30226,644,123,4533,9229,4533,7276,26435,30866,49022,7991,66,51530,4151,26057,24994,88,4151,32696,71
10933,17391,16286,773,12232,3976,50664,Hoke,223,1096,5379,527,12211,3226,5058,55234,773,19470,17368,556,1121,6117,5854,6117,3360,11441,17916,40282,4156,778,44624,5662,10951,10455,1096,5662,19424,240
7856,9579,9225,15,8583,3532,18126,Bertie,15,34,1686,324,8578,3193,1573,18947,15,10457,9564,343,42,1832,4479,1832,3421,8323,10043,15647,3783,28,16854,1693,7858,7637,34,1693,10444,19
15581,20925,19951,284,16369,7018,37405,Person,180,386,5102,1017,16356,5821,4757,39490,284,22224,20909,1045,386,5469,7938,5468,5904,15469,20957,31361,7149,292,34239,5044,15589,14910,386,5044,22210,200
19408,24294,23441,275,20408,10139,44735,Beaufort,224,384,4500,839,20396,9076,4127,46994,275,25882,24262,876,399,5075,11538,5075,9336,19874,24758,37669,10481,298,41131,4579,19417,19039,384,4579,25855,269
16344,22016,20972,2225,17180,6791,42001,Jackson,536,3596,3083,497,17166,5758,2817,43938,2507,24269,21974,530,3658,3431,8759,3431,5877,16447,22582,36721,7048,2538,39175,3123,16355,15930,3052,3123,24193,641
52265,80355,75864,512,54769,26217,150636,Catawba,349,704,27214,3835,54748,22033,25319,159551,512,85410,80316,4000,732,29909,29156,29908,22378,51731,79649,124631,26760,533,137151,27539,52282,50033,704,27540,85360,382
496466,747814,686399,6092,537069,135272,1044525,Wake,2706,8535,222758,21505,536697,111061,217713,1111761,6092,805388,747586,21255,8589,259730,133864,259713,115738,483165,714458,849055,139986,6105,941934,245028,496672,462594,8535,245037,804945,2993
32386,45984,43683,368,34381,15681,92365,Cleveland,285,498,13291,2372,34373,13024,12087,97947,368,49484,45959,2450,519,14584,18575,14584,13318,32714,46503,76504,16089,386,84044,13205,32393,31228,498,13205,49455,321
22763,30604,29080,303,24714,9040,59389,Sampson,202,403,7448,1184,24702,7654,6952,63531,303,33225,30581,1232,423,8088,11637,8088,7878,23529,31380,48081,9344,317,53473,7515,22772,21825,403,7515,33193,234
16856,23007,22007,272,18011,7661,52603,Columbus,199,341,5625,1061,18001,6401,5078,55508,272,24870,22991,1139,356,6503,11419,6503,6583,17616,23582,44013,7949,278,48224,5863,16864,16657,341,5865,24845,227
8776,10178,9874,69,9215,3986,21496,Caswell,58,91,1529,263,9205,3665,1251,22604,69,10948,10169,371,109,1624,5005,1624,3752,8920,10540,18383,4192,71,19944,1324,8783,8554,91,1324,10920,69
7557,8608,8305,103,8024,3701,17212,Yancey,103,133,848,146,8022,3452,775,18069,103,9198,8580,141,173,1001,4744,1001,3563,7805,8786,14782,3819,130,15969,920,7558,7427,133,920,9156,115
20913,31627,29731,432,22876,9205,57893,Lee,213,626,9559,1299,22856,7693,9139,61779,432,34390,31593,1304,642,10872,10404,10871,7927,21630,31815,47136,9475,458,52144,10248,20921,20160,626,10248,34353,244
7661,10497,10040,10,8291,3801,22610,Hertford,10,25,2711,589,8283,3202,2496,23677,10,11450,10479,585,50,3109,4836,3109,3392,8122,10858,19299,3989,23,20898,2808,7666,7534,25,2808,11417,12
30555,43508,41809,338,32068,15774,86406,Rockingham,263,471,12754,2599,32051,12912,11882,91010,338,46175,43478,2600,490,13617,18996,13617,13207,30850,44075,72695,16112,356,79246,12585,30567,29589,471,12585,46139,305
26104,38089,36635,500,27614,15466,66672,Carteret,324,563,11072,2314,27607,12828,10526,69473,500,40507,38067,2260,603,12290,17867,12290,13292,26944,38579,57537,15891,517,62070,11463,26108,25609,563,11464,40460,339
416434,647476,601472,4870,455720,118581,1037049,Mecklenburg,2024,7573,211271,21495,455385,95062,201546,1110356,4870,705804,647188,21782,7661,242423,127686,242377,99174,421342,640186,852079,123457,4924,937616,225884,416655,395056,7573,225897,705335,2501
3937,7351,6865,2023,4140,2447,13403,Swain,398,3388,1128,194,4139,1855,979,14271,2323,8795,7322,211,3434,1221,2803,1221,1892,3980,7900,11137,2591,2351,12138,1062,3938,3863,2792,1062,8748,488
7504,8991,8769,61,7967,3379,16905,Avery,50,78,1384,278,7961,3051,1297,17557,61,9574,8981,286,99,1508,4020,1508,3179,7827,9289,14969,3523,65,15935,1416,7510,7411,78,1416,9547,58
16519,23406,21990,297,18267,7496,41780,Vance,189,391,6375,1103,18245,6204,6026,44535,297,25683,23383,1090,403,7013,8487,7012,6399,16944,23710,34092,7702,302,37671,6567,16535,15667,391,6569,25648,213
20497,25153,24125,253,21885,9359,47245,Halifax,190,367,4343,821,21867,8348,3984,50010,253,27047,25130,869,371,4791,10690,4791,8549,20988,25698,39391,9641,262,43237,4380,20511,19888,367,4380,27025,223
33716,50956,48454,550,35825,15995,89023,Nash,362,766,15698,2952,35803,12681,14931,94298,550,54373,50927,2967,773,17775,17956,17775,13021,34731,51195,73765,16410,563,81106,16661,33732,32973,766,16661,54344,422
20793,26523,25512,525,22577,10175,63605,Rutherford,431,611,5061,1336,22557,8408,4827,67029,525,28692,26491,1361,645,5470,14855,5470,8827,21734,27406,53422,10651,545,58398,5173,20803,20160,611,5175,28638,463
10604,13785,13287,80,11472,5323,26129,Ashe,69,107,2930,822,11462,4432,2854,27203,80,14775,13760,754,124,3179,7249,3178,4706,10994,14031,22479,5550,99,24214,3076,10610,10353,107,3076,14747,90
13356,20241,19494,137,14105,7554,43536,Stokes,117,206,6795,1503,14098,5934,6267,45591,137,21655,20199,1609,249,7301,9917,7301,6106,13670,20671,37145,7863,172,40306,6706,13363,13090,206,6706,21605,148
2714,3780,3651,237,2893,1520,8040,Graham,37,352,850,147,2892,1336,752,8441,272,4133,3751,158,378,862,2067,862,1370,2805,3967,6767,1580,299,7414,765,2716,2662,312,765,4106,52
20633,29961,28412,340,22012,9452,59482,Pender,250,507,8675,1319,22001,7883,8049,63060,340,32343,29939,1365,518,9813,11716,9812,8110,21119,30301,49058,9759,354,53967,8966,20641,20023,507,8966,32320,284
36963,58186,55470,7246,39082,19410,95778,Craven,847,8087,13728,2533,39060,16030,12974,102139,7246,62201,58126,2497,8160,14959,20103,14959,16329,36700,58502,80387,19690,7290,87409,13917,36979,35250,8074,13917,62106,864
207368,304422,285306,2298,221775,76962,505896,Guilford,1493,3472,89047,14443,221664,61026,84797,537174,2298,327529,304329,14735,3502,102252,83442,102231,62930,208261,300780,418240,79419,2311,459608,94663,207448,198211,3472,94663,327367,1754
10462,11809,11408,119,10843,4416,20741,Madison,86,206,1150,245,10837,4085,1087,21755,119,12343,11788,261,221,1279,5034,1278,4108,10432,11788,17939,4474,136,19327,1207,10466,10202,206,1207,12321,105
26710,39196,36899,258,28510,13981,70897,Chatham,150,344,11709,2440,28481,11391,11105,74470,258,42041,39164,2411,379,13152,18634,13149,11688,26481,38534,59661,14262,272,65198,12196,26724,25536,344,12200,41974,163
62869,89627,84657,1005,66410,22083,170444,Pitt,504,1476,24977,3012,66364,18567,22927,180742,1005,96447,89570,3206,1496,28541,25045,28540,18804,63222,89675,142466,22606,1027,155511,25696,62904,60725,1476,25696,96380,596
38735,53787,51585,686,40945,22083,94937,Moore,413,882,14019,3211,40934,18459,13143,100880,686,57490,53739,3285,917,15628,24192,15628,19381,39732,54633,79328,23108,729,86466,14318,38740,37756,882,14318,57444,442
150614,218329,204529,1999,164415,56770,359934,Forsyth,1218,3103,62126,10289,164271,45263,59642,382295,1999,237058,218214,10224,3132,69511,62720,69498,46960,151909,217138,295401,58684,2012,325690,65601,150715,142888,3103,65602,236872,1500
52360,89140,83935,1157,55455,25122,171884,Iredell,845,1507,33894,5173,55418,19104,32199,181806,1157,95159,89089,5058,1523,38181,29513,38181,19864,52950,88351,140623,25826,1189,156060,35572,52378,50579,1507,35573,95106,904
14882,18118,17480,207,15358,7913,33015,Transylvania,194,278,3025,1060,15352,6659,2910,34385,207,18821,18099,1041,292,3171,10809,3171,6721,14563,17866,29099,7989,224,30988,3010,14884,14363,278,3010,18801,227
8574,10844,10427,124,9150,4221,21211,Martin,107,174,2164,470,9144,3644,2005,22440,124,11641,10829,492,183,2308,5372,2308,3764,8779,11117,17917,4379,133,19455,2131,8580,8298,174,2131,11626,123
7829,10222,9790,111,8385,3795,18843,Warren,83,136,2133,496,8377,3216,2052,19731,111,10917,10206,482,146,2386,5173,2386,3295,8023,10292,16200,3867,117,17477,2266,7839,7627,136,2266,10899,90
3486,4555,4354,41,3668,1805,8956,Jones,26,55,1057,214,3667,1565,949,9419,41,4881,4545,227,71,1142,2257,1142,1597,3513,4625,7704,1854,51,8314,1018,3486,3364,55,1018,4864,30
15807,22977,21700,236,16514,7947,40760,Davie,162,340,6650,1585,16500,6200,6328,42846,236,24237,22950,1613,348,7375,9279,7375,6329,15545,22535,33901,8124,251,37262,6907,15819,15136,340,6907,24215,182
71434,197000,186372,74789,76864,36458,310252,Cumberland,6040,92860,46401,5867,76750,24551,43419,335509,77013,222466,196908,5995,92906,52696,40937,52693,25166,72192,208764,252655,38192,77051,277878,48461,71487,68164,90171,48462,222303,7031
19430,22514,21582,337,20556,7883,43474,McDowell,218,495,2993,517,20544,7148,2616,45756,337,24210,22498,595,506,3148,9517,3148,7286,19437,22925,36617,8144,348,39943,2731,19435,18629,495,2731,24187,263
9694,12576,12242,422,10166,6179,27420,Cherokee,178,542,2688,749,10161,5252,2395,28612,422,13459,12525,807,587,2706,8723,2706,5378,9818,13048,23877,6397,464,25640,2409,9703,9425,542,2409,13409,212
5715,7295,6997,,6483,2975,13243,Chowan,,,1562,407,6479,2568,1481,13943,,8148,7294,385,,1665,3521,1665,2881,6222,7784,11164,3266,,12171,1579,5716,5516,,1579,8144,
81272,105827,96984,818,88518,22435,142010,Orange,343,1126,21784,2966,88440,19126,21615,148476,818,113946,105745,2898,1175,24253,21654,24252,19722,76914,99824,119925,23011,857,130842,23655,81315,74551,1126,23655,113818,391
12857,15424,14880,71,13456,5467,35620,Alexander,59,89,2496,307,13447,5101,2286,37497,71,16296,15382,323,133,2707,7667,2707,5230,13010,15595,30040,5618,109,32781,2454,12861,12523,89,2454,16243,65
153815,210727,198007,4546,166063,41298,301307,Durham,1428,6004,49476,5609,165980,34261,47868,321488,4546,227523,210649,5685,6045,55415,43764,55408,35327,152270,207750,255829,42640,4569,275950,52288,153869,145593,6004,52289,227392,1628
50548,64670,61888,959,53017,26147,111764,Henderson,765,1429,12954,3757,52999,21625,12343,117417,959,68430,64637,3788,1436,13977,30961,13977,21881,49943,64326,95451,26542,979,103234,13130,50560,48586,1429,13131,68405,873
14583,19355,18551,0,16471,6411,37393,Pasquotank,0,12,4927,867,16444,5544,4562,39824,0,21664,19328,939,29,5164,6841,5164,6071,15627,20566,31068,7022,14,34029,4745,14596,13989,12,4745,21620,12
5752,6906,6730,66,6020,3305,12261,Pamlico,49,77,1078,249,6020,3007,999,12726,66,7282,6894,252,93,1169,3866,1169,3080,5903,7058,10805,3384,78,11540,1076,5752,5665,77,1076,7266,52
5708,6817,6584,52,6109,2772,14242,Mitchell,52,101,999,232,6107,2488,904,14964,52,7359,6793,245,114,1136,3810,1136,2554,5959,7059,12229,2871,75,13195,1033,5709,5628,101,1033,7344,72
8957,10872,10549,13,10086,3978,26216,Currituck,13,33,1926,344,10078,3621,1790,27763,13,12171,10853,348,45,2040,4551,2040,4135,9809,11768,21675,4502,28,23787,1883,8961,8746,33,1883,12151,19
61894,85454,82992,1488,64774,42311,137478,Brunswick,1133,1815,21671,6341,64754,34837,20702,142820,1488,90040,85419,6132,1844,23422,46605,23421,36046,63304,86790,121795,43420,1505,129086,22037,61910,60802,1815,22039,89990,1242
51714,75151,71530,928,55684,24466,158409,Davidson,695,1239,22554,4254,55655,19517,21084,167609,928,81224,75101,4297,1268,24272,31089,24270,19973,52605,76398,131285,25050,961,144432,22459,51730,49518,1239,22460,81164,780
21932,34659,32664,384,23240,10111,65799,Franklin,246,505,11645,1887,23226,7978,11106,69685,384,36906,34622,1869,524,13142,11935,13141,8163,22120,34270,54524,10307,410,59978,12306,21942,21174,505,12307,36872,275
20623,25562,24465,0,21403,9168,35367,Dare,0,10,4898,564,21393,8604,4516,37009,0,26845,25539,592,23,5419,8201,5419,8773,20429,25337,30088,9375,17,32745,4916,20629,19949,10,4916,26822,10
93261,139243,131864,1234,98874,40102,223363,New Hanover,852,1822,42356,5890,98844,33360,40359,234473,1234,148799,139201,5990,1839,48086,43147,48067,34238,94044,138222,191812,41221,1255,206724,44706,93281,90271,1822,44707,148733,993
11258,15344,14618,151,12192,5566,31131,Bladen,90,176,3844,632,12185,4844,3589,32722,151,16608,15312,664,216,4200,7459,4200,5009,11668,15688,26077,5771,177,28574,3903,11264,10878,176,3903,16561,98
8084,10612,10207,95,8664,3663,23143,Anson,69,119,2391,364,8663,3230,2138,24446,95,11510,10608,410,129,2717,4730,2717,3314,8480,10990,19608,3801,99,21306,2429,8084,7974,119,2429,11499,77
