Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,county1,New Booster Doses - All Programs12Plus,New Booster Doses - All Programs5Plus,New Booster Doses - All Programs65Plus,New Booster Doses - All Programs18Plus,New Booster Doses- All Programs,Bivalent NC Dose - 5 Plus,Bivalent NC Dose - 12 Plus,Bivalent NC Dose - 18 Plus,Bivalent NC Dose - 65 Plus,Bivalent NC Dose,Bivalent LTC Dose,Bivalent LTC Dose  - 5 Plus,Bivalent LTC Dose  - 12 Plus,Bivalent LTC Dose  - 18 Plus,Bivalent LTC Dose  - 65 Plus,At Least One Booster/Additional Dose - All Providers - 65Plus,Additional Doses - NC,Additional Doses - Pharmacy,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,Additional Doses - 5Plus,Additional Doses - 12Plus,Additional Doses - 18Plus,Additional Doses - 65Plus,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,county-1,Additional Booster Doses,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
262096,MISSING COUNTY,73193,73758,32969,71774,73781,35107,34936,34346,20593,35130,38651,38651,38257,37428,12376,83686,73931,114355,73906,73468,71461,34121,114351,113463,110926,30376,114355,73931,217423,221967,223293,224217,292185,61056,240259,253267,263825,81478,269343,282751,294470,Missing,35036,35036,35036,19189,35931,188257,186931,182387,64497,38028,47665,,38011,47665,39851,37863,9850,48947,47568,9797,,,,,MISSING COUNTY,188286,84195,7701,95758,90987,95547,158861,158610,153753,63927,147285,85103,97436,97290,92534,8423,113068,117141,117442,42836,107588
44186,WILSON COUNTY,6201,6221,3571,6100,6223,4426,4410,4370,2703,4428,1795,1795,1791,1730,868,11175,15632,8414,15628,15564,15373,7919,8414,8384,8143,3222,8414,15632,23602,24034,24128,24165,46684,13624,40946,43191,44295,13952,43126,45563,46852,Wilson,86,86,86,34,119,24042,23948,23516,11141,609,371,76972,609,371,654,609,316,418,371,237,63224,15337,81801,69710,WILSON COUNTY,24046,12661,2054,14441,13957,14431,31757,31644,30997,11582,29856,11936,13585,13580,13142,2041,29678,30235,30292,11346,28639
1996,TYRRELL COUNTY,261,263,157,260,263,239,239,238,148,239,24,24,22,22,9,510,908,95,908,904,892,469,95,95,94,41,95,908,986,999,1003,1003,2079,702,1871,1957,1997,715,1946,2035,2082,Tyrrell,,,,,,1003,999,986,510,,,3827,,,,,,,,,3288,810,4016,3533,TYRRELL COUNTY,1003,174,40,183,181,183,1899,1896,1854,675,1772,150,155,155,155,39,1802,1841,1842,663,1721
61812,WAYNE COUNTY,5126,5131,2807,5047,5135,2139,2135,2118,1237,2143,2992,2992,2991,2929,1570,14144,14338,15446,14333,14270,14069,6476,15446,15411,15167,7386,15446,14338,30849,31304,31402,31465,66203,16889,57728,60518,61898,17575,61607,64687,66454,Wayne,1623,1623,1613,282,1681,29779,29681,29236,13862,6380,5503,115046,6326,5466,6434,6213,986,5530,5370,754,94031,20802,123131,103693,WAYNE COUNTY,29784,18562,3509,21213,20479,21202,38807,38621,37882,13080,36832,17552,19949,19939,19308,3387,35744,36370,36419,12748,34806
11857,MONTGOMERY COUNTY,1319,1335,722,1285,1335,787,774,741,405,787,548,548,545,544,317,3181,3066,3001,3066,3038,2979,1561,3001,2998,2975,1608,3001,3066,5976,6058,6089,6110,12636,4444,11326,11711,11941,4608,12031,12457,12779,Montgomery,22,22,22,12,43,6067,6036,5954,3169,214,142,25757,214,142,297,214,122,201,142,97,21266,5743,27173,23512,MONTGOMERY COUNTY,6067,2940,599,3137,3095,3137,9345,9285,9148,3887,8877,2761,2945,2945,2904,557,8665,8770,8795,3790,8423
31407,LENOIR COUNTY,3495,3498,2102,3457,3500,1913,1910,1896,1176,1915,1585,1585,1585,1561,926,8936,9454,7662,9454,9435,9356,4937,7661,7642,7519,3936,7662,9454,16982,17184,17222,17236,33494,10949,29620,30908,31459,11244,31469,32885,33557,Lenoir,107,107,107,63,120,17115,17077,16875,8873,476,292,52801,476,292,494,476,268,326,292,206,43423,11303,55949,47933,LENOIR COUNTY,17116,9730,1937,10972,10650,10967,22091,22051,21759,9039,21263,9155,10311,10308,10028,1868,20588,20807,20822,8875,20173
17358,SCOTLAND COUNTY,1631,1644,920,1604,1644,794,782,768,409,794,850,850,849,836,511,4418,5113,3951,5113,5089,5041,2388,3951,3948,3886,2005,3951,5113,8975,9085,9112,9124,18792,5973,16453,17122,17422,6327,17723,18494,18883,Scotland,48,48,48,25,60,9064,9037,8927,4393,252,169,32530,252,169,303,252,144,222,169,104,26793,6531,34823,29381,SCOTLAND COUNTY,9064,4798,1030,5424,5280,5420,13156,13120,12962,5153,12673,4369,4910,4907,4797,925,12156,12282,12290,4944,11915
102321,ALAMANCE COUNTY,15309,15555,7691,14844,15559,6806,6611,6351,3589,6810,8749,8749,8698,8493,4102,23448,26641,31156,26637,26182,25286,11187,31154,31038,30378,12173,31156,26641,55841,57397,57968,58021,107294,27828,93467,98970,102731,28735,97717,103578,108067,Alamance,177,177,177,88,224,57791,57220,55664,23360,2042,1319,159560,2042,1319,2072,2019,913,1379,1306,697,132145,29035,169509,145046,ALAMANCE COUNTY,57797,25851,4862,28844,27766,28820,77151,76432,73770,22960,69847,24548,27375,27365,26398,4574,71253,73637,73977,22557,67613
5831,CAMDEN COUNTY,574,579,336,558,579,289,286,275,173,289,290,290,288,283,163,1069,1473,796,1473,1457,1422,738,796,796,790,331,796,1473,2448,2489,2505,2530,6803,1519,5462,5710,5845,1804,6376,6659,6835,Camden,236,236,236,0,261,2269,2253,2212,1069,2038,1408,10327,2021,1408,2056,1947,211,1419,1352,42,8407,1833,10867,9354,CAMDEN COUNTY,2269,849,145,912,884,909,3867,3856,3754,1448,3580,830,887,886,860,136,3442,3537,3539,1341,3280
14159,GREENE COUNTY,1575,1585,733,1545,1585,1225,1216,1197,563,1225,360,360,359,348,170,2642,4258,1764,4258,4224,4185,1652,1764,1762,1713,691,1764,4258,6722,6860,6910,6964,15492,3673,13102,13821,14208,4009,14300,15099,15574,Greene,888,874,824,299,942,6022,5986,5898,2343,3338,2593,20022,3175,2457,3390,2872,887,2633,2216,608,16884,3592,21069,18372,GREENE COUNTY,6022,2659,445,3033,2965,3032,9151,9122,8959,2677,8769,2499,2861,2860,2806,427,8558,8706,8714,2638,8387
62557,ROWAN COUNTY,7121,7144,4067,7033,7144,1556,1543,1524,958,1556,5588,5588,5578,5509,3109,15060,12552,18531,12546,12503,12273,6396,18531,18490,18250,8353,18531,12552,31086,31556,31640,31666,67394,19392,58739,61390,62698,20287,63196,66038,67577,Rowan,563,563,563,311,583,31077,30993,30523,14749,4171,3262,133830,4171,3262,4240,4171,1743,3342,3262,1509,110729,25371,142088,122048,ROWAN COUNTY,31083,21379,3875,23091,22556,23079,40246,40144,39311,14669,37646,19991,21552,21544,21080,3774,37048,37751,37804,14109,35486
8639,NORTHAMPTON COUNTY,1339,1348,934,1332,1348,1144,1135,1129,831,1144,204,204,204,203,103,2766,3856,810,3856,3847,3822,2422,810,810,798,344,810,3856,4620,4657,4666,4666,9313,3817,8212,8500,8676,3985,8806,9138,9353,Northampton,,,,,,4666,4657,4620,2766,168,72,18570,168,72,194,168,102,98,72,59,16132,5256,19483,17363,NORTHAMPTON COUNTY,4666,1427,357,1564,1544,1563,7595,7582,7426,3526,7211,1350,1469,1469,1455,326,6973,7098,7109,3432,6790
32333,WILKES COUNTY,4284,4303,2582,4222,4304,1809,1792,1763,1111,1810,2494,2494,2492,2459,1471,8054,7011,9168,7009,6964,6843,3374,9168,9164,9015,4664,9168,7011,15874,16144,16193,16222,34722,11179,30591,31853,32420,11684,32829,34179,34848,Wilkes,16,16,16,16,43,16177,16128,15858,8038,316,215,64946,316,215,387,316,224,267,215,168,54628,15162,68412,59783,WILKES COUNTY,16179,10444,2317,11079,10989,11074,23382,23332,22874,9143,22069,9879,10477,10475,10396,2205,21242,21643,21676,8806,20497
42666,LINCOLN COUNTY,6204,6241,3454,6087,6244,1734,1709,1678,1020,1737,4507,4507,4495,4409,2434,11572,8139,16761,8138,8075,7958,3998,16761,16684,16326,7553,16761,8139,24335,24810,24950,24971,44745,13508,39769,41675,42740,13800,41648,43672,44888,Lincoln,51,51,51,21,71,24899,24759,24284,11551,394,246,81663,394,246,416,394,252,279,246,203,67981,15456,86111,74647,LINCOLN COUNTY,24900,15677,2618,17673,17115,17652,26799,26699,26163,10930,25577,14764,16661,16656,16139,2580,25290,25764,25800,10725,24759
39508,CALDWELL COUNTY,5134,5155,3164,5062,5155,2428,2413,2368,1579,2428,2727,2727,2721,2694,1585,11631,12060,9902,12060,12015,11863,7145,9902,9874,9716,4486,9902,12060,21579,21889,21962,21979,41586,14226,37544,38981,39566,14507,39417,40978,41677,Caldwell,0,0,0,0,17,21962,21889,21579,11631,341,204,78015,341,204,350,341,196,224,204,151,65842,16769,82178,71809,CALDWELL COUNTY,21962,11090,1675,12017,11794,12008,29310,29237,28843,12636,27986,10164,10961,10956,10785,1617,27992,28348,28381,12458,27176
8485,POLK COUNTY,1208,1216,704,1189,1216,750,742,730,475,750,466,466,466,459,229,1978,2412,1422,2412,2398,2356,1285,1422,1418,1383,693,1422,2412,3739,3816,3834,3834,8998,3933,8052,8361,8527,4130,8530,8855,9063,Polk,,,,,,3834,3816,3739,1978,172,100,19940,172,100,213,172,136,131,100,88,17478,6644,20724,18752,POLK COUNTY,3834,1730,794,1881,1834,1878,6969,6948,6849,3200,6628,1652,1801,1801,1758,772,6503,6584,6595,3073,6300
36470,SURRY COUNTY,5398,5440,3216,5304,5442,2804,2764,2699,1667,2806,2636,2636,2634,2605,1549,9731,10006,9725,10004,9928,9711,4971,9723,9720,9621,4714,9725,10006,19391,19707,19786,19805,38442,12638,34325,35859,36550,13031,36067,37715,38624,Surry,59,59,59,46,74,19727,19648,19332,9685,351,238,67979,351,238,404,351,256,266,238,193,56811,14964,71783,62223,SURRY COUNTY,19731,11522,2503,12185,12082,12183,26035,25908,25282,10272,24194,10840,11447,11444,11374,2393,24247,24788,24837,10052,23247
21195,MACON COUNTY,3423,3441,2406,3399,3441,2606,2591,2569,1874,2606,835,835,832,830,532,6988,8219,3406,8213,8185,8088,4950,3406,3406,3388,2038,3406,8219,11476,11591,11619,11650,22172,9367,20270,20911,21270,9567,21151,21858,22274,Macon,0,0,0,0,25,11619,11591,11476,6988,478,356,34121,478,356,538,478,267,415,356,239,29260,10350,35858,31614,MACON COUNTY,11625,3075,932,3216,3181,3215,18520,18479,18199,8368,17598,2877,3008,3006,2987,915,17568,17833,17847,8213,17037
5245,CLAY COUNTY,1200,1202,880,1190,1202,1034,1032,1022,770,1034,168,168,168,168,110,2141,2651,618,2651,2643,2616,1764,618,617,616,377,618,2651,3232,3260,3269,3279,5529,2697,5077,5191,5336,2783,5338,5462,5660,Clay,0,0,0,0,10,3269,3260,3232,2141,127,77,10740,127,77,252,127,54,166,77,23,9352,3581,11231,10050,CLAY COUNTY,3269,1048,365,1053,1051,1052,4355,4350,4284,2364,4163,996,1001,1000,999,355,4115,4168,4169,2319,4004
18842,YADKIN COUNTY,2808,2823,1739,2767,2823,1298,1285,1256,860,1298,1525,1525,1523,1511,879,5113,4431,5468,4430,4406,4340,2440,5468,5463,5386,2661,5468,4431,9738,9881,9910,9922,19737,6682,17800,18538,18887,6815,18606,19414,19814,Yadkin,12,12,12,12,23,9898,9869,9726,5101,169,110,35700,169,110,193,169,118,132,110,93,29851,7711,37667,32660,YADKIN COUNTY,9899,5211,949,5655,5582,5653,13966,13915,13663,5748,13226,4957,5378,5377,5303,967,13125,13355,13377,5622,12733
123854,OUT OF STATE,31716,32432,15040,30513,32449,30724,30024,28836,13993,30741,1708,1708,1692,1677,1047,27922,62183,5529,62174,60489,58475,24989,5528,5487,5414,2933,5529,62183,63889,65976,67702,67712,134137,46019,115300,119209,125083,48770,124328,128655,137298,Out of State,,,,,,67702,65976,63889,27922,,,,,,,,,,,,,,,,OUT OF STATE,67712,817,166,917,860,911,136381,133226,127795,48604,123511,1029,1185,1179,1103,239,118106,122675,123898,45780,114271
120834,ONSLOW COUNTY,8642,8700,4566,8472,8702,2713,2682,2638,1544,2715,5987,5987,5960,5834,3022,15889,10374,23684,10370,10245,9988,4812,23684,23609,23148,9929,23684,10374,42999,43964,44164,44197,133182,19955,113060,118431,121009,21112,124141,130220,133552,Onslow,10110,10110,9863,1148,10139,34054,33854,33136,14741,60713,52668,180787,59984,52200,60809,58008,2902,52720,50614,2180,149343,19026,197938,162055,ONSLOW COUNTY,34058,27927,3504,31839,30627,31798,40904,40671,39609,14706,38206,26005,29578,29576,28561,3330,37670,38590,38711,14445,36441
22035,RICHMOND COUNTY,2186,2196,1292,2146,2198,1455,1445,1409,896,1457,741,741,741,737,396,5165,6910,3730,6909,6854,6735,3419,3730,3729,3658,1726,3730,6910,10436,10626,10682,10722,23847,7343,20773,21679,22143,7577,22393,23416,23968,Richmond,43,43,43,20,82,10639,10583,10393,5145,469,338,42075,469,338,525,469,198,415,338,153,34516,8183,44829,38043,RICHMOND COUNTY,10640,5165,800,5687,5606,5687,17756,17691,17341,6579,16759,4745,5229,5229,5156,747,16185,16468,16499,6443,15690
174776,BUNCOMBE COUNTY,46636,47448,22749,45241,47468,30237,29561,28584,15544,30256,17212,17211,17075,16657,7205,44146,64938,49428,64904,63767,61693,25813,49428,49105,47802,18224,49428,64938,109736,113113,114573,114696,183287,50114,160154,168659,175983,51788,167657,176678,185285,Buncombe,241,241,241,109,330,114332,112872,109495,44037,7286,4453,248550,7268,4453,7327,7207,2831,4502,4411,2108,213777,53494,261191,230148,BUNCOMBE COUNTY,114366,40944,8643,45578,44077,45460,132380,130541,125333,40314,119506,40445,45106,45029,43586,8877,120620,125294,126375,39129,115298
132714,UNION COUNTY,17654,18002,6944,16798,18004,2712,2675,2595,1163,2714,15290,15290,14979,14203,5781,23860,22564,53487,22555,22337,21401,7240,53486,52922,50315,16517,53487,22564,71891,75434,76216,76279,138267,27360,116336,127334,133054,27947,121032,132474,138815,Union,175,175,175,103,228,76041,75259,71716,23757,1390,744,226508,1390,744,1431,1345,655,822,726,432,176616,31234,239859,202043,UNION COUNTY,76051,44651,5175,55376,51829,55188,82008,81689,79255,22117,75036,43197,53684,53580,50279,5246,76311,78390,78548,21682,72413
121402,CABARRUS COUNTY,15257,15448,6281,14567,15450,3322,3260,3133,1707,3324,12126,12126,11997,11434,4574,21774,24733,43391,24730,24334,23393,8709,43389,42980,41199,12867,43391,24733,65183,67917,68722,68750,128670,25388,106604,115731,121665,26385,112775,122399,129259,Cabarrus,603,603,591,198,626,68119,67314,64592,21576,4161,2701,202607,4134,2701,4185,4022,1298,2727,2626,985,161462,29064,216453,181104,CABARRUS COUNTY,68124,41363,5082,49616,46690,49458,75458,75051,71575,20005,67390,40052,48073,48023,45350,5045,67680,70678,70865,19358,63926
5973,WASHINGTON COUNTY,1021,1023,721,1010,1023,669,667,666,500,669,354,354,354,344,221,2117,2163,1319,2162,2154,2135,1381,1319,1319,1312,736,1319,2163,3447,3473,3481,3497,6555,2545,5631,5877,5987,2779,6179,6437,6577,Washington,0,0,0,0,15,3481,3473,3447,2117,64,40,10985,64,40,67,64,40,41,40,27,9274,2932,11580,10083,WASHINGTON COUNTY,3482,1792,530,1855,1851,1854,4655,4637,4522,2209,4323,1602,1669,1668,1663,458,4174,4265,4277,2060,3989
59024,HARNETT COUNTY,6448,6512,3161,6259,6516,3104,3046,2946,1723,3108,3408,3408,3402,3313,1438,11139,12440,14991,12438,12297,11974,5698,14990,14915,14531,5265,14991,12440,27612,28395,28611,28637,64317,14026,53096,57072,59187,14750,57463,61982,64686,Harnett,1183,1183,1107,176,1206,27428,27212,26505,10963,7350,5343,126086,6978,5138,7432,6103,981,5396,4438,664,100990,17458,135976,112079,HARNETT COUNTY,27431,18473,2235,21341,20404,21290,35913,35677,34600,11534,32887,17514,20110,20086,19264,2171,32670,33595,33681,11191,31144
