Fully Vaccinated - NC 5Plus,Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,Population 5 Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - NC 5Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - Federal 5Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - Tiberius 5Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Additional Booster Doses,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - Tiberius 5Plus,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
65041,63658,196175,181118,38824,79315,37708,,Missing,9399,27553,79235,83200,7839,76394,91160,20470,81975,,38848,201119,191378,7175,28797,93007,,89755,92991,25336,72313,183014,,27553,41494,39742,88448,,88872,65270,38848,60319,27501,91163,193702,8983
28460,28241,40528,38121,331,29931,12611,76972,Wilson,221,497,29921,11280,1743,29558,11700,10647,10435,81801,331,43185,40142,1772,501,12753,15337,12531,12750,10890,28571,40348,63224,497,12923,355,12526,69710,11570,28471,331,27355,497,11702,42586,261
1753,1746,1895,1800,,1830,658,3827,Tyrrell,,,1828,163,36,1815,141,622,137,4016,,2000,1887,36,,170,810,170,170,637,1731,1894,3288,,673,,508,3533,141,1754,,1663,,141,1985,
34732,34577,60343,57186,8068,37215,16112,115046,Wayne,1104,10590,37180,16578,2966,36892,17289,12042,15450,123131,8229,66700,59887,3074,10720,18765,20802,18390,18764,12412,35856,62759,94031,10697,17083,8296,15392,103693,17081,34754,8265,33668,10325,17293,65872,1597
8606,8594,11415,11004,122,9110,4341,25757,Montgomery,94,150,9108,2673,475,9072,2665,3772,2491,27173,122,12151,11364,503,184,2857,5743,2831,2857,3863,8849,11672,21266,150,4471,144,3390,23512,2648,8606,122,8391,150,2665,12053,105
19765,19709,29122,27742,273,21078,10098,52801,Lenoir,194,405,21074,8756,1611,20947,9052,8293,8112,55949,273,31324,28969,1654,420,9826,11303,9685,9826,8480,20520,29681,43423,405,10367,301,8922,47933,8987,19769,273,19357,405,9052,31037,233
11726,11689,16290,15570,158,12447,5737,32530,Scotland,99,203,12444,4301,814,12397,4370,4824,3924,34823,158,17510,16201,890,239,4824,6531,4777,4824,4956,12169,16673,26793,203,5969,194,4457,29381,4354,11726,158,11488,203,4370,17377,123
70245,69245,95418,88677,1035,73631,25993,159560,Alamance,654,1401,73609,23554,4048,71992,24112,21291,22017,169509,1035,100943,93995,4349,1427,25885,29035,25294,25884,21853,68033,92988,132145,1401,26932,1043,28555,145046,23715,70263,1035,65625,1401,24112,98687,730
3365,3337,5241,5010,1077,3713,1373,10327,Camden,0,846,3704,761,114,3654,785,1259,746,10867,1077,5407,5194,127,881,813,1833,797,813,1368,3490,5097,8407,846,1495,1089,1253,9354,780,3367,1077,3187,846,785,5297,0
8092,8043,10672,10181,66,8526,2903,20022,Greene,53,84,8522,2349,360,8442,2499,2490,2184,21069,66,11324,10589,378,101,2697,3592,2669,2697,2531,8306,10739,16884,84,2969,80,2859,18372,2480,8093,66,7931,84,2499,11195,60
37489,37291,59461,56391,2881,39586,19155,133830,Rowan,1479,3473,39569,19337,3235,39173,19045,14441,17820,142088,2881,63855,59030,3369,3506,20763,25371,20477,20763,14786,37453,60263,110729,3473,19779,2913,16920,122048,18858,37501,2881,35690,3473,19047,63123,1624
7188,7171,8590,8284,70,7728,3852,18570,Northampton,57,107,7725,1287,296,7664,1316,3499,1202,19483,70,9273,8553,322,123,1422,5256,1412,1422,3591,7464,8858,16132,107,3980,83,2694,17363,1312,7191,70,7012,107,1316,9183,67
21069,20846,30811,29300,184,22828,10665,64946,Wilkes,160,233,22817,9615,1921,22452,9527,8584,9005,68412,184,33271,30536,2046,259,10184,15162,10136,10184,8824,21638,31486,54628,233,11050,206,9093,59783,9506,21078,184,20111,233,9527,32821,180
25703,25525,41084,38782,239,26765,13032,81663,Lincoln,199,363,26758,14468,2130,26452,15108,10703,13498,86111,239,43484,40605,2164,382,16337,15456,15946,16337,10889,25903,40734,67981,363,13287,269,13738,74647,14841,25707,239,25045,363,15108,42761,234
27418,27277,37441,35807,202,28340,13409,78015,Caldwell,149,316,28328,10005,1335,28105,9796,11925,9120,82178,202,39490,37192,1399,324,10826,16769,10692,10826,12101,27260,37581,65842,316,13682,219,13012,71809,9713,27426,202,26485,316,9796,39113,182
6996,6950,8827,8410,100,7367,4142,19940,Polk,88,117,7363,1644,740,7288,1709,3314,1576,20724,100,9297,8728,754,145,1785,6644,1749,1785,3414,7042,8803,17478,117,4265,118,2626,18752,1678,7000,100,6734,117,1709,9154,97
24692,24515,35477,33707,220,25913,12378,67979,Surry,178,284,25892,10801,2121,25548,10542,10079,9974,71783,220,37641,35253,2265,301,11427,14964,11374,11426,10265,24445,35530,56811,284,12730,227,11329,62223,10518,24707,220,23513,284,10543,37206,200
17627,17529,20793,19958,351,18192,8990,34121,Macon,238,439,18182,2874,810,17998,2754,7942,2634,35858,351,21668,20627,840,479,2997,10350,2983,2997,8063,17367,20680,29260,439,9162,405,8077,31614,2747,17634,351,16973,439,2754,21420,259
4002,3982,5031,4859,23,4211,2550,10740,Clay,23,25,4211,1008,318,4172,960,2209,957,11231,23,5315,4965,320,93,1011,3581,1011,1011,2260,4058,5091,9352,25,2605,69,2144,10050,960,4002,23,3879,25,960,5208,25
12933,12854,17822,16978,102,13497,6283,35700,Yadkin,87,149,13490,4702,839,13359,4763,5357,4405,37667,102,18771,17694,831,169,5105,7711,5062,5105,5464,12931,17782,29851,149,6400,119,5479,32660,4738,12940,102,12471,149,4763,18570,105
95172,94234,95221,92190,,108352,36552,,Out of State,,,108290,,,106192,,36552,,,,108352,94234,,,,,,,41605,103807,103807,,,41605,,22840,,,95221,,92190,,,106192,
35633,35315,110896,105641,48465,38662,18829,180787,Onslow,2494,56961,38644,25033,2798,38112,25632,13537,22961,197938,49585,124006,110173,2926,57144,28200,19026,27538,28200,13842,36785,117474,149343,57092,19781,49608,16712,162055,25273,35654,49585,34215,55656,25634,122611,3013
15530,15428,20419,19439,247,16792,6844,42075,Richmond,129,283,16781,4559,649,16596,4601,6066,4153,44829,247,22179,20264,690,320,5067,8183,5024,5067,6186,16117,20959,34516,283,7014,281,5876,38043,4589,15537,247,15039,283,4601,21903,138
120166,117496,166771,154804,3824,125080,47823,248550,Buncombe,2022,5680,125011,39238,8206,121123,42681,37595,38644,261191,3824,174272,163065,8007,5709,43483,53494,42379,43475,37991,115403,160321,213777,5680,48363,3862,69276,230148,41745,120227,3824,112336,5680,42682,169182,2365
77999,76908,126279,112333,567,82049,26607,226508,Union,411,897,81997,40738,4407,80103,47658,21789,39114,239859,567,133081,123479,4394,915,50117,31234,47788,50104,22461,75483,117118,176616,897,27362,589,40435,202043,46004,78031,567,72652,897,47659,128788,507
68161,67033,112581,101448,1449,72974,24629,202607,Cabarrus,860,2097,72930,38093,4327,70856,42924,19442,36680,216453,1449,120141,110206,4388,2113,45054,29064,43214,45047,19984,66662,106852,161462,2097,25308,1463,33618,181104,41724,68190,1449,63319,2097,42928,116167,936
3941,3932,5533,5288,28,4359,2359,10985,Washington,16,55,4348,1691,395,4319,1544,1948,1485,11580,28,6170,5504,467,56,1755,2932,1752,1755,2091,4136,5882,9274,55,2591,38,1937,10083,1544,3951,28,3775,55,1544,6126,33
33575,33353,52069,48343,875,35703,13564,126086,Harnett,348,1289,35666,16673,1868,35184,17526,11348,15568,135976,875,56055,51501,1939,1340,19012,17458,18548,19011,11660,33533,51484,100990,1289,13990,945,14237,112079,17273,33597,875,31900,1278,17527,55021,391
30111,29918,40429,38270,346,31455,13266,86176,Burke,261,489,31441,9902,1577,31116,9936,11428,9076,90485,346,42825,40135,1699,498,10872,18720,10738,10871,11611,29922,40313,73860,489,13621,367,13876,79893,9871,30126,346,28848,489,9936,42343,311
22217,22002,36211,33981,4343,23484,8909,57336,Granville,515,4740,23468,9106,1253,23061,9617,7141,8683,60443,4343,38440,35843,1195,4776,10180,10674,9993,10177,7332,21900,35746,48058,4740,9087,4360,10754,52711,9498,22231,4343,20955,4740,9620,37794,560
68874,68295,106894,100373,851,74259,30629,211171,Gaston,652,1302,74207,35288,5112,73106,37105,24865,33061,224529,851,115481,105709,5296,1325,39897,36651,39038,39897,25768,70987,107577,174276,1302,31880,872,32127,191721,36563,68917,851,66461,1302,37105,113446,816
16824,16756,23262,22154,290,17947,8047,48532,Edgecombe,201,391,17940,5964,1061,17783,6139,6785,5487,51472,290,25055,23133,1129,403,6705,10509,6608,6705,6949,17331,23686,39904,391,8317,295,6380,43948,6087,16828,290,16377,391,6139,24782,239
26860,26250,31171,29310,54,28252,7637,54308,Watauga,54,88,28216,4397,616,27429,4210,6967,4039,56177,54,32967,30499,651,123,4592,9229,4573,4592,7299,26462,30947,49022,88,8021,66,10792,51530,4195,26895,54,25217,88,4210,32090,71
11154,11030,17844,16523,775,12408,4008,50664,Hoke,223,1125,12387,5518,537,12161,5891,3248,5207,55234,775,19871,17624,567,1150,6313,5854,6179,6313,3378,11541,18184,40282,1125,4186,780,4456,44624,5819,11173,775,10541,1125,5891,19465,241
7915,7906,9688,9318,15,8641,3549,18126,Bertie,15,34,8636,1732,326,8600,1743,3208,1617,18947,15,10568,9662,344,42,1885,4479,1873,1885,3431,8367,10133,15647,34,3794,28,2811,16854,1741,7917,15,7686,34,1743,10507,19
15773,15643,21272,20117,284,16474,7048,37405,Person,180,388,16461,5227,1027,16212,5199,5841,4870,39490,284,22482,21085,1062,388,5620,7938,5550,5619,5920,15503,21118,31361,388,7182,292,7333,34239,5158,15781,284,14963,388,5199,22150,200
19591,19546,24623,23674,275,20521,10183,44735,Beaufort,224,385,20510,4598,855,20363,4726,9104,4232,46994,275,26121,24517,899,400,5200,11538,5147,5200,9354,19930,24913,37669,385,10522,298,8541,41131,4696,19599,275,19167,385,4726,25895,269
16598,16404,22534,21142,2277,17297,6821,42001,Jackson,542,3494,17283,3129,507,16912,3206,5772,2872,43938,2564,24586,22152,538,3797,3492,8759,3453,3492,5880,16462,22728,36721,3734,7066,2719,7081,39175,3184,16609,2686,15993,3137,3206,23859,648
53030,52539,82006,76670,512,55149,26339,150636,Catawba,349,704,55128,27725,3910,54325,28425,22080,25850,159551,512,86480,81107,4078,732,30599,29156,30054,30598,22422,51934,80363,124631,704,26882,533,27095,137151,28056,53047,512,50308,704,28426,85083,382
512845,497799,774843,691081,6096,543319,135801,1044525,Wake,2706,8604,542931,224958,21755,519650,255660,111340,220483,1111761,6096,816068,751596,21525,8659,264090,133864,253032,264071,116323,484826,718388,849055,8604,140844,6109,268586,941934,247701,513061,6096,464502,8604,255673,781286,2996
32976,32715,46896,44245,368,34843,15794,92365,Cleveland,285,498,34834,13531,2397,34294,13527,13112,12344,97947,368,50216,46559,2475,519,14854,18575,14762,14854,13402,32971,47000,76504,498,16198,386,15392,84044,13476,32983,368,31533,498,13527,49554,321
22993,22938,31037,29415,303,24985,9080,59389,Sampson,202,416,24973,7607,1208,24830,7718,7670,7117,63531,303,33683,30923,1250,427,8271,11637,8210,8271,7886,23720,31743,48081,416,9370,317,7939,53473,7682,23002,303,21995,416,7718,33456,234
16870,16789,23248,22105,272,17975,7598,52603,Columbus,199,341,17964,5785,1089,17839,6090,6310,5244,55508,272,25028,23115,1165,356,6697,11419,6614,6697,6492,17548,23674,44013,341,7884,278,5933,48224,6054,16878,272,16589,341,6092,24794,227
8852,8825,10293,9952,69,9285,4005,21496,Caswell,58,91,9275,1560,267,9201,1363,3680,1282,22604,69,11055,10250,375,109,1661,5005,1648,1661,3761,8952,10603,18383,91,4205,71,3511,19944,1356,8859,69,8601,91,1363,10940,69
7681,7624,8751,8397,103,8118,3726,17212,Yancey,103,133,8115,863,148,8014,938,3475,791,18069,103,9307,8664,142,173,1016,4744,1015,1016,3584,7861,8857,14782,133,3841,130,3433,15969,937,7683,103,7503,133,938,9162,115
21219,20933,32255,29944,432,22955,9203,57893,Lee,213,628,22935,9742,1314,22510,10571,7676,9346,61779,432,34741,31836,1323,644,11142,10404,10952,11142,7904,21620,31990,47136,628,9471,458,9682,52144,10471,21226,432,20166,628,10571,34090,244
7741,7719,10692,10168,10,8353,3841,22610,Hertford,10,25,8345,2771,597,8298,2922,3234,2569,23677,10,11584,10619,593,50,3181,4836,3143,3181,3414,8153,10949,19299,25,4019,23,3339,20898,2890,7747,10,7589,25,2922,11466,12
30765,30672,44162,42219,338,32286,15866,86406,Rockingham,263,471,32269,13007,2638,32005,13029,12965,12193,91010,338,46710,43929,2641,490,13934,18996,13759,13934,13271,30935,44413,72695,471,16217,356,14076,79246,12919,30777,338,29688,471,13029,46235,305
26240,26166,38657,36934,500,27744,15550,66672,Carteret,324,563,27737,11265,2364,27553,11894,12862,10767,69473,500,40909,38363,2304,603,12562,17867,12265,12562,13330,26994,38822,57537,563,15973,517,14726,62070,11697,26244,500,25667,563,11896,40381,339
425960,418303,665454,606103,4908,460581,119034,1037049,Mecklenburg,2024,7623,460232,213664,21754,447215,234277,95256,204403,1110356,4908,714930,651830,22016,7712,246637,127686,238663,246587,99453,423314,644601,852079,7623,123974,4962,211811,937616,228619,426202,4908,396792,7623,234290,693501,2505
3995,3949,7609,6932,2060,4174,2454,13403,Swain,401,3288,4173,1144,197,4094,1085,1856,1002,14271,2367,8975,7400,215,3565,1236,2803,1232,1236,1895,3994,8013,11137,3518,2601,2528,2128,12138,1084,3996,2498,3870,2875,1085,8614,491
7536,7510,9046,8796,61,7986,3386,16905,Avery,50,78,7980,1405,278,7922,1439,3058,1315,17557,61,9619,9008,286,99,1534,4020,1531,1534,3184,7830,9313,14969,78,3528,65,3366,15935,1437,7542,61,7420,78,1439,9531,58
16871,16697,23955,22288,297,18621,7533,41780,Vance,189,391,18596,6502,1117,18198,6764,6227,6173,44535,297,26179,23713,1104,403,7155,8487,7082,7154,6422,17143,24036,34092,391,7739,302,7352,37671,6719,16887,297,15818,391,6766,25671,213
20712,20663,25515,24391,253,22069,9398,47245,Halifax,190,367,22051,4459,839,21862,4528,8369,4102,50010,253,27372,25427,885,371,4932,10690,4888,4932,8561,21104,25930,39391,367,9669,262,7782,43237,4511,20725,253,20036,367,4528,27117,223
33872,33738,51680,48814,550,35859,15978,89023,Nash,362,766,35837,16033,3005,35537,17228,12611,15280,94298,550,54871,51316,3020,773,18239,17956,17900,18239,12950,34658,51457,73765,766,16392,563,15051,81106,17028,33889,550,32984,766,17228,54203,422
21076,20951,26958,25771,525,22836,10231,63605,Rutherford,431,611,22817,5142,1350,22578,5324,8450,4932,67029,525,29048,26761,1371,645,5567,14855,5516,5567,8853,21871,27624,53422,611,10687,545,9192,58398,5285,21087,525,20314,611,5326,28705,463
10951,10766,14205,13497,80,11627,5374,26129,Ashe,69,107,11617,2987,830,11351,3149,4475,2911,27203,80,14994,13988,763,124,3243,7249,3230,3242,4738,11068,14162,22479,107,5591,99,5626,24214,3142,10957,80,10506,107,3149,14688,90
13502,13431,20558,19709,137,14217,7606,43536,Stokes,117,206,14209,6895,1524,14051,6873,5965,6405,45591,137,21902,20417,1629,249,7436,9917,7376,7436,6128,13737,20838,37145,206,7905,172,6906,40306,6849,13513,137,13167,206,6873,21633,148
2732,2721,3821,3676,242,2910,1522,8040,Graham,37,361,2909,857,150,2880,782,1335,768,8441,277,4167,3780,162,388,869,2067,869,869,1368,2811,3989,6767,361,1582,305,1182,7414,782,2734,277,2666,321,782,4110,52
20791,20570,30439,28496,340,22053,9406,59482,Pender,250,507,22042,8826,1338,21726,9286,7818,8200,63060,340,32629,30025,1381,518,10058,11716,9773,10057,8047,21030,30363,49058,507,9712,354,9462,53967,9115,20799,340,19956,507,9286,32006,284
37660,37244,59434,56137,7316,39694,19493,95778,Craven,854,8191,39672,14068,2569,38902,14406,16070,13321,102139,7316,63349,58843,2537,8284,15371,20103,15152,15371,16365,36982,59225,80387,8217,19786,7352,18359,87409,14283,37676,7316,35500,8175,14406,62245,884
210167,207878,311762,287514,2298,223190,77293,505896,Guilford,1493,3478,223077,90552,14614,219056,99203,61186,86545,537174,2298,331307,306691,14877,3508,104609,83442,100762,104587,63128,208715,302745,418240,3478,79759,2311,103207,459608,96515,210248,2298,198671,3478,99203,323296,1754
10674,10568,12063,11545,119,10980,4429,20741,Madison,86,207,10974,1190,247,10797,1249,4096,1118,21755,119,12534,11928,263,222,1332,5034,1319,1331,4115,10508,11905,17939,207,4483,136,4533,19327,1241,10678,119,10308,207,1249,12323,105
27152,26495,40220,36872,258,28461,13930,70897,Chatham,150,347,28430,11840,2464,27493,12776,11316,11235,74470,258,42181,39010,2439,383,13337,18634,12857,13334,11590,26252,38439,59661,347,14192,272,17715,65198,12257,27170,258,25379,347,12778,40697,163
64025,63350,91935,85675,1007,66926,22164,170444,Pitt,504,1486,66880,25586,3083,65826,26843,18577,23504,180742,1007,97797,90667,3282,1508,29363,25045,28580,29361,18786,63387,90459,142466,1486,22666,1031,26404,155511,26310,64061,1007,61164,1486,26843,95892,598
38836,38730,54454,51848,687,40980,22099,94937,Moore,413,887,40969,14227,3246,40783,14882,18440,13406,100880,687,57817,53993,3318,922,15915,24192,15479,15915,19370,39727,54841,79328,887,23131,730,21828,86466,14576,38842,687,37755,887,14882,57149,443
154172,151549,224136,206387,2001,165873,57002,359934,Forsyth,1218,3132,165729,63073,10420,161209,67846,45364,60661,382295,2001,239929,220175,10352,3161,70895,62720,69140,70882,47068,152515,218720,295401,3132,58923,2014,74412,325690,66625,154275,2001,143725,3132,67847,233481,1503
53350,52913,91445,85045,1157,56130,25278,171884,Iredell,845,1516,56090,34430,5244,55413,36877,19189,32814,181806,1157,96727,90278,5116,1534,39063,29513,38010,39063,19941,53419,89365,140623,1516,25961,1189,29902,156060,36208,53378,1157,51074,1516,36878,94939,904
15248,15056,18565,17709,207,15557,8000,33015,Transylvania,194,278,15551,3101,1084,15237,3091,6722,2972,34385,207,19108,18337,1067,292,3259,10809,3228,3259,6767,14684,18063,29099,278,8061,224,8735,30988,3074,15250,207,14530,278,3091,18743,227
8558,8533,10892,10439,124,9125,4198,21211,Martin,107,174,9119,2209,480,9048,2195,3611,2062,22440,124,11675,10842,502,183,2367,5372,2337,2367,3726,8713,11096,17917,174,4351,133,2859,19455,2185,8564,124,8253,174,2195,11559,123
7912,7844,10362,9829,111,8416,3784,18843,Warren,83,136,8408,2183,501,8278,2323,3200,2092,19731,111,11006,10262,486,146,2444,5173,2415,2444,3279,8009,10328,16200,136,3855,117,3450,17477,2307,7922,111,7626,136,2323,10829,90
3513,3492,4619,4394,41,3713,1815,8956,Jones,26,55,3711,1085,219,3666,1055,1570,980,9419,41,4956,4580,231,71,1172,2257,1160,1172,1600,3531,4671,7704,55,1861,51,1495,8314,1047,3513,41,3373,55,1055,4881,30
16090,15918,23486,21920,236,16671,7990,40760,Davie,162,343,16657,6775,1598,16348,7134,6230,6447,42846,236,24577,23182,1627,351,7555,9279,7403,7555,6356,15620,22738,33901,343,8165,251,8815,37262,7028,16101,236,15237,343,7134,24094,182
72402,71631,200280,187988,75075,77999,36483,310252,Cumberland,6062,93171,77884,47389,5970,76444,50439,24451,44549,335509,77313,225728,198597,6091,93543,54186,40937,52832,54183,25108,72772,210690,252655,93497,38271,77385,35565,277878,49653,72455,77345,68364,90529,50440,222447,7072
19770,19603,22953,21827,338,20736,7918,43474,McDowell,218,496,20723,3062,526,20458,2828,7174,2702,45756,338,24461,22760,606,507,3218,9517,3200,3218,7319,19557,23115,36617,496,8188,350,6973,39943,2819,19775,338,18787,496,2828,24154,263
9774,9738,12713,12331,423,10256,6205,27420,Cherokee,178,550,10251,2733,762,10178,2450,5265,2437,28612,423,13618,12611,820,611,2751,8723,2751,2751,5388,9883,13166,23877,550,6423,480,4535,25640,2450,9783,423,9471,550,2450,13479,215
5771,5757,7394,7071,,6516,3003,13243,Chowan,,,6511,1586,418,6469,1622,2585,1520,13943,,8204,7378,391,,1688,3521,1687,1688,2891,6241,7827,11164,,3282,,2651,12171,1621,5772,,5551,,1622,8156,
85691,80920,110913,97372,818,89071,22444,142010,Orange,343,1139,88985,21983,2996,83351,24319,19105,21845,148476,818,114840,105576,2925,1188,24581,21654,24028,24579,19801,76925,100047,119925,1139,23117,857,47086,130842,23838,85737,818,74709,1139,24319,108518,391
13038,12957,15696,15040,71,13597,5485,35620,Alexander,59,89,13588,2548,315,13478,2545,5111,2356,37497,71,16489,15547,328,133,2759,7667,2731,2759,5238,13105,15742,30040,89,5631,109,5106,32781,2519,13042,71,12613,89,2545,16298,65
158755,154250,217724,199447,4547,168080,41461,301307,Durham,1428,6064,167988,50007,5664,161510,54344,34369,48542,321488,4547,230400,211734,5736,6105,56215,43764,54560,56209,35656,153149,209220,255829,6064,43026,4570,86973,275950,52937,158810,4547,146358,6064,54344,222134,1634
52091,51323,66600,62813,959,53816,26434,111764,Henderson,765,1429,53797,13143,3814,52700,13516,21855,12522,117417,959,69451,65594,3849,1436,14199,30961,13951,14199,22032,50507,65079,95451,1429,26754,979,28098,103234,13312,52104,959,49332,1429,13517,68080,873
14792,14703,19706,18777,0,16603,6456,37393,Pasquotank,0,12,16574,5021,883,16352,4887,5573,4675,39824,0,21903,19572,948,30,5270,6841,5237,5270,6095,15706,20739,31068,12,7055,14,6075,34029,4869,14805,0,14102,12,4887,21601,12
5829,5811,7027,6824,66,6084,3334,12261,Pamlico,49,77,6084,1104,255,6039,1120,3030,1037,12726,66,7376,6992,259,93,1199,3866,1191,1199,3098,5935,7116,10805,77,3409,78,2518,11540,1115,5829,66,5721,77,1120,7307,52
5800,5767,6937,6669,52,6188,2793,14242,Mitchell,52,101,6186,1030,238,6116,1061,2503,930,14964,52,7477,6878,253,114,1175,3810,1170,1175,2569,6018,7149,12229,101,2894,75,2255,13195,1059,5801,52,5687,101,1061,7387,72
9032,9010,11006,10636,13,10123,4003,26216,Currituck,13,34,10115,1963,355,10062,1942,3635,1830,27763,13,12254,10947,361,46,2085,4551,2061,2085,4156,9833,11830,21675,34,4536,28,3321,23787,1924,9036,13,8793,34,1942,12157,19
62310,62039,86562,83502,1488,65019,42498,137478,Brunswick,1133,1815,64998,22025,6422,64582,22728,34943,21060,142820,1488,90809,85949,6218,1844,23946,46605,23452,23944,36131,63364,87204,121795,1815,43591,1505,40165,129086,22422,62327,1488,60954,1815,22730,89849,1242
52719,52272,76794,72497,928,56616,24660,158409,Davidson,695,1244,56586,22934,4305,55777,23096,19660,21527,167609,928,82620,76110,4347,1273,24731,31089,24435,24729,20105,53279,77457,131285,1244,25233,961,25063,144432,22910,52736,928,50042,1244,23097,81456,781
22246,22037,35340,32935,384,23466,10155,65799,Franklin,246,505,23452,11806,1912,23073,12673,7997,11283,69685,384,37367,34923,1890,524,13377,11935,13117,13376,8175,22209,34520,54524,505,10340,411,11713,59978,12502,22256,384,21268,505,12673,36695,275
20897,20724,26064,24680,0,21500,9220,35367,Dare,0,10,21487,4986,578,21214,5144,8642,4624,37009,0,27085,25760,604,23,5562,8201,5398,5562,8792,20468,25464,30088,10,9406,17,10060,32745,5036,20903,0,20056,10,5144,26622,10
