Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,county1,New Booster Doses - All Programs12Plus,New Booster Doses - All Programs5Plus,New Booster Doses - All Programs65Plus,New Booster Doses - All Programs18Plus,New Booster Doses- All Programs,Bivalent NC Dose - 5 Plus,Bivalent NC Dose - 12 Plus,Bivalent NC Dose - 18 Plus,Bivalent NC Dose - 65 Plus,Bivalent NC Dose,Bivalent LTC Dose,Bivalent LTC Dose  - 5 Plus,Bivalent LTC Dose  - 12 Plus,Bivalent LTC Dose  - 18 Plus,Bivalent LTC Dose  - 65 Plus,At Least One Booster/Additional Dose - All Providers - 65Plus,Additional Doses - NC,Additional Doses - Pharmacy,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,Additional Doses - 5Plus,Additional Doses - 12Plus,Additional Doses - 18Plus,Additional Doses - 65Plus,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,county-1,Additional Booster Doses,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
263517,MISSING COUNTY,86327,87133,38178,84574,87175,41591,41341,40634,24348,41627,45548,45542,44986,43940,13830,84586,74614,113917,74588,74163,72207,34869,113913,113051,110587,30528,113917,74614,217831,222251,223538,224459,293313,62327,241930,254874,265255,82700,270758,284071,295654,Missing,35037,35037,35037,19189,35928,188501,187214,182794,65397,38034,47669,,38017,47669,39846,37869,9850,48950,47572,9797,,,,,MISSING COUNTY,188531,84335,7821,95845,91095,95565,159963,159714,154959,65029,148554,85212,97433,97278,92618,8537,114587,118570,118872,43993,109146
44244,WILSON COUNTY,7456,7488,4214,7336,7489,5358,5331,5280,3225,5359,2130,2130,2125,2056,989,11223,15616,8413,15612,15550,15360,7951,8413,8384,8154,3238,8413,15616,23600,24020,24111,24148,46748,13703,41049,43262,44353,14036,43239,45638,46913,Wilson,86,86,86,34,119,24025,23934,23514,11189,609,371,76972,609,371,654,609,316,418,371,237,63224,15337,81801,69710,WILSON COUNTY,24029,12730,2079,14475,14002,14467,31784,31672,31027,11641,29900,11990,13609,13605,13175,2062,29716,30268,30326,11404,28688
1999,TYRRELL COUNTY,321,324,196,320,324,291,290,289,180,291,33,33,31,31,16,511,908,95,908,905,892,470,95,95,94,41,95,908,986,1000,1003,1003,2088,706,1875,1963,2000,720,1956,2047,2091,Tyrrell,,,,,,1003,1000,986,511,,,3827,,,,,,,,,3288,810,4016,3533,TYRRELL COUNTY,1003,174,42,183,181,183,1908,1905,1866,678,1782,150,155,155,155,40,1808,1844,1845,666,1725
61874,WAYNE COUNTY,6116,6127,3280,6021,6133,2672,2662,2638,1506,2678,3455,3455,3454,3383,1774,14286,14425,15449,14420,14359,14161,6559,15449,15415,15176,7444,15449,14425,30951,31398,31493,31556,66273,17032,57837,60600,61959,17720,61720,64781,66522,Wayne,1624,1624,1614,283,1682,29869,29774,29337,14003,6384,5505,115046,6330,5468,6438,6217,988,5532,5372,755,94031,20802,123131,103693,WAYNE COUNTY,29874,18626,3550,21251,20536,21240,38833,38649,37915,13182,36877,17618,19988,19977,19359,3427,35773,36392,36439,12850,34847
11855,MONTGOMERY COUNTY,1500,1525,827,1458,1528,935,913,872,475,938,590,590,587,586,352,3197,3060,3001,3060,3034,2975,1570,3001,2998,2977,1615,3001,3060,5974,6054,6083,6104,12643,4457,11321,11702,11945,4620,12033,12457,12792,Montgomery,22,22,22,12,43,6061,6032,5952,3185,214,142,25757,214,142,297,214,122,201,142,97,21266,5743,27173,23512,MONTGOMERY COUNTY,6061,2946,606,3141,3099,3141,9354,9288,9144,3892,8873,2765,2947,2947,2906,565,8654,8766,8797,3795,8414
31452,LENOIR COUNTY,4212,4219,2461,4156,4222,2319,2313,2286,1380,2321,1901,1900,1899,1870,1081,8971,9449,7661,9449,9431,9350,4957,7660,7641,7524,3951,7661,9449,16981,17179,17216,17230,33537,11010,29687,30957,31503,11310,31537,32935,33599,Lenoir,107,107,107,63,120,17109,17072,16874,8908,476,292,52801,476,292,494,476,268,326,292,206,43423,11303,55949,47933,LENOIR COUNTY,17110,9771,1953,10993,10677,10989,22112,22072,21782,9089,21290,9185,10324,10321,10044,1885,20621,20839,20853,8919,20210
17385,SCOTLAND COUNTY,1885,1904,1061,1848,1904,923,906,888,474,923,981,981,979,960,587,4443,5111,3952,5111,5088,5039,2402,3952,3949,3887,2016,3952,5111,8974,9085,9111,9123,18830,6018,16496,17151,17450,6377,17774,18533,18926,Scotland,48,48,48,25,60,9063,9037,8926,4418,253,169,32530,253,169,304,253,144,222,169,104,26793,6531,34823,29381,SCOTLAND COUNTY,9063,4825,1041,5435,5297,5431,13187,13146,12983,5192,12696,4396,4923,4919,4813,935,12169,12297,12305,4979,11931
102505,ALAMANCE COUNTY,18356,18717,8854,17704,18732,8405,8114,7735,4240,8420,10312,10312,10242,9969,4614,23572,26655,31164,26648,26209,25320,11248,31162,31051,30402,12236,31164,26655,55899,57437,57987,58043,107479,28032,93709,99176,102931,28936,97961,103797,108283,Alamance,177,177,177,88,224,57810,57260,55722,23484,2042,1319,159560,2042,1319,2072,2019,913,1379,1306,697,132145,29035,169509,145046,ALAMANCE COUNTY,57819,25932,4905,28899,27847,28875,77312,76562,73908,23118,70010,24616,27418,27409,26462,4619,71395,73777,74134,22716,67787
5835,CAMDEN COUNTY,718,725,419,701,725,381,376,364,223,381,344,344,342,337,196,1077,1475,796,1475,1461,1424,744,796,796,790,333,796,1475,2450,2493,2507,2532,6810,1532,5468,5721,5849,1817,6388,6672,6842,Camden,236,236,236,0,261,2271,2257,2214,1077,2040,1410,10327,2023,1410,2058,1949,211,1421,1354,42,8407,1833,10867,9354,CAMDEN COUNTY,2271,851,146,913,885,910,3871,3860,3764,1460,3588,830,887,886,860,137,3451,3539,3541,1353,3284
14191,GREENE COUNTY,1835,1846,844,1800,1846,1422,1412,1389,640,1422,424,424,423,411,204,2668,4258,1764,4258,4225,4185,1668,1764,1762,1716,701,1764,4258,6727,6863,6912,6966,15520,3697,13138,13855,14242,4033,14337,15129,15612,Greene,890,876,826,299,944,6022,5987,5901,2369,3341,2596,20022,3178,2460,3403,2875,889,2637,2219,610,16884,3592,21069,18372,GREENE COUNTY,6022,2672,447,3036,2968,3035,9173,9144,8983,2697,8790,2509,2864,2863,2808,429,8587,8732,8741,2658,8410
62543,ROWAN COUNTY,8500,8535,4827,8387,8536,1944,1926,1897,1194,1945,6591,6591,6574,6490,3633,15079,12476,18527,12470,12429,12204,6372,18527,18489,18251,8396,18527,12476,31018,31481,31560,31586,67420,19461,58777,61403,62685,20374,63263,66089,67607,Rowan,563,563,563,311,583,30997,30918,30455,14768,4172,3262,133830,4172,3262,4241,4172,1743,3342,3262,1509,110729,25371,142088,122048,ROWAN COUNTY,31003,21434,3908,23136,22613,23123,40230,40125,39304,14723,37657,20038,21581,21574,21125,3806,37016,37707,37762,14146,35477
8635,NORTHAMPTON COUNTY,1637,1649,1134,1627,1650,1410,1398,1389,1015,1411,239,239,239,238,119,2770,3842,810,3842,3834,3808,2424,810,810,800,346,810,3842,4608,4644,4652,4652,9307,3830,8213,8497,8672,3999,8807,9134,9348,Northampton,,,,,,4652,4644,4608,2770,168,72,18570,168,72,194,168,102,98,72,59,16132,5256,19483,17363,NORTHAMPTON COUNTY,4652,1434,360,1568,1548,1567,7586,7572,7418,3537,7205,1355,1470,1470,1457,330,6968,7093,7104,3441,6786
32339,WILKES COUNTY,4972,4998,2945,4899,4999,2129,2107,2071,1284,2130,2869,2869,2865,2828,1661,8086,6992,9169,6990,6946,6829,3382,9169,9165,9020,4688,9169,6992,15865,16127,16175,16204,34738,11246,30627,31866,32427,11750,32879,34207,34866,Wilkes,16,16,16,16,43,16159,16111,15849,8070,316,215,64946,316,215,387,316,224,267,215,168,54628,15162,68412,59783,WILKES COUNTY,16161,10466,2344,11094,11006,11089,23385,23333,22885,9182,22097,9891,10482,10480,10403,2235,21248,21644,21678,8843,20521
42599,LINCOLN COUNTY,7154,7204,3957,7012,7208,2097,2059,2021,1239,2101,5107,5107,5095,4991,2718,11600,8072,16765,8071,8009,7896,3987,16765,16691,16348,7592,16765,8072,24295,24751,24887,24908,44657,13539,39745,41632,42674,13833,41608,43612,44801,Lincoln,51,51,51,21,71,24836,24700,24244,11579,394,246,81663,394,246,416,394,252,279,246,203,67981,15456,86111,74647,LINCOLN COUNTY,24837,15716,2638,17683,17142,17662,26702,26601,26076,10943,25498,14808,16678,16673,16172,2599,25214,25680,25717,10737,24691
39542,CALDWELL COUNTY,5960,5986,3648,5871,5987,2873,2855,2799,1850,2874,3113,3113,3105,3072,1798,11680,12046,9899,12046,12002,11851,7160,9899,9871,9717,4520,9899,12046,21568,21873,21945,21962,41616,14307,37617,39022,39600,14585,39481,41019,41710,Caldwell,0,0,0,0,17,21945,21873,21568,11680,341,204,78015,341,204,350,341,196,224,204,151,65842,16769,82178,71809,CALDWELL COUNTY,21945,11127,1697,12034,11815,12025,29326,29250,28863,12692,28013,10197,10973,10968,10800,1638,28018,28370,28403,12518,27216
8505,POLK COUNTY,1371,1381,801,1349,1381,830,820,805,519,830,551,551,551,544,282,1999,2426,1426,2426,2412,2371,1302,1426,1422,1387,697,1426,2426,3758,3834,3852,3852,9036,3965,8076,8386,8547,4174,8570,8893,9101,Polk,,,,,,3852,3834,3758,1999,172,100,19940,172,100,213,172,136,131,100,88,17478,6644,20724,18752,POLK COUNTY,3852,1731,797,1881,1836,1879,7007,6985,6885,3241,6667,1653,1802,1802,1762,775,6524,6603,6614,3102,6323
36505,SURRY COUNTY,6439,6494,3770,6318,6496,3405,3352,3262,1986,3407,3089,3089,3087,3056,1784,9806,10072,9723,10070,9993,9783,5024,9721,9718,9622,4736,9723,10072,19464,19770,19850,19869,38483,12695,34378,35898,36587,13091,36119,37762,38681,Surry,59,59,59,46,74,19791,19711,19405,9760,351,238,67979,351,238,404,351,256,266,238,193,56811,14964,71783,62223,SURRY COUNTY,19795,11541,2538,12195,12097,12194,26082,25938,25314,10297,24227,10856,11454,11452,11385,2427,24275,24815,24867,10075,23284
21197,MACON COUNTY,3839,3858,2655,3803,3858,2927,2910,2881,2072,2927,931,931,929,922,583,7005,8204,3406,8198,8170,8074,4957,3406,3406,3388,2048,3406,8204,11462,11576,11604,11635,22180,9411,20281,20919,21275,9609,21170,21871,22281,Macon,0,0,0,0,25,11604,11576,11462,7005,479,356,34121,479,356,539,479,268,415,356,239,29260,10350,35858,31614,MACON COUNTY,11610,3084,941,3222,3188,3221,18520,18480,18204,8400,17607,2880,3008,3006,2988,921,17575,17835,17852,8251,17045
5249,CLAY COUNTY,1368,1371,1000,1357,1371,1184,1181,1170,879,1184,187,187,187,187,121,2149,2655,618,2655,2647,2620,1771,618,617,616,378,618,2655,3236,3264,3273,3283,5535,2709,5081,5194,5340,2795,5343,5467,5666,Clay,0,0,0,0,10,3273,3264,3236,2149,127,77,10740,127,77,252,127,54,166,77,23,9352,3581,11231,10050,CLAY COUNTY,3273,1048,369,1053,1051,1052,4361,4356,4289,2372,4168,996,1001,1000,999,358,4118,4172,4173,2328,4008
18852,YADKIN COUNTY,3297,3315,2004,3240,3315,1504,1488,1451,986,1504,1811,1811,1809,1789,1018,5130,4422,5468,4421,4398,4332,2446,5468,5463,5389,2672,5468,4422,9733,9873,9901,9913,19748,6716,17832,18551,18897,6850,18636,19426,19828,Yadkin,12,12,12,12,23,9889,9861,9721,5118,169,110,35700,169,110,193,169,118,132,110,93,29851,7711,37667,32660,YADKIN COUNTY,9890,5227,956,5664,5592,5662,13971,13917,13665,5776,13240,4972,5384,5383,5311,973,13130,13359,13381,5650,12750
127376,OUT OF STATE,39186,40423,17769,37511,40511,38460,37248,35593,16610,38548,1963,1963,1938,1918,1159,28637,63649,5717,63639,61916,59886,25637,5716,5670,5567,3000,5717,63649,65453,67586,69355,69366,137660,47259,118187,122313,128706,50033,127244,131790,141198,Out of State,,,,,,69355,67586,65453,28637,,,,,,,,,,,,,,,,OUT OF STATE,69366,842,170,961,896,954,140237,136706,130894,49863,126402,1060,1248,1242,1149,248,121164,126134,127458,47011,117127
120954,ONSLOW COUNTY,10114,10207,5211,9897,10215,3153,3099,3047,1766,3161,7054,7054,7015,6850,3445,15988,10371,23683,10366,10236,9983,4839,23683,23608,23163,10001,23683,10371,43025,43971,44176,44211,133290,20126,113218,118581,121139,21287,124314,130375,133669,Onslow,10127,10127,9879,1148,10157,34049,33844,33146,14840,60736,52693,180787,60005,52224,60832,58029,2903,52748,50638,2181,149343,19026,197938,162055,ONSLOW COUNTY,34054,28010,3560,31894,30716,31852,40943,40702,39654,14824,38275,26074,29629,29627,28638,3381,37719,38634,38762,14564,36506
22062,RICHMOND COUNTY,2626,2642,1553,2570,2648,1773,1757,1707,1096,1779,869,869,869,863,457,5204,6911,3729,6910,6860,6739,3442,3729,3728,3660,1742,3729,6911,10442,10631,10682,10722,23874,7409,20814,21715,22171,7647,22442,23461,24001,Richmond,43,43,43,20,82,10639,10588,10399,5184,469,338,42075,469,338,525,469,198,415,338,153,34516,8183,44829,38043,RICHMOND COUNTY,10640,5184,819,5695,5618,5695,17781,17710,17374,6630,16789,4761,5235,5235,5165,763,16212,16489,16521,6493,15715
174990,BUNCOMBE COUNTY,53313,54406,25261,51636,54493,34791,33871,32701,17240,34869,19624,19615,19442,18935,8021,44380,64867,49440,64832,63718,61672,25942,49440,49121,47845,18329,49440,64867,109758,113080,114513,114637,183472,50430,160459,168924,176217,52121,167953,176934,185533,Buncombe,241,241,241,109,330,114272,112839,109517,44271,7288,4453,248550,7269,4453,7329,7208,2831,4502,4411,2108,213777,53494,261191,230148,BUNCOMBE COUNTY,114307,41007,8717,45598,44129,45484,132606,130700,125536,40573,119738,40501,45127,45053,43630,8950,120841,125484,126588,39372,115547
132635,UNION COUNTY,21050,21544,7984,19938,21548,3398,3331,3215,1448,3400,18148,18146,17719,16723,6536,23978,22473,53497,22464,22250,21339,7244,53496,52942,50389,16631,53497,22473,71903,75367,76135,76198,138168,27500,116481,127353,132972,28093,121155,132476,138717,Union,175,175,175,103,228,75960,75192,71728,23875,1390,745,226508,1390,745,1431,1345,655,823,727,432,176616,31234,239859,202043,UNION COUNTY,75970,44823,5258,55440,51955,55254,81846,81524,79131,22180,74987,43376,53753,53652,50413,5327,76195,78238,78396,21741,72378
121235,CABARRUS COUNTY,18165,18457,7199,17322,18464,3997,3885,3721,1978,4003,14461,14460,14280,13601,5221,21838,24546,43372,24543,24150,23227,8700,43370,42974,41235,12940,43372,24546,65053,67727,68516,68544,128517,25446,106622,115662,121500,26466,112816,122356,129120,Cabarrus,603,603,591,198,626,67913,67124,64462,21640,4161,2702,202607,4134,2702,4185,4022,1298,2728,2627,985,161462,29064,216453,181104,CABARRUS COUNTY,67918,41502,5133,49687,46791,49525,75248,74831,71431,20035,67292,40181,48136,48083,45441,5094,67519,70450,70636,19367,63814
5981,WASHINGTON COUNTY,1215,1217,847,1203,1217,806,804,803,595,806,411,411,411,400,252,2128,2164,1320,2163,2154,2135,1389,1320,1320,1313,739,1320,2164,3448,3474,3483,3499,6565,2562,5643,5884,5995,2797,6192,6445,6586,Washington,0,0,0,0,15,3483,3474,3448,2128,64,40,10985,64,40,67,64,40,42,40,27,9274,2932,11580,10083,WASHINGTON COUNTY,3484,1795,532,1856,1852,1855,4663,4646,4529,2225,4333,1604,1669,1668,1663,461,4181,4273,4284,2074,3999
59070,HARNETT COUNTY,7530,7627,3597,7291,7634,3648,3560,3428,1963,3653,3981,3979,3970,3863,1634,11201,12457,14994,12455,12318,11991,5733,14992,14918,14538,5292,14994,12457,27638,28421,28632,28669,64373,14105,53163,57122,59247,14832,57544,62048,64769,Harnett,1185,1185,1109,176,1218,27447,27236,26529,11025,7354,5352,126086,6979,5143,7439,6104,981,5406,4441,665,100990,17458,135976,112079,HARNETT COUNTY,27451,18536,2262,21374,20446,21328,35956,35691,34623,11589,32904,17562,20132,20109,19293,2197,32686,33609,33709,11243,31160
