Fully Vaccinated - NC 5Plus,Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,Population 5 Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - NC 5Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - Federal 5Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - Tiberius 5Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - Tiberius 5Plus,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
60134,59502,188995,175814,38592,73620,36042,,Missing,9307,26642,73545,82244,7741,71148,89135,18994,80940,,38615,192983,185869,7096,27861,91502,,88728,91486,23495,67169,176003,,26642,39162,39498,,87752,60359,38615,56282,26590,89138,186518,8571
28303,28148,40148,37879,330,29809,12575,76972,Wilson,221,496,29799,11143,1729,29481,11478,10625,10279,81801,330,42882,39869,1759,500,12573,15337,12380,12570,10879,28507,40146,63224,496,12899,354,69710,11391,28314,330,27270,496,11480,42357,261
1744,1739,1885,1793,,1826,657,3827,Tyrrell,,,1824,161,36,1813,140,621,136,4016,,1994,1879,36,,168,810,168,168,636,1730,1891,3288,,672,,3533,140,1745,,1657,,140,1981,
34569,34490,59755,56810,8028,37129,16063,115046,Wayne,1099,10561,37094,16350,2934,36838,16941,12030,15199,123131,8189,66204,59485,3041,10636,18439,20802,18129,18438,12400,35803,62451,94031,10614,17034,8219,103693,16806,34591,8189,33583,10298,16945,65528,1593
8584,8575,11351,10955,122,9084,4330,25757,Montgomery,94,150,9082,2650,468,9058,2623,3768,2459,27173,122,12100,11311,497,184,2832,5743,2808,2832,3861,8837,11637,21266,150,4463,144,23512,2614,8584,122,8374,150,2623,12016,105
19665,19646,28842,27554,273,20990,10068,52801,Lenoir,194,405,20986,8650,1589,20888,8873,8285,7983,55949,273,31091,28769,1635,420,9681,11303,9572,9681,8475,20477,29532,43423,405,10343,301,47933,8850,19668,273,19298,405,8873,30865,233
11685,11668,16184,15502,158,12420,5726,32530,Scotland,99,203,12417,4260,804,12371,4305,4823,3871,34823,158,17428,16125,880,239,4769,6531,4735,4769,4950,12144,16607,26793,203,5953,194,29381,4299,11685,158,11473,203,4305,17309,123
69560,69066,94302,88296,1035,73343,25957,159560,Alamance,654,1397,73321,23308,4021,71855,23681,21282,21780,169509,1035,100304,93556,4327,1423,25538,29035,25033,25537,21841,67911,92616,132145,1397,26898,1043,145046,23455,69578,1035,65481,1397,23681,98285,730
3330,3324,5191,4987,1072,3692,1366,10327,Camden,0,845,3683,758,111,3642,775,1255,739,10867,1072,5374,5169,126,880,802,1833,794,802,1363,3481,5084,8407,845,1489,1084,9354,773,3332,1072,3176,845,775,5281,0
8023,8001,10565,10118,66,8487,2890,20022,Greene,53,84,8483,2335,356,8414,2461,2481,2158,21069,66,11262,10518,374,101,2674,3592,2650,2674,2523,8286,10705,16884,84,2957,80,18372,2451,8024,66,7894,84,2461,11148,60
37414,37316,59081,56203,2878,39479,19180,133830,Rowan,1479,3459,39462,19182,3218,39143,18744,14483,17610,142088,2878,63517,58814,3356,3491,20547,25371,20305,20547,14826,37421,60062,110729,3459,19806,2909,122048,18620,37426,2878,35715,3459,18746,62907,1624
7200,7194,8577,8284,70,7749,3864,18570,Northampton,57,107,7746,1271,292,7691,1291,3515,1179,19483,70,9278,8552,320,123,1406,5256,1396,1406,3607,7493,8871,16132,107,3994,83,17363,1288,7203,70,7035,107,1291,9194,67
20879,20835,30496,29194,184,22765,10662,64946,Wilkes,160,233,22753,9529,1909,22460,9402,8593,8900,68412,184,33102,30415,2030,259,10078,15162,10045,10078,8838,21647,31409,54628,233,11048,206,59783,9396,20888,184,20110,233,9402,32738,180
25511,25455,40642,38588,239,26667,12988,81663,Lincoln,199,363,26660,14357,2110,26407,14857,10679,13357,86111,239,43209,40383,2153,382,16160,15456,15816,16160,10870,25868,40588,67981,363,13257,269,74647,14689,25516,239,24992,363,14857,42586,234
27239,27171,37063,35550,202,28252,13373,78015,Caldwell,149,316,28240,9872,1318,28052,9597,11906,8962,82178,202,39245,36912,1384,324,10669,16769,10551,10669,12087,27214,37402,65842,316,13653,219,71809,9539,27247,202,26386,316,9597,38919,182
6989,6978,8802,8436,100,7386,4169,19940,Polk,88,117,7382,1639,740,7322,1691,3341,1571,20724,100,9306,8750,754,145,1775,6644,1743,1775,3445,7077,8833,17478,117,4296,118,18752,1672,6993,100,6765,117,1691,9182,97
24672,24573,35315,33657,220,26001,12443,67979,Surry,178,284,25980,10699,2106,25718,10399,10159,9861,71783,220,37607,35186,2253,301,11305,14964,11265,11304,10362,24613,35596,56811,284,12815,227,62223,10393,24688,220,23576,284,10400,37267,200
17439,17410,20566,19807,350,18106,8952,34121,Macon,238,439,18096,2841,804,17940,2716,7910,2600,35858,350,21549,20474,833,479,2964,10350,2952,2964,8042,17309,20589,29260,439,9134,404,31614,2714,17446,350,16857,439,2716,21331,259
3972,3962,4998,4841,23,4198,2544,10740,Clay,23,25,4198,1006,318,4160,957,2203,954,11231,23,5300,4942,319,93,1009,3581,1009,1009,2254,4046,5077,9352,25,2598,69,10050,957,3972,23,3864,25,957,5194,25
12871,12825,17688,16898,102,13465,6265,35700,Yadkin,87,149,13458,4656,837,13342,4691,5341,4355,37667,102,18683,17610,827,169,5049,7711,5015,5049,5447,12911,17716,29851,149,6379,119,32660,4683,12878,102,12441,149,4691,18506,105
93491,92969,93538,90972,,106427,36270,,Out of State,,,106364,,,104749,,36270,,,,106427,92969,,,,,,,41241,102406,102406,,,41241,,,,93538,,90972,,,104749,
35364,35202,109969,105075,48331,38526,18771,180787,Onslow,2484,56814,38507,24737,2771,38025,25114,13516,22625,197938,49444,123262,109561,2894,56976,27760,19026,27224,27760,13824,36712,116978,149343,56924,19721,49467,162055,24915,35386,49444,34119,55529,25116,122063,3003
15383,15362,20191,19311,247,16731,6820,42075,Richmond,129,283,16720,4502,635,16555,4520,6056,4079,44829,247,22046,20123,678,320,4995,8183,4962,4995,6180,16074,20859,34516,283,6996,281,38043,4514,15390,247,14985,283,4520,21800,138
118518,116696,164566,153869,3812,124131,47625,248550,Buncombe,2022,5675,124064,39092,8174,120501,42129,37429,38452,261191,3812,173074,162038,7983,5704,43239,53494,42225,43233,37868,114840,159607,213777,5675,48216,3859,230148,41530,118577,3812,111605,5675,42130,168401,2365
77455,76820,124775,111962,567,81811,26562,226508,Union,411,897,81759,40451,4374,80046,46698,21777,38810,239859,567,132200,123034,4366,915,49474,31234,47464,49461,22454,75451,116799,176616,897,27327,589,202043,45647,77487,567,72585,897,46699,128407,507
67636,67092,111155,101200,1449,72681,24661,202607,Cabarrus,860,2088,72639,37831,4298,70887,42023,19503,36352,216453,1449,119256,109878,4359,2104,44471,29064,42924,44464,20042,66722,106641,161462,2088,25337,1463,181104,41337,67665,1449,63399,2088,42027,115899,936
3919,3916,5498,5261,28,4342,2355,10985,Washington,16,55,4331,1678,391,4310,1531,1948,1472,11580,28,6140,5475,464,56,1742,2932,1739,1742,2096,4132,5865,9274,55,2593,38,10083,1531,3929,28,3761,55,1531,6104,33
33460,33321,51599,48108,875,35658,13583,126086,Harnett,348,1285,35621,16500,1846,35213,17171,11389,15356,135976,875,55745,51239,1924,1336,18751,17458,18358,18750,11703,33570,51344,100990,1285,14018,945,112079,17043,33482,875,31877,1274,17172,54856,391
29908,29840,40137,38149,346,31355,13256,86176,Burke,261,489,31341,9823,1570,31079,9847,11425,9010,90485,346,42624,39982,1690,498,10771,18720,10654,10770,11615,29897,40209,73860,489,13616,367,79893,9796,29923,346,28793,489,9847,42222,311
22099,21994,35922,33853,4297,23379,8908,57336,Granville,514,4670,23363,9040,1241,23016,9492,7153,8605,60443,4297,38171,35707,1185,4715,10077,10674,9918,10074,7337,21871,35581,48058,4670,9079,4314,52711,9416,22113,4297,20951,4670,9495,37604,557
68364,68115,105747,99862,851,74007,30548,211171,Gaston,652,1302,73955,35033,5067,72979,36474,24829,32703,224529,851,114860,105129,5266,1325,39528,36651,38754,39528,25740,70876,107211,174276,1302,31822,872,191721,36163,68401,851,66308,1302,36474,113035,816
16728,16703,23065,22015,290,17867,8033,48532,Edgecombe,201,391,17860,5903,1043,17743,6038,6789,5399,51472,290,24893,22988,1111,403,6623,10509,6543,6623,6952,17293,23587,39904,391,8302,295,43948,5995,16732,290,16326,391,6038,24677,239
26589,26100,30872,29144,54,28189,7621,54308,Watauga,54,88,28152,4371,612,27412,4181,6955,4017,56177,54,32874,30326,647,123,4562,9229,4544,4562,7293,26455,30914,49022,88,8011,66,51530,4172,26625,54,25073,88,4181,32044,71
11037,10983,17609,16400,774,12318,3992,50664,Hoke,223,1111,12297,5446,531,12114,5774,3238,5124,55234,774,19661,17489,561,1136,6207,5854,6101,6207,3370,11499,18056,40282,1111,4171,779,44624,5732,11056,774,10502,1111,5774,19326,240
7881,7879,9627,9266,15,8601,3542,18126,Bertie,15,34,8596,1712,325,8569,1716,3202,1594,18947,15,10502,9609,343,42,1859,4479,1850,1859,3426,8335,10081,15647,34,3788,28,16854,1715,7883,15,7657,34,1716,10453,19
15713,15611,21115,20024,284,16422,7032,37405,Person,180,387,16409,5157,1021,16194,5102,5831,4805,39490,284,22342,20986,1051,387,5533,7938,5474,5532,5910,15488,21032,31361,387,7161,292,34239,5091,15721,284,14935,387,5102,22055,200
19509,19490,24470,23568,275,20463,10160,44735,Beaufort,224,385,20451,4544,848,20332,4654,9088,4179,46994,275,25991,24400,884,400,5128,11538,5089,5128,9343,19909,24838,37669,385,10496,298,41131,4635,19518,275,19114,385,4654,25806,269
16474,16360,22236,21039,2251,17242,6810,42001,Jackson,541,3447,17228,3105,502,16907,3162,5767,2841,43938,2535,24425,22045,534,3719,3464,8759,3427,3464,5880,16457,22654,36721,3657,7059,2589,39175,3150,16485,2558,15947,3092,3162,23781,645
52617,52346,81179,76215,512,54932,26272,150636,Catawba,349,704,54911,27478,3873,54207,28011,22050,25567,159551,512,85911,80605,4039,732,30247,29156,29783,30246,22397,51825,80007,124631,704,26818,533,137151,27747,52634,512,50136,704,28012,84694,382
505942,496628,763274,688591,6094,540584,135494,1044525,Wake,2706,8569,540204,223718,21618,518815,251002,111170,219033,1111761,6094,810862,748802,21369,8624,261654,133864,251695,261636,116065,484042,716329,849055,8569,140428,6107,941934,246080,506152,6094,463464,8569,251015,779079,2994
32691,32554,46431,43956,368,34624,15733,92365,Cleveland,285,498,34616,13418,2381,34153,13347,13067,12202,97947,368,49869,46247,2461,519,14726,18575,14644,14726,13358,32839,46755,76504,498,16140,386,84044,13325,32698,368,31386,498,13347,49295,321
22912,22891,30847,29284,303,24862,9065,59389,Sampson,202,414,24850,7528,1198,24727,7609,7665,7029,63531,303,33471,30788,1244,425,8184,11637,8131,8184,7882,23637,31579,48081,414,9360,317,53473,7594,22921,303,21952,414,7609,33272,234
16853,16827,23107,22057,272,17981,7630,52603,Columbus,199,341,17971,5706,1073,17873,5966,6358,5156,55508,272,24939,23051,1150,356,6602,11419,6537,6602,6539,17582,23629,44013,341,7916,278,48224,5952,16861,272,16629,341,5968,24751,227
8818,8804,10247,9924,69,9254,3999,21496,Caswell,58,91,9244,1545,265,9188,1351,3676,1274,22604,69,11003,10221,372,109,1640,5005,1632,1640,3758,8943,10579,18383,91,4199,71,19944,1348,8825,69,8581,91,1351,10911,69
7627,7583,8686,8350,103,8084,3713,17212,Yancey,103,133,8080,856,148,7985,927,3462,782,18069,103,9266,8613,142,173,1009,4744,1008,1009,3571,7838,8827,14782,133,3828,130,15969,927,7629,103,7465,133,927,9126,115
21140,20910,32012,29825,432,22932,9199,57893,Lee,213,627,22912,9621,1306,22525,10406,7680,9238,61779,432,34534,31700,1313,643,10959,10404,10813,10959,7913,21637,31885,47136,627,9470,458,52144,10358,21148,432,20155,627,10406,33965,244
7701,7698,10591,10111,10,8327,3823,22610,Hertford,10,25,8319,2739,594,8293,2862,3219,2532,23677,10,11520,10555,591,50,3143,4836,3107,3143,3407,8152,10916,19299,25,4010,23,20898,2847,7706,10,7569,25,2862,11425,12
30658,30607,43795,41987,338,32156,15820,86406,Rockingham,263,471,32139,12879,2616,31929,12769,12941,12021,91010,338,46408,43677,2618,490,13762,18996,13621,13762,13232,30871,44221,72695,471,16155,356,79246,12732,30670,338,29628,471,12769,46021,305
26177,26134,38354,36786,500,27701,15496,66672,Carteret,324,563,27694,11156,2330,27544,11654,12842,10650,69473,500,40719,38208,2273,603,12415,17867,12150,12415,13312,26987,38706,57537,563,15924,517,62070,11574,26181,500,25636,563,11656,40257,339
420858,417257,656578,603768,4894,457729,118797,1037049,Mecklenburg,2024,7593,457383,212342,21634,446019,230526,95139,202971,1110356,4894,709592,649189,21892,7681,244182,127686,237217,244133,99305,422273,642208,852079,7593,123700,4948,937616,227038,421091,4894,395903,7593,230539,690829,2503
3966,3939,7455,6901,2046,4161,2450,13403,Swain,400,3234,4160,1139,196,4083,1075,1854,991,14271,2352,8881,7365,215,3488,1232,2803,1228,1232,1892,3986,7951,11137,3441,2595,2413,12138,1074,3967,2385,3864,2826,1075,8545,488
7531,7513,9030,8790,61,7973,3380,16905,Avery,50,78,7967,1398,278,7920,1428,3052,1307,17557,61,9599,9002,286,99,1527,4020,1524,1527,3177,7828,9304,14969,78,3521,65,15935,1428,7537,61,7422,78,1428,9522,58
16745,16628,23720,22156,297,18491,7516,41780,Vance,189,391,18468,6437,1110,18107,6655,6217,6100,44535,297,25974,23566,1095,403,7080,8487,7018,7079,6414,17066,23894,34092,391,7722,302,37671,6641,16761,297,15759,391,6657,25516,213
20616,20592,25343,24265,253,21998,9377,47245,Halifax,190,367,21979,4399,829,21813,4451,8358,4040,50010,253,27228,25288,875,371,4859,10690,4826,4859,8554,21056,25822,39391,367,9652,262,43237,4443,20630,253,19972,367,4451,27006,223
33788,33721,51318,48619,550,35846,15992,89023,Nash,362,766,35824,15860,2971,35594,16950,12659,15091,94298,550,54624,51097,2982,773,18005,17956,17715,18005,13006,34725,51351,73765,766,16410,563,81106,16826,33805,550,32978,766,16950,54075,422
20920,20867,26724,25629,525,22677,10194,63605,Rutherford,431,611,22657,5106,1343,22478,5246,8420,4870,67029,525,28842,26608,1368,645,5520,14855,5473,5520,8822,21781,27498,53422,611,10653,545,58398,5216,20931,525,20234,611,5248,28562,463
10734,10689,13950,13406,80,11538,5353,26129,Ashe,69,107,11528,2969,826,11308,3111,4458,2886,27203,80,14882,13879,760,124,3220,7249,3211,3219,4724,11031,14107,22479,107,5574,99,24214,3110,10740,80,10440,107,3111,14626,90
13453,13413,20423,19625,137,14185,7586,43536,Stokes,117,206,14178,6859,1516,14033,6789,5953,6343,45591,137,21814,20332,1621,249,7380,9917,7332,7380,6121,13716,20781,37145,206,7890,172,40306,6782,13462,137,13145,206,6789,21571,148
2725,2718,3797,3657,239,2904,1517,8040,Graham,37,355,2903,854,147,2878,768,1333,755,8441,274,4151,3760,160,381,866,2067,866,866,1367,2809,3978,6767,355,1579,302,7414,768,2727,274,2663,315,768,4099,52
20723,20571,30229,28431,340,22037,9416,59482,Pender,250,507,22026,8759,1327,21757,9144,7839,8126,63060,340,32495,29950,1371,518,9940,11716,9698,9939,8067,21068,30334,49058,507,9722,354,53967,9039,20731,340,19965,507,9144,31962,284
37296,37097,58809,55816,7280,39510,19458,95778,Craven,852,8132,39488,13911,2552,38803,14172,16054,13157,102139,7280,62916,58483,2517,8225,15181,20103,14992,15181,16352,36902,58929,80387,8149,19742,7325,87409,14106,37312,7280,35379,8116,14172,61927,873
208908,207629,308199,286355,2298,222470,77109,505896,Guilford,1493,3475,222358,89736,14525,218793,96900,61091,85616,537174,2298,329256,305387,14800,3505,103281,83442,99866,103259,63003,208468,301679,418240,3475,79557,2311,459608,95460,208988,2298,198441,3475,96900,322134,1754
10576,10508,11938,11465,119,10924,4418,20741,Madison,86,206,10918,1168,245,10769,1222,4087,1095,21755,119,12452,11844,261,221,1307,5034,1296,1306,4110,10486,11860,17939,206,4476,136,19327,1217,10580,119,10251,206,1222,12271,105
26953,26557,39734,36878,258,28474,13941,70897,Chatham,150,347,28444,11777,2452,27595,12490,11339,11175,74470,258,42040,38997,2425,383,13183,18634,12783,13180,11632,26359,38483,59661,347,14220,272,65198,12182,26970,258,25445,347,12492,40725,163
63578,63182,90916,85221,1007,66737,22122,170444,Pitt,504,1482,66691,25264,3046,65760,26274,18572,23190,180742,1007,97144,90161,3243,1502,28905,25045,28223,28904,18801,63342,90088,142466,1482,22640,1029,155511,25972,63613,1007,61024,1482,26274,95465,596
38793,38734,54155,51712,686,40961,22084,94937,Moore,413,887,40950,14114,3226,40794,14627,18445,13269,100880,686,57638,53852,3301,922,15755,24192,15367,15755,19373,39739,54740,79328,887,23117,729,86466,14432,38799,686,37757,887,14627,57048,443
152490,151176,221346,205557,1999,165108,56870,359934,Forsyth,1218,3112,164965,62596,10352,160896,66742,45300,60143,382295,1999,238417,219212,10293,3141,70168,62720,68626,70155,47010,152258,217966,295401,3112,58804,2012,325690,66037,152591,1999,143415,3112,66743,232634,1501
52747,52525,90162,84375,1157,55679,25180,171884,Iredell,845,1511,55642,34163,5210,55065,36208,19125,32501,181806,1157,95801,89544,5090,1529,38593,29513,37714,38593,19885,53089,88763,140623,1511,25879,1189,156060,35862,52764,1157,50717,1511,36209,94290,904
15010,14959,18290,17590,207,15452,7958,33015,Transylvania,194,278,15446,3066,1072,15174,3054,6692,2943,34385,207,18964,18207,1053,292,3220,10809,3191,3220,6745,14622,17966,29099,278,8025,224,30988,3041,15012,207,14440,278,3054,18643,227
8589,8578,10889,10457,124,9160,4216,21211,Martin,107,174,9154,2188,476,9094,2161,3633,2033,22440,124,11678,10859,499,183,2335,5372,2315,2335,3748,8760,11122,17917,174,4370,133,19455,2157,8595,124,8300,174,2161,11583,123
7866,7835,10288,9812,111,8395,3793,18843,Warren,83,136,8387,2159,499,8281,2295,3211,2077,19731,111,10958,10237,485,146,2417,5173,2392,2417,3290,8016,10311,16200,136,3865,117,17477,2291,7876,111,7624,136,2295,10809,90
3497,3486,4578,4367,41,3694,1808,8956,Jones,26,55,3693,1069,217,3656,1030,1565,960,9419,41,4915,4553,229,71,1150,2257,1140,1150,1595,3523,4647,7704,55,1854,51,8314,1026,3497,41,3366,55,1030,4851,30
15952,15860,23232,21801,236,16588,7968,40760,Davie,162,341,16574,6709,1589,16299,7018,6217,6385,42846,236,24389,23052,1618,349,7452,9279,7324,7452,6347,15579,22629,33901,341,8147,251,37262,6956,15963,236,15180,341,7018,23964,182
71936,71531,198676,187219,74984,77410,36479,310252,Cumberland,6050,93005,77297,46833,5911,76124,49429,24518,43955,335509,77217,223986,197763,6037,93246,53330,40937,52227,53327,25168,72492,209692,252655,93200,38259,77257,277878,49015,71989,77217,68280,90367,49430,221356,7054
19621,19510,22760,21706,337,20659,7894,43474,McDowell,218,496,20646,3036,522,20403,2785,7154,2669,45756,337,24356,22632,600,507,3190,9517,3175,3190,7297,19500,23032,36617,496,8160,349,39943,2785,19626,337,18700,496,2785,24074,263
9750,9719,12670,12298,423,10221,6199,27420,Cherokee,178,544,10216,2713,758,10151,2432,5263,2418,28612,423,13556,12574,816,604,2731,8723,2731,2731,5385,9858,13115,23877,544,6413,479,25640,2432,9759,423,9457,544,2432,13426,212
5749,5742,7351,7038,,6503,2994,13243,Chowan,,,6498,1573,413,6464,1601,2581,1500,13943,,8179,7342,389,,1676,3521,1675,1676,2887,6237,7810,11164,,3276,,12171,1600,5750,,5538,,1601,8139,
84255,80852,109197,97191,818,88892,22450,142010,Orange,343,1132,88807,21889,2982,83413,24041,19125,21739,148476,818,114475,105379,2912,1181,24402,21654,23924,24400,19787,76974,99995,119925,1132,23090,857,130842,23709,84299,818,74634,1132,24041,108469,391
12958,12908,15568,14958,71,13503,5476,35620,Alexander,59,89,13494,2513,309,13408,2497,5108,2315,37497,71,16356,15458,326,133,2720,7667,2696,2720,5234,13044,15646,30040,89,5625,109,32781,2479,12962,71,12572,89,2497,16193,65
156726,153801,214907,198736,4547,167225,41384,301307,Durham,1428,6040,167137,49746,5640,161203,53557,34316,48208,321488,4547,229089,210907,5715,6081,55783,43764,54265,55777,35611,152890,208676,255829,6040,42957,4570,275950,52559,156780,4547,145981,6040,53557,221508,1631
51315,50934,65667,62372,959,53422,26295,111764,Henderson,765,1429,53404,13050,3785,52405,13360,21745,12434,117417,959,68936,65113,3814,1436,14078,30961,13851,14078,21969,50245,64724,95451,1429,26656,979,103234,13220,51327,959,48979,1429,13361,67685,873
14666,14635,19503,18661,0,16536,6435,37393,Pasquotank,0,12,16507,4979,875,16308,4810,5560,4619,39824,0,21786,19444,943,30,5220,6841,5195,5220,6085,15662,20653,31068,12,7040,14,34029,4809,14679,0,14042,12,4810,21515,12
5782,5777,6969,6783,66,6043,3312,12261,Pamlico,49,77,6043,1090,251,6012,1109,3012,1029,12726,66,7320,6950,254,93,1184,3866,1176,1184,3083,5911,7078,10805,77,3389,78,11540,1107,5782,66,5688,77,1109,7265,52
5759,5742,6882,6634,52,6159,2787,14242,Mitchell,52,101,6157,1015,235,6095,1047,2500,918,14964,52,7426,6841,247,114,1153,3810,1151,1153,2565,5999,7115,12229,101,2884,75,13195,1047,5760,52,5664,101,1047,7347,72
9009,8993,10940,10596,13,10120,3990,26216,Currituck,13,34,10112,1938,347,10060,1899,3630,1803,27763,13,12220,10903,350,46,2054,4551,2033,2054,4151,9835,11807,21675,34,4520,28,23787,1897,9013,13,8780,34,1899,12127,19
62087,61956,85980,83223,1488,64909,42397,137478,Brunswick,1133,1815,64889,21828,6373,64552,22369,34891,20856,142820,1488,90385,85633,6165,1844,23632,46605,23225,23631,36087,63346,86989,121795,1815,43494,1505,129086,22189,62104,1488,60879,1815,22371,89592,1242
52309,52061,76104,72113,928,56213,24587,158409,Davidson,695,1242,56183,22761,4277,55473,22817,19615,21327,167609,928,81996,75694,4318,1271,24512,31089,24254,24510,20056,52993,76996,131285,1242,25155,961,144432,22705,52325,928,49858,1242,22818,80969,781
22096,21982,35001,32787,384,23347,10134,65799,Franklin,246,505,23333,11730,1900,23007,12484,7988,11184,69685,384,37117,34746,1879,524,13246,11935,13029,13245,8166,22158,34393,54524,505,10320,411,59978,12380,22106,384,21219,505,12484,36541,275
20831,20665,25875,24567,0,21455,9193,35367,Dare,0,10,21444,4946,570,21181,5021,8623,4571,37009,0,26966,25640,598,23,5488,8201,5354,5488,8784,20439,25395,30088,10,9392,17,32745,4975,20837,0,19996,10,5021,26545,10
93982,93404,141016,132286,1234,99208,40168,223363,New Hanover,852,1823,99178,42605,5922,97615,45758,33394,40634,234473,1234,149517,139532,6021,1840,48469,43147,46926,48450,34269,94145,138573,191812,1823,41283,1255,206724,44894,94002,1234,90418,1823,45759,146364,993
11308,11278,15455,14681,151,12246,5569,31131,Bladen,90,176,12239,3890,640,12131,3964,4839,3637,32722,151,16712,15383,672,217,4249,7459,4223,4249,5002,11678,15744,26077,176,5772,177,28574,3954,11314,151,10893,176,3964,16530,98
