Fully Vaccinated - NC 5Plus,Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,Population 5 Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - NC 5Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - Federal 5Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - Tiberius 5Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Additional Booster Doses,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - Tiberius 5Plus,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
25700,25506,41161,38794,239,26814,13035,81663,Lincoln,199,363,26807,14517,2140,26479,15188,10696,13535,86111,239,43601,40630,2171,382,16405,15456,16000,16405,10887,25924,40804,67981,363,13292,269,14712,74647,14885,25704,239,25020,363,15188,42842,234
27371,27212,37428,35767,202,28385,13398,78015,Caldwell,149,316,28373,10042,1334,28133,9830,11915,9144,82178,202,39589,37152,1404,324,10880,16769,10735,10880,12104,27289,37647,65842,316,13690,219,13691,71809,9738,27379,202,26421,316,9830,39184,182
6990,6941,8833,8402,100,7365,4135,19940,Polk,88,117,7361,1648,742,7282,1721,3305,1581,20724,100,9300,8724,756,145,1790,6644,1753,1790,3407,7036,8801,17478,117,4260,118,2767,18752,1683,6994,100,6721,117,1721,9152,97
24666,24445,35493,33677,220,25877,12347,67979,Surry,178,284,25856,10837,2129,25492,10585,10040,10016,71783,220,37646,35226,2269,301,11468,14964,11411,11467,10225,24381,35502,56811,284,12694,227,11957,62223,10561,24680,220,23441,284,10586,37187,200
17413,17284,20587,19719,351,18229,8947,34121,Macon,238,439,18219,2888,811,18018,2762,7898,2641,35858,351,21722,20389,841,479,3014,10350,2998,3014,8077,17384,20711,29260,439,9177,405,8367,31614,2754,17420,351,16727,439,2762,21455,259
4008,3982,5040,4861,23,4226,2549,10740,Clay,23,25,4226,1010,318,4184,963,2208,960,11231,23,5332,4968,320,93,1013,3581,1013,1013,2263,4068,5103,9352,25,2608,69,2247,10050,963,4008,23,3878,25,963,5222,25
12905,12819,17816,16965,102,13521,6272,35700,Yadkin,87,149,13514,4722,841,13364,4785,5344,4424,37667,102,18820,17677,832,169,5130,7711,5085,5130,5461,12938,17809,29851,149,6398,119,5808,32660,4756,12912,102,12439,149,4785,18598,105
95965,94807,96014,92723,,109335,36709,,Out of State,,,109273,,,107040,,36709,,,,109335,94807,,,,,,,41792,104608,104608,,,41792,,24536,,,96014,,92723,,,107040,
35656,35313,111303,105878,48569,38762,18867,180787,Onslow,2499,57083,38744,25182,2817,38168,25855,13551,23097,197938,49693,124472,110429,2945,57305,28405,19026,27695,28405,13864,36840,117797,149343,57249,19833,49769,17713,162055,25423,35677,49746,34212,55775,25857,122946,3024
15523,15411,20443,19443,247,16819,6836,42075,Richmond,129,283,16808,4594,652,16608,4632,6055,4178,44829,247,22247,20274,695,320,5108,8183,5062,5108,6189,16129,21006,34516,283,7022,281,6227,38043,4616,15530,247,15018,283,4632,21953,138
120009,117125,166714,154327,3824,125984,47630,248550,Buncombe,2022,5682,125912,39297,8196,121874,42779,37412,38645,261191,3824,175280,162704,8014,5711,43585,53494,42439,43577,38060,116050,161029,213777,5682,48439,3862,74082,230148,41755,120072,3824,111858,5682,42780,169995,2365
77957,76739,126583,112277,567,82204,26587,226508,Union,411,897,82152,40892,4418,80181,48004,21758,39224,239859,567,133560,123436,4409,915,50441,31234,47958,50428,22457,75566,117355,176616,897,27373,589,43345,202043,46130,77989,567,72486,897,48005,129036,507
68237,66920,112958,101426,1449,73275,24593,202607,Cabarrus,860,2105,73231,38213,4338,70914,43225,19395,36771,216453,1449,120709,110199,4408,2121,45313,29064,43352,45305,19956,66706,107024,161462,2105,25300,1463,36228,181104,41830,68266,1449,63206,2105,43229,116371,936
3956,3947,5560,5310,28,4369,2366,10985,Washington,16,55,4358,1696,398,4328,1556,1952,1496,11580,28,6186,5530,470,56,1761,2932,1757,1761,2097,4144,5895,9274,55,2600,38,2050,10083,1555,3966,28,3786,55,1556,6140,33
33473,33207,52151,48323,876,35735,13544,126086,Harnett,348,1294,35698,16797,1882,35169,17708,11314,15703,135976,876,56250,51493,1953,1346,19169,17458,18669,19168,11638,33511,51591,100990,1294,13982,947,15277,112079,17410,33495,876,31744,1283,17709,55132,391
30000,29799,40374,38192,346,31436,13232,86176,Burke,261,489,31422,9933,1589,31095,9992,11382,9120,90485,346,42845,40061,1703,498,10911,18720,10774,10910,11605,29902,40324,73860,489,13619,367,14756,79893,9916,30015,346,28726,489,9992,42358,311
22189,21926,36256,33935,4350,23499,8881,57336,Granville,516,4749,23483,9144,1258,23041,9680,7107,8711,60443,4350,38520,35809,1200,4785,10236,10674,10035,10233,7309,21875,35768,48058,4749,9070,4368,11416,52711,9533,22205,4350,20874,4749,9683,37825,561
68812,68116,106997,100239,851,74388,30608,211171,Gaston,652,1303,74336,35421,5118,73193,37270,24838,33118,224529,851,115811,105604,5313,1326,40097,36651,39187,40096,25799,71066,107790,174276,1303,31928,872,33997,191721,36637,68855,851,66270,1303,37270,113683,816
16699,16612,23170,22035,290,17883,8009,48532,Edgecombe,201,391,17876,5994,1069,17700,6172,6739,5513,51472,290,25025,23016,1133,403,6739,10509,6640,6739,6908,17248,23633,39904,391,8280,295,6872,43948,6114,16703,290,16232,391,6172,24731,239
26506,25849,30816,28899,54,28287,7622,54308,Watauga,54,88,28251,4408,615,27424,4209,6953,4037,56177,54,33013,30096,652,123,4603,9229,4584,4603,7301,26451,30947,49022,88,8024,66,11436,51530,4193,26541,54,24808,88,4209,32096,71
11160,11030,17902,16554,775,12433,4012,50664,Hoke,223,1128,12412,5552,539,12175,5942,3250,5239,55234,775,19945,17656,572,1153,6359,5854,6216,6359,3384,11555,18235,40282,1128,4197,780,4800,44624,5851,11180,775,10540,1128,5942,19519,241
7894,7884,9681,9307,15,8622,3543,18126,Bertie,15,34,8617,1739,326,8581,1757,3202,1627,18947,15,10556,9652,344,42,1892,4479,1880,1892,3425,8349,10122,15647,34,3788,28,2925,16854,1753,7896,15,7665,34,1757,10495,19
15778,15624,21317,20126,284,16497,7055,37405,Person,180,389,16484,5252,1032,16215,5239,5843,4900,39490,284,22535,21099,1066,389,5649,7938,5575,5648,5923,15505,21146,31361,389,7189,292,7852,34239,5191,15786,284,14942,389,5239,22179,200
19480,19419,24551,23579,275,20555,10168,44735,Beaufort,224,385,20544,4611,858,20371,4765,9086,4262,46994,275,26168,24425,899,400,5213,11538,5160,5213,9358,19934,24930,37669,385,10526,298,8988,41131,4731,19488,275,19042,385,4765,25916,269
16548,16314,22525,21070,2284,17323,6805,42001,Jackson,543,3503,17309,3141,510,16925,3218,5752,2882,43938,2572,24639,22080,541,3811,3505,8759,3465,3505,5880,16474,22761,36721,3748,7069,2747,7517,39175,3194,16560,2713,15904,3146,3218,23893,648
53044,52480,82155,76696,512,55213,26346,150636,Catawba,349,705,55192,27825,3924,54349,28560,22073,25938,159551,512,86697,81141,4099,733,30751,29156,30164,30750,22426,51955,80485,124631,705,26907,533,28639,137151,28149,53061,512,50246,705,28561,85218,382
512887,495944,776210,689329,6096,545199,135798,1044525,Wake,2706,8615,544804,225567,21808,520318,256982,111284,220645,1111761,6096,819344,749970,21595,8670,265475,133864,253695,265456,116416,485449,719631,849055,8615,141008,6109,292326,941934,247930,513106,6096,462588,8615,256995,782628,2997
33053,32722,47019,44281,368,34941,15800,92365,Cleveland,285,498,34932,13586,2398,34361,13573,13117,12378,97947,368,50374,46602,2478,519,14914,18575,14815,14914,13418,33036,47120,76504,498,16217,386,16174,84044,13512,33060,368,31535,498,13573,49674,321
22988,22926,31080,29431,303,25026,9086,59389,Sampson,202,416,25014,7654,1208,24857,7766,7676,7152,63531,303,33803,30951,1252,427,8350,11637,8269,8350,7898,23741,31811,48081,416,9384,317,8463,53473,7722,22997,303,21976,416,7766,33542,234
16808,16715,23222,22055,272,17990,7577,52603,Columbus,199,341,17979,5811,1093,17827,6126,6285,5269,55508,272,25080,23074,1173,356,6734,11419,6646,6734,6488,17536,23688,44013,341,7888,278,6388,48224,6087,16816,272,16514,341,6128,24814,227
8834,8802,10282,9934,69,9289,4000,21496,Caswell,58,91,9279,1567,268,9202,1370,3674,1287,22604,69,11066,10232,377,109,1668,5005,1655,1668,3762,8951,10609,18383,91,4208,71,3775,19944,1361,8841,69,8578,91,1370,10948,69
7669,7607,8742,8382,103,8137,3725,17212,Yancey,103,133,8135,863,149,8029,941,3473,794,18069,103,9326,8650,143,173,1016,4744,1015,1016,3585,7871,8867,14782,133,3843,130,3732,15969,940,7671,103,7485,133,941,9177,115
21209,20913,32278,29929,432,23035,9194,57893,Lee,213,628,23015,9767,1318,22548,10603,7663,9360,61779,432,34855,31835,1325,644,11176,10404,10978,11176,7893,21636,32031,47136,628,9462,458,10159,52144,10490,21217,432,20137,628,10603,34154,244
7730,7707,10694,10170,10,8369,3836,22610,Hertford,10,25,8361,2788,599,8302,2935,3227,2583,23677,10,11622,10622,598,50,3203,4836,3164,3203,3415,8156,10969,19299,25,4025,23,3513,20898,2905,7736,10,7577,25,2935,11491,12
30738,30621,44201,42214,338,32333,15868,86406,Rockingham,263,472,32316,13069,2643,32027,13095,12962,12244,91010,338,46840,43925,2650,491,14016,18996,13821,14016,13282,30953,44494,72695,472,16237,356,15322,79246,12966,30750,338,29632,472,13095,46320,305
26244,26154,38722,36956,500,27776,15553,66672,Carteret,324,563,27769,11299,2364,27567,11955,12865,10802,69473,500,40992,38391,2307,603,12613,17867,12304,12613,13338,27004,38866,57537,563,15984,517,15470,62070,11737,26248,500,25654,563,11957,40434,339
426156,417660,667062,605910,4912,461868,119077,1037049,Mecklenburg,2024,7634,461511,214321,21798,447740,235684,95255,204893,1110356,4912,717532,651746,22073,7723,247941,127686,239389,247891,99544,423787,645742,852079,7634,124122,4966,229128,937616,229174,426399,4912,396105,7634,235697,694763,2505
3996,3949,7636,6940,2067,4176,2459,13403,Swain,403,3304,4175,1147,197,4095,1085,1859,1003,14271,2374,9002,7407,215,3588,1238,2803,1234,1238,1897,3995,8030,11137,3541,2603,2554,2197,12138,1084,3997,2524,3870,2888,1085,8633,491
7518,7485,9029,8774,61,7990,3386,16905,Avery,50,78,7984,1413,278,7920,1440,3058,1318,17557,61,9630,8984,288,99,1541,4020,1537,1541,3191,7828,9319,14969,78,3537,65,3549,15935,1438,7524,61,7395,78,1440,9535,58
16914,16710,24024,22324,297,18703,7541,41780,Vance,189,392,18678,6534,1122,18241,6790,6230,6192,44535,297,26313,23747,1110,404,7206,8487,7119,7205,6432,17185,24111,34092,392,7755,302,7708,37671,6740,16930,297,15835,392,6792,25752,213
20683,20616,25521,24364,253,22103,9387,47245,Halifax,190,367,22085,4482,843,21875,4563,8354,4125,50010,253,27434,25408,889,371,4960,10690,4914,4960,8561,21110,25959,39391,367,9673,262,8205,43237,4539,20696,253,19986,367,4563,27156,223
33690,33536,51608,48691,550,35872,15961,89023,Nash,362,766,35850,16096,3020,35504,17338,12579,15361,94298,550,54981,51205,3036,773,18336,17956,17970,18336,12923,34618,51480,73765,766,16381,563,16047,81106,17119,33707,550,32780,766,17338,54240,422
21089,20950,26997,25791,525,22888,10228,63605,Rutherford,431,611,22869,5160,1351,22615,5350,8446,4953,67029,525,29121,26780,1374,645,5588,14855,5532,5588,8858,21901,27672,53422,611,10695,545,9730,58398,5305,21100,525,20313,611,5352,28758,463
10815,10624,14080,13362,80,11654,5364,26129,Ashe,69,107,11644,2998,833,11373,3160,4462,2920,27203,80,15035,13856,764,124,3257,7249,3241,3256,4747,11087,14192,22479,107,5601,99,5963,24214,3152,10821,80,10362,107,3160,14721,90
13489,13405,20587,19711,137,14254,7609,43536,Stokes,117,206,14246,6921,1529,14077,6915,5963,6434,45591,137,21970,20422,1633,249,7467,9917,7402,7467,6137,13762,20889,37145,206,7918,172,7362,40306,6880,13500,137,13140,206,6915,21685,148
2730,2715,3819,3670,242,2915,1522,8040,Graham,37,371,2914,858,149,2882,782,1336,768,8441,277,4174,3774,162,389,870,2067,870,870,1370,2813,4002,6767,371,1594,305,1255,7414,782,2732,277,2660,331,782,4123,62
20725,20489,30422,28439,340,22034,9381,59482,Pender,250,507,22023,8855,1341,21690,9335,7790,8224,63060,340,32659,29971,1384,518,10107,11716,9803,10106,8029,20992,30354,49058,507,9697,354,10105,53967,9142,20733,340,19875,507,9335,32000,284
37785,37266,59684,56248,7344,39819,19525,95778,Craven,855,8218,39797,14125,2581,38946,14502,16089,13393,102139,7344,63577,58966,2546,8313,15445,20103,15215,15445,16384,37016,59343,80387,8245,19815,7381,19247,87409,14356,37801,7344,35511,8202,14502,62379,885
210214,207632,312596,287594,2298,223761,77320,505896,Guilford,1493,3483,223647,90927,14639,219239,99989,61188,86880,537174,2298,332558,306821,14918,3513,105284,83442,101197,105262,63179,208877,303287,418240,3483,79851,2311,110804,459608,96891,210296,2298,198416,3483,99989,323919,1754
10587,10466,11971,11439,119,10998,4412,20741,Madison,86,207,10992,1181,246,10812,1244,4080,1113,21755,119,12546,11820,263,222,1326,5034,1309,1325,4119,10517,11905,17939,207,4487,136,4733,19327,1235,10591,119,10207,207,1244,12328,105
27077,26381,40093,36748,258,28423,13896,70897,Chatham,150,347,28391,11881,2466,27418,12724,11280,11237,74470,258,42192,38892,2443,383,13386,18634,12898,13383,11554,26169,38397,59661,347,14160,272,18806,65198,12253,27095,258,25253,347,12726,40663,163
63625,62901,91731,85323,1007,66974,22131,170444,Pitt,504,1487,66927,25719,3098,65811,27039,18529,23608,180742,1007,98045,90333,3304,1509,29562,25045,28717,29560,18776,63359,90565,142466,1487,22678,1031,28286,155511,26425,63661,1007,60708,1487,27039,96015,598
38735,38613,54441,51776,688,40950,22110,94937,Moore,414,889,40939,14266,3252,40747,14969,18444,13446,100880,688,57871,53918,3323,924,15997,24192,15518,15997,19377,39698,54853,79328,889,23143,731,23105,86466,14617,38741,688,37642,889,14969,57154,443
154140,151083,224393,206019,2001,166331,56985,359934,Forsyth,1218,3139,166186,63313,10433,161441,68134,45334,60776,382295,2001,240739,219851,10385,3168,71240,62720,69390,71227,47118,152731,219183,295401,3139,59006,2014,79566,325690,66767,154244,2001,143242,3139,68135,233970,1503
53374,52886,91716,85154,1157,56286,25289,171884,Iredell,845,1517,56246,34574,5263,55469,37123,19181,32957,181806,1157,97130,90401,5146,1535,39309,29513,38168,39309,19944,53467,89558,140623,1517,25994,1189,31879,156060,36358,53403,1157,51040,1517,37124,95154,904
15083,14865,18434,17548,207,15585,7961,33015,Transylvania,194,278,15579,3128,1092,15253,3125,6675,3002,34385,207,19167,18176,1074,292,3290,10809,3256,3290,6783,14702,18108,29099,278,8084,224,9181,30988,3104,15085,207,14339,278,3125,18787,227
8455,8427,10813,10349,124,9062,4143,21211,Martin,107,174,9056,2232,484,8976,2219,3552,2079,22440,124,11634,10756,508,183,2389,5372,2362,2389,3682,8642,11048,17917,174,4313,133,3141,19455,2205,8461,124,8146,174,2219,11512,123
7943,7868,10397,9849,111,8467,3778,18843,Warren,83,136,8459,2191,499,8313,2327,3196,2093,19731,111,11067,10289,487,146,2454,5173,2426,2454,3278,8039,10366,16200,136,3855,117,3678,17477,2310,7953,111,7645,136,2327,10875,90
3514,3490,4626,4395,41,3715,1814,8956,Jones,26,55,3713,1090,220,3669,1061,1568,983,9419,41,4964,4581,232,71,1178,2257,1164,1178,1603,3531,4676,7704,55,1865,51,1584,8314,1050,3514,41,3371,55,1061,4888,30
16001,15800,23437,21830,236,16710,7983,40760,Davie,162,344,16696,6802,1605,16373,7174,6216,6477,42846,236,24658,23095,1631,352,7596,9279,7433,7596,6361,15639,22785,33901,344,8174,251,9258,37262,7059,16012,236,15117,344,7174,24150,182
72416,71590,200841,188255,75185,78149,36468,310252,Cumberland,6068,93291,78033,47613,5987,76506,50801,24413,44753,335509,77432,226402,198892,6121,93712,54541,40937,53088,54538,25078,72820,211079,252655,93664,38283,77568,37935,277878,49870,72471,77526,68317,90646,50802,222885,7084
19716,19536,22923,21781,338,20760,7912,43474,McDowell,218,496,20747,3075,530,20477,2851,7164,2727,45756,338,24501,22717,608,507,3234,9517,3214,3234,7320,19570,23141,36617,496,8191,351,7344,39943,2843,19721,338,18716,496,2851,24187,263
9795,9754,12750,12362,424,10270,6214,27420,Cherokee,179,550,10265,2742,768,10190,2465,5267,2453,28612,424,13640,12643,828,611,2759,8723,2759,2759,5395,9897,13189,23877,550,6438,481,4846,25640,2465,9804,424,9485,550,2465,13499,215
5770,5746,7400,7064,,6535,2998,13243,Chowan,,,6530,1591,418,6480,1629,2580,1527,13943,,8230,7374,392,,1695,3521,1693,1695,2895,6252,7843,11164,,3287,,2850,12171,1628,5771,,5537,,1629,8173,
84958,79998,110227,96482,818,89133,22431,142010,Orange,343,1147,89044,22058,3001,83280,24365,19087,21860,148476,818,115009,104670,2932,1196,24680,21654,24111,24678,19806,76877,100082,119925,1147,23129,857,50405,130842,23854,85005,818,73804,1147,24365,108538,391
13004,12915,15668,15000,71,13620,5478,35620,Alexander,59,89,13611,2550,318,13493,2551,5101,2359,37497,71,16517,15512,332,133,2764,7667,2734,2764,5240,13117,15756,30040,89,5637,109,5510,32781,2526,13008,71,12570,89,2551,16316,65
158634,153570,217711,198734,4547,168481,41455,301307,Durham,1428,6089,168387,50168,5667,161640,54452,34360,48546,321488,4547,231110,211067,5756,6130,56499,43764,54742,56493,35699,153247,209504,255829,6089,43091,4570,92268,275950,52950,158689,4547,145641,6089,54452,222471,1636
51900,51042,66451,62541,959,54085,26285,111764,Henderson,765,1429,54066,13169,3819,52886,13559,21701,12540,117417,959,69761,65337,3860,1436,14240,30961,13978,14240,22078,50684,65282,95451,1429,26811,979,29515,103234,13336,51912,959,49042,1429,13560,68293,873
14844,14704,19781,18800,0,16678,6462,37393,Pasquotank,0,12,16648,5054,884,16391,4911,5578,4700,39824,0,22014,19597,954,30,5306,6841,5272,5306,6105,15736,20802,31068,12,7071,14,6466,34029,4893,14856,0,14100,12,4911,21675,12
5826,5804,7032,6824,66,6091,3341,12261,Pamlico,49,77,6091,1109,256,6044,1128,3036,1044,12726,66,7390,6992,261,93,1206,3866,1196,1206,3104,5940,7126,10805,77,3417,78,2661,11540,1122,5826,66,5714,77,1128,7317,52
5802,5767,6939,6668,52,6210,2790,14242,Mitchell,52,101,6208,1032,238,6135,1061,2500,929,14964,52,7501,6878,254,114,1177,3810,1172,1177,2570,6035,7168,12229,101,2896,75,2405,13195,1059,5803,52,5687,101,1061,7408,72
9062,9029,11039,10652,13,10132,4007,26216,Currituck,13,34,10124,1965,355,10068,1945,3639,1833,27763,13,12266,10969,361,46,2088,4551,2064,2088,4162,9837,11836,21675,34,4542,28,3514,23787,1927,9066,13,8806,34,1945,12166,19
62242,61946,86567,83459,1488,65076,42481,137478,Brunswick,1133,1815,65055,22098,6426,64623,22801,34922,21106,142820,1488,90969,85901,6228,1844,24049,46605,23534,24047,36155,63407,87320,121795,1815,43625,1505,42343,129086,22467,62259,1488,60865,1815,22803,89972,1242
52777,52282,76969,72587,928,56763,24692,158409,Davidson,695,1244,56733,23047,4312,55883,23213,19685,21612,167609,928,82905,76211,4363,1273,24869,31089,24555,24867,20147,53383,77674,131285,1244,25291,961,26685,144432,23001,52794,928,50047,1244,23214,81682,781
22262,22016,35416,32949,384,23534,10171,65799,Franklin,246,505,23520,11859,1917,23097,12733,8008,11320,69685,384,37507,34943,1898,524,13449,11935,13173,13448,8192,22232,34596,54524,505,10365,411,12446,59978,12543,22272,384,21245,505,12733,36775,275
20727,20539,25932,24513,0,21543,9195,35367,Dare,0,10,21530,5015,582,21230,5182,8613,4645,37009,0,27170,25601,607,23,5604,8201,5431,5604,8800,20485,25510,30088,10,9417,17,10602,32745,5062,20733,0,19868,10,5182,26671,10
