Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,county1,New Booster Doses - All Programs12Plus,New Booster Doses - All Programs5Plus,New Booster Doses - All Programs65Plus,New Booster Doses - All Programs18Plus,New Booster Doses- All Programs,Bivalent NC Dose - 5 Plus,Bivalent NC Dose - 12 Plus,Bivalent NC Dose - 18 Plus,Bivalent NC Dose - 65 Plus,Bivalent NC Dose,Bivalent LTC Dose,Bivalent LTC Dose  - 5 Plus,Bivalent LTC Dose  - 12 Plus,Bivalent LTC Dose  - 18 Plus,Bivalent LTC Dose  - 65 Plus,At Least One Booster/Additional Dose - All Providers - 65Plus,Additional Doses - NC,Additional Doses - Pharmacy,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,Additional Doses - 5Plus,Additional Doses - 12Plus,Additional Doses - 18Plus,Additional Doses - 65Plus,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,county-1,Additional Booster Doses,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
261735,MISSING COUNTY,67851,68302,30873,66552,68325,32454,32313,31755,19173,32477,35848,35848,35538,34797,11700,83493,73813,114558,73788,73338,71317,33956,114554,113656,111102,30348,114558,73813,217450,222025,223373,224291,292024,60736,239824,252831,263332,81263,269088,282510,294315,Missing,35031,35031,35031,19189,35920,188342,186994,182419,64304,38012,47649,,37995,47649,39858,37850,9850,48926,47555,9797,,,,,MISSING COUNTY,188371,84165,7668,95745,90951,95547,158712,158465,153564,63745,147073,85088,97338,97306,92505,8394,112677,116780,117068,42545,107181
44172,WILSON COUNTY,5704,5722,3291,5616,5724,4063,4049,4017,2485,4065,1659,1659,1655,1599,806,11151,15626,8415,15622,15558,15364,7904,8415,8385,8143,3213,8415,15626,23593,24029,24123,24160,46663,13600,40922,43173,44247,13928,43094,45532,46829,Wilson,86,86,86,34,119,24037,23943,23507,11117,609,371,76972,609,371,654,609,316,418,371,237,63224,15337,81801,69710,WILSON COUNTY,24041,12646,2046,14432,13941,14422,31743,31632,30982,11566,29839,11928,13585,13581,13137,2033,29665,30220,30244,11330,28623
1996,TYRRELL COUNTY,246,248,150,245,248,226,226,225,143,226,22,22,20,20,7,509,908,95,908,904,892,469,95,95,94,40,95,908,986,999,1003,1003,2079,700,1871,1957,1997,713,1946,2035,2082,Tyrrell,,,,,,1003,999,986,509,,,3827,,,,,,,,,3288,810,4016,3533,TYRRELL COUNTY,1003,174,40,183,181,183,1899,1896,1854,673,1772,150,155,155,155,39,1802,1841,1842,661,1721
61805,WAYNE COUNTY,4775,4779,2616,4703,4783,1977,1974,1958,1141,1981,2802,2802,2801,2745,1475,14122,14345,15446,14340,14276,14074,6465,15446,15410,15164,7376,15446,14345,30847,31305,31405,31468,66190,16845,57703,60497,61880,17532,61581,64660,66436,Wayne,1619,1619,1609,281,1677,29786,29686,29238,13841,6376,5499,115046,6322,5462,6430,6209,985,5526,5367,753,94031,20802,123131,103693,WAYNE COUNTY,29791,18537,3493,21193,20454,21183,38813,38631,37884,13054,36835,17528,19935,19925,19290,3371,35745,36381,36419,12721,34808
11869,MONTGOMERY COUNTY,1222,1228,670,1191,1228,698,694,664,361,698,530,530,528,527,309,3177,3070,3002,3070,3042,2983,1564,3002,2999,2975,1601,3002,3070,5980,6063,6094,6115,12649,4449,11337,11726,11947,4615,12043,12473,12790,Montgomery,22,22,22,12,43,6072,6041,5958,3165,214,142,25757,214,142,297,214,122,201,142,97,21266,5743,27173,23512,MONTGOMERY COUNTY,6072,2942,599,3140,3098,3140,9353,9295,9161,3894,8887,2762,2947,2947,2906,556,8678,8780,8799,3796,8433
31396,LENOIR COUNTY,3195,3198,1913,3161,3200,1729,1726,1712,1052,1731,1469,1469,1469,1449,861,8910,9452,7659,9452,9433,9354,4926,7658,7639,7514,3921,7659,9452,16975,17179,17217,17231,33487,10926,29599,30893,31440,11220,31452,32874,33550,Lenoir,107,107,107,63,120,17110,17072,16868,8847,476,291,52801,476,291,494,476,268,325,291,206,43423,11303,55949,47933,LENOIR COUNTY,17111,9720,1930,10972,10646,10967,22084,22044,21752,9022,21256,9142,10306,10303,10020,1860,20582,20802,20809,8860,20166
17345,SCOTLAND COUNTY,1536,1548,867,1511,1548,751,740,727,391,751,797,797,796,784,476,4410,5112,3951,5112,5088,5040,2384,3951,3948,3884,2001,3951,5112,8972,9084,9111,9123,18781,5962,16435,17109,17407,6313,17703,18483,18868,Scotland,48,48,48,25,60,9063,9036,8924,4385,252,169,32530,252,169,303,252,144,222,169,104,26793,6531,34823,29381,SCOTLAND COUNTY,9063,4789,1023,5418,5275,5415,13147,13114,12956,5146,12662,4361,4905,4902,4790,919,12150,12274,12280,4939,11905
102276,ALAMANCE COUNTY,14196,14390,7212,13788,14393,6234,6081,5859,3325,6237,8156,8156,8115,7929,3887,23423,26649,31153,26645,26188,25285,11181,31151,31035,30368,12154,31153,26649,55830,57400,57973,58026,107272,27781,93407,98924,102501,28691,97666,103549,108013,Alamance,177,177,177,88,224,57796,57223,55653,23335,2041,1319,159560,2041,1319,2071,2018,913,1379,1306,697,132145,29035,169509,145046,ALAMANCE COUNTY,57802,25824,4856,28832,27745,28808,77110,76423,73763,22922,69824,24517,27352,27348,26372,4567,71233,73609,73770,22517,67584
5828,CAMDEN COUNTY,519,524,309,505,524,252,249,239,153,252,272,272,270,266,156,1065,1471,796,1471,1456,1421,735,796,796,790,330,796,1471,2446,2487,2502,2527,6802,1514,5459,5707,5841,1798,6375,6658,6834,Camden,235,235,235,0,260,2267,2252,2211,1065,2037,1408,10327,2021,1408,2055,1947,211,1419,1352,42,8407,1833,10867,9354,CAMDEN COUNTY,2267,848,144,911,883,908,3868,3857,3754,1443,3580,828,885,884,858,135,3441,3536,3537,1337,3279
14150,GREENE COUNTY,1493,1500,700,1466,1500,1159,1153,1136,539,1159,341,341,340,330,161,2641,4258,1764,4258,4224,4185,1651,1764,1762,1712,691,1764,4258,6720,6859,6909,6963,15486,3668,13089,13808,14193,4004,14290,15090,15567,Greene,887,873,823,299,941,6022,5986,5897,2342,3338,2592,20022,3175,2457,3390,2872,887,2630,2216,608,16884,3592,21069,18372,GREENE COUNTY,6022,2652,444,3031,2964,3030,9146,9118,8951,2673,8766,2492,2860,2859,2803,426,8548,8699,8703,2634,8381
62559,ROWAN COUNTY,6525,6546,3751,6448,6546,1387,1374,1356,863,1387,5159,5159,5151,5092,2888,15048,12576,18531,12570,12527,12292,6401,18531,18490,18246,8336,18531,12576,31101,31580,31664,31690,67401,19363,58727,61391,62683,20254,63180,66039,67585,Rowan,563,563,563,311,583,31101,31017,30538,14737,4171,3262,133830,4171,3262,4240,4171,1743,3342,3262,1509,110729,25371,142088,122048,ROWAN COUNTY,31107,21357,3866,23078,22541,23066,40267,40164,39327,14645,37652,19970,21529,21526,21062,3764,37067,37771,37812,14090,35495
8640,NORTHAMPTON COUNTY,1228,1237,859,1221,1237,1052,1043,1037,765,1052,185,185,185,184,94,2761,3857,810,3857,3848,3823,2418,810,810,798,343,810,3857,4621,4658,4667,4667,9313,3811,8211,8502,8669,3979,8804,9139,9352,Northampton,,,,,,4667,4658,4621,2761,168,72,18570,168,72,194,168,102,98,72,59,16132,5256,19483,17363,NORTHAMPTON COUNTY,4667,1425,357,1564,1544,1563,7594,7582,7427,3520,7211,1348,1469,1469,1455,326,6975,7099,7102,3426,6791
32330,WILKES COUNTY,3990,4006,2418,3931,4007,1681,1667,1638,1026,1682,2325,2325,2323,2293,1392,8045,7017,9166,7015,6969,6844,3377,9166,9162,9012,4652,9166,7017,15872,16147,16197,16226,34715,11156,30575,31848,32402,11659,32807,34169,34841,Wilkes,16,16,16,16,43,16181,16131,15856,8029,316,215,64946,316,215,387,316,224,267,215,168,54628,15162,68412,59783,WILKES COUNTY,16183,10435,2311,11074,10984,11069,23380,23330,22869,9124,22056,9872,10473,10471,10393,2199,21240,21644,21662,8789,20488
42700,LINCOLN COUNTY,5779,5810,3244,5682,5812,1584,1563,1535,933,1586,4226,4226,4216,4147,2311,11571,8167,16762,8166,8103,7986,4010,16762,16685,16326,7540,16762,8167,24363,24839,24979,25000,44780,13509,39804,41700,42743,13799,41679,43702,44924,Lincoln,51,51,51,21,71,24928,24788,24312,11550,394,246,81663,394,246,416,394,252,279,246,203,67981,15456,86111,74647,LINCOLN COUNTY,24929,15665,2610,17667,17106,17645,26841,26741,26202,10937,25620,14755,16649,16648,16124,2574,25330,25806,25815,10732,24803
39476,CALDWELL COUNTY,4761,4777,2950,4704,4777,2213,2203,2171,1453,2213,2564,2564,2558,2533,1497,11614,12060,9899,12060,12016,11865,7135,9899,9869,9712,4479,9899,12060,21577,21885,21959,21976,41554,14190,37513,38952,39513,14467,39380,40948,41642,Caldwell,0,0,0,0,17,21959,21885,21577,11614,340,204,78015,340,204,349,340,195,224,204,151,65842,16769,82178,71809,CALDWELL COUNTY,21959,11078,1665,12007,11782,11998,29286,29216,28826,12607,27962,10157,10952,10950,10777,1611,27971,28322,28337,12428,27152
8489,POLK COUNTY,1125,1132,660,1105,1132,704,697,684,442,704,428,428,428,421,218,1977,2413,1422,2413,2399,2355,1285,1422,1418,1383,692,1422,2413,3738,3817,3835,3835,9001,3935,8049,8364,8528,4130,8525,8856,9066,Polk,,,,,,3835,3817,3738,1977,172,100,19940,172,100,213,172,136,131,100,88,17478,6644,20724,18752,POLK COUNTY,3835,1730,793,1882,1834,1879,6971,6950,6850,3201,6623,1652,1802,1802,1758,771,6506,6587,6595,3076,6297
36447,SURRY COUNTY,5019,5044,3002,4936,5046,2585,2562,2505,1550,2587,2459,2459,2457,2431,1452,9707,9976,9728,9974,9897,9682,4952,9726,9723,9622,4709,9728,9976,19363,19679,19759,19778,38443,12627,34308,35839,36519,13024,36067,37716,38622,Surry,59,59,59,46,74,19700,19620,19304,9661,351,238,67979,351,238,404,351,256,266,238,193,56811,14964,71783,62223,SURRY COUNTY,19704,11519,2495,12184,12080,12182,26034,25910,25285,10273,24197,10835,11445,11442,11372,2387,24229,24767,24808,10047,23235
21197,MACON COUNTY,3191,3207,2245,3170,3207,2419,2406,2386,1741,2419,788,788,785,784,504,6980,8225,3407,8219,8191,8093,4944,3407,3407,3389,2036,3407,8225,11482,11598,11626,11657,22172,9357,20269,20912,21265,9556,21147,21859,22274,Macon,0,0,0,0,25,11626,11598,11482,6980,478,356,34121,478,356,538,478,267,415,356,239,29260,10350,35858,31614,MACON COUNTY,11632,3072,929,3215,3179,3214,18521,18480,18202,8360,17597,2876,3007,3006,2986,913,17570,17835,17843,8205,17037
5245,CLAY COUNTY,1111,1111,811,1101,1111,952,952,942,705,952,159,159,159,159,106,2136,2651,618,2651,2643,2616,1760,618,617,616,376,618,2651,3232,3260,3269,3279,5530,2689,5076,5191,5335,2775,5338,5463,5661,Clay,0,0,0,0,10,3269,3260,3232,2136,127,77,10740,127,77,252,127,54,166,77,23,9352,3581,11231,10050,CLAY COUNTY,3269,1049,361,1054,1052,1053,4355,4350,4284,2360,4162,996,1001,1000,999,351,4115,4168,4168,2315,4003
18839,YADKIN COUNTY,2628,2643,1640,2591,2643,1210,1197,1172,808,1210,1433,1433,1431,1419,832,5105,4439,5469,4438,4414,4347,2437,5469,5464,5387,2656,5469,4439,9746,9890,9919,9931,19741,6668,17799,18536,18878,6802,18608,19416,19818,Yadkin,12,12,12,12,23,9907,9878,9734,5093,169,110,35700,169,110,193,169,118,132,110,93,29851,7711,37667,32660,YADKIN COUNTY,9908,5209,944,5656,5582,5654,13969,13918,13665,5740,13230,4954,5377,5376,5301,962,13125,13353,13369,5613,12735
122603,OUT OF STATE,28860,29382,13856,27828,29394,27789,27282,26264,12869,27801,1593,1593,1578,1564,987,27663,61649,5509,61640,59966,57969,24743,5508,5469,5395,2920,5509,61649,63364,65435,67148,67158,132892,45566,114258,118097,122786,48299,123296,127555,135953,Out of State,,,,,,67148,65435,63364,27663,,,,,,,,,,,,,,,,OUT OF STATE,67158,811,164,909,854,903,135044,131989,126701,48135,122485,1019,1170,1170,1094,237,117003,121433,121616,45329,113239
120789,ONSLOW COUNTY,8026,8073,4299,7880,8075,2525,2500,2458,1446,2527,5548,5548,5526,5422,2853,15854,10370,23685,10366,10243,9985,4802,23685,23610,23144,9904,23685,10370,42968,43939,44137,44170,133132,19906,113007,118381,120930,21061,124085,130166,133500,Onslow,10086,10086,9839,1148,10115,34051,33853,33129,14706,60705,52655,180787,59980,52190,60807,58005,2902,52707,50604,2180,149343,19026,197938,162055,ONSLOW COUNTY,34055,27897,3489,31814,30600,31774,40879,40653,39586,14670,38183,25980,29560,29558,28540,3316,37651,38576,38663,14410,36423
22022,RICHMOND COUNTY,1978,1986,1188,1944,1988,1289,1281,1251,807,1291,697,697,697,693,381,5157,6913,3731,6912,6857,6737,3413,3731,3730,3659,1724,3731,6913,10439,10630,10686,10726,23836,7334,20755,21665,22126,7567,22377,23404,23955,Richmond,43,43,43,20,82,10643,10587,10396,5137,469,338,42075,469,338,525,469,198,415,338,153,34516,8183,44829,38043,RICHMOND COUNTY,10644,5154,798,5678,5596,5678,17752,17689,17339,6571,16754,4741,5227,5227,5154,745,16173,16457,16484,6436,15676
174694,BUNCOMBE COUNTY,43614,44300,21557,42325,44318,28122,27561,26656,14703,28139,16179,16178,16053,15669,6854,44059,64965,49423,64931,63789,61701,25775,49423,49098,47789,18175,49423,64965,109731,113128,114595,114718,183204,49996,160041,168576,175398,51651,167541,176583,185168,Buncombe,241,241,241,109,330,114354,112887,109490,43950,7285,4451,248550,7267,4451,7326,7206,2831,4500,4409,2108,213777,53494,261191,230148,BUNCOMBE COUNTY,114388,40928,8614,45573,44065,45455,132269,130464,125251,40206,119407,40433,45074,45029,43581,8849,120544,125214,125824,39039,115199
132740,UNION COUNTY,16246,16528,6511,15482,16530,2398,2368,2301,1053,2400,14130,14130,13878,13181,5458,23812,22604,53474,22595,22372,21432,7252,53473,52906,50275,16457,53474,22604,71882,75453,76243,76306,138295,27312,116288,127310,132935,27898,120987,132454,138837,Union,175,175,175,103,228,76068,75278,71707,23709,1387,742,226508,1387,742,1428,1342,655,820,724,432,176616,31234,239859,202043,UNION COUNTY,76078,44595,5141,55337,51775,55152,82072,81756,79292,22102,75050,43137,53576,53545,50222,5214,76346,78453,78539,21666,72427
121494,CABARRUS COUNTY,13972,14135,5823,13358,14137,2982,2928,2821,1546,2984,11153,11153,11044,10537,4277,21759,24781,43393,24778,24382,23432,8721,43391,42977,41188,12840,43393,24781,65210,67961,68771,68799,128739,25402,106627,115806,121624,26382,112771,122445,129326,Cabarrus,602,602,590,198,625,68169,67359,64620,21561,4161,2700,202607,4134,2700,4185,4022,1298,2726,2625,984,161462,29064,216453,181104,CABARRUS COUNTY,68174,41322,5061,49598,46659,49442,75543,75136,71652,20023,67427,40017,48013,48007,45328,5026,67778,70787,70885,19392,63985
5971,WASHINGTON COUNTY,942,944,663,932,944,612,610,609,458,612,332,332,332,323,205,2109,2161,1319,2160,2153,2133,1377,1319,1319,1312,732,1319,2161,3445,3472,3479,3495,6554,2535,5628,5874,5985,2770,6178,6435,6576,Washington,0,0,0,0,15,3479,3472,3445,2109,64,40,10985,64,40,67,64,40,41,40,27,9274,2932,11580,10083,WASHINGTON COUNTY,3480,1792,523,1855,1851,1854,4654,4636,4520,2207,4322,1601,1668,1667,1662,452,4172,4264,4276,2056,3987
58994,HARNETT COUNTY,6020,6077,2970,5848,6081,2913,2861,2770,1617,2917,3164,3164,3159,3078,1353,11116,12444,14993,12442,12297,11976,5686,14992,14916,14529,5254,14993,12444,27611,28395,28616,28642,64290,14002,53050,57034,59102,14719,57433,61947,64648,Harnett,1182,1182,1106,176,1205,27434,27213,26505,10940,7347,5342,126086,6977,5137,7432,6102,981,5394,4437,664,100990,17458,135976,112079,HARNETT COUNTY,27437,18456,2228,21329,20388,21278,35887,35665,34582,11510,32875,17487,20082,20073,19246,2166,32651,33579,33626,11172,31126
