Fully Vaccinated - NC 5Plus,Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,Population 5 Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - NC 5Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - Federal 5Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - Tiberius 5Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - Tiberius 5Plus,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
37289,37262,58792,56063,2878,39372,19186,133830,Rowan,1479,3449,39355,19066,3207,39077,18580,14500,17517,142088,2878,63259,58663,3343,3481,20406,25371,20188,20406,14853,37370,59885,110729,3449,19820,2909,122048,18523,37301,2878,35668,3449,18582,62714,1624
7209,7207,8582,8290,70,7769,3872,18570,Northampton,57,107,7766,1261,292,7711,1287,3523,1172,19483,70,9288,8559,320,123,1396,5256,1386,1396,3616,7513,8881,16132,107,4003,83,17363,1282,7212,70,7048,107,1287,9204,67
20871,20836,30444,29158,184,22767,10676,64946,Wilkes,160,233,22755,9485,1904,22477,9358,8612,8864,68412,184,33057,30375,2027,259,10031,15162,9999,10031,8857,21666,31384,54628,233,11064,206,59783,9355,20880,184,20110,233,9358,32709,180
25413,25394,40390,38483,239,26583,12981,81663,Lincoln,199,363,26576,14310,2105,26352,14703,10677,13309,86111,239,43053,40270,2144,382,16088,15456,15763,16088,10864,25818,40491,67981,363,13242,269,74647,14637,25418,239,24935,363,14703,42478,234
27169,27124,36923,35465,202,28199,13359,78015,Caldwell,149,316,28187,9820,1315,28004,9527,11895,8922,82178,202,39135,36822,1380,324,10612,16769,10499,10612,12076,27167,37303,65842,316,13638,219,71809,9496,27177,202,26341,316,9527,38819,182
7013,7006,8809,8458,100,7420,4191,19940,Polk,88,117,7416,1636,739,7357,1674,3364,1564,20724,100,9337,8771,754,145,1772,6644,1739,1772,3473,7112,8865,17478,117,4324,118,18752,1665,7017,100,6794,117,1674,9213,97
24597,24533,35206,33596,220,25942,12433,67979,Surry,178,284,25921,10672,2104,25679,10365,10151,9835,71783,220,37519,35116,2249,301,11276,14964,11239,11275,10353,24577,35533,56811,284,12802,227,62223,10363,24613,220,23541,284,10366,37202,200
17346,17343,20465,19739,349,18047,8942,34121,Macon,238,439,18037,2827,805,17905,2709,7899,2596,35858,349,21474,20401,834,479,2948,10350,2938,2948,8031,17275,20541,29260,439,9124,403,31614,2709,17353,349,16794,439,2709,21282,259
3955,3947,4980,4826,23,4182,2540,10740,Clay,23,25,4182,1004,318,4144,956,2199,953,11231,23,5282,4926,319,93,1007,3581,1007,1007,2249,4031,5060,9352,25,2593,69,10050,956,3955,23,3850,25,956,5176,25
12824,12810,17596,16850,102,13446,6261,35700,Yadkin,87,148,13439,4625,835,13325,4646,5339,4320,37667,102,18626,17554,824,168,5012,7711,4980,5012,5440,12894,17667,29851,148,6369,119,32660,4642,12831,102,12428,148,4646,18453,105
92451,92159,92497,90188,,105007,36085,,Out of State,,,104944,,,103639,,36085,,,,105007,92159,,,,,,,40809,101322,101322,,,40809,,,,92497,,90188,,,103639,
35234,35145,109347,104667,48138,38423,18739,180787,Onslow,2483,56683,38404,24582,2756,37954,24822,13500,22467,197938,49244,122810,109144,2880,56814,27573,19026,27062,27573,13810,36648,116640,149343,56763,19689,49267,162055,24755,35256,49244,34062,55410,24824,121699,2999
15331,15318,20110,19246,247,16683,6815,42075,Richmond,129,283,16672,4475,633,16519,4491,6053,4058,44829,247,21971,20054,675,320,4968,8183,4937,4968,6176,16042,20800,34516,283,6989,281,38043,4489,15338,247,14941,283,4491,21739,138
116989,116344,162612,153435,3799,123621,47543,248550,Buncombe,2022,5672,123554,39015,8160,120245,41707,37361,38363,261191,3799,172460,161575,7971,5701,43138,53494,42150,43132,37820,114596,159283,213777,5672,48156,3855,230148,41432,117049,3799,111273,5672,41708,168067,2365
76976,76688,123484,111674,567,81620,26536,226508,Union,411,897,81569,40311,4358,79961,45886,21767,38638,239859,567,131726,122700,4354,915,49191,31234,47309,49179,22447,75372,116580,176616,897,27308,589,202043,45445,77008,567,72469,897,45887,128167,507
67267,67064,110220,101041,1449,72453,24699,202607,Cabarrus,860,2083,72411,37697,4287,70855,41457,19552,36200,216453,1449,118791,109691,4347,2099,44239,29064,42785,44232,20075,66710,106490,161462,2083,25358,1463,181104,41178,67296,1449,63392,2083,41461,115723,936
3916,3916,5491,5256,28,4329,2353,10985,Washington,16,55,4318,1672,391,4300,1527,1946,1467,11580,28,6121,5471,464,56,1736,2932,1734,1736,2093,4123,5850,9274,55,2590,38,10083,1527,3926,28,3761,55,1527,6089,33
33352,33282,51285,47974,875,35595,13586,126086,Harnett,348,1280,35558,16401,1833,35201,16965,11405,15243,135976,875,55520,51080,1912,1331,18594,17458,18245,18593,11715,33565,51235,100990,1280,14018,945,112079,16923,33374,875,31856,1269,16966,54726,391
29884,29833,40046,38108,346,31345,13262,86176,Burke,261,489,31331,9777,1565,31094,9780,11436,8971,90485,346,42558,39933,1683,498,10715,18720,10603,10714,11634,29916,40182,73860,489,13628,367,79893,9754,29899,346,28791,489,9780,42186,311
22034,22000,35778,33830,4296,23341,8911,57336,Granville,514,4665,23325,9007,1234,22999,9415,7163,8572,60443,4296,38090,35680,1181,4709,10040,10674,9888,10037,7343,21862,35534,48058,4665,9081,4313,52711,9384,22047,4296,20962,4665,9418,37552,557
68096,67965,105120,99561,851,73729,30482,211171,Gaston,652,1302,73677,34895,5054,72777,36115,24776,32543,224529,851,114373,104808,5252,1325,39319,36651,38607,39319,25690,70691,106888,174276,1302,31758,872,191721,35992,68133,851,66167,1302,36115,112686,816
16764,16762,23040,22044,290,17913,8089,48532,Edgecombe,201,391,17906,5857,1037,17812,5978,6851,5365,51472,290,24877,23007,1109,403,6561,10509,6494,6561,7017,17366,23614,39904,391,8365,295,43948,5955,16767,290,16389,391,5978,24697,239
26283,26058,30552,29086,54,28137,7613,54308,Watauga,54,88,28100,4353,611,27404,4167,6948,4003,56177,54,32803,30270,646,123,4543,9229,4525,4543,7289,26446,30887,49022,88,8006,66,51530,4158,26319,54,25029,88,4167,32017,71
10987,10953,17498,16341,774,12259,3983,50664,Hoke,223,1099,12238,5411,529,12076,5714,3231,5093,55234,774,19542,17426,557,1124,6159,5854,6061,6159,3364,11461,17971,40282,1099,4161,779,44624,5699,11005,774,10474,1099,5714,19236,240
7874,7874,9612,9254,15,8591,3538,18126,Bertie,15,34,8586,1702,325,8564,1708,3198,1586,18947,15,10483,9596,343,42,1850,4479,1841,1850,3423,8330,10066,15647,34,3785,28,16854,1707,7876,15,7653,34,1708,10439,19
15592,15586,20968,19983,284,16376,7024,37405,Person,180,386,16363,5136,1021,16174,5076,5823,4784,39490,284,22272,20941,1050,386,5510,7938,5455,5509,5904,15470,20992,31361,386,7154,292,34239,5071,15600,284,14915,386,5076,22015,200
19468,19458,24397,23520,275,20450,10151,44735,Beaufort,224,384,20438,4533,846,20324,4622,9081,4159,46994,275,25964,24345,882,399,5115,11538,5076,5115,9340,19902,24819,37669,384,10491,298,41131,4612,19477,275,19086,384,4622,25784,269
16414,16358,22110,21002,2226,17220,6798,42001,Jackson,537,3407,17206,3090,499,16910,3146,5762,2830,43938,2508,24326,22004,531,3659,3447,8759,3411,3447,5878,16459,22602,36721,3597,7050,2539,39175,3138,16425,2508,15946,3053,3146,23728,641
52386,52276,80704,76031,512,54843,26248,150636,Catawba,349,704,54822,27358,3858,54155,27767,22041,25444,159551,512,85656,80406,4024,732,30081,29156,29656,30080,22387,51770,79832,124631,704,26793,533,137151,27618,52403,512,50075,704,27768,84515,382
499220,495890,752794,687303,6092,537960,135337,1044525,Wake,2706,8544,537583,223291,21555,517864,247249,111076,218381,1111761,6092,807337,747315,21306,8598,260779,133864,251252,260761,115750,483160,714995,849055,8544,140049,6105,941934,245333,499427,6092,462830,8544,247262,777660,2993
32467,32434,46137,43787,368,34462,15694,92365,Cleveland,285,498,34454,13361,2378,34044,13277,13031,12145,97947,368,49642,46067,2457,519,14661,18575,14583,14661,13327,32739,46598,76504,498,16105,386,84044,13265,32474,368,31274,498,13277,49125,321
22805,22802,30694,29159,303,24753,9054,59389,Sampson,202,413,24741,7483,1192,24636,7563,7660,6993,63531,303,33315,30661,1238,424,8138,11637,8085,8138,7881,23556,31452,48081,413,9353,317,53473,7556,22814,303,21863,413,7563,33134,234
16885,16875,23094,22076,272,18034,7673,52603,Columbus,199,341,18024,5676,1071,17929,5921,6403,5128,55508,272,24953,23063,1145,356,6563,11419,6505,6563,6580,17637,23654,44013,341,7952,278,48224,5916,16893,272,16676,341,5923,24775,227
8801,8797,10219,9908,69,9233,3991,21496,Caswell,58,91,9223,1537,263,9176,1340,3670,1264,22604,69,10974,10204,371,109,1632,5005,1624,1632,3754,8931,10559,18383,91,4194,71,19944,1338,8808,69,8575,91,1340,10891,69
7577,7548,8633,8315,103,8045,3702,17212,Yancey,103,133,8043,853,147,7965,925,3452,780,18069,103,9224,8576,142,173,1006,4744,1005,1006,3562,7820,8806,14782,133,3819,130,15969,925,7578,103,7432,133,925,9103,115
21014,20905,31821,29802,432,22907,9199,57893,Lee,213,627,22887,9600,1300,22519,10341,7686,9206,61779,432,34487,31657,1309,643,10937,10404,10791,10937,7919,21636,31863,47136,627,9472,458,52144,10320,21022,432,20164,627,10341,33937,244
7686,7686,10563,10089,10,8313,3810,22610,Hertford,10,25,8305,2730,591,8284,2849,3209,2522,23677,10,11497,10535,589,50,3134,4836,3098,3134,3398,8143,10898,19299,25,3999,23,20898,2839,7691,10,7557,25,2849,11407,12
30596,30585,43651,41930,338,32113,15788,86406,Rockingham,263,471,32096,12827,2608,31916,12687,12917,11972,91010,338,46307,43600,2607,490,13704,18996,13567,13704,13207,30860,44158,72695,471,16119,356,79246,12677,30608,338,29620,471,12687,45954,305
26141,26117,38246,36729,500,27635,15481,66672,Carteret,324,563,27628,11128,2324,27518,11582,12833,10606,69473,500,40601,38146,2266,603,12363,17867,12115,12363,13298,26959,38650,57537,563,15903,517,62070,11529,26145,500,25623,563,11584,40196,339
418485,416679,651317,602506,4872,456511,118687,1037049,Mecklenburg,2024,7580,456170,211803,21575,445349,227664,95088,202267,1110356,4872,707368,647793,21847,7668,243189,127686,236665,243140,99195,421642,641025,852079,7580,123543,4926,937616,226242,418714,4872,395367,7580,227677,689594,2501
3940,3940,7360,6873,2025,4150,2451,13403,Swain,398,3198,4149,1129,195,4080,1066,1858,982,14271,2325,8809,7330,213,3437,1222,2803,1218,1222,1894,3985,7908,11137,3391,2595,2353,12138,1065,3941,2325,3866,2794,1066,8496,488
7506,7502,9001,8777,61,7969,3377,16905,Avery,50,78,7963,1393,278,7919,1424,3049,1305,17557,61,9585,8987,286,99,1517,4020,1515,1517,3176,7827,9298,14969,78,3520,65,15935,1424,7512,61,7411,78,1424,9512,58
16608,16561,23529,22065,297,18370,7507,41780,Vance,189,391,18347,6401,1108,18039,6601,6210,6059,44535,297,25812,23457,1095,403,7039,8487,6982,7038,6406,17012,23804,34092,391,7714,302,37671,6599,16624,297,15709,391,6603,25412,213
20554,20548,25252,24212,253,21944,9369,47245,Halifax,190,367,21926,4370,826,21779,4422,8353,4021,50010,253,27137,25218,874,371,4822,10690,4793,4822,8552,21025,25762,39391,367,9649,262,43237,4417,20568,253,19938,367,4422,26939,223
33724,33715,51096,48536,550,35831,15987,89023,Nash,362,766,35809,15763,2961,35596,16793,12664,15011,94298,550,54461,51001,2973,773,17857,17956,17612,17857,13006,34726,51255,73765,766,16401,563,81106,16736,33740,550,32975,766,16793,53974,422
20797,20788,26577,25538,525,22570,10172,63605,Rutherford,431,611,22550,5086,1339,22407,5223,8402,4855,67029,525,28709,26512,1364,645,5494,14855,5451,5494,8810,21714,27411,53422,611,10637,545,58398,5199,20807,525,20158,611,5225,28469,463
10638,10622,13847,13332,80,11508,5335,26129,Ashe,69,107,11498,2961,824,11282,3104,4442,2880,27203,80,14844,13806,758,124,3212,7249,3203,3211,4713,11003,14071,22479,107,5561,99,24214,3104,10644,80,10372,107,3104,14592,90
13401,13380,20325,19553,137,14148,7570,43536,Stokes,117,206,14141,6824,1511,14011,6743,5942,6302,45591,137,21740,20259,1617,249,7343,9917,7296,7343,6113,13695,20725,37145,206,7878,172,40306,6742,13410,137,13114,206,6743,21513,148
2717,2717,3784,3655,237,2897,1521,8040,Graham,37,352,2896,850,147,2876,766,1337,753,8441,272,4137,3755,158,378,862,2067,862,862,1370,2809,3971,6767,352,1580,299,7414,766,2719,272,2665,312,766,4090,52
20676,20618,30108,28458,340,22051,9451,59482,Pender,250,507,22040,8733,1326,21798,9070,7875,8106,63060,340,32475,29975,1371,518,9906,11716,9669,9905,8103,21116,30356,49058,507,9758,354,53967,9017,20684,340,20012,507,9070,31974,284
37091,37002,58481,55650,7254,39334,19424,95778,Craven,847,8103,39312,13836,2541,38696,14076,16036,13103,102139,7254,62614,58307,2505,8191,15089,20103,14920,15089,16336,36809,58732,80387,8117,19706,7298,87409,14051,37107,7254,35293,8087,14076,61719,865
207796,207401,305770,285757,2298,222009,77022,505896,Guilford,1493,3474,221897,89334,14487,218569,95583,61042,85198,537174,2298,328221,304696,14773,3504,102708,83442,99444,102686,62940,208275,301083,418240,3474,79467,2311,459608,94997,207876,2298,198261,3474,95583,321487,1754
10513,10477,11877,11440,119,10876,4418,20741,Madison,86,206,10870,1177,246,10734,1224,4086,1102,21755,119,12415,11820,261,221,1318,5034,1305,1317,4110,10453,11836,17939,206,4476,136,19327,1224,10517,119,10219,206,1224,12245,105
26746,26602,39400,36900,258,28504,13966,70897,Chatham,150,346,28475,11745,2449,27659,12363,11367,11149,74470,258,42029,39011,2419,382,13143,18634,12748,13140,11661,26424,38515,59661,346,14243,272,65198,12151,26763,258,25493,346,12365,40753,163
63144,63074,90156,84994,1006,66561,22118,170444,Pitt,504,1481,66515,25098,3033,65717,25949,18581,23061,180742,1006,96752,89915,3227,1501,28690,25045,28048,28689,18815,63310,89889,142466,1481,22638,1028,155511,25835,63179,1006,60927,1481,25949,95246,596
38781,38726,53956,51637,686,40950,22083,94937,Moore,413,883,40939,14065,3217,40786,14441,18453,13203,100880,686,57555,53774,3290,918,15687,24192,15315,15687,19374,39727,54675,79328,883,23106,729,86466,14362,38786,686,37748,883,14441,56984,442
151176,150834,219347,204978,1999,164615,56812,359934,Forsyth,1218,3107,164472,62337,10321,160599,66058,45273,59874,382295,1999,237579,218576,10256,3136,69828,62720,68357,69815,46964,151986,217430,295401,3107,58721,2012,325690,65743,151276,1999,143105,3107,66059,232063,1501
52490,52410,89513,84111,1157,55532,25157,171884,Iredell,845,1509,55495,33993,5191,54947,35816,19121,32318,181806,1157,95423,89234,5074,1525,38366,29513,37535,38366,19877,53001,88503,140623,1509,25855,1189,156060,35667,52507,1157,50636,1509,35817,93991,904
14919,14911,18186,17533,207,15392,7935,33015,Transylvania,194,278,15386,3055,1069,15135,3041,6672,2935,34385,207,18888,18151,1050,292,3204,10809,3179,3204,6728,14585,17918,29099,278,8005,224,30988,3033,14921,207,14391,278,3041,18592,227
8590,8590,10863,10446,124,9175,4221,21211,Martin,107,174,9169,2167,471,9121,2134,3643,2007,22440,124,11666,10845,494,183,2308,5372,2291,2308,3762,8788,11129,17917,174,4379,133,19455,2131,8596,124,8315,174,2134,11586,123
7836,7828,10241,9799,111,8385,3787,18843,Warren,83,136,8377,2140,497,8274,2278,3207,2064,19731,111,10927,10217,483,146,2396,5173,2372,2396,3286,8013,10289,16200,136,3859,117,17477,2278,7846,111,7624,136,2278,10782,90
3484,3481,4563,4361,41,3682,1805,8956,Jones,26,55,3681,1064,217,3650,1028,1562,959,9419,41,4901,4548,228,71,1148,2257,1136,1148,1594,3518,4637,7704,55,1852,51,8314,1026,3484,41,3361,55,1028,4841,30
15873,15816,23092,21738,236,16539,7958,40760,Davie,162,340,16525,6679,1587,16266,6957,6209,6355,42846,236,24294,22978,1616,348,7407,9279,7291,7407,6336,15554,22573,33901,340,8134,251,37262,6926,15884,236,15147,340,6957,23897,182
71598,71421,197722,186805,74882,77024,36479,310252,Cumberland,6044,92886,76910,46620,5896,75863,48921,24539,43726,335509,77111,223110,197300,6022,93060,53026,40937,51997,53023,25154,72263,209136,252655,93014,38216,77149,277878,48768,71651,77111,68197,90253,48922,220746,7040
19478,19452,22603,21645,337,20571,7886,43474,McDowell,218,496,20558,3023,522,20346,2772,7146,2654,45756,337,24255,22559,600,507,3177,9517,3162,3177,7285,19446,22965,36617,496,8148,348,39943,2770,19483,337,18654,496,2772,24004,263
9717,9704,12611,12271,422,10191,6189,27420,Cherokee,178,542,10186,2699,755,10133,2421,5256,2407,28612,422,13496,12547,812,588,2717,8723,2717,2717,5381,9842,13083,23877,542,6405,464,25640,2421,9726,422,9442,542,2421,13392,212
5728,5724,7319,7013,,6491,2982,13243,Chowan,,,6487,1568,411,6454,1590,2571,1492,13943,,8162,7314,387,,1671,3521,1670,1671,2883,6229,7797,11164,,3270,,12171,1590,5729,,5521,,1590,8124,
81897,80759,106634,97079,818,88608,22452,142010,Orange,343,1128,88528,21845,2976,83307,23836,19133,21679,148476,818,114117,105223,2908,1177,24332,21654,23878,24330,19731,76875,99848,119925,1128,23030,857,130842,23646,81941,818,74582,1128,23836,108313,391
12907,12876,15505,14926,71,13476,5474,35620,Alexander,59,89,13467,2511,309,13387,2485,5106,2313,37497,71,16328,15423,325,133,2719,7667,2694,2719,5233,13024,15624,30040,89,5623,109,32781,2476,12911,71,12542,89,2485,16170,65
154385,153449,211768,198275,4546,166287,41331,301307,Durham,1428,6021,166203,49604,5623,160587,52760,34280,48034,321488,4546,227936,210357,5700,6062,55587,43764,54116,55581,35335,152319,207944,255829,6021,42665,4569,275950,52362,154439,4546,145695,6021,52760,220724,1630
50779,50685,65002,62096,959,53162,26228,111764,Henderson,765,1429,53144,13004,3781,52204,13231,21682,12399,117417,959,68625,64828,3810,1436,14027,30961,13806,14027,21922,50060,64493,95451,1429,26605,979,103234,13184,50791,959,48738,1429,13232,67439,873
14610,14603,19421,18612,0,16486,6424,37393,Pasquotank,0,12,16459,4957,872,16281,4784,5552,4601,39824,0,21711,19387,940,29,5196,6841,5172,5196,6077,15637,20606,31068,12,7029,14,34029,4784,14623,0,14011,12,4784,21465,12
5767,5767,6943,6765,66,6036,3306,12261,Pamlico,49,77,6036,1083,250,6009,1098,3007,1020,12726,66,7303,6930,253,93,1174,3866,1168,1174,3081,5910,7070,10805,77,3386,78,11540,1097,5767,66,5679,77,1098,7254,52
5725,5714,6847,6606,52,6116,2774,14242,Mitchell,52,101,6114,1011,233,6058,1046,2489,917,14964,52,7379,6812,246,114,1149,3810,1147,1149,2553,5964,7076,12229,101,2871,75,13195,1046,5726,52,5637,101,1046,7306,72
8988,8983,10911,10582,13,10105,3982,26216,Currituck,13,34,10097,1933,345,10045,1891,3624,1798,27763,13,12200,10887,349,46,2049,4551,2029,2049,4139,9820,11787,21675,34,4507,28,23787,1891,8992,13,8771,34,1891,12108,19
61938,61901,85665,83106,1488,64795,42342,137478,Brunswick,1133,1815,64775,21766,6359,64511,22204,34850,20796,142820,1488,90183,85510,6153,1844,23544,46605,23162,23543,36056,63301,86882,121795,1815,43451,1505,129086,22121,61954,1488,60822,1815,22206,89488,1242
52058,51925,75635,71846,928,55961,24520,158409,Davidson,695,1242,55931,22652,4264,55293,22599,19561,21197,167609,928,81619,75413,4307,1271,24387,31089,24141,24385,20009,52814,76708,131285,1242,25097,961,144432,22560,52074,928,49721,1242,22600,80676,781
21992,21953,34801,32721,384,23291,10129,65799,Franklin,246,505,23277,11683,1897,22981,12388,7986,11145,69685,384,36997,34673,1875,524,13182,11935,12980,13181,8169,22135,34323,54524,505,10319,411,59978,12336,22002,384,21192,505,12388,36466,275
20653,20647,25634,24522,0,21446,9179,35367,Dare,0,10,21436,4920,568,21178,4958,8611,4544,37009,0,26917,25592,595,23,5448,8201,5327,5448,8778,20435,25365,30088,10,9383,17,32745,4945,20659,0,19978,10,4958,26515,10
93446,93298,139881,132056,1234,99005,40136,223363,New Hanover,852,1822,98975,42484,5908,97513,45159,33376,40506,234473,1234,149116,139283,6004,1839,48272,43147,46802,48253,34250,94055,138361,191812,1822,41247,1255,206724,44751,93466,1234,90316,1822,45160,146137,993
11293,11284,15410,14669,151,12212,5573,31131,Bladen,90,176,12205,3867,637,12126,3934,4846,3616,32722,151,16656,15368,668,217,4227,7459,4199,4227,5012,11677,15720,26077,176,5778,177,28574,3933,11299,151,10902,176,3934,16501,98
