First Doses ~ Percent of Population Vaccinated,First Doses ~ Percent of Total,Gender,Second Doses ~ Percent of Population Vaccinated,County,Demographic,Ethnicity,Aggregation Level,Race,Age Group,Second Doses ~ Percent of Total
0.5746509297658483,0.28247762593521775,Missing or Undisclosed,0.41203203015671613,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,75+,0.34774067738952535
0.0011677970504927195,0.0003230181476199911,Missing or Undisclosed,0.0005019257301253806,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,15-17,0.00023836560252595668
0.10047148768178925,0.1428256483385844,Missing or Undisclosed,0.05336296306475336,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,50-64,0.13024104871282574
0.0747669885962686,0.17777370032287862,Missing or Undisclosed,0.04492803164231044,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,25-49,0.1834085562470953
1.890348958417724e-05,4.883643700518225e-06,Missing or Undisclosed,1.890348958417724e-05,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,2-4,8.384719686842698e-06
,6.697568503567851e-05,Missing or Undisclosed,,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,4.791268392481541e-05
0.002630831676883759,0.0004395279330466402,Missing or Undisclosed,0.0020211468755741892,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,0-1,0.0005797434754902665
0.02534759692990116,0.01751762995375887,Missing or Undisclosed,0.014776087309847596,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,18-24,0.01753244886518808
1.113114717602796e-05,4.883643700518225e-06,Missing or Undisclosed,1.5901638822897089e-06,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,5-9,1.1978170981203854e-06
0.5184957974520978,0.3785591297625991,Missing or Undisclosed,0.2554371299598283,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,65-74,0.3201968732182471
1.5023903029720286e-05,6.976633857883177e-06,Missing or Undisclosed,6.009561211888114e-06,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,10-14,4.7912683924815415e-06
,,Missing or Undisclosed,,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,
0.5746509297658483,0.28247762593521775,Missing or Undisclosed,0.41203203015671613,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,75+,0.34774067738952535
0.10047148768178925,0.1428256483385844,Missing or Undisclosed,0.05336296306475336,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,50-64,0.13024104871282574
0.0747669885962686,0.17777370032287862,Missing or Undisclosed,0.04492803164231044,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,25-49,0.1834085562470953
,0.0008462656869612295,Missing or Undisclosed,,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0008803955671184833
0.02534759692990116,0.01751762995375887,Missing or Undisclosed,0.014776087309847596,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,18-24,0.01753244886518808
0.5184957974520978,0.3785591297625991,Missing or Undisclosed,0.2554371299598283,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,65-74,0.3201968732182471
0.08053297060005565,0.15051713179638296,Missing or Undisclosed,0.05159674776640801,Henderson ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.15379653520088463
0.06322869955156951,0.1153217011995638,Missing or Undisclosed,0.0312406576980568,Caswell ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.11604664075513603
0.07495387453874539,0.12715179968701096,Missing or Undisclosed,0.04981549815498155,Stanly ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,50-64,0.16285498869062578
0.09841309929704929,0.38365605513619955,Male,0.04141937113271878,Edgecombe ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.3668903803131991
,0.008031920406259717,Missing or Undisclosed,,New Hanover ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0093814473120791
0.08667736757624397,0.1485742871435718,Missing or Undisclosed,0.03808550999562235,Hertford ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.15722891566265063
,,Missing or Undisclosed,,Martin ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
,0.004089422028353326,Missing or Undisclosed,,Caswell ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.00555247084952804
0.01657967454712926,0.005730050933786078,Missing or Undisclosed,0.004912496162112374,Beaufort ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,18-24,0.003787878787878788
0.00033698399326032014,0.00014205554371759358,Missing or Undisclosed,0.00016849199663016007,Randolph ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.00012667848999239927
0.0641271056661562,0.10272922416436675,Missing or Undisclosed,0.030627871362940276,Warren ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.15841584158415842
0.007415254237288136,0.004,Missing or Undisclosed,0.005296610169491525,Mitchell ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,18-24,0.0040032025620496394
,,Missing or Undisclosed,,Wayne ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
0.1400958183001124,0.6483453316179892,Female,0.08880936890045543,Cumberland ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.6287161879239594
0.00034965034965034965,0.0001313111417503775,Missing or Undisclosed,0.00017482517482517483,Rowan ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.00012099213551119177
0.13312541037426132,0.044398215312183506,Missing or Undisclosed,0.09143138542350623,Cumberland ,Race,Missing or Undisclosed,County,Asian or Pacific Islander,Missing or Undisclosed,0.04664600954693912
,,Missing or Undisclosed,,Avery ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
0.18293096305223908,0.9798265079685293,Missing or Undisclosed,0.11419532221008626,Currituck ,Ethnicity,Non-Hispanic,County,Missing or Undisclosed,Missing or Undisclosed,0.9840960727036676
0.5310945273631841,0.35957894736842105,Missing or Undisclosed,0.28700248756218905,Granville ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,65-74,0.3284697508896797
,0.0032356849829548737,Missing or Undisclosed,,Henderson ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0012900847769996315
0.02229536460170056,0.035082310869967326,Missing or Undisclosed,0.012107676031503468,Onslow ,Ethnicity,Hispanic,County,Missing or Undisclosed,Missing or Undisclosed,0.03438682394836412
,,Missing or Undisclosed,,Warren ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Suppressed,
0.4778360343183985,0.32901214309156546,Missing or Undisclosed,0.280743565300286,Edgecombe ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,75+,0.43922445935868754
0.15686054764839927,0.1428328457718212,Missing or Undisclosed,0.09821061675819044,Orange ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,50-64,0.13360097570891352
0.04217530977512621,0.12067493926859693,Missing or Undisclosed,0.024070674621385957,Rowan ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.12692075015124016
,0.0017006802721088435,Missing or Undisclosed,,Hyde ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.002724795640326976
0.048047650562541365,0.1023688663282572,Missing or Undisclosed,0.027663798808735936,Montgomery ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.11058201058201059
,0.0003284701502750937,Missing or Undisclosed,,Cumberland ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,8.374507997655137e-05
,3.67728175332794e-05,Missing or Undisclosed,,Union ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0
0.0952619926199262,0.1444666626872799,Missing or Undisclosed,0.046622386223862236,Guilford ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,50-64,0.13131565089659378
0.18165692517956322,0.9783868441660142,Missing or Undisclosed,0.07226147896129577,Macon ,Race,Missing or Undisclosed,County,White,Missing or Undisclosed,0.9810501381760759
,0.05167837626854021,Missing or Undisclosed,,Duplin ,Race,Missing or Undisclosed,County,Other,Missing or Undisclosed,0.07379310344827586
,0.010002222716159147,Missing or Undisclosed,,Hoke ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0028606456885982836
,0.00503888706320517,Missing or Undisclosed,,Watauga ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.007735025783419278
,,Missing or Undisclosed,,Franklin ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
0.14130891371923043,0.9867031677747361,Missing or Undisclosed,0.08726091461536307,Alexander ,Ethnicity,Non-Hispanic,County,Missing or Undisclosed,Missing or Undisclosed,0.9929891650732952
0.07299968122409946,0.1747202441505595,Missing or Undisclosed,0.04563808309425141,Rutherford ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.19948908499767767
,0.003005635566687539,Missing or Undisclosed,,Franklin ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.00259170653907496
,,Missing or Undisclosed,,Wake ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
0.0016778523489932886,0.00020218358269308534,Missing or Undisclosed,0.0008389261744966443,Haywood ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.00016561775422325274
0.03501689050012359,0.024556537817068236,Missing or Undisclosed,0.018538353794183077,Henderson ,Ethnicity,Hispanic,County,Missing or Undisclosed,Missing or Undisclosed,0.020733505344636933
,0.0021601382488479265,Missing or Undisclosed,,Richmond ,Race,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0
0.6239426259654285,0.3241616509028375,Missing or Undisclosed,0.3707613093048915,Durham ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,65-74,0.2882591787715887
0.5146392997283429,0.41028314750942485,Missing or Undisclosed,0.36271254653385654,Caldwell ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,65-74,0.39261598780222173
,0.01202755148421384,Missing or Undisclosed,,Brunswick ,Ethnicity,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.00032607277944437195
0.5270359743985875,0.4402249055212462,Missing or Undisclosed,0.2752151842860296,Wilson ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,65-74,0.41803553469661414
,0.00010730765103551884,Missing or Undisclosed,,Wilkes ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0
,0.0025611610596803884,Missing or Undisclosed,,Missing  / Out of State,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.000676132521974307
,0.0002277644915157727,Missing or Undisclosed,,Lenoir ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0
0.09180339770582256,0.40322066326530615,Male,0.046754755336140555,Columbus ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.3905397210430564
,,Missing or Undisclosed,,Beaufort ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
0.6173728813559322,0.45108359133126935,Missing or Undisclosed,0.4521186440677966,Avery ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,65-74,0.45520477815699656
,0.002801643630930146,Missing or Undisclosed,,Bladen ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0012380068090374497
0.47274813539873783,0.34826711749788675,Missing or Undisclosed,0.3268311340600497,Davie ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,65-74,0.32342922028766086
0.2333177788147457,0.3417634996582365,Missing or Undisclosed,0.10639290713952403,Clay ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,65-74,0.25503355704697983
0.033877038895859475,0.013406156901688181,Missing or Undisclosed,0.010037641154328732,Gates ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,18-24,0.007352941176470588
0.5151799687010955,0.28581350928980725,Missing or Undisclosed,0.410641627543036,Person ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,75+,0.3684358326312834
0.05013591060102688,0.09485714285714286,Missing or Undisclosed,0.02778616732105104,Mitchell ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,50-64,0.07365892714171338
,0.009681654085986216,Missing or Undisclosed,,Edgecombe ,Ethnicity,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0007457121551081282
,,Missing or Undisclosed,,Scotland ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
0.23123867391536085,0.9649688612099644,Missing or Undisclosed,0.12538641935827738,Pasquotank ,Ethnicity,Non-Hispanic,County,Missing or Undisclosed,Missing or Undisclosed,0.9834866220735785
0.08474933591938272,0.09024379293314776,Missing or Undisclosed,0.03841126618037694,Iredell ,Race,Missing or Undisclosed,County,Black or African-American,Missing or Undisclosed,0.07000691616076232
,0.0009161704076958314,Missing or Undisclosed,,Swain ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.002070393374741201
0.5343498372451602,0.29087009232490907,Missing or Undisclosed,0.44457769402090114,Cabarrus ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,75+,0.3677981716391468
,,Missing or Undisclosed,,Transylvania ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
0.4077055779183439,0.3305977804718829,Missing or Undisclosed,0.2345600920069005,Cabarrus ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,65-74,0.2890652682304585
0.08744588744588745,0.004875223246609065,Missing or Undisclosed,0.05194805194805195,Moore ,Race,Missing or Undisclosed,County,American Indian or Alaskan Native,Missing or Undisclosed,0.005180452426178553
,,Missing or Undisclosed,,Buncombe ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
,0.02910911022873441,Missing or Undisclosed,,Buncombe ,Race,Missing or Undisclosed,County,Other,Missing or Undisclosed,0.028228720073221254
0.3731564230495093,0.36077391995759345,Missing or Undisclosed,0.20264268874390043,Davidson ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,65-74,0.3030253340985488
0.025851938895417155,0.0016093635698610094,Missing or Undisclosed,0.0199764982373678,Burke ,Race,Missing or Undisclosed,County,American Indian or Alaskan Native,Missing or Undisclosed,0.0020706455542021927
,0.8167969479497372,Missing or Undisclosed,,Missing  / Out of State,Race,Missing or Undisclosed,County,White,Missing or Undisclosed,0.8488360861586014
0.176703520740218,0.9092192858583821,Missing or Undisclosed,0.11103269818866149,Currituck ,Race,Missing or Undisclosed,County,White,Missing or Undisclosed,0.9191820837390458
0.016859344894026976,0.010770059235325794,Missing or Undisclosed,0.009031791907514452,Nash ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,18-24,0.012520868113522538
0.0019015021867275148,0.0004662874195654201,Missing or Undisclosed,0.0009507510933637574,Cabarrus ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.00035433349868896607
,0.03151777799665124,Missing or Undisclosed,,Lincoln ,Race,Missing or Undisclosed,County,Other,Missing or Undisclosed,0.03195548489666136
0.12294697325199437,0.18031658637302134,Missing or Undisclosed,0.05607695917409667,Greene ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,50-64,0.15261813537675606
0.05934065934065934,0.12423312883435582,Missing or Undisclosed,0.035897435897435895,Tyrrell ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.12039312039312039
,0.00035922120842014514,Missing or Undisclosed,,Harnett ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.00035808068751492
0.15496929604933715,0.9609413302827259,Missing or Undisclosed,0.06325277389768864,Jackson ,Race,Missing or Undisclosed,County,White,Missing or Undisclosed,0.9642426677380473
,0.0003282994090610637,Missing or Undisclosed,,Guilford ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.00027715418087081843
0.14193205239013362,0.8151202749140893,Missing or Undisclosed,0.07740176849943488,Cleveland ,Race,Missing or Undisclosed,County,White,Missing or Undisclosed,0.8789068398006945
,0.00032862306933946765,Missing or Undisclosed,,Watauga ,Race,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.00019833399444664816
,0.5786356481604994,Female,,Missing  / Out of State,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.5780933062880325
0.15618141916605707,0.4107744107744108,Male,0.08376005852231164,Washington ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.4126126126126126
,0.0008270415921884587,Missing or Undisclosed,,Missing  / Out of State,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0009176084226794166
0.07573550830177687,0.0881057268722467,Missing or Undisclosed,0.03670259248470725,Perquimans ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.09285187914517318
0.49942226216459107,0.27909312670397474,Missing or Undisclosed,0.3739889587880344,Robeson ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,75+,0.34886227544910176
0.16843531895669492,0.6822646300929902,Missing or Undisclosed,0.12925144980315867,Pitt ,Race,Missing or Undisclosed,County,White,Missing or Undisclosed,0.7150726855394032
0.10830485434426333,0.6847389558232931,Missing or Undisclosed,0.06114618932069671,Wayne ,Race,Missing or Undisclosed,County,White,Missing or Undisclosed,0.7709434566714721
0.08424087123638693,0.1976205385097057,Missing or Undisclosed,0.04244074311338885,Franklin ,Race,Missing or Undisclosed,County,Black or African-American,Missing or Undisclosed,0.15849282296650719
0.13249016250907558,0.3829671468545964,Male,0.09042424459722309,New Hanover ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.3926972634201409
0.0229762969588551,0.017023567907882203,Missing or Undisclosed,0.013584525939177102,Alamance ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,18-24,0.019535332422220435
0.06834469498339452,0.11026508742244782,Missing or Undisclosed,0.03985317252228631,Montgomery ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,50-64,0.12063492063492065
0.07616129818052354,0.37378493456809425,Male,0.047184589727734365,Mecklenburg ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.3797580985703083
0.03313696612665685,0.011015911872705019,Missing or Undisclosed,0.011045655375552283,Cherokee ,Race,Missing or Undisclosed,County,Suppressed,Missing or Undisclosed,0.007197696737044146
,0.0006408202499198974,Missing or Undisclosed,,Polk ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0005321979776476849
,0.000522836762893528,Missing or Undisclosed,,Pitt ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0004590665646518745
0.11024849872267012,0.38411744307016527,Male,0.059055771208652665,Lee ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.38131962296486716
,0.001278499893458342,Missing or Undisclosed,,Randolph ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.00012667848999239927
0.1545131466438649,0.8132911392405063,Missing or Undisclosed,0.1018063274903805,Craven ,Race,Missing or Undisclosed,County,White,Missing or Undisclosed,0.8638476363224125
0.0005945303210463733,0.0002222716159146477,Missing or Undisclosed,0.0005945303210463733,Hoke ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0004086636697997548
0.19354349802970597,0.25761549324188016,Missing or Undisclosed,0.11003334343740527,Currituck ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,50-64,0.2356377799415774
0.09702345995734553,0.39916073245167855,Male,0.05245263190430563,Rutherford ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.3941012540640966
,0.0055423084359090035,Missing or Undisclosed,,Chatham ,Ethnicity,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0002018774603815484
,,Missing or Undisclosed,,Person ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
,0.00020173492031470649,Missing or Undisclosed,,Currituck ,Race,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0
,0.0010776636252604354,Missing or Undisclosed,,Harnett ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0011936022917164002
0.05650102110279102,0.012999216914643695,Missing or Undisclosed,0.018379850238257316,Macon ,Race,Missing or Undisclosed,County,Suppressed,Missing or Undisclosed,0.010659297275957363
0.11184338996289787,0.1675932699341624,Missing or Undisclosed,0.06888303065807459,Burke ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,50-64,0.171863580998782
0.05666718531196515,0.03479507022069361,Missing or Undisclosed,0.03905399097557181,Durham ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,18-24,0.03588585153837356
,0.00012523481527864746,Missing or Undisclosed,,Franklin ,Race,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.00019936204146730463
,0.0012597858364078104,Missing or Undisclosed,,Carteret ,Race,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.000275595976298746
,0.020544142143253747,Missing or Undisclosed,,Yadkin ,Ethnicity,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0002901073397156948
0.458980044345898,0.4053855569155447,Missing or Undisclosed,0.31457871396895787,Cherokee ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,75+,0.5446257197696737
0.11371735810164778,0.3793231992710102,Male,0.05872126954167857,Alamance ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.3801752552455985
,0.015307542443640413,Missing or Undisclosed,,Martin ,Ethnicity,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.000513347022587269
0.10812324929971989,0.1675638131620073,Missing or Undisclosed,0.06285714285714286,Person ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,50-64,0.15754001684919966
0.13808223951678475,0.929800547516621,Missing or Undisclosed,0.08543384829829248,Alexander ,Race,Missing or Undisclosed,County,White,Missing or Undisclosed,0.9375398342893562
,0.020280386552334287,Missing or Undisclosed,,Catawba ,Race,Missing or Undisclosed,County,Other,Missing or Undisclosed,0.01991347936551535
,0.008078335373317013,Missing or Undisclosed,,Cherokee ,Race,Missing or Undisclosed,County,Other,Missing or Undisclosed,0.009596928982725527
,,Missing or Undisclosed,,Beaufort ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
,,Missing or Undisclosed,,Lee ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
0.16235059760956175,1.0,Missing or Undisclosed,0.10134462151394422,Tyrrell ,Ethnicity,Suppressed,County,Missing or Undisclosed,Missing or Undisclosed,1.0
,0.0007035647279549719,Missing or Undisclosed,,Bertie ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0
0.16539520416955636,0.6170330926791022,Female,0.09089906058886577,Wake ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.6170994435725495
,,Missing or Undisclosed,,Iredell ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
0.10536044362292052,0.005999999999999999,Missing or Undisclosed,0.053604436229205174,Granville ,Race,Missing or Undisclosed,County,Asian or Pacific Islander,Missing or Undisclosed,0.0051601423487544484
0.08548915426478554,0.8174363400949504,Missing or Undisclosed,0.04851564313533311,Onslow ,Race,Missing or Undisclosed,County,White,Missing or Undisclosed,0.8373024705096817
0.0989381439883378,0.23103554988201616,Missing or Undisclosed,0.07020508233111354,Forsyth ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.2546721951805781
0.10343280233340812,0.1413676786261883,Missing or Undisclosed,0.03387929100291676,Warren ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,50-64,0.1495049504950495
,0.0046168051708217915,Missing or Undisclosed,,Randolph ,Ethnicity,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.00038003546997719787
,,Missing or Undisclosed,,Buncombe ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
