Fully Vaccinated - NC 5Plus,Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs 18Plus,At Least One Dose - NC,county1,Additional Doses - 5Plus,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - NC 5Plus,At Least One Dose - Federal 18Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Tiberius Additional Doses - 65Plus,Fully Vaccinated - Federal 18Plus,Fully Vaccinated - Tiberius 12Plus,Additional Doses - 18Plus,Tiberius Additional Doses - 12Plus,Population 18 Plus,Tiberius Additional Doses - 18Plus,Additional Booster Doses,Population 12 Plus,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus,Tiberius Additional Doses - 5Plus,Additional Doses - 65Plus,Fully Vaccinated - All Programs,Fully Vaccinated - Tiberius 18Plus,Fully Vaccinated - All Programs 65Plus,Population 5 Plus,County,At Least One Dose - Tiberius 12Plus,Fully Vaccinated - Federal 65Plus,Fully Vaccinated - Federal 5Plus,Population,Tiberius Additional Doses,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - Tiberius 5Plus,Additional Doses - 12Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - Tiberius 5Plus
75657,73169,192018,92439,MISSING COUNTY,119780,9474,92349,84676,88636,23612,,83415,39083,118820,,,,119781,,69544,28514,93742,208653,9413,,37618,209613,39059,41050,,MISSING,28566,7964,93739,,,218008,202687,7316,29831,95738,,91451,95722,29283,84147,197337,28579,119780,46012,39980,90435,75891,39083
28674,28375,38508,30317,WILSON COUNTY,15942,221,30302,11542,29818,10695,0,10715,331,15855,10,63224,10,15943,69710,27462,501,12093,43144,265,10,8123,41135,331,12693,76972,WILSON,501,1777,12091,81801,10,43990,40584,1807,505,13168,15337,12825,13165,10958,28792,40835,501,15942,13030,355,11878,28687,331
1772,1756,1812,1855,TYRRELL COUNTY,715,,1853,164,1823,628,,138,,715,,3288,,715,3533,1674,,143,1994,,,400,1916,,664,3827,TYRRELL,,36,143,4016,,2026,1899,36,,171,810,171,171,642,1738,1902,,715,678,,143,1773,
34885,34667,57742,37462,WAYNE COUNTY,19413,1117,37426,16954,37041,12068,0,15867,8297,19320,0,94031,0,19414,103693,33744,10388,17883,66530,1613,0,9419,61192,8131,16197,115046,WAYNE,10661,3012,17879,123131,0,67645,60515,3120,10801,19382,20802,18828,19381,12461,35981,63323,10778,19413,17194,8400,17551,34909,8368
8663,8633,11101,9137,MONTGOMERY COUNTY,4181,94,9135,2730,9091,3790,,2555,122,4169,,21266,,4181,23512,8424,150,2734,12133,105,,2242,11542,122,4366,25757,MONTGOMERY,150,482,2734,27173,,12249,11463,513,186,2926,5743,2892,2926,3883,8868,11748,150,4181,4501,144,2708,8664,122
19898,19808,28029,21265,LENOIR COUNTY,11066,196,21261,8938,21080,8335,0,8319,275,11026,0,43423,0,11066,47933,19435,410,9335,31376,236,0,5987,29541,275,10167,52801,LENOIR,410,1636,9335,55949,0,31823,29289,1679,425,10133,11303,9886,10133,8535,20630,29978,410,11066,10450,304,9206,19902,275
11806,11755,15716,12614,SCOTLAND COUNTY,5843,99,12611,4409,12525,4836,,4008,158,5814,,26793,,5843,29381,11550,204,4477,17627,124,,3050,16477,158,5769,32530,SCOTLAND,204,834,4477,34823,,17853,16352,912,240,4999,6531,4898,4999,4968,12276,16889,204,5843,6004,194,4439,11806,158
70802,69388,89254,74266,ALAMANCE COUNTY,37320,654,74244,24071,72284,21334,0,22486,1036,37042,0,132145,0,37321,145046,65732,1416,24807,99573,732,0,15742,96671,1036,26075,159560,ALAMANCE,1416,4087,24807,169509,0,102410,94641,4404,1442,26702,29035,25873,26701,21926,68271,93758,1416,37320,27062,1045,24217,70819,1036
3392,3349,5045,3742,CAMDEN COUNTY,1587,0,3733,782,3662,1266,,765,1083,1583,,8407,,1587,9354,3197,850,813,5332,0,,807,5302,1083,1382,10327,CAMDEN,850,116,813,10867,,5471,5231,129,887,842,1833,820,842,1373,3493,5125,850,1587,1502,1095,799,3394,1083
8119,8044,10216,8643,GREENE COUNTY,3651,54,8639,2407,8509,2495,,2225,68,3633,,16884,,3651,18372,7923,84,2555,11330,60,,1741,10757,68,2915,20022,GREENE,84,366,2555,21069,,11531,10644,385,101,2787,3592,2737,2787,2539,8362,10853,84,3651,2984,82,2532,8120,68
37679,37345,56843,39931,ROWAN COUNTY,21171,1480,39913,19790,39364,14442,40,18228,2884,21061,57,110729,57,21171,122048,35731,3501,19570,63834,1627,57,10635,60180,2884,19208,133830,ROWAN,3501,3286,19568,142088,57,64826,59515,3431,3534,21361,25371,20969,21361,14803,37625,60916,3501,21171,19861,2916,19286,37694,2884
7146,7105,8246,7690,NORTHAMPTON COUNTY,3337,57,7687,1324,7586,3459,,1240,70,3328,,16132,,3337,17363,6936,107,1357,9144,67,,2094,8589,70,3819,18570,NORTHAMPTON,107,303,1357,19483,,9282,8525,328,123,1469,5256,1451,1469,3551,7384,8815,107,3337,3946,83,1350,7149,70
21101,20797,29426,22816,WILKES COUNTY,11318,160,22807,9799,22396,8537,,9188,184,11258,,54628,,11318,59783,20054,233,9746,32960,180,,5856,31061,184,10638,64946,WILKES,233,1941,9746,68412,,33478,30684,2065,259,10403,15162,10331,10403,8784,21574,31606,233,11318,11029,206,9703,21109,184
25811,25552,39028,26919,LINCOLN COUNTY,17182,199,26911,14702,26530,10695,,13737,239,17063,,67981,,17182,74647,25052,365,15490,43100,235,,8017,41574,239,13069,81663,LINCOLN,365,2175,15490,86111,,43994,40899,2207,385,16690,15456,16205,16690,10883,25961,41028,365,17182,13325,270,15108,25814,239
27533,27327,36080,28517,CALDWELL COUNTY,15865,149,28505,10258,28213,11947,,9350,202,15777,,65842,,15865,71809,26528,317,10075,39494,183,,8559,37835,202,13467,78015,CALDWELL,317,1371,10075,82178,,39978,37483,1439,325,11136,16769,10964,11136,12135,27360,37935,317,15865,13757,219,9954,27541,202
6958,6895,8362,7313,POLK COUNTY,3125,88,7309,1664,7227,3280,,1591,100,3107,,17478,,3125,18752,6671,118,1732,9118,98,,1679,8812,100,4111,19940,POLK,118,743,1732,20724,,9273,8689,758,146,1814,6644,1773,1814,3385,6979,8761,118,3125,4241,118,1694,6962,100
24507,24205,33547,25717,SURRY COUNTY,13837,178,25695,11001,25243,9914,,10149,220,13759,,56811,,13837,62223,23178,290,10746,37113,205,,6909,35494,220,12237,67979,SURRY,290,2145,10745,71783,,37673,35131,2287,307,11649,14964,11580,11648,10099,24115,35406,290,13837,12591,227,10706,24521,220
17490,17309,19775,18278,MACON COUNTY,9229,238,18268,2918,18021,7909,,2678,351,9200,,29260,,9229,31614,16746,439,2812,21491,259,,5725,20715,351,8964,34121,MACON,439,817,2812,35858,,21812,20457,853,482,3052,10350,3031,3052,8084,17387,20744,439,9229,9196,406,2797,17497,351
4025,3989,4871,4249,CLAY COUNTY,2556,23,4249,1015,4192,2204,,965,23,2549,,9352,,2556,10050,3883,25,968,5235,25,,1681,5062,23,2546,10740,CLAY,25,319,968,11231,,5360,4980,321,93,1018,3581,1018,1018,2257,4074,5114,25,2556,2603,69,968,4025,23
12964,12846,17086,13580,YADKIN COUNTY,6896,87,13573,4830,13388,5355,,4517,102,6862,,29851,,6896,32660,12467,149,4906,18738,105,,3695,17996,102,6291,35700,YADKIN,149,849,4906,37667,,19012,17803,837,170,5262,7711,5201,5262,5474,12961,17940,149,6896,6416,119,4855,12971,102
98867,97047,94771,112298,OUT OF STATE,30745,,112232,,109502,37174,,,,30382,,,,30745,,94771,,,109502,,,11859,98919,,37174,,OUT O,,,,,,112298,97047,,,,,,,42292,106842,106842,,30745,42292,,,98919,
35969,35478,106651,39102,ONSLOW COUNTY,21426,2513,39084,25667,38313,13576,11,23562,49891,21296,43,149343,43,21427,162055,34358,55976,26544,123891,3043,43,9842,112552,48731,18953,180787,ONSLOW,57325,2864,26542,197938,43,125896,111311,2996,57597,29197,19026,28253,29197,13897,36967,118610,57537,21426,19936,50018,25942,35990,49995
15689,15527,19628,17012,RICHMOND COUNTY,7488,129,17000,4666,16742,6081,,4258,247,7463,,34516,,7489,38043,15123,286,4725,22174,140,,3920,20703,247,6873,42075,RICHMOND,286,663,4725,44829,,22543,20471,703,323,5208,8183,5146,5208,6215,16234,21186,286,7488,7058,282,4697,15696,247
121195,117772,155157,127042,BUNCOMBE COUNTY,86057,2029,126969,39576,122520,37511,23,38911,3833,85205,40,213777,40,86063,230148,112413,5700,43270,170962,2369,40,33888,168400,3833,47786,248550,BUNCOMBE,5700,8246,43269,261191,40,176836,163653,8065,5729,44065,53494,42742,44057,38158,116625,161901,5700,86057,48592,3871,42048,121259,3833
78672,76962,113031,82777,UNION COUNTY,53085,411,82721,41453,80399,21759,0,39788,567,52212,0,176616,0,53087,202043,72676,899,49160,129905,508,0,17045,128457,567,26646,226508,UNION,899,4476,49159,239859,0,135367,124277,4472,917,51673,31234,48607,51660,22460,75768,118120,899,53085,27440,589,46748,78708,567
68838,67083,101972,73752,CABARRUS COUNTY,44656,862,73709,38715,71049,19381,0,37189,1451,44031,0,161462,0,44657,181104,63332,2124,44111,117095,942,0,14259,114442,1451,24629,202607,CABARRUS,2124,4386,44107,216453,0,122216,110828,4453,2140,46324,29064,43922,46314,19935,66803,107642,2124,44656,25330,1465,42294,68866,1451
4013,3984,5352,4420,WASHINGTON COUNTY,2445,16,4409,1710,4355,1958,,1508,28,2442,,9274,,2446,10083,3816,55,1570,6181,33,,1532,5631,28,2378,10985,WASHINGTON,55,404,1570,11580,,6251,5579,475,56,1775,2932,1771,1775,2105,4167,5932,55,2445,2613,38,1567,4023,28
33298,32898,48287,35531,HARNETT COUNTY,18433,348,35495,17118,34837,11190,0,15992,879,18308,0,100990,0,18433,112079,31416,1297,18149,55173,392,0,8143,52418,879,13441,126086,HARNETT,1308,1903,18148,135976,0,56580,51497,1984,1371,19678,17458,19028,19677,11511,33165,51580,1318,18433,13887,950,17720,33319,879
30049,29749,38294,31424,BURKE COUNTY,16781,261,31410,10121,31014,11345,,9287,347,16696,,73860,,16781,79893,28660,490,10201,42477,311,,8390,40633,347,13212,86176,BURKE,490,1606,10201,90485,,43077,40194,1724,499,11154,18720,10973,11153,11564,29797,40408,490,16781,13599,368,10098,30064,347
22280,21934,34037,23653,GRANVILLE COUNTY,13594,516,23637,9272,23034,7108,165,8817,4353,13483,1124,48058,1124,13594,52711,20867,4755,9849,37963,561,1124,5737,36517,4353,8899,57336,GRANVILLE,4755,1275,9846,60443,1124,38873,35934,1215,4792,10428,10674,10174,10425,7312,21848,35875,4755,13594,9088,4371,9647,22297,4353
69176,68255,100807,74793,GASTON COUNTY,40603,652,74741,35910,73380,24889,0,33567,851,40326,0,174276,0,40603,191721,66389,1308,37965,114453,819,0,17669,108056,851,30714,211171,GASTON,1308,5173,37965,224529,0,117007,106248,5377,1331,40883,36651,39765,40882,25850,71197,108415,1308,40603,32046,872,37142,69219,851
16684,16571,22107,17886,EDGECOMBE COUNTY,8322,201,17879,6121,17662,6716,10,5632,290,8297,10,39904,10,8322,43948,16185,393,6324,24840,239,10,4579,23307,290,7995,48532,EDGECOMBE,393,1078,6324,51472,10,25226,23105,1142,405,6935,10509,6785,6935,6887,17192,23706,393,8322,8268,295,6244,16688,290
26600,25853,28927,28395,WATAUGA COUNTY,13520,54,28358,4446,27436,6972,,4075,54,13433,,49022,,13521,51530,24798,89,4247,32150,72,,5379,30949,54,7650,54308,WATAUGA,89,624,4247,56177,,33165,30138,660,124,4646,9229,4625,4646,7324,26445,30980,89,13520,8056,66,4231,26636,54
11249,11084,16731,12565,HOKE COUNTY,5985,225,12544,5696,12248,3269,0,5370,778,5936,12,40282,12,5986,44624,10583,1146,6119,19775,243,12,2379,18171,778,4045,50664,HOKE,1146,551,6119,55234,12,20312,17854,581,1171,6576,5854,6381,6576,3401,11607,18449,1146,5985,4225,783,5992,11269,778
7934,7916,9380,8673,BERTIE COUNTY,3531,15,8668,1785,8618,3211,,1669,15,3524,,15647,,3531,16854,7696,34,1808,10581,19,,1942,9772,15,3554,18126,BERTIE,34,328,1808,18947,,10671,9729,347,42,1956,4479,1929,1956,3441,8383,10202,34,3531,3807,28,1798,7936,15
15893,15662,20252,16616,PERSON COUNTY,9211,180,16602,5356,16262,5857,,4993,284,9177,,31361,,9211,34239,14975,390,5356,22345,200,,4608,21549,284,7088,37405,PERSON,390,1051,5356,39490,,22817,21232,1077,390,5811,7938,5693,5810,5937,15539,21285,390,9211,7214,292,5286,15901,284
19639,19513,23744,20643,BEAUFORT COUNTY,10282,224,20632,4700,20436,9130,0,4344,276,10256,0,37669,0,10282,41131,19124,387,4862,26075,270,0,6259,24808,276,10220,44735,BEAUFORT,387,866,4862,46994,0,26368,24604,906,402,5323,11538,5252,5323,9398,19997,25084,387,10282,10574,299,4815,19647,276
16639,16333,21156,17386,JACKSON COUNTY,8853,544,17372,3190,16943,5781,247,2939,2587,8771,679,36721,679,8853,39175,15919,3172,3287,23988,650,679,4282,22730,2298,6842,42001,JACKSON,3529,517,3287,43938,679,24790,22170,552,3842,3562,8759,3516,3562,5902,16491,22853,3779,8853,7104,2791,3250,16652,2757
53422,52682,77350,55575,CATAWBA COUNTY,33469,350,55554,28262,54512,22133,,26407,514,33228,,124631,,33472,137151,50429,708,29197,85854,383,,15942,83173,514,26471,150636,CATAWBA,708,3988,29196,159551,,87685,81842,4155,737,31373,29156,30634,31372,22490,52090,81060,708,33469,27028,536,28646,53440,514
518174,496949,692186,549902,WAKE COUNTY,358687,2708,549487,227790,522033,111601,13,222639,6104,352653,59,849055,59,358702,941934,463443,8696,261232,786994,3004,59,93864,785756,6104,136375,1044525,WAKE,8696,22066,261219,1111761,59,828865,753179,21843,8751,270212,133864,256265,270190,116778,486869,723355,8696,358687,141625,6117,250126,518407,6104
33261,32821,44597,35140,CLEVELAND COUNTY,18911,285,35131,13774,34462,13144,,12611,369,18802,,76504,,18911,84044,31617,499,13846,49997,322,,9850,47501,369,15847,92365,CLEVELAND,499,2418,13846,97947,,50826,46953,2500,520,15166,18575,15036,15166,13443,33114,47387,499,18911,16265,387,13763,33268,369
23115,23012,29649,25170,SAMPSON COUNTY,10494,203,25158,7802,24937,7682,,7297,304,10455,,48081,,10494,53473,22048,418,7942,33786,235,,5535,31384,304,9102,59389,SAMPSON,418,1217,7942,63531,,34161,31192,1268,430,8561,11637,8431,8561,7905,23808,32028,418,10494,9408,318,7876,23124,304
16775,16654,22100,17965,COLUMBUS COUNTY,7593,199,17954,5909,17758,6237,,5380,272,7564,,44013,,7593,48224,16448,344,6293,24868,227,,4103,23354,272,7540,52603,COLUMBUS,344,1104,6291,55508,,25226,23144,1185,360,6901,11419,6766,6901,6443,17459,23712,344,7593,7855,278,6218,16783,272
8893,8837,9999,9342,CASWELL COUNTY,4480,58,9332,1594,9226,3686,,1322,69,4461,,18383,,4482,19944,8608,91,1409,10999,69,,2403,10381,69,4015,21496,CASWELL,91,271,1409,22604,,11149,10301,379,109,1698,5005,1682,1698,3769,8972,10657,91,4480,4217,71,1395,8901,69
7760,7674,8449,8233,YANCEY COUNTY,4321,103,8231,880,8096,3495,,809,103,4295,,14782,,4321,15969,7537,133,957,9262,115,,2471,8849,103,3748,17212,YANCEY,133,150,957,18069,,9442,8733,144,174,1035,4744,1033,1035,3603,7929,8942,133,4321,3862,130,956,7762,103
21246,20883,30021,23129,LEE COUNTY,12180,213,23109,9956,22534,7634,,9504,433,12097,,47136,,12180,52144,20084,633,10823,34363,247,,5689,32538,433,9178,57893,LEE,633,1331,10823,61779,,35246,31967,1341,650,11467,10404,11196,11467,7862,21588,32177,633,12180,9450,460,10651,21255,433
7787,7741,10263,8398,HERTFORD COUNTY,4223,10,8390,2865,8322,3246,,2642,10,4217,,19299,,4223,20898,7611,25,3008,11598,12,,2342,10826,10,3868,22610,HERTFORD,25,612,3008,23677,,11751,10722,609,50,3303,4836,3251,3303,3429,8176,11066,25,4223,4050,23,2971,7795,10
30910,30706,42555,32515,ROCKINGHAM COUNTY,18273,263,32497,13387,32129,13015,0,12499,338,18206,0,72695,0,18273,79246,29718,473,13408,46773,306,0,9925,44688,338,15963,86406,ROCKINGHAM,473,2685,13408,91010,0,47457,44273,2690,493,14449,18996,14171,14449,13337,31053,44913,473,18273,16333,357,13229,30923,338
26406,26218,37181,27895,CARTERET COUNTY,17788,324,27888,11495,27626,12904,,10963,500,17726,,57537,,17789,62070,25718,563,12198,40711,339,,9946,39125,500,15631,66672,CARTERET,563,2403,12196,69473,,41375,38641,2345,603,12877,17867,12522,12877,13375,27060,39118,563,17788,16059,517,11923,26410,500
430750,419204,609575,466680,MECKLENBURG COUNTY,280633,2028,466312,216889,449876,95471,69,207215,4934,276929,147,852079,147,280643,937616,397426,7685,240089,699881,2518,147,76607,676077,4934,119506,1037049,MECKLENBURG,7685,22007,240075,1110356,147,727236,655853,22319,7774,252782,127686,242320,252730,99814,425610,650184,7685,280633,124651,4988,231715,431000,4934
4019,3959,6989,4196,SWAIN COUNTY,2520,405,4195,1163,4103,1864,267,1024,2397,2510,642,11137,642,2520,12138,3877,2921,1107,8692,492,642,1383,7727,2088,2469,13403,SWAIN,3340,200,1107,14271,642,9090,7461,217,3640,1254,2803,1249,1254,1903,4003,8087,3593,2520,2612,2600,1105,4020,2570
7560,7507,8813,8050,AVERY COUNTY,4080,50,8044,1432,7958,3069,,1336,61,4062,,14969,,4080,15935,7416,78,1460,9596,58,,2118,9091,61,3401,16905,AVERY,78,282,1460,17557,,9718,9026,290,100,1568,4020,1560,1568,3202,7862,9372,78,4080,3550,65,1458,7566,61
17144,16847,22548,18969,VANCE COUNTY,8968,189,18944,6658,18402,6249,,6309,297,8913,,34092,,8968,37671,15942,393,6943,26052,214,,4500,24405,297,7577,41780,VANCE,393,1139,6941,44535,,26728,24015,1126,405,7354,8487,7257,7353,6449,17315,24366,393,8968,7789,302,6871,17160,297
20845,20723,24542,22318,HALIFAX COUNTY,9981,190,22299,4584,21996,8347,,4216,253,9940,,39391,,9981,43237,20073,368,4672,27397,223,,5323,25792,253,9391,47245,HALIFAX,368,854,4672,50010,,27795,25610,897,372,5105,10690,5033,5105,8546,21200,26152,368,9981,9666,262,4634,20858,253
33755,33516,48952,36026,NASH COUNTY,19732,362,36004,16378,35511,12540,0,15657,550,19629,0,73765,0,19735,81106,32745,768,17751,54583,423,0,9554,52086,550,15949,89023,NASH,768,3047,17751,94298,0,55623,51509,3060,775,18822,17956,18304,18822,12878,34578,51724,768,19732,16361,563,17443,33772,550
21261,21072,25986,23015,RUTHERFORD COUNTY,11393,431,22996,5237,22698,8475,,5030,526,11345,,53422,,11393,58398,20430,614,5445,28928,465,,6236,27263,526,10271,63605,RUTHERFORD,614,1365,5443,67029,,29364,26985,1388,648,5701,14855,5616,5701,8884,21977,27828,614,11393,10737,546,5387,21272,526
10934,10697,13473,11712,ASHE COUNTY,6886,69,11702,3029,11408,4475,,2961,80,6863,,22479,,6886,24214,10432,108,3209,14788,91,,3677,14249,80,5385,26129,ASHE,108,841,3209,27203,,15129,13973,767,126,3291,7249,3272,3290,4762,11118,14255,108,6886,5620,99,3196,10941,80
13599,13460,19872,14349,STOKES COUNTY,8738,117,14341,7033,14133,5984,,6537,137,8701,,37145,,8738,40306,13198,207,7049,21861,149,,4581,20831,137,7643,43536,STOKES,207,1542,7049,45591,,22213,20585,1648,251,7613,9917,7521,7613,6158,13812,21052,207,8738,7955,172,6988,13610,137
2750,2722,3681,2915,GRAHAM COUNTY,1358,37,2914,867,2881,1334,10,774,277,1356,54,6767,54,1358,7414,2665,332,787,4135,62,54,835,3844,242,1521,8040,GRAHAM,374,150,787,8441,54,4197,3786,163,402,880,2067,880,880,1368,2810,4009,374,1358,1593,305,787,2752,277
20826,20485,28541,22185,PENDER COUNTY,12148,250,22174,8984,21712,7779,,8344,340,12053,,49058,,12149,53967,19857,507,9543,32161,284,,5846,30732,340,9383,59482,PENDER,507,1354,9543,63060,,33010,30097,1399,518,10307,11716,9942,10306,8029,20985,30476,507,12148,9712,355,9272,20834,340
38160,37483,56720,40183,CRAVEN COUNTY,22466,871,40161,14378,39149,16132,0,13625,7417,22359,0,80387,0,22467,87409,35691,8287,14814,62952,910,0,12562,60453,7404,19613,95778,CRAVEN,8318,2610,14814,102139,0,64355,59506,2578,8422,15750,20103,15485,15750,16438,37167,59832,8363,22466,19926,7463,14606,38176,7434
211203,207973,289353,224859,GUILFORD COUNTY,131820,1495,224743,92534,219709,61380,48,88309,2308,130334,78,418240,78,131823,459608,198736,3508,102409,326297,1760,78,49847,316017,2308,77684,505896,GUILFORD,3508,14809,102409,537174,78,336589,308771,15089,3539,108191,83442,103080,108168,63396,209338,305380,3508,131820,80245,2321,98490,211287,2308
10631,10464,11433,11016,MADISON COUNTY,5476,86,11010,1190,10799,4088,,1123,119,5446,,17939,,5477,19327,10191,209,1263,12326,106,,2728,12034,119,4421,20741,MADISON,209,247,1263,21755,,12576,11830,262,224,1336,5034,1318,1335,4127,10496,11895,209,5476,4495,136,1247,10635,119
26933,26148,36608,28278,CHATHAM COUNTY,21913,150,28247,11990,27202,11188,,11336,258,21636,,59661,,21915,65198,25014,347,12870,40581,163,,10113,40093,258,13824,70897,CHATHAM,347,2486,12868,74470,,42231,38777,2458,383,13570,18634,13032,13567,11462,25944,38281,347,21913,14083,272,12371,26951,258
63801,62889,85755,67236,PITT COUNTY,34011,504,67190,26222,65802,18524,20,24075,1008,33751,45,142466,45,34012,155511,60672,1510,27726,96616,600,45,13305,92595,1008,22177,170444,PITT,1510,3149,27726,180742,45,99187,90841,3365,1532,30419,25045,29304,30416,18776,63308,91040,1510,34011,22741,1032,26944,63837,1008
38720,38552,51931,40930,MOORE COUNTY,26825,414,40919,14455,40679,18444,,13642,689,26653,,79328,,26825,86466,37600,892,15258,57309,443,,14664,54716,689,22144,94937,MOORE,892,3286,15258,100880,,58198,54068,3364,927,16341,24192,15738,16341,19375,39643,54990,892,26825,23182,732,14827,38726,689
155459,151488,207188,167633,FORSYTH COUNTY,94528,1220,167491,64318,161952,45433,37,61599,2010,93511,91,295401,91,94530,325690,143579,3191,69407,235650,1512,91,35732,226990,2010,57199,359934,FORSYTH,3191,10546,69405,382295,91,243689,221155,10508,3220,72836,62720,70507,72821,47221,153167,220676,3191,94528,59241,2023,67657,155560,2010
