Fully Vaccinated - NC 5Plus,Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,Population 5 Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - NC 5Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - Federal 5Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - Tiberius 5Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Additional Booster Doses,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - Tiberius 5Plus,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
11745,11705,16329,15599,158,12502,5742,32530,Scotland,99,203,12499,4322,817,12433,4390,4826,3938,34823,158,17596,16232,895,239,4855,6531,4799,4855,4959,12200,16725,26793,203,5977,194,4863,29381,4369,11745,158,11503,203,4390,17435,123
70313,69167,95682,88692,1035,73771,25983,159560,Alamance,654,1402,73748,23661,4055,72040,24307,21274,22120,169509,1035,101263,94036,4361,1428,26064,29035,25418,26063,21866,68080,93143,132145,1402,26958,1043,31469,145046,23834,70332,1035,65537,1402,24307,98860,731
3368,3334,5254,5014,1080,3707,1373,10327,Camden,0,849,3698,770,113,3644,792,1260,750,10867,1080,5415,5198,128,885,823,1833,806,823,1368,3478,5097,8407,849,1496,1092,1378,9354,784,3370,1080,3184,849,792,5299,0
8073,8020,10669,10168,66,8545,2901,20022,Greene,53,84,8541,2363,360,8453,2515,2488,2196,21069,66,11360,10580,380,101,2714,3592,2683,2714,2533,8314,10761,16884,84,2973,80,3070,18372,2494,8074,66,7906,84,2515,11220,60
37498,37261,59604,56462,2881,39725,19152,133830,Rowan,1479,3481,39707,19435,3243,39263,19177,14430,17924,142088,2881,64122,59106,3381,3514,20883,25371,20578,20883,14783,37531,60447,110729,3481,19788,2913,18132,122048,18964,37512,2881,35657,3481,19179,63322,1624
7161,7140,8575,8257,70,7706,3829,18570,Northampton,57,107,7703,1297,297,7628,1328,3475,1211,19483,70,9265,8531,324,123,1436,5256,1424,1436,3568,7428,8832,16132,107,3959,83,2935,17363,1321,7164,70,6976,107,1328,9159,67
21046,20802,30851,29308,184,22820,10644,64946,Wilkes,160,233,22809,9661,1924,22433,9590,8560,9059,68412,184,33313,30548,2055,259,10234,15162,10181,10234,8810,21622,31516,54628,233,11045,206,9830,59783,9562,21055,184,20065,233,9590,32847,180
25708,25514,41201,38814,239,26819,13041,81663,Lincoln,199,363,26812,14534,2142,26482,15220,10700,13549,86111,239,43633,40652,2173,382,16432,15456,16021,16432,10890,25927,40824,67981,363,13297,269,14910,74647,14899,25712,239,25026,363,15220,42866,234
27377,27217,37455,35786,202,28390,13399,78015,Caldwell,149,316,28378,10053,1336,28138,9851,11914,9159,82178,202,39608,37172,1405,324,10894,16769,10746,10894,12105,27294,37663,65842,316,13692,219,13804,71809,9753,27385,202,26425,316,9851,39200,182
6993,6944,8838,8406,100,7368,4137,19940,Polk,88,117,7364,1649,743,7284,1723,3306,1583,20724,100,9304,8729,756,145,1791,6644,1754,1791,3409,7038,8804,17478,117,4262,118,2790,18752,1685,6997,100,6723,117,1723,9155,97
24685,24451,35523,33692,220,25884,12351,67979,Surry,178,284,25863,10855,2132,25499,10596,10041,10026,71783,220,37673,35242,2271,301,11488,14964,11429,11487,10226,24387,35526,56811,284,12697,227,12104,62223,10571,24699,220,23446,284,10597,37212,200
17419,17288,20603,19729,351,18237,8951,34121,Macon,238,439,18227,2894,812,18026,2772,7901,2648,35858,351,21737,20401,841,479,3021,10350,3004,3021,8080,17390,20723,29260,439,9180,405,8444,31614,2762,17426,351,16730,439,2772,21469,259
4008,3981,5040,4860,23,4226,2549,10740,Clay,23,25,4226,1010,318,4183,963,2208,960,11231,23,5332,4967,320,93,1013,3581,1013,1013,2263,4067,5102,9352,25,2608,69,2253,10050,963,4008,23,3877,25,963,5221,25
12915,12826,17834,16976,102,13527,6274,35700,Yadkin,87,149,13520,4729,841,13367,4793,5346,4429,37667,102,18835,17689,832,169,5139,7711,5093,5139,5461,12939,17817,29851,149,6398,119,5880,32660,4761,12922,102,12445,149,4793,18609,105
96233,94924,96282,92818,,109477,36730,,Out of State,,,109415,,,107164,,36730,,,,109477,94924,,,,,,,41813,104709,104709,,,41813,,24805,,,96282,,92818,,,107164,
35681,35323,111399,105934,48569,38786,18870,180787,Onslow,2499,57083,38768,25234,2819,38175,25926,13552,23145,197938,49693,124579,110488,2948,57305,28488,19026,27755,28488,13866,36847,117856,149343,57249,19838,49769,18035,162055,25472,35702,49746,34220,55775,25928,123013,3024
15547,15422,20476,19453,247,16842,6837,42075,Richmond,129,283,16831,4599,652,16621,4641,6056,4183,44829,247,22276,20291,695,320,5114,8183,5067,5114,6190,16135,21017,34516,283,7023,281,6375,38043,4622,15554,247,15023,283,4641,21971,138
120259,117336,167009,154539,3824,126277,47664,248550,Buncombe,2022,5682,126205,39323,8205,122114,42824,37437,38670,261191,3824,175612,162943,8022,5711,43624,53494,42468,43616,38082,116268,161273,213777,5682,48469,3862,75198,230148,41783,120322,3824,112045,5682,42825,170264,2365
77986,76762,126678,112332,567,82237,26589,226508,Union,411,897,82185,40908,4422,80205,48070,21756,39255,239859,567,133648,123498,4413,915,50496,31234,47987,50483,22459,75589,117394,176616,897,27379,589,43970,202043,46169,78018,567,72510,897,48071,129089,507
68269,66951,113060,101484,1449,73315,24606,202607,Cabarrus,860,2105,73271,38237,4341,70943,43295,19405,36799,216453,1449,120808,110261,4409,2121,45372,29064,43380,45364,19965,66735,107077,161462,2105,25310,1463,36668,181104,41861,68298,1449,63236,2105,43299,116428,936
3963,3950,5568,5313,28,4375,2367,10985,Washington,16,55,4364,1699,398,4332,1557,1953,1497,11580,28,6195,5534,470,56,1764,2932,1760,1764,2099,4147,5901,9274,55,2602,38,2090,10083,1556,3973,28,3788,55,1557,6147,33
33498,33216,52197,48342,876,35743,13543,126086,Harnett,348,1296,35706,16819,1882,35170,17729,11313,15718,135976,876,56297,51519,1954,1348,19206,17458,18693,19205,11637,33510,51614,100990,1296,13982,947,15459,112079,17427,33520,876,31748,1285,17730,55159,391
30010,29804,40395,38204,346,31445,13234,86176,Burke,261,489,31431,9951,1589,31103,10003,11384,9128,90485,346,42878,40074,1703,498,10935,18720,10793,10934,11608,29908,40348,73860,489,13622,367,14912,79893,9924,30025,346,28730,489,10003,42385,311
22198,21932,36271,33946,4350,23512,8884,57336,Granville,516,4749,23496,9147,1259,23049,9686,7109,8716,60443,4350,38537,35820,1201,4785,10240,10674,10038,10237,7310,21881,35777,48058,4749,9072,4368,11587,52711,9538,22214,4350,20880,4749,9689,37836,561
68839,68133,107064,100280,851,74403,30618,211171,Gaston,652,1303,74351,35453,5118,73202,37310,24848,33142,224529,851,115870,105647,5313,1326,40141,36651,39222,40140,25805,71073,107829,174276,1303,31934,872,34497,191721,36663,68882,851,66287,1303,37310,113727,816
16704,16615,23191,22051,290,17886,8012,48532,Edgecombe,201,392,17879,6006,1070,17701,6188,6741,5527,51472,290,25046,23033,1134,404,6756,10509,6654,6756,6911,17249,23647,39904,392,8284,295,6939,43948,6128,16708,290,16234,392,6188,24747,239
26514,25849,30826,28901,54,28301,7622,54308,Watauga,54,88,28265,4410,615,27423,4211,6953,4040,56177,54,33028,30098,652,123,4604,9229,4585,4604,7301,26448,30946,49022,88,8024,66,11558,51530,4195,26549,54,24807,88,4211,32096,71
11170,11040,17922,16570,775,12444,4014,50664,Hoke,223,1130,12423,5565,540,12181,5952,3251,5246,55234,775,19974,17672,574,1155,6375,5854,6228,6375,3384,11557,18252,40282,1130,4200,780,4910,44624,5857,11190,775,10549,1130,5952,19539,242
7904,7894,9697,9321,15,8630,3548,18126,Bertie,15,34,8625,1740,326,8587,1763,3207,1631,18947,15,10569,9668,344,42,1897,4479,1883,1897,3428,8355,10129,15647,34,3791,28,2999,16854,1759,7906,15,7675,34,1763,10504,19
15788,15625,21336,20133,284,16528,7056,37405,Person,180,389,16515,5259,1032,16217,5248,5844,4906,39490,284,22585,21107,1066,389,5668,7938,5585,5667,5924,15507,21155,31361,389,7190,292,7979,34239,5198,15796,284,14943,389,5248,22191,200
19512,19437,24598,23604,275,20556,10169,44735,Beaufort,224,385,20545,4614,859,20370,4780,9086,4272,46994,275,26178,24454,899,400,5222,11538,5166,5222,9357,19933,24932,37669,385,10525,298,9152,41131,4742,19520,275,19057,385,4780,25921,269
16549,16314,22539,21078,2286,17323,6806,42001,Jackson,543,3507,17309,3148,510,16925,3226,5753,2887,43938,2574,24651,22087,541,3815,3513,8759,3472,3513,5881,16475,22773,36721,3752,7070,2752,7627,39175,3199,16561,2718,15905,3150,3226,23904,648
53066,52493,82222,76742,512,55235,26352,150636,Catawba,349,705,55214,27853,3927,54359,28604,22076,25971,159551,512,86759,81192,4102,733,30791,29156,30194,30790,22429,51962,80520,124631,705,26913,533,29085,137151,28187,53084,512,50259,705,28605,85258,382
513500,496074,777141,689565,6096,545642,135848,1044525,Wake,2706,8619,545244,225763,21829,520550,257298,111313,220775,1111761,6096,820178,750253,21618,8674,265862,133864,253932,265843,116443,485644,720026,849055,8619,141058,6109,297240,941934,248083,513721,6096,462694,8619,257311,783101,2997
33076,32738,47066,44316,368,34962,15806,92365,Cleveland,285,498,34953,13599,2400,34372,13597,13121,12397,97947,368,50408,46639,2479,519,14927,18575,14826,14927,13421,33045,47142,76504,498,16221,386,16375,84044,13533,33083,368,31551,498,13597,49696,321
22998,22936,31108,29453,303,25036,9091,59389,Sampson,202,416,25024,7665,1208,24867,7784,7681,7162,63531,303,33835,30971,1252,427,8372,11637,8282,8372,7901,23752,31833,48081,416,9387,317,8663,53473,7732,23007,303,21988,416,7784,33565,234
16813,16719,23245,22069,272,17994,7579,52603,Columbus,199,341,17983,5816,1094,17828,6144,6286,5279,55508,272,25095,23090,1174,356,6745,11419,6657,6745,6489,17537,23694,44013,341,7890,278,6510,48224,6099,16821,272,16518,341,6146,24826,227
8845,8807,10295,9940,69,9291,4002,21496,Caswell,58,91,9281,1567,268,9203,1371,3676,1288,22604,69,11069,10238,377,109,1669,5005,1655,1669,3763,8951,10609,18383,91,4209,71,3828,19944,1362,8853,69,8583,91,1371,10949,69
7682,7615,8755,8389,103,8147,3729,17212,Yancey,103,133,8145,863,149,8037,941,3477,794,18069,103,9336,8658,143,173,1016,4744,1015,1016,3588,7879,8875,14782,133,3846,130,3815,15969,940,7684,103,7492,133,941,9185,115
21234,20930,32322,29954,432,23067,9195,57893,Lee,213,628,23047,9784,1318,22555,10622,7664,9372,61779,432,34909,31866,1326,644,11198,10404,10995,11198,7894,21641,32053,47136,628,9464,458,10335,52144,10504,21242,432,20150,628,10622,34178,244
7742,7719,10711,10184,10,8373,3841,22610,Hertford,10,25,8365,2791,599,8303,2940,3232,2585,23677,10,11629,10636,598,50,3206,4836,3167,3206,3417,8157,10973,19299,25,4027,23,3596,20898,2907,7748,10,7589,25,2940,11495,12
30744,30626,44235,42238,338,32340,15877,86406,Rockingham,263,472,32323,13089,2647,32034,13123,12967,12263,91010,338,46877,43950,2654,491,14046,18996,13844,14046,13287,30959,44520,72695,472,16246,356,15492,79246,12986,30756,338,29637,472,13123,46350,305
26250,26160,38753,36978,500,27780,15559,66672,Carteret,324,563,27773,11310,2369,27571,11980,12866,10818,69473,500,41009,38416,2312,603,12626,17867,12317,12626,13338,27008,38881,57537,563,15989,517,15699,62070,11756,26254,500,25660,563,11982,40451,339
426406,417819,667634,606232,4912,462124,119127,1037049,Mecklenburg,2024,7640,461766,214472,21819,447909,236005,95284,205067,1110356,4912,718088,652103,22094,7729,248235,127686,239560,248185,99576,423941,646053,852079,7640,124175,4966,232338,937616,229372,426650,4912,396253,7640,236018,695109,2505
3996,3949,7644,6944,2069,4176,2459,13403,Swain,404,3315,4175,1148,197,4095,1089,1858,1006,14271,2376,9015,7412,215,3600,1239,2803,1235,1239,1896,3995,8042,11137,3553,2602,2558,2202,12138,1087,3997,2528,3869,2899,1089,8645,491
7526,7491,9037,8780,61,8006,3386,16905,Avery,50,78,8000,1416,278,7928,1440,3058,1318,17557,61,9653,8990,288,99,1548,4020,1541,1548,3192,7835,9329,14969,78,3538,65,3595,15935,1438,7532,61,7401,78,1440,9547,58
16922,16715,24036,22326,297,18715,7541,41780,Vance,189,392,18690,6540,1122,18246,6794,6230,6193,44535,297,26333,23754,1111,404,7214,8487,7125,7213,6433,17188,24120,34092,392,7757,302,7788,37671,6742,16938,297,15836,392,6796,25763,213
20713,20645,25562,24394,253,22142,9392,47245,Halifax,190,367,22124,4488,843,21897,4574,8359,4132,50010,253,27481,25444,889,371,4968,10690,4921,4968,8564,21128,25983,39391,367,9676,262,8411,43237,4546,20726,253,20009,367,4574,27185,223
33713,33551,51680,48735,550,35894,15967,89023,Nash,362,766,35872,16112,3023,35520,17387,12582,15392,94298,550,55036,51258,3038,773,18369,17956,17987,18369,12927,34630,51508,73765,766,16387,563,16337,81106,17157,33730,550,32793,766,17387,54273,422
21093,20953,27008,25799,525,22892,10235,63605,Rutherford,431,611,22873,5163,1353,22617,5357,8451,4959,67029,525,29135,26789,1376,645,5598,14855,5536,5598,8864,21903,27677,53422,611,10703,545,9860,58398,5311,21104,525,20315,611,5359,28764,463
10823,10628,14095,13373,80,11659,5368,26129,Ashe,69,107,11649,3001,834,11378,3167,4465,2927,27203,80,15044,13867,765,124,3261,7249,3244,3260,4751,11092,14200,22479,107,5606,99,6090,24214,3159,10829,80,10366,107,3167,14729,90
13509,13409,20617,19722,137,14262,7609,43536,Stokes,117,206,14254,6929,1529,14081,6925,5963,6441,45591,137,21987,20433,1634,249,7476,9917,7411,7476,6139,13766,20901,37145,206,7921,172,7475,40306,6887,13520,137,13144,206,6925,21698,148
2732,2717,3821,3672,242,2915,1522,8040,Graham,37,371,2914,858,149,2882,782,1336,768,8441,277,4174,3776,162,389,870,2067,870,870,1370,2813,4002,6767,371,1594,305,1259,7414,782,2734,277,2662,331,782,4123,62
20734,20490,30461,28452,340,22050,9385,59482,Pender,250,507,22039,8863,1341,21702,9365,7794,8236,63060,340,32689,29986,1384,518,10121,11716,9811,10120,8033,21004,30374,49058,507,9701,354,10317,53967,9156,20742,340,19876,507,9365,32020,284
37805,37285,59743,56291,7344,39832,19531,95778,Craven,855,8218,39810,14153,2583,38952,14541,16093,13421,102139,7344,63626,59014,2547,8313,15481,20103,15246,15481,16386,37021,59376,80387,8245,19818,7381,19571,87409,14385,37821,7344,35526,8202,14541,62416,885
210247,207660,312814,287732,2298,223814,77348,505896,Guilford,1493,3483,223700,91026,14655,219264,100174,61200,86989,537174,2298,332793,306977,14929,3513,105466,83442,101318,105444,63192,208903,303412,418240,3483,79875,2311,112226,459608,97019,210329,2298,198445,3483,100174,324065,1754
10595,10470,11989,11448,119,11004,4416,20741,Madison,86,207,10998,1185,249,10815,1254,4081,1118,21755,119,12557,11831,265,222,1331,5034,1313,1330,4120,10518,11910,17939,207,4490,136,4857,19327,1242,10599,119,10211,207,1254,12335,105
27087,26386,40129,36764,258,28427,13902,70897,Chatham,150,347,28395,11893,2470,27421,12750,11282,11249,74470,258,42228,38912,2445,383,13418,18634,12911,13415,11554,26171,38411,59661,347,14162,272,19082,65198,12268,27105,258,25257,347,12752,40679,163
63665,62914,91815,85362,1007,67025,22136,170444,Pitt,504,1490,66978,25762,3100,65831,27083,18532,23637,180742,1007,98178,90381,3308,1512,29641,25045,28765,29639,18778,63368,90620,142466,1490,22684,1031,28669,155511,26460,63701,1007,60718,1490,27083,96086,598
38732,38610,54461,51792,688,40947,22113,94937,Moore,414,889,40936,14284,3255,40744,14992,18444,13463,100880,688,57899,53933,3326,924,16028,24192,15538,16028,19377,39697,54870,79328,889,23146,731,23306,86466,14635,38738,688,37641,889,14992,57171,443
154376,151145,224730,206137,2001,166503,57013,359934,Forsyth,1218,3143,166359,63382,10446,161501,68236,45349,60836,382295,2001,241021,219981,10397,3172,71346,62720,69462,71333,47130,152787,219312,295401,3143,59030,2014,80730,325690,66835,154479,2001,143300,3143,68237,234106,1503
53381,52894,91780,85178,1157,56305,25298,171884,Iredell,845,1519,56265,34598,5264,55487,37180,19189,32976,181806,1157,97206,90433,5149,1537,39364,29513,38194,39364,19950,53478,89595,140623,1519,26003,1189,32420,156060,36382,53410,1157,51045,1519,37181,95200,904
15104,14876,18463,17564,207,15594,7965,33015,Transylvania,194,278,15588,3136,1094,15259,3133,6677,3010,34385,207,19184,18195,1078,292,3298,10809,3264,3298,6784,14708,18122,29099,278,8089,224,9272,30988,3112,15106,207,14347,278,3133,18801,227
8461,8431,10822,10352,124,9070,4144,21211,Martin,107,174,9064,2233,484,8980,2222,3553,2080,22440,124,11643,10763,509,183,2390,5372,2363,2390,3683,8645,11052,17917,174,4315,133,3180,19455,2208,8467,124,8148,174,2222,11517,123
7960,7884,10417,9867,111,8484,3778,18843,Warren,83,136,8476,2192,499,8330,2330,3196,2095,19731,111,11087,10307,487,146,2457,5173,2429,2457,3278,8055,10383,16200,136,3855,117,3707,17477,2312,7970,111,7661,136,2330,10895,90
3518,3494,4634,4399,41,3716,1814,8956,Jones,26,55,3714,1091,220,3670,1065,1568,983,9419,41,4966,4586,233,71,1179,2257,1165,1179,1603,3532,4678,7704,55,1866,51,1615,8314,1051,3518,41,3375,55,1065,4890,30
16020,15802,23466,21838,236,16727,7985,40760,Davie,162,344,16713,6807,1606,16378,7184,6217,6484,42846,236,24681,23106,1632,352,7602,9279,7438,7602,6363,15644,22795,33901,344,8177,251,9380,37262,7068,16031,236,15118,344,7184,24160,182
72465,71613,201007,188362,75185,78206,36484,310252,Cumberland,6068,93301,78090,47685,5997,76536,50918,24419,44837,335509,77432,226589,199004,6128,93722,54661,40937,53173,54658,25082,72846,211187,252655,93674,38295,77568,38514,277878,49959,72520,77526,68340,90656,50919,223010,7085
19715,19535,22928,21785,338,20760,7912,43474,McDowell,218,496,20747,3080,531,20478,2857,7163,2733,45756,338,24509,22722,612,507,3242,9517,3219,3242,7320,19570,23146,36617,496,8195,351,7395,39943,2849,19720,338,18714,496,2857,24193,263
9795,9754,12754,12365,424,10271,6216,27420,Cherokee,179,550,10266,2744,770,10191,2468,5267,2456,28612,424,13643,12646,828,611,2761,8723,2761,2761,5395,9898,13192,23877,550,6438,481,4913,25640,2468,9805,424,9485,550,2468,13502,215
5778,5747,7409,7065,,6541,2998,13243,Chowan,,,6536,1592,418,6482,1630,2580,1528,13943,,8237,7376,392,,1696,3521,1694,1696,2896,6254,7846,11164,,3288,,2891,12171,1629,5779,,5537,,1630,8176,
84985,80010,110274,96505,818,89157,22436,142010,Orange,343,1148,89068,22071,3003,83288,24385,19090,21871,148476,818,115068,104695,2935,1197,24714,21654,24128,24712,19810,76884,100103,119925,1148,23136,857,51057,130842,23867,85032,818,73816,1148,24385,108564,391
13014,12922,15683,15009,71,13653,5478,35620,Alexander,59,89,13644,2555,318,13521,2556,5101,2363,37497,71,16556,15523,332,133,2770,7667,2739,2770,5241,13142,15786,30040,89,5638,109,5667,32781,2530,13018,71,12575,89,2556,16349,65
158709,153613,217847,198805,4547,168552,41464,301307,Durham,1428,6102,168458,50194,5670,161674,54513,34366,48577,321488,4547,231243,211142,5759,6143,56548,43764,54770,56542,35704,153273,209569,255829,6102,43099,4570,93304,275950,52982,158764,4547,145681,6102,54513,222546,1636
51986,51107,66559,62610,959,54152,26303,111764,Henderson,765,1429,54133,13198,3822,52945,13581,21716,12557,117417,959,69878,65422,3863,1436,14290,30961,14016,14290,22084,50730,65357,95451,1429,26820,979,29977,103234,13356,51998,959,49094,1429,13582,68390,873
14850,14709,19797,18813,0,16715,6463,37393,Pasquotank,0,12,16685,5060,884,16396,4921,5579,4709,39824,0,22060,19612,954,30,5315,6841,5278,5315,6105,15739,20811,31068,12,7071,14,6598,34029,4903,14862,0,14104,12,4921,21686,12
5831,5807,7042,6832,66,6094,3342,12261,Pamlico,49,77,6094,1110,256,6047,1133,3037,1049,12726,66,7394,7000,261,93,1207,3866,1197,1207,3106,5943,7130,10805,77,3419,78,2741,11540,1127,5831,66,5717,77,1133,7321,52
5809,5769,6951,6674,52,6220,2792,14242,Mitchell,52,101,6218,1036,238,6145,1066,2502,933,14964,52,7515,6885,255,114,1181,3810,1176,1181,2573,6045,7182,12229,101,2900,75,2440,13195,1064,5810,52,5689,101,1066,7422,72
9063,9029,11041,10653,13,10134,4008,26216,Currituck,13,34,10126,1969,357,10070,1946,3638,1834,27763,13,12272,10970,364,46,2092,4551,2068,2092,4162,9839,11842,21675,34,4545,28,3550,23787,1928,9067,13,8806,34,1946,12172,19
62252,61956,86607,83489,1488,65080,42493,137478,Brunswick,1133,1815,65059,22124,6432,64627,22831,34928,21125,142820,1488,91010,85936,6236,1844,24086,46605,23563,24084,36159,63411,87350,121795,1815,43637,1505,42755,129086,22492,62269,1488,60876,1815,22833,90005,1242
52822,52311,77064,72650,928,56805,24704,158409,Davidson,695,1244,56775,23077,4315,55902,23263,19694,21646,167609,928,82987,76275,4366,1273,24909,31089,24586,24907,20154,53399,77720,131285,1244,25301,961,27140,144432,23036,52839,928,50076,1244,23264,81732,781
22277,22019,35448,32963,384,23548,10176,65799,Franklin,246,505,23534,11868,1920,23107,12750,8010,11331,69685,384,37536,34959,1899,524,13464,11935,13186,13463,8194,22238,34611,54524,505,10368,411,12621,59978,12556,22287,384,21248,505,12750,36798,275
20730,20540,25945,24521,0,21549,9196,35367,Dare,0,10,21536,5019,583,21234,5192,8613,4651,37009,0,27181,25608,607,23,5609,8201,5436,5609,8801,20490,25519,30088,10,9418,17,10742,32745,5068,20736,0,19870,10,5192,26680,10
