At Least One Booster/Additional Dose - All Providers - 65Plus,Additional Doses - NC,Additional Doses - Pharmacy,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,Additional Doses - 5Plus,Additional Doses - 12Plus,Additional Doses - 18Plus,Additional Doses - 65Plus,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,county1,Additional Booster Doses,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - NC
81948,71340,116381,71322,70858,68733,32087,116378,115450,112764,30674,116381,71340,216461,221272,222664,223671,288700,57212,234322,247426,258244,78643,265310,278857,291255,Missing,34964,34964,34964,19187,35950,187700,186308,181497,62761,37998,47420,,37981,47420,40123,37838,9849,48740,47331,9783,,,,,MISSING COUNTY,187721,84063,7563,95827,90901,95630,155305,155072,149975,61231,143409,85004,97428,8310,97396,92468,111798,107538,39119,101987,112076
11063,15621,8418,15617,15561,15366,7841,8418,8387,8137,3188,8418,15621,23589,24034,24121,24158,46525,13450,40751,42991,44087,13787,42923,45367,46675,Wilson,86,86,86,34,119,24035,23948,23503,11029,609,371,76972,609,371,654,609,316,417,371,237,63224,15337,81801,69710,WILSON COUNTY,24039,12576,2015,14394,13880,14384,31627,31532,30878,11456,29738,11869,13546,2002,13542,13079,30099,29541,11211,28511,30124
504,912,95,912,908,896,465,95,95,94,39,95,912,990,1003,1007,1007,2078,693,1867,1955,1993,706,1945,2036,2081,Tyrrell,,,,,,1007,1003,990,504,,,3827,,,,,,,,,3288,810,4016,3533,TYRRELL COUNTY,1007,174,40,183,181,183,1898,1895,1855,666,1771,150,155,39,155,155,1837,1800,654,1717,1838
13951,14241,15456,14236,14174,13962,6373,15456,15419,15164,7314,15456,14241,30521,30988,31087,31155,66444,16708,57417,60241,61626,17432,61781,64898,66659,Wayne,1395,1395,1395,264,1458,29692,29593,29126,13687,6720,5384,115046,6665,5347,6758,6552,1010,5411,5253,745,94031,20802,123131,103693,WAYNE COUNTY,29697,18423,3450,21115,20359,21108,38786,38616,37874,12972,36806,17408,19845,3319,19837,19183,36335,35711,12644,34756,36370
3171,3101,2989,3101,3076,3019,1581,2989,2986,2962,1578,2989,3101,6003,6084,6112,6133,12685,4465,11394,11777,11974,4628,12100,12523,12815,Montgomery,22,22,22,12,43,6090,6062,5981,3159,214,142,25757,214,142,297,214,122,200,142,97,21266,5743,27173,23512,MONTGOMERY COUNTY,6090,2940,592,3139,3096,3139,9379,9332,9213,3914,8946,2759,2945,549,2945,2903,8820,8732,3819,8493,8829
8815,9441,7655,9441,9425,9343,4882,7654,7636,7500,3870,7655,9441,16950,17168,17202,17216,33381,10817,29454,30780,31334,11101,31304,32757,33437,Lenoir,107,107,107,63,120,17095,17061,16843,8752,475,291,52801,475,291,493,475,268,325,291,206,43423,11303,55949,47933,LENOIR COUNTY,17096,9634,1891,10914,10580,10910,22030,21996,21702,8942,21195,9066,10254,1831,10251,9960,20749,20529,8780,20097,20755
4384,5123,3956,5123,5103,5055,2367,3956,3952,3885,1992,3956,5123,8988,9103,9127,9139,18742,5921,16372,17054,17342,6265,17649,18443,18823,Scotland,48,48,48,25,60,9079,9055,8940,4359,252,169,32530,252,169,302,252,144,219,169,104,26793,6531,34823,29381,SCOTLAND COUNTY,9079,4750,1012,5396,5247,5394,13125,13096,12944,5109,12647,4336,4893,912,4891,4774,12227,12111,4905,11867,12230
23264,26754,31119,26751,26317,25391,11141,31117,30995,30296,12035,31119,26754,55863,57488,58044,58095,107003,27533,93035,98639,102167,28437,97317,103280,107673,Alamance,176,176,176,88,222,57868,57312,55687,23176,2047,1289,159560,2047,1289,2127,2024,912,1348,1276,697,132145,29035,169509,145046,ALAMANCE COUNTY,57873,25678,4782,28743,27639,28716,76803,76240,73594,22743,69615,24372,27260,4487,27255,26266,73440,71084,22349,67387,73559
1055,1473,796,1473,1458,1423,732,796,796,789,323,796,1473,2437,2479,2494,2519,6791,1502,5422,5677,5812,1788,6361,6645,6843,Camden,225,225,225,0,250,2269,2254,2212,1055,2033,1388,10327,2018,1388,2071,1946,211,1398,1333,41,8407,1833,10867,9354,CAMDEN COUNTY,2269,841,139,907,879,904,3865,3854,3748,1438,3574,819,880,130,879,853,3533,3436,1331,3270,3534
2611,4302,1763,4302,4269,4229,1649,1763,1761,1709,681,1763,4302,6710,6847,6894,6946,15534,3633,13000,13721,14101,4017,14331,15137,15619,Greene,829,817,772,281,881,6065,6030,5938,2330,3412,2540,20022,3249,2406,3472,2948,924,2575,2169,596,16884,3592,21069,18372,GREENE COUNTY,6065,2634,433,3025,2958,3024,9122,9098,8930,2660,8749,2471,2849,415,2848,2792,8675,8523,2622,8360,8677
15058,12791,18513,12785,12743,12499,6501,18513,18469,18217,8246,18513,12791,31257,31753,31839,31862,67346,19342,58692,61390,62699,20158,63075,65972,67530,Rowan,541,541,541,311,558,31298,31212,30716,14747,4228,3213,133830,4228,3213,4308,4228,1740,3300,3213,1509,110729,25371,142088,122048,ROWAN COUNTY,31304,21253,3803,22991,22448,22981,40231,40137,39296,14615,37594,19857,21437,3695,21434,20961,37929,37216,14138,35622,37962
2760,3874,811,3874,3866,3841,2416,811,811,799,344,811,3874,4640,4677,4685,4685,9325,3809,8242,8536,8700,3965,8818,9156,9370,Northampton,,,,,,4685,4677,4640,2760,159,72,18570,159,72,194,159,102,97,72,59,16132,5256,19483,17363,NORTHAMPTON COUNTY,4685,1419,352,1563,1542,1562,7613,7604,7455,3511,7240,1347,1470,325,1470,1456,7130,7008,3425,6823,7133
7999,7015,9166,7013,6968,6837,3367,9166,9162,9006,4616,9166,7015,15859,16146,16195,16224,34571,11045,30421,31710,32283,11514,32627,34008,34700,Wilkes,16,16,16,16,43,16179,16130,15843,7983,316,193,64946,316,193,398,316,224,251,193,168,54628,15162,68412,59783,WILKES COUNTY,16181,10393,2276,11031,10943,11026,23271,23229,22749,9014,21918,9835,10440,2161,10437,10359,21576,21158,8716,20393,21592
11606,8424,16662,8423,8363,8246,4174,16662,16587,16219,7411,16662,8424,24515,25000,25135,25156,45228,13726,40197,42129,43201,14004,42060,44126,45353,Lincoln,50,50,50,21,70,25085,24950,24465,11585,394,246,81663,394,246,416,394,252,279,246,203,67981,15456,86111,74647,LINCOLN COUNTY,25086,15579,2540,17617,17046,17597,27320,27237,26686,11212,26087,14672,16601,2505,16600,16060,26312,25823,11018,25279,26321
11534,12083,9877,12083,12042,11889,7113,9877,9850,9688,4421,9877,12083,21577,21892,21960,21977,41485,14072,37391,38842,39414,14353,39274,40856,41564,Caldwell,0,0,0,0,17,21960,21892,21577,11534,338,204,78015,338,204,347,338,195,224,204,151,65842,16769,82178,71809,CALDWELL COUNTY,21960,11024,1642,11975,11740,11965,29242,29182,28778,12516,27912,10102,10914,1588,10912,10729,28265,27909,12333,27085,28276
1973,2453,1416,2453,2442,2396,1290,1416,1412,1374,683,1416,2453,3770,3854,3869,3869,9074,3953,8123,8449,8615,4136,8584,8926,9137,Polk,,,,,,3869,3854,3770,1973,172,100,19940,172,100,213,172,136,131,100,88,17478,6644,20724,18752,POLK COUNTY,3869,1727,791,1882,1834,1879,7042,7023,6920,3209,6685,1654,1806,771,1806,1762,6670,6587,3094,6369,6678
9586,9853,9736,9851,9779,9566,4868,9734,9732,9627,4672,9736,9853,19252,19570,19644,19663,38376,12534,34245,35791,36434,12916,35991,37654,38531,Surry,59,59,59,46,74,19585,19511,19193,9540,351,238,67979,351,238,403,351,256,245,238,193,56811,14964,71783,62223,SURRY COUNTY,19589,11492,2464,12164,12056,12161,25964,25864,25247,10196,24148,10811,11430,2358,11426,11354,24733,24199,9983,23196,24759
6973,8264,3408,8258,8231,8129,4949,3408,3408,3390,2024,3408,8264,11519,11639,11666,11697,22146,9299,20216,20864,21221,9510,21110,21825,22240,Macon,0,0,0,0,25,11666,11639,11519,6973,477,356,34121,477,356,537,477,266,415,356,239,29260,10350,35858,31614,MACON COUNTY,11672,3063,925,3209,3173,3208,18494,18461,18175,8319,17570,2862,2997,906,2996,2975,17801,17533,8154,16998,17809
2090,2631,617,2631,2624,2595,1726,617,616,615,364,617,2631,3210,3240,3248,3248,5528,2652,5048,5168,5317,2738,5330,5461,5659,Clay,,,,,,3248,3240,3210,2090,128,64,10740,128,64,253,128,54,158,64,23,9352,3581,11231,10050,CLAY COUNTY,3248,1049,352,1055,1053,1054,4351,4346,4280,2332,4153,992,998,341,997,996,4161,4108,2288,3992,4161
5073,4456,5468,4455,4431,4362,2434,5468,5463,5382,2627,5468,4456,9756,9906,9935,9947,19722,6608,17747,18497,18846,6741,18560,19385,19795,Yadkin,12,12,12,12,23,9923,9894,9744,5061,169,109,35700,169,109,193,169,118,131,109,93,29851,7711,37667,32660,YADKIN COUNTY,9924,5169,922,5635,5557,5632,13967,13921,13659,5701,13222,4912,5353,942,5352,5274,13348,13114,5573,12726,13362
26112,57457,5304,57447,55990,54022,23320,5304,5267,5199,2792,5304,57457,59221,61257,62751,62761,123405,42078,105850,109275,113414,44788,114804,118639,125534,Out of State,,,,,,62751,61257,59221,26112,,,,,,,,,,,,,,,,OUT OF STATE,62761,755,146,834,794,829,124700,122576,117845,44642,114049,958,1087,216,1087,1026,112165,108249,41862,104892,112327
15676,10391,23618,10387,10273,10013,4773,23618,23543,23060,9772,23618,10391,42572,43542,43731,43761,133565,19712,112237,117603,120130,20903,124423,130570,133840,Onslow,9726,9726,9499,1131,9752,34005,33816,33073,14545,61298,52071,180787,60568,51629,61343,58556,2935,52102,50064,2178,149343,19026,197938,162055,ONSLOW COUNTY,34009,27720,3408,31680,30438,31644,40817,40623,39564,14560,38147,25818,29428,3243,29426,28387,38522,37587,14291,36355,38600
5106,6894,3727,6893,6841,6722,3380,3727,3726,3651,1706,3727,6894,10416,10610,10663,10701,23765,7261,20651,21559,21998,7496,22308,23339,23880,Richmond,43,43,43,20,80,10620,10567,10373,5086,469,326,42075,469,326,537,469,198,392,326,153,34516,8183,44829,38043,RICHMOND COUNTY,10621,5126,784,5666,5579,5666,17677,17630,17291,6514,16713,4710,5206,733,5206,5132,16382,16101,6375,15615,16400
43807,65163,49320,65134,64049,61929,25707,49320,48991,47641,18001,49320,65163,109800,113270,114684,114814,182716,49553,159413,167998,174763,51094,166978,176078,184480,Buncombe,230,230,230,99,331,114454,113040,109570,43708,7299,4386,248550,7281,4386,7398,7220,2831,4462,4346,2104,213777,53494,261191,230148,BUNCOMBE COUNTY,114483,40811,8497,45522,43985,45407,131560,130010,124812,39766,118947,40325,45030,8735,44985,43503,124761,120109,38714,114742,125271
23676,22900,53374,22891,22680,21700,7293,53373,52796,50092,16281,53374,22900,71966,75650,76438,76497,138778,27399,116549,127698,133460,27977,121188,132778,139313,Union,174,174,174,102,223,76264,75476,71792,23574,1385,734,226508,1385,734,1424,1340,654,810,716,432,176616,31234,239859,202043,UNION COUNTY,76274,44288,5029,55140,51495,54956,82749,82437,79898,22294,75560,42849,53387,5099,53360,49963,79180,77001,21868,72984,79263
21956,25436,43465,25433,25039,24037,8966,43463,43049,41205,12792,43465,25436,65811,68668,69476,69502,129515,25728,107130,116438,122397,26585,113284,123109,130148,Cabarrus,580,580,569,198,601,68896,68088,65242,21758,4217,2625,202607,4190,2625,4273,4078,1298,2650,2556,984,161462,29064,216453,181104,CABARRUS COUNTY,68901,41118,4970,49472,46485,49324,76403,75974,72434,20317,68088,39803,47891,4948,47885,45142,71757,68671,19796,64771,71856
2095,2165,1320,2164,2157,2137,1370,1320,1320,1312,725,1320,2165,3449,3477,3484,3500,6557,2514,5612,5866,5978,2747,6171,6438,6579,Washington,0,0,0,0,15,3484,3477,3449,2095,64,40,10985,64,40,66,64,40,41,40,27,9274,2932,11580,10083,WASHINGTON COUNTY,3485,1792,519,1859,1855,1858,4654,4635,4519,2188,4315,1597,1666,449,1665,1660,4259,4166,2038,3975,4271
11066,12521,14956,12519,12381,12058,5695,14955,14879,14473,5197,14956,12521,27611,28415,28629,28655,64316,13984,53007,56989,59016,14700,57449,61990,64623,Harnett,1155,1155,1080,174,1178,27474,27260,26531,10892,7371,5241,126086,7018,5049,7455,6137,979,5280,4368,660,100990,17458,135976,112079,HARNETT COUNTY,27477,18346,2186,21251,20302,21201,35917,35744,34670,11535,32966,17392,20013,2125,20006,19173,33686,32767,11199,31247,33723
10915,11704,11516,11704,11626,11344,5558,11516,11498,11294,5357,11516,11704,22648,23134,23230,23267,44654,13647,39535,41489,42395,14027,41707,43783,44857,Burke,10,10,10,0,47,23220,23124,22638,10915,754,451,86176,754,451,829,754,368,518,451,264,73860,18720,90485,79893,BURKE COUNTY,23220,10783,1903,11877,11644,11861,32151,32039,31385,11756,30170,10001,10994,1832,10994,10823,30812,30215,11551,29083,30883
7991,10650,9524,10648,10535,10204,4193,9523,9482,9259,3532,9524,10650,21252,21806,21960,21982,40608,9126,35205,37155,38277,9361,37289,39416,40871,Granville,1789,1789,1789,266,1808,20171,20017,19463,7725,5453,4716,57336,5453,4716,5555,5453,629,4782,4716,534,48058,10674,60443,52711,GRANVILLE COUNTY,20174,9734,1354,10976,10638,10961,24340,24194,23325,7378,22102,9371,10535,1411,10532,10219,22920,22220,7181,21118,22960
25018,26076,34284,26062,25890,25436,11847,34284,34126,33225,12993,34284,26076,58975,60330,60660,60729,122000,32096,105353,111049,114152,33511,112448,118632,122423,Gaston,314,314,314,178,369,60346,60016,58661,24840,1954,1209,211171,1954,1209,2026,1921,1020,1253,1184,696,174276,36651,224529,191721,GASTON COUNTY,60360,38113,5919,43422,41956,43372,76975,76674,74722,26572,72414,36057,41024,5754,41021,39697,71790,70143,25646,68112,71875
6663,8648,4301,8647,8627,8542,4664,4301,4284,4183,1945,4301,8648,12821,13007,13044,13093,26918,8302,23263,24375,24909,8727,25132,26354,27039,Edgecombe,96,96,96,54,144,12948,12911,12725,6609,882,522,48532,882,522,943,866,424,575,501,232,39904,10509,51472,43948,EDGECOMBE COUNTY,12949,6743,1262,7632,7425,7625,18464,18411,18047,7041,17523,6265,7073,1204,7073,6903,17252,16950,6866,16497,17261
7246,13324,6352,13322,13020,12460,4966,6352,6348,6263,2280,6352,13324,18723,19368,19674,19676,33178,7838,29069,30359,31449,8218,30930,32130,33505,Watauga,,,,,,19674,19368,18723,7246,133,65,54308,133,65,223,133,74,108,65,55,49022,9229,56177,51530,WATAUGA COUNTY,19676,4636,732,4822,4799,4820,28460,28225,27198,7412,26161,4284,4458,696,4458,4438,26824,25856,7087,24720,26883
3611,5062,4400,5060,4991,4873,2195,4400,4378,4255,1276,4400,5062,10136,10426,10517,10545,26840,4495,20859,22553,23495,4814,23764,25766,26991,Hoke,1057,1057,1008,140,1083,9460,9369,9128,3471,6394,4549,50664,6186,4423,6444,5602,597,4564,3975,444,40282,5854,55234,44624,HOKE COUNTY,9462,6185,658,7181,6892,7174,13366,13272,12688,3559,11977,5901,6805,625,6804,6554,12085,11576,3426,10983,12126
2617,3854,1502,3854,3851,3812,1909,1502,1499,1478,708,1502,3854,5290,5350,5356,5366,10960,3726,9689,10043,10225,3946,10410,10801,11037,Bertie,0,0,0,0,10,5356,5350,5290,2617,69,26,18126,69,26,135,69,20,69,26,16,15647,4479,18947,16854,BERTIE COUNTY,5356,1956,390,2145,2100,2145,8757,8746,8632,3536,8385,1825,1994,372,1994,1953,8158,8064,3338,7838,8162
6580,6883,7057,6878,6828,6697,3077,7057,7033,6923,3470,7057,6883,13676,13917,13991,14001,23686,7497,21007,22034,22586,7646,21997,23084,23769,Person,56,56,56,33,61,13935,13861,13620,6547,441,294,37405,441,294,441,441,225,302,294,186,31361,7938,39490,34239,PERSON COUNTY,13940,5744,1196,6270,6096,6266,17058,16979,16547,6225,15812,5410,5900,1167,5898,5734,16358,16006,6144,15303,16384
8581,9819,5092,9819,9796,9700,5717,5092,5090,5017,2805,5092,9819,14805,14974,14999,15001,27608,10739,24782,25669,26128,11187,26210,27210,27692,Beaufort,88,88,88,59,90,14911,14886,14717,8522,671,380,44735,671,380,714,671,390,476,380,243,37669,11538,46994,41131,BEAUFORT COUNTY,14911,5137,1015,5772,5679,5771,21206,21166,20860,9782,20402,4786,5343,975,5343,5256,20299,20033,9521,19616,20309
5950,7067,5017,7061,6988,6856,3312,5017,5009,4883,2324,5017,7067,12815,13216,13328,13358,25560,7109,21788,22886,23757,7359,23457,24661,25762,Jackson,1250,1219,1076,314,1274,12078,11997,11739,5636,4172,3164,42001,3814,2866,4290,3424,678,3236,2532,570,36721,8759,43938,39175,JACKSON COUNTY,12084,3440,618,3841,3773,3835,17631,17553,17074,6063,16593,3183,3565,590,3564,3505,16931,16515,5949,16073,16956
21939,14574,33806,14570,14342,13824,7031,33806,33709,33004,14881,33806,14574,46873,48096,48421,48470,91318,27793,80713,85316,87500,28350,84200,89025,91628,Catawba,45,45,45,27,90,48376,48051,46828,21912,1154,694,150636,1154,694,1205,1126,508,758,683,354,124631,29156,159551,137151,CATAWBA COUNTY,48380,30010,4699,33325,32402,33294,57098,56870,55469,23143,53064,28394,31537,4598,31536,30695,55179,53927,22841,51636,55205
146178,202950,350374,202850,194846,181648,52259,350347,346084,332562,93495,350374,202950,515554,542274,554541,554751,858322,143747,716598,778699,829114,147052,743972,808215,869553,Wake,1344,1344,1344,424,1427,553197,540930,514210,145754,12303,8171,1044525,12257,8156,12422,12111,3723,8211,8061,2940,849055,133864,1111761,941934,WAKE COUNTY,553324,239236,24395,286136,268310,284920,570995,561099,527648,118934,492625,235151,280154,24836,279837,263571,538035,506972,115971,473386,540749
13199,13926,12693,13925,13838,13601,7016,12692,12671,12421,6157,12693,13926,26058,26545,26653,26686,52879,16625,46403,48840,49870,17123,49209,51833,53004,Cleveland,36,36,36,26,67,26617,26509,26022,13173,672,400,92365,672,400,727,672,387,474,400,291,76504,18575,97947,84044,CLEVELAND COUNTY,26619,14634,2747,16010,15860,16008,36267,36199,35301,13989,33903,13534,14810,2653,14810,14679,34577,33761,13681,32469,34586
