Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,Population 5 Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
53305,178508,167744,38195,64981,33514,,Missing,9181,25438,80973,7647,64913,16686,79207,,38218,180599,177413,7020,26673,88945,,88931,20290,59429,165788,,35278,39104,,85890,53512,50342,25386,85892,179282,7968
28017,39526,37524,330,29620,12530,76972,Wilson,221,496,10923,1710,29611,10599,10049,81801,330,42382,39489,1739,500,12262,15337,12259,10864,28380,39799,63224,12864,354,69710,11142,28028,27145,496,11144,42366,261
1723,1863,1775,,1808,655,3827,Tyrrell,,,159,36,1806,619,135,4016,,1974,1862,36,,166,810,166,632,1715,1874,3288,668,,3533,139,1724,1640,,139,1972,
34306,58943,56265,7961,36924,15966,115046,Wayne,1079,10554,16009,2903,36889,11984,14893,123131,8121,65501,58889,3009,10574,18003,20802,18003,12343,35657,61909,94031,16927,8151,103693,16462,34328,33411,10243,16464,65446,1575
8561,11275,10902,122,9071,4324,25757,Montgomery,94,150,2598,467,9069,3763,2420,27173,122,12032,11253,496,184,2777,5743,2777,3854,8829,11577,21266,4455,144,23512,2570,8561,8360,150,2570,11996,105
19545,28557,27319,273,20861,10028,52801,Lenoir,194,405,8510,1577,20857,8257,7850,55949,273,30779,28526,1627,420,9498,11303,9498,8447,20379,29294,43423,10307,301,47933,8708,19548,19196,405,8708,30760,233
11642,16069,15418,158,12389,5709,32530,Scotland,99,203,4193,792,12386,4818,3809,34823,158,17322,16033,867,239,4694,6531,4694,4942,12118,16514,26793,5932,194,29381,4233,11642,11451,203,4233,17283,123
68899,92966,87716,1035,73017,25878,159560,Alamance,654,1387,22945,3976,72995,21248,21355,169509,1035,99462,92940,4302,1413,25032,29035,25031,21799,67811,92143,132145,26830,1043,145046,23006,68917,65326,1387,23006,99413,729
3309,5133,4939,1067,3678,1355,10327,Camden,0,842,749,109,3669,1246,711,10867,1067,5344,5119,121,877,789,1833,789,1353,3470,5061,8407,1474,1079,9354,743,3311,3161,842,743,5300,0
7978,10465,10056,66,8450,2886,20022,Greene,53,84,2289,353,8447,2480,2118,21069,66,11173,10450,371,101,2622,3592,2622,2525,8269,10642,16884,2956,80,18372,2406,7979,7872,84,2406,11153,60
37303,58532,55910,2878,39392,19178,133830,Rowan,1479,3438,18846,3192,39375,14507,17316,142088,2878,62995,58489,3323,3469,20134,25371,20134,14859,37423,59707,110729,19805,2908,122048,18308,37315,35716,3438,18309,62947,1623
7211,8559,8276,70,7758,3876,18570,Northampton,57,107,1243,289,7755,3530,1153,19483,70,9254,8543,318,123,1373,5256,1373,3624,7514,8864,16132,4009,83,17363,1262,7214,7053,107,1262,9235,67
20867,30332,29095,184,22796,10716,64946,Wilkes,160,233,9372,1890,22784,8666,8763,68412,184,32953,30301,2012,259,9898,15162,9898,8909,21717,31322,54628,11101,206,59783,9250,20876,20148,233,9250,32915,180
25365,40113,38309,239,26547,12952,81663,Lincoln,199,363,14200,2093,26540,10660,13161,86111,239,42845,40078,2131,382,15916,15456,15916,10853,25805,40368,67981,13218,269,74647,14474,25370,24909,363,14474,42819,234
27065,36625,35248,202,28145,13317,78015,Caldwell,149,316,9687,1294,28133,11874,8762,82178,202,38926,36600,1360,324,10457,16769,10457,12063,27127,37130,65842,13605,219,71809,9333,27073,26284,316,9333,38906,182
7044,8817,8485,100,7461,4205,19940,Polk,88,116,1628,735,7457,3382,1552,20724,100,9353,8795,750,144,1748,6644,1748,3496,7157,8901,17478,4343,118,18752,1651,7048,6833,116,1651,9321,97
24627,35138,33616,220,25972,12469,67979,Surry,178,284,10584,2085,25951,10206,9754,71783,220,37443,35115,2230,301,11170,14964,11169,10410,24683,35551,56811,12840,227,62223,10268,24642,23642,284,10269,37404,200
17280,20367,19642,349,17991,8921,34121,Macon,238,437,2799,801,17979,7882,2566,35858,349,21385,20306,832,477,2917,10350,2917,8019,17237,20473,29260,9110,403,31614,2677,17287,16727,437,2677,21333,259
3924,4948,4809,23,4158,2536,10740,Clay,23,25,1003,318,4158,2195,952,11231,23,5256,4902,319,92,1006,3581,1006,2245,4016,5044,9352,2589,69,10050,955,3924,3834,25,955,5189,25
12799,17485,16767,102,13427,6255,35700,Yadkin,87,148,4568,828,13420,5340,4246,37667,102,18530,17461,821,168,4935,7711,4935,5443,12897,17613,29851,6369,119,32660,4560,12806,12419,148,4560,18503,105
91102,91145,89166,,103803,35839,,Out of State,,,,,103742,35839,,,,103803,91102,,,,,,40546,100342,100342,,40546,,,,91145,89166,,,103742,
35088,108562,104069,48009,38290,18676,180787,Onslow,2480,56642,24288,2717,38271,13479,22053,197938,49107,122103,108515,2855,56691,27122,19026,27122,13790,36594,116222,149343,19637,49130,162055,24320,35110,34007,55340,24322,122035,2992
15286,20013,19171,247,16566,6801,42075,Richmond,129,283,4435,629,16555,6043,4010,44829,247,21804,19972,669,320,4918,8183,4918,6163,16005,20723,34516,6970,281,38043,4439,15293,14914,283,4439,21756,138
115904,161016,152794,3797,123114,47395,248550,Buncombe,2022,5670,38816,8129,123049,37244,38151,261191,3797,171430,160901,7944,5699,42617,53494,42611,37731,114308,158794,213777,48039,3853,230148,41200,115962,110846,5670,41201,171330,2364
76636,122154,111162,567,81367,26494,226508,Union,411,897,39986,4326,81315,21757,38174,239859,567,130455,122101,4325,915,48173,31234,48161,22435,75313,116196,176616,27267,589,202043,44898,76667,72421,897,44898,130373,507
67076,109336,100710,1448,72255,24700,202607,Cabarrus,860,2076,37439,4253,72213,19587,35840,216453,1448,117854,109293,4314,2090,43509,29064,43502,20106,66761,106276,161462,25356,1460,181104,40769,67103,63422,2076,40773,117791,936
3901,5464,5230,28,4314,2344,10985,Washington,16,55,1665,387,4303,1941,1455,11580,28,6098,5444,461,56,1728,2932,1728,2089,4116,5836,9274,2583,38,10083,1515,3911,3747,55,1515,6086,33
33391,51047,47860,875,35633,13641,126086,Harnett,348,1272,16268,1821,35596,11472,15019,135976,875,55347,50956,1908,1323,18391,17458,18391,11783,33653,51182,100990,14082,945,112079,16690,33412,31966,1261,16690,55259,391
29827,39839,37989,346,31305,13270,86176,Burke,261,489,9672,1558,31291,11451,8850,90485,346,42382,39803,1677,498,10579,18720,10578,11646,29917,40078,73860,13634,367,79893,9630,29842,28793,489,9630,42358,311
21993,35607,33735,4294,23318,8907,57336,Granville,514,4661,8946,1228,23302,7165,8483,60443,4294,37950,35575,1179,4704,9928,10674,9925,7351,21875,35482,48058,9087,4311,52711,9288,22006,20958,4661,9290,37888,557
67718,104167,98909,851,73377,30397,211171,Gaston,652,1300,34611,5024,73326,24721,32125,224529,851,113509,104111,5224,1323,38809,36651,38809,25652,70543,106454,174276,31692,872,191721,35542,67753,65933,1300,35542,113435,816
16770,22939,21978,290,17931,8094,48532,Edgecombe,201,391,5781,1027,17924,6866,5288,51472,290,24804,22931,1099,403,6470,10509,6470,7032,17397,23569,39904,8370,295,43948,5871,16773,16400,391,5871,24785,239
25985,30223,28996,54,28087,7585,54308,Watauga,54,88,4336,605,28050,6926,3983,56177,54,32731,30175,641,123,4521,9229,4521,7270,26431,30855,49022,7982,66,51530,4136,26021,24959,88,4136,32659,71
10924,17331,16234,773,12214,3969,50664,Hoke,223,1091,5335,525,12193,3221,5015,55234,773,19388,17310,554,1116,6058,5854,6058,3358,11433,17859,40282,4152,778,44624,5613,10940,10446,1091,5613,19342,240
7853,9570,9216,15,8585,3531,18126,Bertie,15,34,1677,324,8580,3192,1566,18947,15,10451,9555,343,42,1824,4479,1824,3420,8325,10036,15647,3782,28,16854,1687,7855,7635,34,1687,10438,19
15579,20886,19916,284,16356,7013,37405,Person,180,386,5076,1016,16344,5817,4725,39490,284,22177,20870,1041,386,5435,7938,5434,5899,15464,20926,31361,7140,292,34239,5007,15587,14907,386,5007,22164,200
19390,24246,23400,275,20381,10131,44735,Beaufort,224,383,4474,835,20369,9072,4102,46994,275,25816,24214,871,398,5037,11538,5037,9334,19868,24725,37669,10474,298,41131,4549,19399,19023,383,4549,25789,269
16340,21996,20953,2223,17170,6787,42001,Jackson,536,3568,3069,496,17157,5755,2804,43938,2505,24217,21954,529,3630,3417,8759,3417,5877,16444,22538,36721,7046,2536,39175,3109,16351,15926,3025,3109,24142,640
52191,79979,75594,512,54687,26187,150636,Catawba,349,704,27031,3818,54666,22020,25087,159551,512,85034,79940,3984,732,29615,29156,29614,22365,51704,79439,124631,26731,533,137151,27237,52208,49995,704,27238,84984,382
495451,745062,685082,6092,536093,135134,1044525,Wake,2706,8531,222066,21436,535720,110992,216540,1111761,6092,801994,744836,21205,8585,257316,133864,257301,115681,483062,713659,849055,139879,6105,941934,243293,495655,462450,8531,243302,801552,2993
32329,45842,43554,368,34270,15652,92365,Cleveland,285,497,13217,2362,34262,13005,12006,97947,368,49285,45817,2442,518,14497,18575,14497,13302,32674,46388,76504,16065,386,84044,13120,32336,31180,497,13120,49256,321
22756,30552,29030,303,24688,9025,59389,Sampson,202,403,7415,1179,24677,7644,6914,63531,303,33156,30529,1230,423,8045,11637,8045,7870,23515,31333,48081,9334,317,53473,7470,22765,21813,403,7470,33125,234
16919,23040,22046,272,18070,7704,52603,Columbus,199,341,5585,1058,18060,6447,5054,55508,272,24878,23024,1135,356,6452,11419,6452,6629,17683,23609,44013,7991,278,48224,5833,16927,16720,341,5835,24853,227
8776,10173,9869,69,9213,3983,21496,Caswell,58,91,1526,262,9203,3663,1246,22604,69,10943,10164,371,109,1621,5005,1621,3750,8918,10535,18383,4190,71,19944,1319,8783,8554,91,1319,10915,69
7533,8570,8283,103,8007,3698,17212,Yancey,103,133,845,145,8005,3450,762,18069,103,9176,8542,140,173,996,4744,996,3561,7795,8773,14782,3816,130,15969,906,7534,7418,133,906,9134,115
20901,31550,29675,432,22872,9205,57893,Lee,213,626,9505,1296,22852,7696,9081,61779,432,34306,31516,1298,642,10792,10404,10792,7931,21635,31766,47136,9473,458,52144,10183,20909,20162,626,10183,34270,244
7663,10471,10016,10,8296,3791,22610,Hertford,10,25,2701,584,8288,3197,2470,23677,10,11443,10453,584,50,3097,4836,3097,3387,8128,10854,19299,3983,23,20898,2780,7668,7536,25,2780,11410,12
30546,43421,41724,338,32039,15750,86406,Rockingham,263,471,12695,2590,32022,12897,11806,91010,338,46070,43391,2591,490,13541,18996,13541,13195,30847,44013,72695,16091,356,79246,12507,30558,29580,471,12507,46034,305
26101,37989,36560,500,27595,15443,66672,Carteret,324,563,11037,2302,27588,12817,10456,69473,500,40431,37967,2252,603,12233,17867,12233,13280,26940,38540,57537,15871,517,62070,11366,26105,25604,563,11367,40384,339
415964,645110,599820,4866,454771,118473,1037049,Mecklenburg,2024,7566,210285,21427,454437,95022,200222,1110356,4866,702141,644833,21731,7654,239716,127686,239671,99112,421062,638913,852079,123344,4920,937616,224003,416175,394732,7566,224015,701674,2501
3937,7346,6860,2020,4139,2446,13403,Swain,397,3380,1125,194,4138,1855,977,14271,2320,8783,7317,211,3426,1218,2803,1218,1892,3980,7889,11137,2591,2348,12138,1060,3938,3863,2784,1060,8736,488
7499,8967,8753,61,7962,3377,16905,Avery,50,78,1379,278,7956,3049,1283,17557,61,9564,8957,286,99,1503,4020,1503,3177,7826,9283,14969,3521,65,15935,1397,7505,7409,78,1397,9537,58
16486,23333,21930,297,18230,7486,41780,Vance,189,391,6349,1103,18208,6194,5988,44535,297,25614,23310,1089,403,6981,8487,6980,6389,16920,23660,34092,7691,302,37671,6527,16502,15645,391,6529,25579,213
20474,25099,24073,253,21852,9352,47245,Halifax,190,367,4313,821,21834,8341,3954,50010,253,26982,25076,869,371,4759,10690,4759,8540,20971,25651,39391,9632,262,43237,4349,20488,19866,367,4349,26960,223
33732,50836,48354,550,35816,16000,89023,Nash,362,766,15599,2936,35794,12702,14816,94298,550,54228,50807,2955,773,17639,17956,17639,13044,34760,51125,73765,16421,563,81106,16525,33748,32988,766,16525,54199,422
20761,26447,25449,525,22546,10161,63605,Rutherford,431,611,5026,1335,22526,8395,4790,67029,525,28605,26415,1359,645,5414,14855,5414,8816,21709,27346,53422,10638,545,58398,5129,20771,20134,611,5131,28551,463
10602,13759,13264,80,11476,5314,26129,Ashe,69,107,2920,818,11466,4427,2833,27203,80,14766,13734,751,124,3166,7249,3165,4700,11002,14029,22479,5541,99,24214,3052,10608,10351,107,3052,14738,90
13352,20181,19433,137,14090,7544,43536,Stokes,117,206,6762,1497,14083,5930,6210,45591,137,21597,20139,1603,249,7258,9917,7258,6100,13665,20633,37145,7851,172,40306,6650,13359,13086,206,6650,21547,148
2715,3780,3651,236,2890,1518,8040,Graham,37,352,849,147,2889,1334,752,8441,271,4129,3751,158,378,861,2067,861,1368,2804,3965,6767,1578,298,7414,765,2717,2663,312,765,4102,52
20654,29909,28375,340,22040,9450,59482,Pender,250,507,8643,1316,22029,7884,7986,63060,340,32307,29887,1360,518,9749,11716,9748,8114,21149,30299,49058,9758,354,53967,8893,20662,20049,507,8893,32284,284
36877,58001,55309,7241,38972,19386,95778,Craven,847,8076,13651,2525,38950,16014,12877,102139,7241,61986,57941,2490,8149,14865,20103,14865,16314,36634,58350,80387,19668,7285,87409,13823,36893,35191,8065,13823,61891,864
207326,303423,284523,2298,221576,76872,505896,Guilford,1493,3471,88409,14385,221464,60994,84054,537174,2298,325808,303329,14683,3501,100731,83442,100710,62890,208202,300082,418240,79327,2311,459608,93705,207407,198171,3471,93705,325645,1754
10438,11779,11381,119,10812,4411,20741,Madison,86,206,1148,245,10806,4080,1082,21755,119,12310,11758,261,221,1277,5034,1276,4105,10416,11770,17939,4471,136,19327,1201,10442,10180,206,1201,12288,105
26674,39023,36895,258,28523,13987,70897,Chatham,150,344,11684,2436,28494,11401,11070,74470,258,41912,38991,2408,379,13010,18634,13007,11697,26518,38546,59661,14268,272,65198,12059,26688,25567,344,12063,41845,163
62891,89439,84493,1005,66419,22091,170444,Pitt,504,1473,24821,3004,66373,18583,22738,180742,1005,96154,89382,3200,1493,28242,25045,28241,18821,63260,89554,142466,22617,1027,155511,25486,62926,60750,1473,25486,96087,596
38756,53732,51544,686,40943,22082,94937,Moore,413,882,13962,3206,40932,18463,13087,100880,686,57392,53684,3278,917,15532,24192,15532,19382,39742,54586,79328,23102,729,86466,14242,38761,37771,882,14242,57346,442
150486,217611,203948,1999,163954,56696,359934,Forsyth,1218,3096,61776,10252,163810,45226,59184,382295,1999,235980,217496,10196,3125,68901,62720,68888,46919,151769,216641,295401,58615,2012,325690,65011,150587,142765,3096,65012,235794,1500
52318,88842,83712,1157,55347,25084,171884,Iredell,845,1507,33722,5148,55310,19091,32011,181806,1157,94645,88791,5038,1523,37775,29513,37775,19853,52928,88157,140623,25795,1189,156060,35316,52336,50544,1507,35317,94592,904
14841,18064,17429,207,15297,7898,33015,Transylvania,194,278,3015,1060,15291,6644,2901,34385,207,18742,18045,1041,292,3153,10809,3153,6707,14527,17820,29099,7975,224,30988,2997,14843,14321,278,2997,18722,227
8593,10855,10439,124,9160,4236,21211,Martin,107,174,2149,470,9154,3659,1998,22440,124,11632,10840,492,183,2289,5372,2289,3779,8798,11121,17917,4394,133,19455,2123,8599,8317,174,2123,11617,123
7825,10210,9782,111,8377,3795,18843,Warren,83,136,2125,496,8369,3216,2047,19731,111,10902,10194,481,146,2379,5173,2379,3295,8020,10281,16200,3866,117,17477,2258,7835,7624,136,2258,10884,90
3480,4542,4344,41,3667,1801,8956,Jones,26,55,1054,211,3666,1564,944,9419,41,4872,4532,226,71,1134,2257,1134,1596,3511,4620,7704,1852,51,8314,1011,3480,3359,55,1011,4855,30
15787,22909,21654,236,16490,7939,40760,Davie,162,340,6634,1582,16476,6195,6301,42846,236,24180,22883,1611,348,7342,9279,7342,6323,15535,22509,33901,8116,251,37262,6860,15798,15117,340,6860,24158,182
71377,196397,185904,74731,76771,36449,310252,Cumberland,6034,92815,46090,5848,76657,24567,43003,335509,76952,221777,196315,5975,92861,52145,40937,52142,25182,72159,208378,252655,38180,76990,277878,47986,71420,68170,90129,47987,221614,7023
19404,22481,21551,337,20526,7878,43474,McDowell,218,495,2986,517,20514,7143,2609,45756,337,24170,22465,595,506,3138,9517,3138,7281,19413,22894,36617,8139,348,39943,2724,19409,18605,495,2724,24147,263
9687,12564,12236,421,10161,6173,27420,Cherokee,178,539,2685,747,10156,5248,2391,28612,421,13448,12513,806,584,2703,8723,2703,5374,9817,13041,23877,6392,463,25640,2405,9696,9424,539,2405,13398,212
5711,7279,6981,,6480,2971,13243,Chowan,,,1545,406,6476,2565,1471,13943,,8128,7278,382,,1648,3521,1648,2880,6220,7765,11164,3262,,12171,1567,5712,5510,,1567,8124,
80802,105183,96975,818,88531,22443,142010,Orange,343,1124,21726,2959,88454,19141,21520,148476,818,113863,105101,2889,1173,24159,21654,24158,19736,77032,99882,119925,23015,857,130842,23481,80845,74637,1124,23481,113736,390
12835,15379,14851,71,13428,5471,35620,Alexander,59,89,2481,305,13419,5107,2267,37497,71,16245,15337,320,133,2684,7667,2684,5236,12996,15566,30040,5621,109,32781,2431,12839,12513,89,2431,16192,65
153324,209775,197706,4546,165904,41259,301307,Durham,1428,5993,49327,5590,165822,34241,47549,321488,4546,226935,209698,5672,6034,54997,43764,54991,35303,152277,207597,255829,42602,4569,275950,51828,153377,145611,5993,51829,226806,1627
50331,64407,61654,959,52760,26074,111764,Henderson,765,1429,12904,3751,52742,21558,12303,117417,959,68062,64374,3781,1436,13866,30961,13866,21818,49767,64100,95451,26472,979,103234,13084,50343,48392,1429,13085,68037,873
14564,19267,18477,0,16447,6407,37393,Pasquotank,0,12,4884,865,16420,5542,4501,39824,0,21597,19240,935,29,5121,6841,5121,6069,15616,20512,31068,7016,14,34029,4676,14577,13976,12,4676,21553,12
5743,6892,6717,66,6017,3299,12261,Pamlico,49,77,1076,248,6017,3002,994,12726,66,7277,6880,252,93,1167,3866,1167,3078,5900,7053,10805,3382,78,11540,1071,5743,5657,77,1071,7261,52
5702,6808,6579,52,6103,2770,14242,Mitchell,52,101,996,232,6101,2486,901,14964,52,7346,6784,245,114,1129,3810,1129,2553,5958,7055,12229,2870,75,13195,1030,5703,5626,101,1030,7331,72
8945,10843,10524,13,10078,3968,26216,Currituck,13,33,1916,342,10070,3613,1776,27763,13,12151,10824,347,45,2028,4551,2028,4132,9809,11758,21675,4498,28,23787,1866,8949,8735,33,1866,12131,19
61870,85313,82902,1487,64754,42272,137478,Brunswick,1133,1814,21608,6322,64734,34817,20624,142820,1487,89917,85284,6113,1843,23320,46605,23319,36028,63298,86720,121795,43383,1504,129086,21927,61880,60791,1814,21929,89867,1242
51662,74958,71360,928,55546,24437,158409,Davidson,695,1239,22441,4235,55517,19507,20970,167609,928,80930,74908,4279,1268,24116,31089,24114,19964,52514,76194,131285,25023,961,144432,22318,51678,49462,1239,22319,80870,780
21923,34566,32581,384,23212,10099,65799,Franklin,246,505,11592,1881,23198,7972,11031,69685,384,36756,34530,1862,524,13020,11935,13019,8155,22108,34205,54524,10292,410,59978,12223,21933,21166,505,12223,36722,275
20583,25474,24404,0,21370,9155,35367,Dare,0,10,4857,560,21360,8595,4480,37009,0,26749,25451,589,23,5356,8201,5356,8764,20411,25278,30088,9363,17,32745,4868,20589,19924,10,4868,26726,10
93241,138901,131664,1234,98840,40073,223363,New Hanover,852,1822,42187,5871,98810,33350,40160,234473,1234,148293,138859,5975,1839,47614,43147,47595,34225,94041,138050,191812,41193,1255,206724,44384,93261,90270,1822,44385,148227,993
11249,15314,14593,151,12192,5562,31131,Bladen,90,176,3824,630,12185,4842,3570,32722,151,16585,15282,663,216,4177,7459,4177,5008,11668,15668,26077,5769,177,28574,3882,11255,10872,176,3882,16538,98
8070,10544,10157,95,8644,3655,23143,Anson,69,119,2360,360,8643,3226,2090,24446,95,11448,10540,406,129,2675,4730,2675,3310,8466,10945,19608,3793,99,21306,2375,8070,7972,119,2375,11437,77
