Total Cases That Were Reinfections,Molecular (PCR) Positive Cases by Specimen Date,Date,Positive Test Percentage,Daily Tests Total,Antigen Test,Molecular Test,Cases by Report Date,Deaths by Date of Death,Antigen Positive Cases by Specimen Date
759,2293,2023-01-09,,,,,,11,953
949,3125,2022-12-28,,,,,,11,1406
272,1215,2023-01-07,,,,,,12,390
298,1137,2023-01-01,,,,,,12,442
420,1579,2022-11-29,,,,,,12,554
758,2449,2023-01-05,,,,,,12,952
772,2670,2022-12-21,,,,,,12,1147
805,2487,2023-01-02,,,,,,12,1157
222,920,2022-11-08,,,,,,13,287
238,900,2022-11-14,,,,,,13,373
262,1117,2022-11-01,,,,,,13,417
286,1073,2022-11-02,,,,,,13,360
545,1921,2023-01-10,,,,,,13,784
456,1398,2023-01-16,,,,,,14,668
468,1661,2022-12-31,,,,,,14,666
805,2774,2022-12-30,,,,,,14,1213
924,3116,2022-12-29,,,,,,16,1316
972,3186,2023-01-03,,,,,,16,1350
681,2122,2022-12-26,,,,,,17,1190
896,3010,2023-01-04,,,,,,17,1220
579,1820,2023-01-11,,,,,,18,753
