county_names,wwtp_name,population_served,cases_new_cens_per10k,date_new,sars_cov2_raw_copiesL,sars_cov2_normalized
Cumberland,Fayetteville - Rockfish,151589,0.59,2021-06-06,,
Cumberland,Fayetteville - Rockfish,151589,0.53,2021-06-07,,
Cumberland,Fayetteville - Rockfish,151589,1.06,2021-06-08,,
Cumberland,Fayetteville - Rockfish,151589,0.92,2021-06-09,,
Cumberland,Fayetteville - Rockfish,151589,0.46,2021-06-10,,
Cumberland,Fayetteville - Rockfish,151589,0.46,2021-06-11,,
Cumberland,Fayetteville - Rockfish,151589,0.59,2021-06-12,,
Cumberland,Fayetteville - Rockfish,151589,0.66,2021-06-13,,
Cumberland,Fayetteville - Rockfish,151589,0.46,2021-06-14,,
Cumberland,Fayetteville - Rockfish,151589,0.79,2021-06-15,,
Cumberland,Fayetteville - Rockfish,151589,0.79,2021-06-16,,
Cumberland,Fayetteville - Rockfish,151589,0.92,2021-06-17,,
Cumberland,Fayetteville - Rockfish,151589,0.53,2021-06-18,,
Cumberland,Fayetteville - Rockfish,151589,0.53,2021-06-19,0,870840.107704996
Cumberland,Fayetteville - Rockfish,151589,0.33,2021-06-20,,
Cumberland,Fayetteville - Rockfish,151589,0.33,2021-06-21,,
Cumberland,Fayetteville - Rockfish,151589,0.73,2021-06-22,,
Cumberland,Fayetteville - Rockfish,151589,0.79,2021-06-23,2194.31082574917,2525618.72472862
Cumberland,Fayetteville - Rockfish,151589,0.86,2021-06-24,,
Cumberland,Fayetteville - Rockfish,151589,1.25,2021-06-25,,
Cumberland,Fayetteville - Rockfish,151589,0.59,2021-06-26,20000,22686080.0721359
Cumberland,Fayetteville - Rockfish,151589,0.79,2021-06-27,,
Cumberland,Fayetteville - Rockfish,151589,0.59,2021-06-28,,
Cumberland,Fayetteville - Rockfish,151589,1.19,2021-06-29,,
Cumberland,Fayetteville - Rockfish,151589,1.19,2021-06-30,0,1045433.99273835
Cumberland,Fayetteville - Rockfish,151589,0.99,2021-07-01,,
Cumberland,Fayetteville - Rockfish,151589,1.85,2021-07-02,,
Cumberland,Fayetteville - Rockfish,151589,1.91,2021-07-03,4905.35421758715,5359598.11458482
Cumberland,Fayetteville - Rockfish,151589,0.92,2021-07-04,,
Cumberland,Fayetteville - Rockfish,151589,1.06,2021-07-05,,
Cumberland,Fayetteville - Rockfish,151589,1.65,2021-07-06,,
Cumberland,Fayetteville - Rockfish,151589,2.7,2021-07-07,0,1817148.63254429
Cumberland,Fayetteville - Rockfish,151589,2.11,2021-07-08,,
Cumberland,Fayetteville - Rockfish,151589,2.24,2021-07-09,,
Cumberland,Fayetteville - Rockfish,151589,2.31,2021-07-10,19591.1331984651,29085070.1937787
Cumberland,Fayetteville - Rockfish,151589,1.72,2021-07-11,,
Cumberland,Fayetteville - Rockfish,151589,2.84,2021-07-12,,
Cumberland,Fayetteville - Rockfish,151589,3.03,2021-07-13,,
Cumberland,Fayetteville - Rockfish,151589,3.89,2021-07-14,29527.5295275443,35709656.3908688
Cumberland,Fayetteville - Rockfish,151589,2.9,2021-07-15,,
Cumberland,Fayetteville - Rockfish,151589,2.51,2021-07-16,,
Cumberland,Fayetteville - Rockfish,151589,3.23,2021-07-17,25351.2820188644,31081918.5405349
Cumberland,Fayetteville - Rockfish,151589,2.77,2021-07-18,,
Cumberland,Fayetteville - Rockfish,151589,2.7,2021-07-19,,
Cumberland,Fayetteville - Rockfish,151589,4.82,2021-07-20,,
Cumberland,Fayetteville - Rockfish,151589,5.08,2021-07-21,25672.2126042927,31475395.2217544
Cumberland,Fayetteville - Rockfish,151589,3.56,2021-07-22,,
Cumberland,Fayetteville - Rockfish,151589,4.02,2021-07-23,,
Cumberland,Fayetteville - Rockfish,151589,4.88,2021-07-24,45565.8863624971,59286386.053707
Cumberland,Fayetteville - Rockfish,151589,3.43,2021-07-25,,
Cumberland,Fayetteville - Rockfish,151589,2.97,2021-07-26,,
Cumberland,Fayetteville - Rockfish,151589,4.82,2021-07-27,,
Cumberland,Fayetteville - Rockfish,151589,5.28,2021-07-28,51514.5610483094,68315253.5422202
Cumberland,Fayetteville - Rockfish,151589,4.82,2021-07-29,,
Cumberland,Fayetteville - Rockfish,151589,3.83,2021-07-30,,
Cumberland,Fayetteville - Rockfish,151589,4.49,2021-07-31,1018657.20436269,1435837601.03488
Cumberland,Fayetteville - Rockfish,151589,3.03,2021-08-01,,
Cumberland,Fayetteville - Rockfish,151589,3.89,2021-08-02,,
Cumberland,Fayetteville - Rockfish,151589,4.49,2021-08-03,,
Cumberland,Fayetteville - Rockfish,151589,5.74,2021-08-04,42870.444364387,53633952.2194044
Cumberland,Fayetteville - Rockfish,151589,4.82,2021-08-05,,
Cumberland,Fayetteville - Rockfish,151589,6.27,2021-08-06,,
Cumberland,Fayetteville - Rockfish,151589,5.87,2021-08-07,33527.0413248769,44181745.8692348
Cumberland,Fayetteville - Rockfish,151589,5.01,2021-08-08,,
Cumberland,Fayetteville - Rockfish,151589,3.69,2021-08-09,,
Cumberland,Fayetteville - Rockfish,151589,9.1,2021-08-10,,
Cumberland,Fayetteville - Rockfish,151589,5.54,2021-08-11,38890.8729652601,50925804.7543859
Cumberland,Fayetteville - Rockfish,151589,4.82,2021-08-12,,
Cumberland,Fayetteville - Rockfish,151589,5.15,2021-08-13,,
Cumberland,Fayetteville - Rockfish,151589,7.06,2021-08-14,43560.303029249,57403521.5268792
Cumberland,Fayetteville - Rockfish,151589,4.02,2021-08-15,,
Cumberland,Fayetteville - Rockfish,151589,3.63,2021-08-16,,
Cumberland,Fayetteville - Rockfish,151589,6.73,2021-08-17,,
Cumberland,Fayetteville - Rockfish,151589,5.34,2021-08-18,37107.950630559,47972154.6302382
Cumberland,Fayetteville - Rockfish,151589,10.09,2021-08-19,,
Cumberland,Fayetteville - Rockfish,151589,7.12,2021-08-20,,
Cumberland,Fayetteville - Rockfish,151589,7.06,2021-08-21,27369.0061931375,35153640.3539759
Cumberland,Fayetteville - Rockfish,151589,4.68,2021-08-22,,
Cumberland,Fayetteville - Rockfish,151589,3.5,2021-08-23,,
Cumberland,Fayetteville - Rockfish,151589,9.7,2021-08-24,,
Cumberland,Fayetteville - Rockfish,151589,7.26,2021-08-25,56124.8608016091,78642102.3818781
Cumberland,Fayetteville - Rockfish,151589,7.06,2021-08-26,,
Cumberland,Fayetteville - Rockfish,151589,7.59,2021-08-27,,
Cumberland,Fayetteville - Rockfish,151589,7.72,2021-08-28,50049.9750249688,67207895.7003678
Cumberland,Fayetteville - Rockfish,151589,4.35,2021-08-29,,
Cumberland,Fayetteville - Rockfish,151589,3.76,2021-08-30,,
Cumberland,Fayetteville - Rockfish,151589,10.23,2021-08-31,,
Cumberland,Fayetteville - Rockfish,151589,6.53,2021-09-01,37749.1721763538,49430800.2191133
Cumberland,Fayetteville - Rockfish,151589,7.72,2021-09-02,,
Cumberland,Fayetteville - Rockfish,151589,4.55,2021-09-03,,
Cumberland,Fayetteville - Rockfish,151589,6.93,2021-09-04,85146.931829632,112206146.292143
Cumberland,Fayetteville - Rockfish,151589,4.35,2021-09-05,,
Cumberland,Fayetteville - Rockfish,151589,3.43,2021-09-06,,
Cumberland,Fayetteville - Rockfish,151589,4.09,2021-09-07,,
Cumberland,Fayetteville - Rockfish,151589,8.71,2021-09-08,85513.1568824354,111262315.655861
Cumberland,Fayetteville - Rockfish,151589,8.64,2021-09-09,,
Cumberland,Fayetteville - Rockfish,151589,6.2,2021-09-10,,
Cumberland,Fayetteville - Rockfish,151589,5.67,2021-09-11,51690.1828203383,67685910.7888493
Cumberland,Fayetteville - Rockfish,151589,3.36,2021-09-12,,
Cumberland,Fayetteville - Rockfish,151589,2.57,2021-09-13,,
Cumberland,Fayetteville - Rockfish,151589,6.53,2021-09-14,,
Cumberland,Fayetteville - Rockfish,151589,6.53,2021-09-15,7677.07626639205,10372929.4991473
Cumberland,Fayetteville - Rockfish,151589,6.93,2021-09-16,,
Cumberland,Fayetteville - Rockfish,151589,4.75,2021-09-17,,
Cumberland,Fayetteville - Rockfish,151589,4.95,2021-09-18,50830.6010194646,66560328.0589162
Cumberland,Fayetteville - Rockfish,151589,1.78,2021-09-19,,
Cumberland,Fayetteville - Rockfish,151589,1.85,2021-09-20,,
Cumberland,Fayetteville - Rockfish,151589,5.94,2021-09-21,,
Cumberland,Fayetteville - Rockfish,151589,6.6,2021-09-22,7648.52927038918,10525735.0482538
Cumberland,Fayetteville - Rockfish,151589,5.08,2021-09-23,,
Cumberland,Fayetteville - Rockfish,151589,5.28,2021-09-24,,
Cumberland,Fayetteville - Rockfish,151589,3.89,2021-09-25,20621.5906273013,30958878.7181756
Cumberland,Fayetteville - Rockfish,151589,2.18,2021-09-26,,
Cumberland,Fayetteville - Rockfish,151589,2.31,2021-09-27,,
Cumberland,Fayetteville - Rockfish,151589,4.55,2021-09-28,,
Cumberland,Fayetteville - Rockfish,151589,4.49,2021-09-29,19421.315609402,26403214.678839
Cumberland,Fayetteville - Rockfish,151589,3.69,2021-09-30,,
Cumberland,Fayetteville - Rockfish,151589,3.3,2021-10-01,,
Cumberland,Fayetteville - Rockfish,151589,4.09,2021-10-02,25102.2907321224,32870292.1596491
Cumberland,Fayetteville - Rockfish,151589,2.51,2021-10-03,,
Cumberland,Fayetteville - Rockfish,151589,1.98,2021-10-04,,
Cumberland,Fayetteville - Rockfish,151589,5.01,2021-10-05,,
Cumberland,Fayetteville - Rockfish,151589,4.22,2021-10-06,9721.11104761179,13702290.33498
Cumberland,Fayetteville - Rockfish,151589,2.97,2021-10-07,,
Cumberland,Fayetteville - Rockfish,151589,3.03,2021-10-08,,
Cumberland,Fayetteville - Rockfish,151589,2.11,2021-10-09,38794.3294825416,51122948.4807907
Cumberland,Fayetteville - Rockfish,151589,1.45,2021-10-10,,
Cumberland,Fayetteville - Rockfish,151589,1.78,2021-10-11,,
Cumberland,Fayetteville - Rockfish,151589,3.69,2021-10-12,,
Cumberland,Fayetteville - Rockfish,151589,2.7,2021-10-13,13133.9255365637,19060502.8789736
Cumberland,Fayetteville - Rockfish,151589,2.18,2021-10-14,,
Cumberland,Fayetteville - Rockfish,151589,2.11,2021-10-15,,
Cumberland,Fayetteville - Rockfish,151589,1.12,2021-10-16,0,438614.198331384
Cumberland,Fayetteville - Rockfish,151589,1.12,2021-10-17,,
Cumberland,Fayetteville - Rockfish,151589,1.12,2021-10-18,,
Cumberland,Fayetteville - Rockfish,151589,2.24,2021-10-19,,
Cumberland,Fayetteville - Rockfish,151589,2.11,2021-10-20,0,2792303.17881789
Cumberland,Fayetteville - Rockfish,151589,2.18,2021-10-21,,
Cumberland,Fayetteville - Rockfish,151589,1.65,2021-10-22,,
Cumberland,Fayetteville - Rockfish,151589,1.12,2021-10-23,16393.596310755,18458591.620503
Cumberland,Fayetteville - Rockfish,151589,1.19,2021-10-24,,
Cumberland,Fayetteville - Rockfish,151589,1.19,2021-10-25,,
Cumberland,Fayetteville - Rockfish,151589,2.24,2021-10-26,,
Cumberland,Fayetteville - Rockfish,151589,1.45,2021-10-27,15803.4806292791,19112227.5409081
Cumberland,Fayetteville - Rockfish,151589,1.39,2021-10-28,,
Cumberland,Fayetteville - Rockfish,151589,2.05,2021-10-29,,
Cumberland,Fayetteville - Rockfish,151589,1.98,2021-10-30,5244.04424085077,6254504.95574124
Cumberland,Fayetteville - Rockfish,151589,1.45,2021-10-31,,
Cumberland,Fayetteville - Rockfish,151589,1.12,2021-11-01,,
Cumberland,Fayetteville - Rockfish,151589,1.91,2021-11-02,,
Cumberland,Fayetteville - Rockfish,151589,1.25,2021-11-03,11183.1346231725,13151437.4044655
Cumberland,Fayetteville - Rockfish,151589,1.32,2021-11-04,,
Cumberland,Fayetteville - Rockfish,151589,1.78,2021-11-05,,
Cumberland,Fayetteville - Rockfish,151589,1.12,2021-11-06,11543.3963806152,13093720.729752
Cumberland,Fayetteville - Rockfish,151589,0.99,2021-11-07,,
Cumberland,Fayetteville - Rockfish,151589,0.92,2021-11-08,,
Cumberland,Fayetteville - Rockfish,151589,1.25,2021-11-09,,
Cumberland,Fayetteville - Rockfish,151589,1.39,2021-11-10,4387.48219369606,5232894.28222797
Cumberland,Fayetteville - Rockfish,151589,1.06,2021-11-11,,
Cumberland,Fayetteville - Rockfish,151589,1.32,2021-11-12,,
Cumberland,Fayetteville - Rockfish,151589,1.52,2021-11-13,23478.7137637478,24477940.2773503
Cumberland,Fayetteville - Rockfish,151589,1.32,2021-11-14,,
Cumberland,Fayetteville - Rockfish,151589,0.92,2021-11-15,,
Cumberland,Fayetteville - Rockfish,151589,1.19,2021-11-16,,
Cumberland,Fayetteville - Rockfish,151589,1.91,2021-11-17,12209.1154470748,12932380.6145481
Cumberland,Fayetteville - Rockfish,151589,1.85,2021-11-18,,
Cumberland,Fayetteville - Rockfish,151589,1.72,2021-11-19,,
Cumberland,Fayetteville - Rockfish,151589,1.52,2021-11-20,21379.0200897984,22645508.2815672
Cumberland,Fayetteville - Rockfish,151589,1.65,2021-11-21,,
Cumberland,Fayetteville - Rockfish,151589,0.53,2021-11-22,,
Cumberland,Fayetteville - Rockfish,151589,1.65,2021-11-23,,
Cumberland,Fayetteville - Rockfish,151589,2.57,2021-11-24,29588.849251027,33069180.3121526
Cumberland,Fayetteville - Rockfish,151589,2.11,2021-11-25,,
Cumberland,Fayetteville - Rockfish,151589,1.65,2021-11-26,,
Cumberland,Fayetteville - Rockfish,151589,2.31,2021-11-27,,
Cumberland,Fayetteville - Rockfish,151589,2.31,2021-11-28,,
Cumberland,Fayetteville - Rockfish,151589,2.31,2021-11-29,,
Cumberland,Fayetteville - Rockfish,151589,3.76,2021-11-30,,
Cumberland,Fayetteville - Rockfish,151589,4.22,2021-12-01,36530.8089152157,41132358.6692334
Cumberland,Fayetteville - Rockfish,151589,3.63,2021-12-02,,
Cumberland,Fayetteville - Rockfish,151589,3.56,2021-12-03,,
Cumberland,Fayetteville - Rockfish,151589,3.76,2021-12-04,74624.0577829966,85268767.2697311
Cumberland,Fayetteville - Rockfish,151589,3.1,2021-12-05,,
Cumberland,Fayetteville - Rockfish,151589,3.23,2021-12-06,,
Cumberland,Fayetteville - Rockfish,151589,3.89,2021-12-07,,
Cumberland,Fayetteville - Rockfish,151589,3.63,2021-12-08,43127.7173056957,50358764.2417514
Cumberland,Fayetteville - Rockfish,151589,4.09,2021-12-09,,
Cumberland,Fayetteville - Rockfish,151589,4.09,2021-12-10,,
Cumberland,Fayetteville - Rockfish,151589,6.27,2021-12-11,35864.3276808586,43971429.5576059
Cumberland,Fayetteville - Rockfish,151589,2.11,2021-12-12,,
Cumberland,Fayetteville - Rockfish,151589,1.58,2021-12-13,,
Cumberland,Fayetteville - Rockfish,151589,5.48,2021-12-14,,
Cumberland,Fayetteville - Rockfish,151589,5.34,2021-12-15,24186.7732448956,28443799.0835889
Cumberland,Fayetteville - Rockfish,151589,5.61,2021-12-16,,
Cumberland,Fayetteville - Rockfish,151589,4.88,2021-12-17,,
Cumberland,Fayetteville - Rockfish,151589,4.68,2021-12-18,6363.96103067894,9394882.10465972
Cumberland,Fayetteville - Rockfish,151589,2.97,2021-12-19,,
Cumberland,Fayetteville - Rockfish,151589,2.24,2021-12-20,,
Cumberland,Fayetteville - Rockfish,151589,5.41,2021-12-21,,
Cumberland,Fayetteville - Rockfish,151589,7.85,2021-12-22,98552.0167221352,118363708.727409
Cumberland,Fayetteville - Rockfish,151589,7.26,2021-12-23,,
Cumberland,Fayetteville - Rockfish,151589,9.24,2021-12-24,,
Cumberland,Fayetteville - Rockfish,151589,7.26,2021-12-25,,
Cumberland,Fayetteville - Rockfish,151589,4.49,2021-12-26,,
Cumberland,Fayetteville - Rockfish,151589,8.31,2021-12-27,,
Cumberland,Fayetteville - Rockfish,151589,16.29,2021-12-28,,
Cumberland,Fayetteville - Rockfish,151589,20.19,2021-12-29,63121.905864763,85287556.9640157
Cumberland,Fayetteville - Rockfish,151589,29.42,2021-12-30,,
Cumberland,Fayetteville - Rockfish,151589,29.62,2021-12-31,,
Cumberland,Fayetteville - Rockfish,151589,16.69,2022-01-01,,
Cumberland,Fayetteville - Rockfish,151589,7.45,2022-01-02,,
Cumberland,Fayetteville - Rockfish,151589,9.96,2022-01-03,,
Cumberland,Fayetteville - Rockfish,151589,34.7,2022-01-04,,
Cumberland,Fayetteville - Rockfish,151589,28.23,2022-01-05,313209.195267316,423194558.482539
Cumberland,Fayetteville - Rockfish,151589,25.53,2022-01-06,,
Cumberland,Fayetteville - Rockfish,151589,24.34,2022-01-07,,
Cumberland,Fayetteville - Rockfish,151589,26.12,2022-01-08,83591.2674865026,102487004.987841
Cumberland,Fayetteville - Rockfish,151589,12.6,2022-01-09,,
Cumberland,Fayetteville - Rockfish,151589,13.52,2022-01-10,,
Cumberland,Fayetteville - Rockfish,151589,35.42,2022-01-11,,
Cumberland,Fayetteville - Rockfish,151589,37.07,2022-01-12,530919.014539883,664217165.937755
Cumberland,Fayetteville - Rockfish,151589,32.79,2022-01-13,,
Cumberland,Fayetteville - Rockfish,151589,32.79,2022-01-14,,
Cumberland,Fayetteville - Rockfish,151589,28.96,2022-01-15,197737.199332852,222644875.564769
Cumberland,Fayetteville - Rockfish,151589,17.48,2022-01-16,,
Cumberland,Fayetteville - Rockfish,151589,7.26,2022-01-17,,
Cumberland,Fayetteville - Rockfish,151589,31.73,2022-01-18,,
Cumberland,Fayetteville - Rockfish,151589,43.74,2022-01-19,28532.8757751475,38076417.9131357
Cumberland,Fayetteville - Rockfish,151589,34.57,2022-01-20,,
Cumberland,Fayetteville - Rockfish,151589,29.29,2022-01-21,,
Cumberland,Fayetteville - Rockfish,151589,19.2,2022-01-22,80467.3846971555,93959020.0518031
Cumberland,Fayetteville - Rockfish,151589,6.93,2022-01-23,,
Cumberland,Fayetteville - Rockfish,151589,8.05,2022-01-24,,
Cumberland,Fayetteville - Rockfish,151589,42.22,2022-01-25,,
Cumberland,Fayetteville - Rockfish,151589,27.38,2022-01-26,43874.8219369607,53792689.4746511
Cumberland,Fayetteville - Rockfish,151589,21.11,2022-01-27,,
Cumberland,Fayetteville - Rockfish,151589,18.87,2022-01-28,,
Cumberland,Fayetteville - Rockfish,151589,15.77,2022-01-29,76034.5316287278,84977946.0853212
Cumberland,Fayetteville - Rockfish,151589,7.19,2022-01-30,,
Cumberland,Fayetteville - Rockfish,151589,5.41,2022-01-31,,
Cumberland,Fayetteville - Rockfish,151589,19,2022-02-01,,
Cumberland,Fayetteville - Rockfish,151589,11.61,2022-02-02,56124.8608016092,64130762.0614127
Cumberland,Fayetteville - Rockfish,151589,12.34,2022-02-03,,
Cumberland,Fayetteville - Rockfish,151589,9.57,2022-02-04,,
Cumberland,Fayetteville - Rockfish,151589,10.09,2022-02-05,48373.5464897913,54063391.1659707
Cumberland,Fayetteville - Rockfish,151589,3.76,2022-02-06,,
Cumberland,Fayetteville - Rockfish,151589,2.77,2022-02-07,,
Cumberland,Fayetteville - Rockfish,151589,8.51,2022-02-08,,
Cumberland,Fayetteville - Rockfish,151589,8.77,2022-02-09,5111.26207506522,6607701.32691662
Cumberland,Fayetteville - Rockfish,151589,6,2022-02-10,,
Cumberland,Fayetteville - Rockfish,151589,4.42,2022-02-11,,
Cumberland,Fayetteville - Rockfish,151589,3.76,2022-02-12,14861.8639477019,17105781.6560103
Cumberland,Fayetteville - Rockfish,151589,3.23,2022-02-13,,
Cumberland,Fayetteville - Rockfish,151589,0.92,2022-02-14,,
Cumberland,Fayetteville - Rockfish,151589,3.56,2022-02-15,,
Cumberland,Fayetteville - Rockfish,151589,3.03,2022-02-16,13509.2560861063,15548950.3710466
Cumberland,Fayetteville - Rockfish,151589,4.35,2022-02-17,,
Cumberland,Fayetteville - Rockfish,151589,3.63,2022-02-18,,
Cumberland,Fayetteville - Rockfish,151589,2.57,2022-02-19,29163.3331428354,34053029.2348615
Cumberland,Fayetteville - Rockfish,151589,1.12,2022-02-20,,
Cumberland,Fayetteville - Rockfish,151589,1.45,2022-02-21,,
Cumberland,Fayetteville - Rockfish,151589,2.57,2022-02-22,,
Cumberland,Fayetteville - Rockfish,151589,3.36,2022-02-23,10612.4926383956,12303332.4369793
Cumberland,Fayetteville - Rockfish,151589,1.85,2022-02-24,,
Cumberland,Fayetteville - Rockfish,151589,1.06,2022-02-25,,
Cumberland,Fayetteville - Rockfish,151589,1.39,2022-02-26,13119.6417634019,14334542.2450949
Cumberland,Fayetteville - Rockfish,151589,0.73,2022-02-27,,
Cumberland,Fayetteville - Rockfish,151589,0.53,2022-02-28,,
Cumberland,Fayetteville - Rockfish,151589,2.31,2022-03-01,,
Cumberland,Fayetteville - Rockfish,151589,1.25,2022-03-02,15970.6762536844,19714037.4867619
Durham,South Durham,108105,1.11,2021-03-28,,
Durham,South Durham,108105,1.39,2021-03-29,,
Durham,South Durham,108105,1.48,2021-03-30,,
Durham,South Durham,108105,1.57,2021-03-31,6637.95902367588,5760017.10141776
Durham,South Durham,108105,0.93,2021-04-01,,
Durham,South Durham,108105,1.11,2021-04-02,,
Durham,South Durham,108105,1.3,2021-04-03,0,244160.16989752
Durham,South Durham,108105,1.02,2021-04-04,,
Durham,South Durham,108105,1.11,2021-04-05,,
Durham,South Durham,108105,1.57,2021-04-06,,
Durham,South Durham,108105,0.93,2021-04-07,17972.2007556114,15024867.0614167
Durham,South Durham,108105,2.04,2021-04-08,,
Durham,South Durham,108105,1.02,2021-04-09,,
Durham,South Durham,108105,1.11,2021-04-10,11472.7939055838,9465783.26449067
Durham,South Durham,108105,1.02,2021-04-11,,
Durham,South Durham,108105,1.48,2021-04-12,,
Durham,South Durham,108105,1.76,2021-04-13,,
Durham,South Durham,108105,1.2,2021-04-14,0,954032.610202005
Durham,South Durham,108105,1.3,2021-04-15,,
Durham,South Durham,108105,1.2,2021-04-16,,
Durham,South Durham,108105,1.11,2021-04-17,11368.8170009021,9205831.34095868
Durham,South Durham,108105,0.65,2021-04-18,,
Durham,South Durham,108105,0.65,2021-04-19,,
Durham,South Durham,108105,1.2,2021-04-20,,
Durham,South Durham,108105,1.48,2021-04-21,4183.30013267039,3414867.60105019
Durham,South Durham,108105,0.19,2021-04-22,,
Durham,South Durham,108105,1.02,2021-04-23,,
Durham,South Durham,108105,0.93,2021-04-24,3976.49343014672,3150321.33078535
Durham,South Durham,108105,0.74,2021-04-25,,
Durham,South Durham,108105,0.65,2021-04-26,,
Durham,South Durham,108105,1.2,2021-04-27,3372.68439080801,2612913.17498582
Durham,South Durham,108105,1.02,2021-04-28,,
Durham,South Durham,108105,1.02,2021-04-29,,
Durham,South Durham,108105,0.83,2021-04-30,,
Durham,South Durham,108105,0.83,2021-05-01,8551.31568824353,6793374.84244402
Durham,South Durham,108105,0.46,2021-05-02,,
Durham,South Durham,108105,0.46,2021-05-03,,
Durham,South Durham,108105,0.83,2021-05-04,,
Durham,South Durham,108105,0.74,2021-05-05,2449.48974278318,2213969.79156426
Durham,South Durham,108105,0.19,2021-05-06,,
Durham,South Durham,108105,0.56,2021-05-07,,
Durham,South Durham,108105,0.19,2021-05-08,0,211323.715623685
Durham,South Durham,108105,0.19,2021-05-09,,
Durham,South Durham,108105,0.19,2021-05-10,,
Durham,South Durham,108105,0.46,2021-05-11,,
Durham,South Durham,108105,0.19,2021-05-12,0,211973.942440989
Durham,South Durham,108105,0.56,2021-05-13,,
Durham,South Durham,108105,0.19,2021-05-14,,
Durham,South Durham,108105,0.19,2021-05-15,4123.10562561767,3338660.03713336
Durham,South Durham,108105,0.19,2021-05-16,,
Durham,South Durham,108105,0.19,2021-05-17,,
Durham,South Durham,108105,0.19,2021-05-18,,
Durham,South Durham,108105,0.19,2021-05-19,3716.51718682963,3123297.71811291
Durham,South Durham,108105,0.19,2021-05-20,,
Durham,South Durham,108105,0,2021-05-21,,
Durham,South Durham,108105,0.19,2021-05-22,0,228554.726282232
Durham,South Durham,108105,0.19,2021-05-23,,
Durham,South Durham,108105,0.19,2021-05-24,,
Durham,South Durham,108105,0.19,2021-05-25,,
Durham,South Durham,108105,0.19,2021-05-26,0,257814.933060896
Durham,South Durham,108105,0,2021-05-27,,
