county_names,wwtp_name,population_served,cases_new_cens_per10k,date_new,sars_cov2_raw_copiesL,sars_cov2_normalized
Carteret,Newport,4774,0,2021-07-04,,
Carteret,Newport,4774,0,2021-07-05,,
Carteret,Newport,4774,0,2021-07-06,,
Carteret,Newport,4774,0,2021-07-07,0,442900.403046731
Carteret,Newport,4774,0,2021-07-08,,
Carteret,Newport,4774,0,2021-07-09,,
Carteret,Newport,4774,4.19,2021-07-10,0,480594.054369857
Carteret,Newport,4774,0,2021-07-11,,
Carteret,Newport,4774,0,2021-07-12,,
Carteret,Newport,4774,4.19,2021-07-13,,
Carteret,Newport,4774,0,2021-07-14,0,452323.815877513
Carteret,Newport,4774,4.19,2021-07-15,,
Carteret,Newport,4774,0,2021-07-16,,
Carteret,Newport,4774,0,2021-07-17,0,424053.577385169
Carteret,Newport,4774,0,2021-07-18,,
Carteret,Newport,4774,4.19,2021-07-19,,
Carteret,Newport,4774,0,2021-07-20,,
Carteret,Newport,4774,0,2021-07-21,0,490017.467200639
Carteret,Newport,4774,0,2021-07-22,,
Carteret,Newport,4774,0,2021-07-23,,
Carteret,Newport,4774,0,2021-07-24,0,452323.815877513
Carteret,Newport,4774,0,2021-07-25,,
Carteret,Newport,4774,0,2021-07-26,,
Carteret,Newport,4774,4.19,2021-07-27,,
Carteret,Newport,4774,4.19,2021-07-28,0,546557.944185327
Carteret,Newport,4774,4.19,2021-07-29,,
Carteret,Newport,4774,4.19,2021-07-30,,
Carteret,Newport,4774,4.19,2021-07-31,0,527711.118523765
Carteret,Newport,4774,0,2021-08-01,,
Carteret,Newport,4774,0,2021-08-02,,
Carteret,Newport,4774,4.19,2021-08-03,,
Carteret,Newport,4774,4.19,2021-08-04,5689.90333837053,14978638.3582457
Carteret,Newport,4774,4.19,2021-08-05,,
Carteret,Newport,4774,4.19,2021-08-06,,
Carteret,Newport,4774,0,2021-08-07,3181.98051533946,9284845.84779616
Carteret,Newport,4774,4.19,2021-08-08,,
Carteret,Newport,4774,0,2021-08-09,,
Carteret,Newport,4774,4.19,2021-08-10,,
Carteret,Newport,4774,4.19,2021-08-11,3354.10196624969,8191366.18260745
Carteret,Newport,4774,4.19,2021-08-12,,
Carteret,Newport,4774,4.19,2021-08-13,,
Carteret,Newport,4774,4.19,2021-08-14,0,3062246.70960033
Carteret,Newport,4774,4.19,2021-08-15,,
Carteret,Newport,4774,4.19,2021-08-16,,
Carteret,Newport,4774,4.19,2021-08-17,,
Carteret,Newport,4774,12.57,2021-08-18,0,669062.310985488
Carteret,Town of Beaufort,3500,0,2021-06-26,0,1555569.87304125
Carteret,Town of Beaufort,3500,0,2021-06-27,,
Carteret,Town of Beaufort,3500,0,2021-06-28,,
Carteret,Town of Beaufort,3500,0,2021-06-29,,
Carteret,Town of Beaufort,3500,0,2021-06-30,0,6632972.22547205
Carteret,Town of Beaufort,3500,0,2021-07-01,,
Carteret,Town of Beaufort,3500,0,2021-07-02,,
Carteret,Town of Beaufort,3500,0,2021-07-03,0,1562873.01798511
Carteret,Town of Beaufort,3500,0,2021-07-04,,
Carteret,Town of Beaufort,3500,0,2021-07-05,,
Carteret,Town of Beaufort,3500,0,2021-07-06,,
Carteret,Town of Beaufort,3500,0,2021-07-07,0,1562873.01798511
Carteret,Town of Beaufort,3500,0,2021-07-08,,
Carteret,Town of Beaufort,3500,0,2021-07-09,,
Carteret,Town of Beaufort,3500,0,2021-07-10,18188.2517026788,95674408.512978
Carteret,Town of Beaufort,3500,0,2021-07-11,,
Carteret,Town of Beaufort,3500,0,2021-07-12,,
Carteret,Town of Beaufort,3500,0,2021-07-13,,
Carteret,Town of Beaufort,3500,0,2021-07-14,0,949408.842701238
Carteret,Town of Beaufort,3500,0,2021-07-15,,
Carteret,Town of Beaufort,3500,5.71,2021-07-16,,
Carteret,Town of Beaufort,3500,0,2021-07-17,0,1197715.77079233
Carteret,Town of Beaufort,3500,0,2021-07-18,,
Carteret,Town of Beaufort,3500,0,2021-07-19,,
Carteret,Town of Beaufort,3500,0,2021-07-20,,
Carteret,Town of Beaufort,3500,5.71,2021-07-21,0,1299959.8000063
Carteret,Town of Beaufort,3500,5.71,2021-07-22,,
Carteret,Town of Beaufort,3500,0,2021-07-23,,
Carteret,Town of Beaufort,3500,5.71,2021-07-24,6750,30860842.2077921
Carteret,Town of Beaufort,3500,5.71,2021-07-25,,
Carteret,Town of Beaufort,3500,5.71,2021-07-26,,
Carteret,Town of Beaufort,3500,0,2021-07-27,,
Carteret,Town of Beaufort,3500,5.71,2021-07-28,14031.2152004023,53113762.0196026
Carteret,Town of Beaufort,3500,5.71,2021-07-29,,
Carteret,Town of Beaufort,3500,5.71,2021-07-30,,
Carteret,Town of Beaufort,3500,0,2021-07-31,12070.1077045733,48479067.1699955
Carteret,Town of Beaufort,3500,5.71,2021-08-01,,
Carteret,Town of Beaufort,3500,5.71,2021-08-02,,
Carteret,Town of Beaufort,3500,5.71,2021-08-03,,
Carteret,Town of Beaufort,3500,0,2021-08-04,9526.27944162882,37372079.2237359
Carteret,Town of Beaufort,3500,5.71,2021-08-05,,
Carteret,Town of Beaufort,3500,0,2021-08-06,,
Carteret,Town of Beaufort,3500,5.71,2021-08-07,14991.664350565,126027990.984149
Carteret,Town of Beaufort,3500,5.71,2021-08-08,,
Carteret,Town of Beaufort,3500,0,2021-08-09,,
Carteret,Town of Beaufort,3500,5.71,2021-08-10,,
Carteret,Town of Beaufort,3500,14.29,2021-08-11,19267.8488679977,118403433.61188
Carteret,Town of Beaufort,3500,5.71,2021-08-12,,
Carteret,Town of Beaufort,3500,5.71,2021-08-13,,
Carteret,Town of Beaufort,3500,0,2021-08-14,,
Carteret,Town of Beaufort,3500,0,2021-08-15,,
Carteret,Town of Beaufort,3500,5.71,2021-08-16,,
Carteret,Town of Beaufort,3500,14.29,2021-08-17,,
Carteret,Town of Beaufort,3500,5.71,2021-08-18,2598.07621135331,11252495.4873928
Carteret,Town of Beaufort,3500,5.71,2021-08-19,0,1282432.25214105
Carteret,Town of Beaufort,3500,5.71,2021-08-20,,
Carteret,Town of Beaufort,3500,5.71,2021-08-21,28321.8113827488,119740351.863768
Carteret,Town of Beaufort,3500,5.71,2021-08-22,,
Carteret,Town of Beaufort,3500,5.71,2021-08-23,,
Carteret,Town of Beaufort,3500,5.71,2021-08-24,,
Carteret,Town of Beaufort,3500,5.71,2021-08-25,5000,29250818.1818182
Carteret,Town of Beaufort,3500,5.71,2021-08-26,,
Carteret,Town of Beaufort,3500,22.86,2021-08-27,,
Carteret,Town of Beaufort,3500,5.71,2021-08-28,,
Carteret,Town of Beaufort,3500,5.71,2021-08-29,,
Carteret,Town of Beaufort,3500,0,2021-08-30,,
Carteret,Town of Beaufort,3500,25.71,2021-08-31,35003.5712463743,141106578.245117
Carteret,Town of Beaufort,3500,5.71,2021-09-01,13770.4393539204,58219343.0806285
Carteret,Town of Beaufort,3500,25.71,2021-09-02,,
Carteret,Town of Beaufort,3500,14.29,2021-09-03,,
Carteret,Town of Beaufort,3500,0,2021-09-04,0,4368921.29989001
Carteret,Town of Beaufort,3500,5.71,2021-09-05,,
Carteret,Town of Beaufort,3500,5.71,2021-09-06,,
Carteret,Town of Beaufort,3500,0,2021-09-07,,
Carteret,Town of Beaufort,3500,5.71,2021-09-08,,
Carteret,Town of Beaufort,3500,14.29,2021-09-09,0,1183109.48090461
Carteret,Town of Beaufort,3500,22.86,2021-09-10,,
Carteret,Town of Beaufort,3500,14.29,2021-09-11,11489.1252930761,48574290.9098605
Carteret,Town of Beaufort,3500,5.71,2021-09-12,,
Carteret,Town of Beaufort,3500,0,2021-09-13,,
Carteret,Town of Beaufort,3500,14.29,2021-09-14,,
Carteret,Town of Beaufort,3500,17.14,2021-09-15,9624.18827746008,42109023.4440163
Carteret,Town of Beaufort,3500,5.71,2021-09-16,,
Carteret,Town of Beaufort,3500,5.71,2021-09-17,,
Carteret,Town of Beaufort,3500,5.71,2021-09-18,26689.1832021889,95780962.192601
Carteret,Town of Beaufort,3500,0,2021-09-19,,
Carteret,Town of Beaufort,3500,0,2021-09-20,,
Carteret,Town of Beaufort,3500,5.71,2021-09-21,,
Carteret,Town of Beaufort,3500,20,2021-09-22,15992.1855917195,61323011.7978416
Carteret,Town of Beaufort,3500,14.29,2021-09-23,,
Carteret,Town of Beaufort,3500,5.71,2021-09-24,,
Carteret,Town of Beaufort,3500,5.71,2021-09-25,12376.8937944866,59020712.9305973
Carteret,Town of Beaufort,3500,0,2021-09-26,,
Carteret,Town of Beaufort,3500,5.71,2021-09-27,,
Carteret,Town of Beaufort,3500,5.71,2021-09-28,,
Carteret,Town of Beaufort,3500,20,2021-09-29,17240.9396495667,68654182.9728187
Carteret,Town of Beaufort,3500,5.71,2021-09-30,,
Carteret,Town of Beaufort,3500,5.71,2021-10-01,26787.3570924793,98767072.9264978
Carteret,Town of Beaufort,3500,17.14,2021-10-02,,
Carteret,Town of Beaufort,3500,0,2021-10-03,,
Carteret,Town of Beaufort,3500,0,2021-10-04,,
Carteret,Town of Beaufort,3500,5.71,2021-10-05,,
Carteret,Town of Beaufort,3500,0,2021-10-06,,
Carteret,Town of Beaufort,3500,5.71,2021-10-07,12845.2325786651,44835433.5276988
Carteret,Town of Beaufort,3500,5.71,2021-10-08,,
Carteret,Town of Beaufort,3500,5.71,2021-10-09,11258.3302491977,44277696.961364
Carteret,Town of Beaufort,3500,0,2021-10-10,,
Carteret,Town of Beaufort,3500,0,2021-10-11,,
Carteret,Town of Beaufort,3500,5.71,2021-10-12,,
Carteret,Town of Beaufort,3500,5.71,2021-10-13,15020.8188857998,90828004.6839962
Carteret,Town of Beaufort,3500,5.71,2021-10-14,,
Carteret,Town of Beaufort,3500,0,2021-10-15,,
Carteret,Town of Beaufort,3500,0,2021-10-16,,
Carteret,Town of Beaufort,3500,0,2021-10-17,,
Carteret,Town of Beaufort,3500,0,2021-10-18,9093.26673973661,40233099.6427779
Carteret,Town of Beaufort,3500,5.71,2021-10-19,,
Carteret,Town of Beaufort,3500,5.71,2021-10-20,53385.3912601566,241452279.571559
Carteret,Town of Beaufort,3500,5.71,2021-10-21,,
Carteret,Town of Beaufort,3500,5.71,2021-10-22,,
Carteret,Town of Beaufort,3500,5.71,2021-10-23,0,1139290.61124148
Carteret,Town of Beaufort,3500,5.71,2021-10-24,,
Carteret,Town of Beaufort,3500,5.71,2021-10-25,,
Carteret,Town of Beaufort,3500,5.71,2021-10-26,,
Carteret,Town of Beaufort,3500,48.57,2021-10-27,0,1080865.45169064
Carteret,Town of Beaufort,3500,5.71,2021-10-28,,
Carteret,Town of Beaufort,3500,5.71,2021-10-29,,
Carteret,Town of Beaufort,3500,5.71,2021-10-30,97788.0360780398,355744747.415143
Carteret,Town of Beaufort,3500,5.71,2021-10-31,,
Carteret,Town of Beaufort,3500,5.71,2021-11-01,,
Carteret,Town of Beaufort,3500,5.71,2021-11-02,,
Carteret,Town of Beaufort,3500,0,2021-11-03,0,12266174.2693477
Carteret,Town of Beaufort,3500,5.71,2021-11-04,,
Carteret,Town of Beaufort,3500,5.71,2021-11-05,,
Carteret,Town of Beaufort,3500,5.71,2021-11-06,8746.42784226795,33108727.954121
Carteret,Town of Beaufort,3500,5.71,2021-11-07,,
Carteret,Town of Beaufort,3500,0,2021-11-08,,
Carteret,Town of Beaufort,3500,5.71,2021-11-09,,
Carteret,Town of Beaufort,3500,0,2021-11-10,3092.32921921325,13073902.0814447
Carteret,Town of Beaufort,3500,0,2021-11-11,,
Carteret,Town of Beaufort,3500,5.71,2021-11-12,,
Carteret,Town of Beaufort,3500,5.71,2021-11-13,0,4546544.34234234
Carteret,Town of Beaufort,3500,5.71,2021-11-14,,
Carteret,Town of Beaufort,3500,5.71,2021-11-15,,
Carteret,Town of Beaufort,3500,0,2021-11-16,,
Carteret,Town of Beaufort,3500,5.71,2021-11-17,10606.6017177982,40150230.1425532
Carteret,Town of Beaufort,3500,5.71,2021-11-18,,
Carteret,Town of Beaufort,3500,0,2021-11-19,,
Carteret,Town of Beaufort,3500,0,2021-11-20,22770.5950734715,78359827.8101078
Carteret,Town of Beaufort,3500,0,2021-11-21,,
Carteret,Town of Beaufort,3500,0,2021-11-22,,
Carteret,Town of Beaufort,3500,0,2021-11-23,,
Carteret,Town of Beaufort,3500,5.71,2021-11-24,10434.3183773546,35907335.2596709
Carteret,Town of Beaufort,3500,0,2021-11-25,9447.22181384559,32046031.5368187
Carteret,Town of Beaufort,3500,0,2021-11-26,,
Carteret,Town of Beaufort,3500,0,2021-11-27,,
Carteret,Town of Beaufort,3500,5.71,2021-11-28,,
Carteret,Town of Beaufort,3500,5.71,2021-11-29,,
Carteret,Town of Beaufort,3500,0,2021-11-30,,
Carteret,Town of Beaufort,3500,0,2021-12-01,17298.8438920062,56128323.1446858
Carteret,Town of Beaufort,3500,0,2021-12-02,,
Carteret,Town of Beaufort,3500,0,2021-12-03,,
Carteret,Town of Beaufort,3500,5.71,2021-12-04,11811.0118110177,37741704.7676976
Carteret,Town of Beaufort,3500,0,2021-12-05,,
Carteret,Town of Beaufort,3500,5.71,2021-12-06,,
Carteret,Town of Beaufort,3500,5.71,2021-12-07,,
Carteret,Town of Beaufort,3500,0,2021-12-08,0,964015.132588948
Carteret,Town of Beaufort,3500,5.71,2021-12-09,,
Carteret,Town of Beaufort,3500,0,2021-12-10,,
Carteret,Town of Beaufort,3500,0,2021-12-11,25769.7168908655,39731853.1471313
Carteret,Town of Beaufort,3500,5.71,2021-12-12,,
Carteret,Town of Beaufort,3500,5.71,2021-12-13,,
Carteret,Town of Beaufort,3500,5.71,2021-12-14,,
Carteret,Town of Beaufort,3500,5.71,2021-12-15,6528.7824286003,22467320.9138396
Carteret,Town of Beaufort,3500,0,2021-12-16,,
Carteret,Town of Beaufort,3500,5.71,2021-12-17,,
Carteret,Town of Beaufort,3500,0,2021-12-18,21428.6607140997,80062597.0429042
Carteret,Town of Beaufort,3500,5.71,2021-12-19,,
Carteret,Town of Beaufort,3500,0,2021-12-20,,
Carteret,Town of Beaufort,3500,5.71,2021-12-21,,
Carteret,Town of Beaufort,3500,5.71,2021-12-22,23717.0824512629,85114818.2532954
Carteret,Town of Beaufort,3500,5.71,2021-12-23,,
Carteret,Town of Beaufort,3500,5.71,2021-12-24,7705.51750371123,35608257.1442019
Carteret,Town of Beaufort,3500,5.71,2021-12-25,,
Carteret,Town of Beaufort,3500,5.71,2021-12-26,,
Carteret,Town of Beaufort,3500,5.71,2021-12-27,,
Carteret,Town of Beaufort,3500,28.57,2021-12-28,,
Carteret,Town of Beaufort,3500,5.71,2021-12-29,,
Carteret,Town of Beaufort,3500,14.29,2021-12-30,24464.2596454502,87796254.7755551
Carteret,Town of Beaufort,3500,5.71,2021-12-31,54543.5605731786,201106357.980886
Carteret,Town of Beaufort,3500,5.71,2022-01-01,,
Carteret,Town of Beaufort,3500,5.71,2022-01-02,,
Carteret,Town of Beaufort,3500,5.71,2022-01-03,,
Carteret,Town of Beaufort,3500,17.14,2022-01-04,,
Carteret,Town of Beaufort,3500,28.57,2022-01-05,70356.2363973515,345878567.868225
Carteret,Town of Beaufort,3500,14.29,2022-01-06,,
Carteret,Town of Beaufort,3500,5.71,2022-01-07,,
Carteret,Town of Beaufort,3500,45.71,2022-01-08,52500,227123999.999999
Carteret,Town of Beaufort,3500,17.14,2022-01-09,,
Carteret,Town of Beaufort,3500,25.71,2022-01-10,,
Carteret,Town of Beaufort,3500,42.86,2022-01-11,,
Carteret,Town of Beaufort,3500,45.71,2022-01-12,78581.1682275086,359271264.173794
Carteret,Town of Beaufort,3500,34.29,2022-01-13,,
Carteret,Town of Beaufort,3500,54.29,2022-01-14,,
Carteret,Town of Beaufort,3500,45.71,2022-01-15,73950.9972887451,319924691.584931
Carteret,Town of Beaufort,3500,17.14,2022-01-16,,
Carteret,Town of Beaufort,3500,5.71,2022-01-17,,
Carteret,Town of Beaufort,3500,25.71,2022-01-18,,
Carteret,Town of Beaufort,3500,37.14,2022-01-19,61135.0963031875,423770544.025948
Carteret,Town of Beaufort,3500,54.29,2022-01-20,,
Carteret,Town of Beaufort,3500,31.43,2022-01-21,,
Carteret,Town of Beaufort,3500,14.29,2022-01-22,0,3564018.09064285
Carteret,Town of Beaufort,3500,5.71,2022-01-23,,
Carteret,Town of Beaufort,3500,20,2022-01-24,,
Carteret,Town of Beaufort,3500,37.14,2022-01-25,,
Carteret,Town of Beaufort,3500,20,2022-01-26,0,1548266.7280974
Carteret,Town of Beaufort,3500,28.57,2022-01-27,,
Carteret,Town of Beaufort,3500,25.71,2022-01-28,,
Carteret,Town of Beaufort,3500,22.86,2022-01-29,44222.4490502279,215228132.530369
Carteret,Town of Beaufort,3500,5.71,2022-01-30,,
Carteret,Town of Beaufort,3500,5.71,2022-01-31,,
Carteret,Town of Beaufort,3500,28.57,2022-02-01,,
Carteret,Town of Beaufort,3500,5.71,2022-02-02,67082.0393249937,280314933.651567
Carteret,Town of Beaufort,3500,25.71,2022-02-03,,
Carteret,Town of Beaufort,3500,5.71,2022-02-04,,
Carteret,Town of Beaufort,3500,5.71,2022-02-05,72929.7607290742,311921344.350049
Carteret,Town of Beaufort,3500,5.71,2022-02-06,,
Carteret,Town of Beaufort,3500,5.71,2022-02-07,,
Carteret,Town of Beaufort,3500,14.29,2022-02-08,,
Carteret,Town of Beaufort,3500,5.71,2022-02-09,,
Carteret,Town of Beaufort,3500,5.71,2022-02-10,64951.9052838329,303344798.89396
Carteret,Town of Beaufort,3500,5.71,2022-02-11,,
Carteret,Town of Beaufort,3500,5.71,2022-02-12,38402.9702025151,254550239.103648
Carteret,Town of Beaufort,3500,5.71,2022-02-13,,
Carteret,Town of Beaufort,3500,5.71,2022-02-14,,
Carteret,Town of Beaufort,3500,14.29,2022-02-15,,
Carteret,Town of Beaufort,3500,5.71,2022-02-16,24115.7974194786,75116953.5183337
Carteret,Town of Beaufort,3500,5.71,2022-02-17,,
Carteret,Town of Beaufort,3500,0,2022-02-18,,
Carteret,Town of Beaufort,3500,5.71,2022-02-19,0,2620662.66394296
Carteret,Town of Beaufort,3500,0,2022-02-20,,
Carteret,Town of Beaufort,3500,0,2022-02-21,,
Carteret,Town of Beaufort,3500,0,2022-02-22,,
Carteret,Town of Beaufort,3500,5.71,2022-02-23,0,2876654.94974631
Carteret,Town of Beaufort,3500,0,2022-02-24,,
Carteret,Town of Beaufort,3500,0,2022-02-25,,
Carteret,Town of Beaufort,3500,5.71,2022-02-26,22248.595461287,80938541.0542534
Carteret,Town of Beaufort,3500,0,2022-02-27,,
Carteret,Town of Beaufort,3500,0,2022-02-28,,
Carteret,Town of Beaufort,3500,0,2022-03-01,,
Carteret,Town of Beaufort,3500,5.71,2022-03-02,0,4733388.6303838
Carteret,Town of Beaufort,4750,0,2021-03-27,,
Carteret,Town of Beaufort,4750,0,2021-03-28,,
Carteret,Town of Beaufort,4750,0,2021-03-29,,
Carteret,Town of Beaufort,4750,4.21,2021-03-30,0,914814.998230345
Carteret,Town of Beaufort,4750,4.21,2021-03-31,,
Carteret,Town of Beaufort,4750,4.21,2021-04-01,0,710326.939802383
Carteret,Town of Beaufort,4750,4.21,2021-04-02,,
Carteret,Town of Beaufort,4750,0,2021-04-03,,
Carteret,Town of Beaufort,4750,4.21,2021-04-04,,
Carteret,Town of Beaufort,4750,0,2021-04-05,,
Carteret,Town of Beaufort,4750,0,2021-04-06,0,850239.821884672
Carteret,Town of Beaufort,4750,4.21,2021-04-07,,
Carteret,Town of Beaufort,4750,4.21,2021-04-08,,
Carteret,Town of Beaufort,4750,4.21,2021-04-09,,
Carteret,Town of Beaufort,4750,4.21,2021-04-10,0,850239.821884672
Carteret,Town of Beaufort,4750,4.21,2021-04-11,,
Carteret,Town of Beaufort,4750,4.21,2021-04-12,,
Carteret,Town of Beaufort,4750,4.21,2021-04-13,0,850239.821884672
Carteret,Town of Beaufort,4750,4.21,2021-04-14,,
Carteret,Town of Beaufort,4750,4.21,2021-04-15,,
Carteret,Town of Beaufort,4750,0,2021-04-16,0,968627.645185069
Carteret,Town of Beaufort,4750,0,2021-04-17,,
Carteret,Town of Beaufort,4750,0,2021-04-18,,
Carteret,Town of Beaufort,4750,0,2021-04-19,,
Carteret,Town of Beaufort,4750,4.21,2021-04-20,,
Carteret,Town of Beaufort,4750,4.21,2021-04-21,0,785664.645539
Carteret,Town of Beaufort,4750,4.21,2021-04-22,,
Carteret,Town of Beaufort,4750,4.21,2021-04-23,,
Carteret,Town of Beaufort,4750,4.21,2021-04-24,0,764139.58675711
Carteret,Town of Beaufort,4750,4.21,2021-04-25,,
Carteret,Town of Beaufort,4750,0,2021-04-26,,
Carteret,Town of Beaufort,4750,0,2021-04-27,0,785664.645539
Carteret,Town of Beaufort,4750,0,2021-04-28,,
Carteret,Town of Beaufort,4750,0,2021-04-29,,
Carteret,Town of Beaufort,4750,0,2021-04-30,0,721089.469193329
Carteret,Town of Beaufort,4750,0,2021-05-01,,
Carteret,Town of Beaufort,4750,4.21,2021-05-02,,
Carteret,Town of Beaufort,4750,0,2021-05-03,,
Carteret,Town of Beaufort,4750,4.21,2021-05-04,0,753377.057366165
Carteret,Town of Beaufort,4750,12.63,2021-05-05,,
Carteret,Town of Beaufort,4750,0,2021-05-06,,
Carteret,Town of Beaufort,4750,4.21,2021-05-07,0,850239.821884672
Carteret,Town of Beaufort,4750,0,2021-05-08,,
Carteret,Town of Beaufort,4750,0,2021-05-09,,
Carteret,Town of Beaufort,4750,0,2021-05-10,,
Carteret,Town of Beaufort,4750,0,2021-05-11,,
Carteret,Town of Beaufort,4750,0,2021-05-12,0,742614.52797522
Carteret,Town of Beaufort,4750,4.21,2021-05-13,,
Carteret,Town of Beaufort,4750,4.21,2021-05-14,0,850239.821884672
Carteret,Town of Beaufort,4750,4.21,2021-05-15,,
Carteret,Town of Beaufort,4750,0,2021-05-16,,
Carteret,Town of Beaufort,4750,0,2021-05-17,,
Carteret,Town of Beaufort,4750,4.21,2021-05-18,0,731851.998584276
Carteret,Town of Beaufort,4750,0,2021-05-19,,
Carteret,Town of Beaufort,4750,4.21,2021-05-20,,
Carteret,Town of Beaufort,4750,0,2021-05-21,0,731851.998584276
Carteret,Town of Beaufort,4750,0,2021-05-22,,
Carteret,Town of Beaufort,4750,0,2021-05-23,,
Carteret,Town of Beaufort,4750,0,2021-05-24,,
Carteret,Town of Beaufort,4750,0,2021-05-25,0,710326.939802383
Carteret,Town of Beaufort,4750,0,2021-05-26,,
Carteret,Town of Beaufort,4750,0,2021-05-27,,
Carteret,Town of Beaufort,4750,0,2021-05-28,0,688801.881020494
Carteret,Town of Beaufort,4750,0,2021-05-29,,
Carteret,Town of Beaufort,4750,0,2021-05-30,,
Carteret,Town of Beaufort,4750,0,2021-05-31,,
Carteret,Town of Beaufort,4750,0,2021-06-01,0,904052.468839398
Carteret,Town of Beaufort,4750,4.21,2021-06-02,,
Carteret,Town of Beaufort,4750,0,2021-06-03,,
Carteret,Town of Beaufort,4750,0,2021-06-04,,
Carteret,Town of Beaufort,4750,0,2021-06-05,,
Carteret,Town of Beaufort,4750,0,2021-06-06,,
Carteret,Town of Beaufort,4750,0,2021-06-07,,
Carteret,Town of Beaufort,4750,0,2021-06-08,3500,14960480.3827751
Carteret,Town of Beaufort,4750,0,2021-06-09,10588.9092922737,37590040.2777734
Carteret,Town of Beaufort,4750,0,2021-06-10,,
Carteret,Town of Beaufort,4750,0,2021-06-11,15062.3703313921,61545727.2956606
Carteret,Town of Beaufort,4750,0,2021-06-12,,
Carteret,Town of Beaufort,4750,0,2021-06-13,,
Carteret,Town of Beaufort,4750,0,2021-06-14,,
Carteret,Town of Beaufort,4750,0,2021-06-15,8944.27190999918,39171191.471508
Carteret,Town of Beaufort,4750,0,2021-06-16,,
Carteret,Town of Beaufort,4750,4.21,2021-06-17,,
Carteret,Town of Beaufort,4750,0,2021-06-18,4802.34317807465,18265769.7221032
Carteret,Town of Beaufort,4750,0,2021-06-19,,
Carteret,Town of Beaufort,4750,0,2021-06-20,,
Carteret,Town of Beaufort,4750,0,2021-06-21,,
Carteret,Town of Beaufort,4750,0,2021-06-22,0,5303837.11666523
Carteret,Town of Beaufort,4750,0,2021-06-23,,
Carteret,Town of Beaufort,4750,0,2021-06-24,,
Carteret,Town of Beaufort,4750,0,2021-06-25,,
Chatham,Pittsboro,4234,0,2021-03-28,,
Chatham,Pittsboro,4234,0,2021-03-29,,
Chatham,Pittsboro,4234,0,2021-03-30,0,337037.98213069
Chatham,Pittsboro,4234,0,2021-03-31,,
Chatham,Pittsboro,4234,0,2021-04-01,,
Chatham,Pittsboro,4234,4.72,2021-04-02,0,354175.506645811
Chatham,Pittsboro,4234,0,2021-04-03,,
Chatham,Pittsboro,4234,0,2021-04-04,,
Chatham,Pittsboro,4234,4.72,2021-04-05,0,1661232.16390701
Chatham,Pittsboro,4234,0,2021-04-06,,
Chatham,Pittsboro,4234,0,2021-04-07,,
Chatham,Pittsboro,4234,0,2021-04-08,,
Chatham,Pittsboro,4234,0,2021-04-09,0,1233785.34425591
Chatham,Pittsboro,4234,0,2021-04-10,,
Chatham,Pittsboro,4234,0,2021-04-11,,
Chatham,Pittsboro,4234,0,2021-04-12,,
Chatham,Pittsboro,4234,4.72,2021-04-13,0,331325.473958984
Chatham,Pittsboro,4234,0,2021-04-14,,
Chatham,Pittsboro,4234,0,2021-04-15,,
Chatham,Pittsboro,4234,4.72,2021-04-16,2091.65006633519,2412949.59730148
Chatham,Pittsboro,4234,4.72,2021-04-17,,
Chatham,Pittsboro,4234,0,2021-04-18,,
Chatham,Pittsboro,4234,0,2021-04-19,,
Chatham,Pittsboro,4234,0,2021-04-20,0,1478595.91955055
Chatham,Pittsboro,4234,4.72,2021-04-21,,
Chatham,Pittsboro,4234,0,2021-04-22,,
Chatham,Pittsboro,4234,0,2021-04-23,0,1134031.30294786
Chatham,Pittsboro,4234,0,2021-04-24,,
Chatham,Pittsboro,4234,0,2021-04-25,,
Chatham,Pittsboro,4234,0,2021-04-26,,
Chatham,Pittsboro,4234,0,2021-04-27,0,585748.529128807
Chatham,Pittsboro,4234,0,2021-04-28,,
Chatham,Pittsboro,4234,0,2021-04-29,,
Chatham,Pittsboro,4234,4.72,2021-04-30,0,314187.949443865
Chatham,Pittsboro,4234,0,2021-05-01,,
Chatham,Pittsboro,4234,0,2021-05-02,,
Chatham,Pittsboro,4234,0,2021-05-03,,
Chatham,Pittsboro,4234,0,2021-05-04,0,285625.408585331
Chatham,Pittsboro,4234,0,2021-05-05,,
Chatham,Pittsboro,4234,0,2021-05-06,,
Chatham,Pittsboro,4234,0,2021-05-07,0,291337.916757038
Chatham,Pittsboro,4234,0,2021-05-08,,
Chatham,Pittsboro,4234,0,2021-05-09,,
Chatham,Pittsboro,4234,0,2021-05-10,,
Chatham,Pittsboro,4234,4.72,2021-05-11,0,285625.408585331
Chatham,Pittsboro,4234,0,2021-05-12,,
Chatham,Pittsboro,4234,4.72,2021-05-13,,
Chatham,Pittsboro,4234,4.72,2021-05-14,0,314187.949443865
Chatham,Pittsboro,4234,0,2021-05-15,,
Chatham,Pittsboro,4234,4.72,2021-05-16,,
Chatham,Pittsboro,4234,0,2021-05-17,,
Chatham,Pittsboro,4234,0,2021-05-18,0,279912.900413625
Chatham,Pittsboro,4234,0,2021-05-19,,
Chatham,Pittsboro,4234,0,2021-05-20,,
Chatham,Pittsboro,4234,0,2021-05-21,0,297050.424928745
Chatham,Pittsboro,4234,0,2021-05-22,,
Chatham,Pittsboro,4234,0,2021-05-23,,
Chatham,Pittsboro,4234,0,2021-05-24,,
Chatham,Pittsboro,4234,0,2021-05-25,0,262775.375898505
Cumberland,Fayetteville - Rockfish,151589,0.66,2021-06-05,,
