county,objectid,county_fips,geoid,total_vax,new_vax,total_population,percent_total,pop_18_up,pop_16_up,update_dts
Mecklenburg,378,119,37119003018,948,0,2922,40.1015228426396,2277,2364,2021-05-09
Mecklenburg,379,119,37119005848,1864,0,5710,44.7646493756004,3979,4164,2021-05-09
Mecklenburg,387,119,37119003600,987,0,4053,30.814861067749,3103,3203,2021-05-09
Mecklenburg,426,119,37119002004,1495,0,5448,35.7826711345141,4145,4178,2021-05-09
Mecklenburg,428,119,37119002702,2315,0,6095,49.1820692585511,4574,4707,2021-05-09
Mecklenburg,429,119,37119001606,831,0,4569,22.6863226863227,3565,3663,2021-05-09
Mecklenburg,430,119,37119001923,566,0,4594,16.0067873303167,3342,3536,2021-05-09
Mecklenburg,434,119,37119005706,1891,0,7675,30.1691129546905,5895,6268,2021-05-09
Mecklenburg,435,119,37119005716,1035,0,4950,27.3159144893112,3716,3789,2021-05-09
Mecklenburg,453,119,37119001919,638,0,4354,19.636811326562,3193,3249,2021-05-09
Mecklenburg,454,119,37119005513,1351,0,4413,37.8643497757848,3432,3568,2021-05-09
Mecklenburg,455,119,37119005717,1399,0,6677,26.4311354619309,5161,5293,2021-05-09
Mecklenburg,461,119,37119005621,1464,0,4105,44.963144963145,3104,3256,2021-05-09
Mecklenburg,547,119,37119005710,846,0,4877,22.2455955824349,3693,3803,2021-05-09
Mecklenburg,550,119,37119001509,610,0,3699,22.6850130159911,2593,2689,2021-05-09
Mecklenburg,551,119,37119003109,315,0,4503,9.30026572187777,3265,3387,2021-05-09
Mecklenburg,553,119,37119001802,878,0,2990,34.9383207321926,2513,2513,2021-05-09
Mecklenburg,554,119,37119001609,461,0,3443,17.5552170601676,2560,2626,2021-05-09
Mecklenburg,555,119,37119001607,375,0,3277,16.0324925181702,2242,2339,2021-05-09
Mecklenburg,556,119,37119001915,801,0,7190,14.5689341578756,5310,5498,2021-05-09
Mecklenburg,557,119,37119006006,1227,0,8228,19.3197921587152,6193,6351,2021-05-09
Mecklenburg,558,119,37119006109,760,0,4150,20.2020202020202,3567,3762,2021-05-09
Mecklenburg,559,119,37119001920,646,0,5936,15.8023483365949,3794,4088,2021-05-09
Mecklenburg,560,119,37119003017,1587,0,3929,50.9797622871828,3054,3113,2021-05-09
Mecklenburg,562,119,37119001507,384,0,5216,10.1052631578947,3634,3800,2021-05-09
Mecklenburg,563,119,37119001917,593,0,4620,17.7491768931458,3252,3341,2021-05-09
Mecklenburg,564,119,37119005910,907,0,6185,20.3911870503597,4233,4448,2021-05-09
Mecklenburg,565,119,37119005524,1602,0,9612,20.6496519721578,7623,7758,2021-05-09
Mecklenburg,569,119,37119002500,853,0,1932,48.7986270022883,1696,1748,2021-05-09
Mecklenburg,570,119,37119005404,947,0,4877,23.2964329643296,3905,4065,2021-05-09
Mecklenburg,571,119,37119001914,754,0,3271,30.268968285829,2470,2491,2021-05-09
Mecklenburg,572,119,37119005510,824,0,5509,19.6097096620657,3998,4202,2021-05-09
Mecklenburg,573,119,37119006107,1184,0,6144,23.2750147434637,4837,5087,2021-05-09
Mecklenburg,574,119,37119005838,2422,0,9261,34.1897233201581,6895,7084,2021-05-09
Mecklenburg,575,119,37119006104,1788,0,8897,26.8549113848002,6409,6658,2021-05-09
Mecklenburg,581,119,37119003902,665,0,4725,18.658810325477,3441,3564,2021-05-09
Mecklenburg,582,119,37119004302,559,0,5460,14.5006485084306,3723,3855,2021-05-09
Mecklenburg,583,119,37119001916,798,0,4624,23.1505657093124,3279,3447,2021-05-09
Mecklenburg,584,119,37119001922,830,0,4710,23.9469128678592,3280,3466,2021-05-09
Mecklenburg,585,119,37119005619,914,0,4880,26.8113816368437,3262,3409,2021-05-09
Mecklenburg,591,119,37119001702,807,0,5881,18.1838666065795,4373,4438,2021-05-09
Mecklenburg,592,119,37119005831,1141,0,4706,27.8021442495127,4093,4104,2021-05-09
Mecklenburg,593,119,37119005839,801,0,2681,37.1866295264624,2126,2154,2021-05-09
Mecklenburg,594,119,37119005830,956,0,3923,29.3611793611794,3173,3256,2021-05-09
Mecklenburg,656,119,37119005815,1319,0,3943,41.3739021329987,3043,3188,2021-05-09
Mecklenburg,657,119,37119005615,560,0,2200,32.8831473869642,1617,1703,2021-05-09
Mecklenburg,663,119,37119002100,892,0,2786,39.1399736726634,2203,2279,2021-05-09
Mecklenburg,664,119,37119002701,1153,0,2447,53.109166282819,2134,2171,2021-05-09
Mecklenburg,665,119,37119001801,304,0,1348,28.0442804428044,1067,1084,2021-05-09
Mecklenburg,666,119,37119001605,287,0,1738,19.6172248803828,1448,1463,2021-05-09
Mecklenburg,667,119,37119006407,965,0,4007,33.6706210746685,2680,2866,2021-05-09
Mecklenburg,670,119,37119005846,1558,0,4046,50.5679974034404,2808,3081,2021-05-09
Mecklenburg,675,119,37119005616,342,0,1657,29.4320137693632,1125,1162,2021-05-09
Mecklenburg,676,119,37119005613,664,0,3260,25.7864077669903,2397,2575,2021-05-09
Mecklenburg,677,119,37119005840,723,0,2289,43.2675044883303,1571,1671,2021-05-09
Mecklenburg,681,119,37119000600,689,0,2962,28.4475639966969,2415,2422,2021-05-09
Mecklenburg,682,119,37119002400,1252,0,3484,41.4021164021164,2979,3024,2021-05-09
Mecklenburg,683,119,37119005609,357,0,3320,11.4276568501921,3093,3124,2021-05-09
Mecklenburg,684,119,37119005845,1553,0,4443,48.8979848866499,3034,3176,2021-05-09
Mecklenburg,689,119,37119002904,2697,0,6778,51.7261219792865,5073,5214,2021-05-09
Mecklenburg,690,119,37119001918,533,0,4450,14.4522776572668,3587,3688,2021-05-09
Mecklenburg,691,119,37119001921,402,0,3017,17.8270509977827,2176,2255,2021-05-09
Mecklenburg,700,119,37119002800,1836,0,4000,63.8386648122392,2759,2876,2021-05-09
Mecklenburg,701,119,37119001701,723,0,4434,21.9423368740516,3158,3295,2021-05-09
Mecklenburg,702,119,37119005829,480,0,2077,29.6479308214948,1611,1619,2021-05-09
Mecklenburg,705,119,37119005307,289,0,4184,9.40449072567523,3001,3073,2021-05-09
Mecklenburg,723,119,37119005827,399,0,2843,16.9787234042553,2320,2350,2021-05-09
Mecklenburg,724,119,37119005305,725,0,4279,20.4455724760293,3405,3546,2021-05-09
Mecklenburg,725,119,37119005306,279,0,2135,15.5431754874652,1715,1795,2021-05-09
Mecklenburg,755,119,37119005604,320,0,5819,5.57588430040077,5716,5739,2021-05-09
Mecklenburg,768,119,37119001608,531,0,4442,16.1989017693716,3191,3278,2021-05-09
Mecklenburg,778,119,37119002600,502,0,1067,51.6460905349794,965,972,2021-05-09
Mecklenburg,788,119,37119004900,147,0,669,26.5822784810127,526,553,2021-05-09
Mecklenburg,800,119,37119980100,,,0,,0,0,2021-05-09
Mecklenburg,802,119,37119980300,,,28,,28,28,2021-05-09
Mecklenburg,804,119,37119005909,2144,0,10393,26.7298341852637,7644,8021,2021-05-09
Mecklenburg,805,119,37119006209,1221,0,5145,29.8679060665362,4044,4088,2021-05-09
Mecklenburg,806,119,37119005509,1755,0,6855,31.8916954388515,5458,5503,2021-05-09
Mecklenburg,816,119,37119002002,2666,0,6209,55.5764019178653,4725,4797,2021-05-09
Mecklenburg,817,119,37119001100,1236,0,2991,50.6349856616141,2437,2441,2021-05-09
Mecklenburg,818,119,37119005847,1885,0,4874,49.5661320010518,3684,3803,2021-05-09
Mecklenburg,819,119,37119006302,3737,0,8558,57.8482972136223,6248,6460,2021-05-09
Mecklenburg,820,119,37119006404,2711,0,6184,63.3115366651098,4086,4282,2021-05-09
Mecklenburg,829,119,37119001505,685,0,3581,25.1745681734656,2590,2721,2021-05-09
Mecklenburg,830,119,37119005912,1214,0,6821,22.125022781119,5410,5487,2021-05-09
Mecklenburg,831,119,37119005823,3650,0,9214,53.0137981118373,6569,6885,2021-05-09
Mecklenburg,832,119,37119005812,1439,0,7032,24.8360372799448,5766,5794,2021-05-09
Mecklenburg,833,119,37119006010,1198,0,7342,20.7302301436235,5514,5779,2021-05-09
Mecklenburg,834,119,37119002003,2224,0,6164,43.8312968072527,4817,5074,2021-05-09
Mecklenburg,835,119,37119005508,1214,0,4156,35.8429288455861,3223,3387,2021-05-09
Mecklenburg,836,119,37119000800,641,0,2975,29.8000929800093,2104,2151,2021-05-09
Mecklenburg,837,119,37119005511,752,0,4292,21.5843857634902,3429,3484,2021-05-09
Mecklenburg,838,119,37119005614,1692,0,8460,26.549505727287,6208,6373,2021-05-09
Mecklenburg,839,119,37119003012,1655,0,4590,47.3398169336384,3374,3496,2021-05-09
Mecklenburg,840,119,37119006204,3295,0,7828,50,6310,6590,2021-05-09
Mecklenburg,841,119,37119005844,3026,0,9246,44.8961424332344,6420,6740,2021-05-09
Mecklenburg,842,119,37119005911,2880,0,7181,50.7131537242472,5445,5679,2021-05-09
Mecklenburg,843,119,37119006303,1796,0,6270,38.2860797271371,4580,4691,2021-05-09
Mecklenburg,844,119,37119006304,2262,0,7047,43.4832756632065,4826,5202,2021-05-09
Mecklenburg,845,119,37119003300,1457,0,3538,45.4602184087363,3096,3205,2021-05-09
Mecklenburg,846,119,37119005917,1304,0,6281,25.2175594662541,5023,5171,2021-05-09
Mecklenburg,847,119,37119005516,534,0,2122,36.9294605809129,1377,1446,2021-05-09
Mecklenburg,865,119,37119003016,1504,0,5164,40.5281595257343,3479,3711,2021-05-09
Mecklenburg,866,119,37119003102,1276,0,4444,33.6320506062203,3794,3794,2021-05-09
Mecklenburg,867,119,37119000700,540,0,1001,57.2033898305085,927,944,2021-05-09
Mecklenburg,868,119,37119000100,2110,0,5897,36.6001734605377,5765,5765,2021-05-09
Mecklenburg,869,119,37119006215,1451,0,5220,36.4389753892516,3829,3982,2021-05-09
Mecklenburg,870,119,37119005842,2080,0,6591,40.4197434900894,4992,5146,2021-05-09
Mecklenburg,871,119,37119005605,911,0,6529,15.655610929713,5771,5819,2021-05-09
Mecklenburg,904,119,37119003103,1826,0,4922,42.1028360617939,4269,4337,2021-05-09
Mecklenburg,905,119,37119005816,1581,0,4577,42.8223185265439,3571,3692,2021-05-09
Mecklenburg,906,119,37119001200,1563,0,5055,36.9154463863958,4168,4234,2021-05-09
Mecklenburg,908,119,37119005811,1666,0,4575,43.1494431494432,3819,3861,2021-05-09
Mecklenburg,909,119,37119006106,1143,0,5143,27.0148900969038,4165,4231,2021-05-09
Mecklenburg,910,119,37119005521,1478,0,7195,24.4742507037589,5885,6039,2021-05-09
Mecklenburg,911,119,37119005519,1454,0,5333,35.1292582749456,3898,4139,2021-05-09
Mecklenburg,912,119,37119005711,2200,0,6175,41.2525782861429,5126,5333,2021-05-09
Mecklenburg,913,119,37119005714,1790,0,5562,40.2156818692429,4326,4451,2021-05-09
Mecklenburg,915,119,37119004500,464,0,2724,23.2464929859719,1867,1996,2021-05-09
Mecklenburg,916,119,37119005836,1023,0,3638,35.7192737430168,2805,2864,2021-05-09
Mecklenburg,917,119,37119005837,1922,0,8125,31.6014468924696,5903,6082,2021-05-09
Mecklenburg,918,119,37119005908,691,0,1590,51.4136904761905,1310,1344,2021-05-09
Mecklenburg,919,119,37119001911,1097,0,5920,22.25603570704,4612,4929,2021-05-09
Mecklenburg,920,119,37119005517,1505,0,3971,48.6111111111111,3021,3096,2021-05-09
Mecklenburg,921,119,37119005520,1470,0,5003,40.3071017274472,3488,3647,2021-05-09
Mecklenburg,945,119,37119005918,1008,0,4067,32.2766570605187,3004,3123,2021-05-09
Mecklenburg,946,119,37119006406,1589,0,6252,35.0077109495484,4270,4539,2021-05-09
Mecklenburg,948,119,37119005817,1549,0,4508,44.3204577968526,3355,3495,2021-05-09
Mecklenburg,987,119,37119000500,1301,0,5438,25.7013038324773,5062,5062,2021-05-09
Mecklenburg,988,119,37119003011,2971,0,6522,58.0727130570758,4979,5116,2021-05-09
Mecklenburg,989,119,37119003105,1499,0,3797,46.5383421297734,3152,3221,2021-05-09
Mecklenburg,990,119,37119003806,1367,0,9733,16.7155783810223,8102,8178,2021-05-09
Mecklenburg,991,119,37119003204,1451,0,3578,48.5122032764962,2982,2991,2021-05-09
Mecklenburg,993,119,37119003108,518,0,3735,18.4933952159943,2725,2801,2021-05-09
Mecklenburg,994,119,37119005824,857,0,4195,28.3868830738655,2937,3019,2021-05-09
Mecklenburg,995,119,37119005916,322,0,3029,14.3814202769093,2139,2239,2021-05-09
Mecklenburg,996,119,37119005914,1378,0,7685,23.4313892195205,5682,5881,2021-05-09
Mecklenburg,997,119,37119005907,1892,0,7055,37.0980392156863,4890,5100,2021-05-09
Mecklenburg,998,119,37119005906,1363,0,4898,36.5513542504693,3608,3729,2021-05-09
Mecklenburg,999,119,37119004100,1209,0,4106,33.1232876712329,3619,3650,2021-05-09
Mecklenburg,1000,119,37119001400,1206,0,3243,42.5847457627119,2822,2832,2021-05-09
Mecklenburg,1001,119,37119004305,915,0,6658,18.1872391174717,4822,5031,2021-05-09
Mecklenburg,1002,119,37119006008,892,0,4314,25.6469235192639,3325,3478,2021-05-09
Mecklenburg,1005,119,37119005709,1205,0,4344,32.96853625171,3614,3655,2021-05-09
Mecklenburg,1006,119,37119005514,1808,0,6751,31.6914986853637,5637,5705,2021-05-09
Mecklenburg,1007,119,37119005518,1325,0,5359,32.6435082532644,3892,4059,2021-05-09
Mecklenburg,1008,119,37119005522,816,0,4765,19.5028680688336,4104,4184,2021-05-09
Mecklenburg,1010,119,37119001912,811,0,8311,13.3212877792378,5897,6088,2021-05-09
Mecklenburg,1012,119,37119004000,704,0,4691,19.2665571975917,3613,3654,2021-05-09
Mecklenburg,1013,119,37119003700,965,0,3876,30.298273155416,3148,3185,2021-05-09
Mecklenburg,1014,119,37119004400,683,0,4097,19.8431144683324,3224,3442,2021-05-09
Mecklenburg,1015,119,37119005828,1479,0,3945,46.9822109275731,3006,3148,2021-05-09
Mecklenburg,1016,119,37119005834,1168,0,4929,31.5419929786659,3521,3703,2021-05-09
Mecklenburg,1017,119,37119005843,993,0,3218,41.4613778705637,2250,2395,2021-05-09
Mecklenburg,1022,119,37119003802,622,0,3543,23.3746711762495,2615,2661,2021-05-09
Mecklenburg,1023,119,37119006007,1769,0,8324,28.4131063283007,5832,6226,2021-05-09
Mecklenburg,1024,119,37119006213,2255,0,6749,45.6200687841392,4888,4943,2021-05-09
Mecklenburg,1025,119,37119006211,2077,0,6216,46.7687457779779,4251,4441,2021-05-09
Mecklenburg,1026,119,37119006210,1591,0,4498,47.1686925585532,3303,3373,2021-05-09
Mecklenburg,1031,119,37119001504,1004,0,6940,19.7404640188753,4836,5086,2021-05-09
Mecklenburg,1032,119,37119001300,1059,0,4084,29.7138047138047,3510,3564,2021-05-09
Mecklenburg,1099,119,37119005100,400,0,2247,21.5866162978953,1823,1853,2021-05-09
Mecklenburg,1100,119,37119000400,929,0,3490,27.1875914544922,3406,3417,2021-05-09
Mecklenburg,1101,119,37119003807,747,0,4826,21.4840379637619,3388,3477,2021-05-09
Mecklenburg,1102,119,37119003805,508,0,3196,18.6490455212922,2724,2724,2021-05-09
Mecklenburg,1103,119,37119001000,1438,0,3031,54.2436816295738,2596,2651,2021-05-09
Mecklenburg,1104,119,37119005913,1340,0,6559,24.5916681959993,5154,5449,2021-05-09
Mecklenburg,1105,119,37119006005,637,0,3380,26.0106165781952,2293,2449,2021-05-09
Mecklenburg,1106,119,37119004304,489,0,4737,15.1299504950495,3066,3232,2021-05-09
Mecklenburg,1107,119,37119006009,599,0,3984,20.0267469073888,2800,2991,2021-05-09
Mecklenburg,1108,119,37119006208,875,0,3190,32.8330206378987,2599,2665,2021-05-09
Mecklenburg,1111,119,37119005712,1132,0,4268,32.7356853672643,3347,3458,2021-05-09
Mecklenburg,1112,119,37119006103,1259,0,3627,42.2908968760497,2820,2977,2021-05-09
Mecklenburg,1114,119,37119006105,671,0,3132,28.0870657178736,2256,2389,2021-05-09
Mecklenburg,1115,119,37119001603,1198,0,4366,32.6163898720392,3591,3673,2021-05-09
Mecklenburg,1116,119,37119005610,504,0,3043,19.8191112858828,2496,2543,2021-05-09
Mecklenburg,1117,119,37119005611,561,0,2914,24.4231606443187,2174,2297,2021-05-09
Mecklenburg,1118,119,37119003201,575,0,2829,26.1363636363636,2139,2200,2021-05-09
Mecklenburg,1119,119,37119005826,715,0,3106,28.2720442862792,2425,2529,2021-05-09
Mecklenburg,1120,119,37119005833,2412,0,5289,54.226618705036,4323,4448,2021-05-09
Mecklenburg,1125,119,37119003106,1035,0,4360,31.8461538461538,3090,3250,2021-05-09
Mecklenburg,1126,119,37119002300,316,0,3431,15.8793969849246,1842,1990,2021-05-09
Mecklenburg,1127,119,37119003013,2176,0,5054,53.5564853556485,4024,4063,2021-05-09
Mecklenburg,1128,119,37119001910,617,0,5917,13.465735486687,4450,4582,2021-05-09
Mecklenburg,1129,119,37119005841,2122,0,6810,39.782527184102,5013,5334,2021-05-09
Mecklenburg,1130,119,37119006214,1215,0,4027,37.2470876762722,3125,3262,2021-05-09
Mecklenburg,1131,119,37119006403,2372,0,4985,55.2913752913753,4148,4290,2021-05-09
Mecklenburg,1137,119,37119002903,1892,0,4209,52.9527008116429,3487,3573,2021-05-09
Mecklenburg,1138,119,37119005915,482,0,2494,22.140560404226,2163,2177,2021-05-09
Mecklenburg,1198,119,37119004800,645,0,3233,24.7886241352806,2537,2602,2021-05-09
Mecklenburg,1200,119,37119005403,760,0,4590,21.3483146067416,3443,3560,2021-05-09
Mecklenburg,1201,119,37119004600,561,0,2668,26.8036311514572,2085,2093,2021-05-09
Mecklenburg,1202,119,37119005715,676,0,2633,30.6715063520871,2090,2204,2021-05-09
Mecklenburg,1203,119,37119004200,396,0,3249,15.6459897273805,2486,2531,2021-05-09
Mecklenburg,1204,119,37119005401,1347,0,6183,26.977768876427,4917,4993,2021-05-09
Mecklenburg,1225,119,37119003203,550,0,2579,24.390243902439,2243,2255,2021-05-09
Mecklenburg,1226,119,37119003808,327,0,6353,7.35989196488859,4333,4443,2021-05-09
Mecklenburg,1227,119,37119003903,192,0,2211,16.0401002506266,1167,1197,2021-05-09
Mecklenburg,1275,119,37119000900,612,0,1825,38.660770688566,1583,1583,2021-05-09
Mecklenburg,1280,119,37119005301,396,0,4247,12.9116400391262,2846,3067,2021-05-09
Mecklenburg,1301,119,37119980200,,,0,,0,0,2021-05-09
Mecklenburg,1302,119,37119004700,276,0,1789,17.8640776699029,1521,1545,2021-05-09
Mitchell,741,121,37121950400,1111,0,4691,28.4507042253521,3755,3905,2021-05-09
Mitchell,762,121,37121950200,630,0,3601,20.6896551724138,2934,3045,2021-05-09
Mitchell,763,121,37121950100,346,0,2463,16.523400191022,2047,2094,2021-05-09
Mitchell,781,121,37121950300,716,0,4249,20.163334272036,3458,3551,2021-05-09
Montgomery,186,123,37123960200,1502,0,7028,25.7015742642026,5721,5844,2021-05-09
Montgomery,187,123,37123960402,628,0,2691,28.352144469526,2137,2215,2021-05-09
Montgomery,219,123,37123960100,1077,0,6421,22.2199298535176,4676,4847,2021-05-09
Montgomery,247,123,37123960300,993,0,3723,31.0118675827608,3177,3202,2021-05-09
Montgomery,272,123,37123960500,823,0,5069,22.1773106979251,3485,3711,2021-05-09
Montgomery,290,123,37123960401,370,0,2320,17.9524502668607,1954,2061,2021-05-09
Moore,1305,125,37125951000,1887,0,5453,42.9644808743169,4235,4392,2021-05-09
Moore,1306,125,37125951100,2525,0,8854,36.7914906017776,6646,6863,2021-05-09
Moore,1313,125,37125950602,3163,0,6956,54.8941339812565,5652,5762,2021-05-09
Moore,1353,125,37125950501,1374,0,6988,25.3271889400922,5317,5425,2021-05-09
Moore,1415,125,37125950200,1515,0,8237,22.5111441307578,6310,6730,2021-05-09
Moore,1446,125,37125950502,2685,0,9026,40.2729863506825,6383,6667,2021-05-09
Moore,1447,125,37125950301,1354,0,6555,24.8485960726739,5230,5449,2021-05-09
Moore,1448,125,37125950601,2295,0,3831,68.1008902077151,3331,3370,2021-05-09
Moore,1449,125,37125950802,2064,0,3717,62.8693268352117,3228,3283,2021-05-09
Moore,1547,125,37125950900,816,0,2528,35.370611183355,2280,2307,2021-05-09
Moore,1548,125,37125951200,1102,0,5267,28.1409601634321,3858,3916,2021-05-09
Moore,1549,125,37125950302,1403,0,5014,34.3283582089552,4025,4087,2021-05-09
Moore,1550,125,37125950801,1994,0,5440,46.8735307945463,4165,4254,2021-05-09
Moore,1551,125,37125950702,1669,0,2773,67.0012043356082,2449,2491,2021-05-09
Moore,1552,125,37125950701,2522,0,5019,59.8765432098765,4162,4212,2021-05-09
Moore,1623,125,37125950100,641,0,3042,25.5073617190609,2464,2513,2021-05-09
Moore,1697,125,37125950402,1138,0,5016,29.5047964739435,3728,3857,2021-05-09
Moore,1722,125,37125950401,1210,0,3578,38.4860050890585,3064,3144,2021-05-09
Nash,310,127,37127011200,1390,0,6502,27.7666799840192,4915,5006,2021-05-09
Nash,311,127,37127010800,1934,0,7411,30.9786961396764,5923,6243,2021-05-09
Nash,312,127,37127010504,1724,0,5530,42.3171330387825,4020,4074,2021-05-09
Nash,319,127,37127010300,1478,0,5843,30.5182737972331,4621,4843,2021-05-09
Nash,341,127,37127011500,1151,0,7001,22.1943694562283,4795,5186,2021-05-09
Nash,342,127,37127010502,2049,0,7005,35.1699279093718,5720,5826,2021-05-09
Nash,366,127,37127011400,865,0,3880,28.7757817697937,2954,3006,2021-05-09
Nash,385,127,37127011000,997,0,4902,25.0313833793623,3813,3983,2021-05-09
Nash,537,127,37127010700,655,0,2948,28.9438798055678,2190,2263,2021-05-09
Nash,538,127,37127011101,1577,0,6501,30.0323747857551,5070,5251,2021-05-09
Nash,539,127,37127010601,634,0,2682,31.3861386138614,1942,2020,2021-05-09
Nash,649,127,37127010503,986,0,2557,45.3541858325667,2108,2174,2021-05-09
Nash,650,127,37127010602,1203,0,6209,23.1390652048471,4979,5199,2021-05-09
Nash,718,127,37127011300,1103,0,5170,28.1019108280255,3773,3925,2021-05-09
Nash,719,127,37127010900,1070,0,5511,22.5073622212873,4565,4754,2021-05-09
Nash,720,127,37127010200,754,0,4146,21.7793183131138,3399,3462,2021-05-09
Nash,721,127,37127011102,1767,0,7448,28.3992285438766,6123,6222,2021-05-09
Nash,771,127,37127010400,497,0,2784,21.3304721030043,2238,2330,2021-05-09
New Hanover,1325,129,37129011603,2166,0,7842,32.4348607367475,6570,6678,2021-05-09
New Hanover,1326,129,37129012101,3117,0,9161,40.9754173787301,7466,7607,2021-05-09
New Hanover,1327,129,37129012001,2663,0,7344,46.6538192011212,5550,5708,2021-05-09
New Hanover,1335,129,37129012009,2930,0,7819,49.3681550126369,5619,5935,2021-05-09
New Hanover,1351,129,37129010100,720,0,2400,38.0348652931854,1824,1893,2021-05-09
New Hanover,1388,129,37129011500,2299,0,7863,33.8337012509198,6719,6795,2021-05-09
New Hanover,1389,129,37129010502,1827,0,9303,23.6382455686376,7567,7729,2021-05-09
New Hanover,1402,129,37129010300,1381,0,6506,27.0837419101785,4975,5099,2021-05-09
New Hanover,1409,129,37129012007,1988,0,4887,45.4503886602652,4296,4374,2021-05-09
New Hanover,1410,129,37129012104,2432,0,6567,46.4831804281346,5119,5232,2021-05-09
New Hanover,1427,129,37129011100,606,0,2656,30.8396946564885,1833,1965,2021-05-09
New Hanover,1438,129,37129011400,492,0,1715,35.017793594306,1358,1405,2021-05-09
New Hanover,1488,129,37129012201,1034,0,2920,40.1553398058252,2498,2575,2021-05-09
New Hanover,1513,129,37129010600,2087,0,4216,56.2988939843539,3632,3707,2021-05-09
New Hanover,1537,129,37129011000,589,0,2353,32.9787234042553,1742,1786,2021-05-09
New Hanover,1604,129,37129010800,462,0,2653,22.9394240317776,1984,2014,2021-05-09
New Hanover,1605,129,37129010900,703,0,2270,35.8490566037736,1882,1961,2021-05-09
New Hanover,1606,129,37129010501,767,0,4072,21.3411240957151,3594,3594,2021-05-09
New Hanover,1607,129,37129011701,1995,0,4895,46.7432052483599,4206,4268,2021-05-09
New Hanover,1613,129,37129010200,1203,0,3370,44.0336749633968,2583,2732,2021-05-09
New Hanover,1615,129,37129011705,3554,0,9669,45.781270127528,7453,7763,2021-05-09
New Hanover,1620,129,37129012006,1637,0,4413,44.6657571623465,3539,3665,2021-05-09
New Hanover,1671,129,37129011902,1481,0,5809,28.948397185301,5048,5116,2021-05-09
New Hanover,1675,129,37129010400,1207,0,3206,47.8019801980198,2454,2525,2021-05-09
New Hanover,1676,129,37129010700,1103,0,4579,29.8269334775554,3626,3698,2021-05-09
New Hanover,1679,129,37129011300,902,0,1852,51.6905444126075,1739,1745,2021-05-09
New Hanover,1680,129,37129011703,2584,0,4499,67.1168831168831,3755,3850,2021-05-09
New Hanover,1681,129,37129011903,1645,0,9353,18.0037211338514,9117,9137,2021-05-09
New Hanover,1682,129,37129011904,1439,0,2929,55.1129835312141,2605,2611,2021-05-09
New Hanover,1688,129,37129011606,1214,0,4715,29.0361157617795,4005,4181,2021-05-09
New Hanover,1758,129,37129012004,1681,0,3633,56.7521944632005,2891,2962,2021-05-09
New Hanover,1768,129,37129011200,801,0,2378,40.00999000999,1991,2002,2021-05-09
New Hanover,1771,129,37129011800,966,0,2599,42.2387407083516,2258,2287,2021-05-09
New Hanover,1800,129,37129990100,,,0,,0,0,2021-05-09
New Hanover,1803,129,37129980100,,,0,,0,0,2021-05-09
New Hanover,1807,129,37129012105,4255,0,12015,43.2111302934904,9453,9847,2021-05-09
New Hanover,1834,129,37129011607,3417,0,12839,32.9127335773454,10171,10382,2021-05-09
New Hanover,1835,129,37129012008,1927,0,6091,37.8139717425432,4948,5096,2021-05-09
New Hanover,1840,129,37129012300,4023,0,8928,54.0072492952074,7111,7449,2021-05-09
New Hanover,1851,129,37129012202,1280,0,3345,44.5837687216998,2841,2871,2021-05-09
New Hanover,1889,129,37129012010,1895,0,5356,44.2550210182158,4076,4282,2021-05-09
New Hanover,1958,129,37129011605,1202,0,5575,27.0598829356146,4422,4442,2021-05-09
New Hanover,1971,129,37129011608,1902,0,6549,35.5381165919283,5135,5352,2021-05-09
New Hanover,2041,129,37129012103,1836,0,4670,48.7778958554729,3698,3764,2021-05-09
New Hanover,2176,129,37129012203,921,0,2124,47.4009264024704,1910,1943,2021-05-09
Northampton,955,131,37131920402,659,0,1334,54.0163934426229,1196,1220,2021-05-09
Northampton,1214,131,37131920200,855,0,3742,27.5628626692456,3021,3102,2021-05-09
Northampton,1215,131,37131920401,802,0,4405,21.9906772689882,3584,3647,2021-05-09
Northampton,1254,131,37131920300,1184,0,6073,22.4753227031131,5108,5268,2021-05-09
Northampton,1296,131,37131920100,1203,0,4392,33.9542760372566,3500,3543,2021-05-09
Onslow,1819,133,37133001200,1932,0,11757,21.9645293315143,8579,8796,2021-05-09
Onslow,1847,133,37133000302,1409,0,9904,18.7691487944585,7300,7507,2021-05-09
Onslow,1906,133,37133001300,2437,0,17451,17.9852398523985,12930,13550,2021-05-09
Onslow,1907,133,37133001400,1329,0,4342,38.1348637015782,3315,3485,2021-05-09
Onslow,1908,133,37133000102,2272,0,9567,29.7343279675435,7327,7641,2021-05-09
Onslow,1909,133,37133002800,1487,0,9474,21.1401762866079,6892,7034,2021-05-09
Onslow,1910,133,37133000201,1923,0,12151,22.6983002832861,8158,8472,2021-05-09
Onslow,1911,133,37133000202,1731,0,10795,22.6927110644992,7551,7628,2021-05-09
Onslow,1912,133,37133001101,824,0,5204,22.2943722943723,3576,3696,2021-05-09
Onslow,1928,133,37133002100,1134,0,6433,22.2702278083268,4960,5092,2021-05-09
Onslow,1929,133,37133002300,550,0,3984,18.7777398429498,2773,2929,2021-05-09
Onslow,1930,133,37133000402,1580,0,7699,26.5234178277657,5929,5957,2021-05-09
Onslow,1931,133,37133002202,591,0,4251,18.1511056511057,3137,3256,2021-05-09
Onslow,1933,133,37133002201,949,0,4573,24.2648938890309,3818,3911,2021-05-09
