OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,Shape__Area,Shape__Length,DataGatherTS
151,27530,112,3,40212,Goldsboro,,2920081393.96802,465673.796837526,202005250436
152,27531,1,0,666,Goldsboro,,123956304.007813,71472.4653387502,202005250436
153,27534,111,1,31819,Goldsboro,,1995982542.31616,394454.137280507,202005250436
154,27536,152,15,16459,Henderson,,359552678.037964,148817.062353839,202005250436
155,27537,86,3,25321,Henderson,,5545289733.50195,795404.906342346,202005250436
156,27539,22,1,26567,Apex,,805959451.628174,335082.894750929,202005250436
157,27540,23,0,39075,Holly Springs,,1299006108.57275,339054.617126205,202005250436
158,27541,3,0,4044,Hurdle Mills,,1979862536.66309,328579.598479954,202005250436
159,27542,14,1,10043,Kenly,,2499059670.1123,366253.348192187,202005250436
160,27544,6,0,4291,Kittrell,,1645813165.28467,322022.503716068,202005250436
161,27545,94,13,30327,Knightdale,,885541868.759766,219250.012614228,202005250436
162,27546,102,17,22436,Lillington,,3433026188.83105,510775.88711738,202005250436
163,27549,89,20,25224,Louisburg,,6636124442.18066,817297.028533166,202005250436
164,27551,2,0,2205,Macon,,2443966870.98499,402849.299843212,202005250436
165,27553,8,0,2030,Manson,,1245206626.07959,217969.561788749,202005250436
166,27556,NA,NA,298,Middleburg,Population <500 and Cases <5,67850312.0914307,63490.7222823736,202005250436
167,27557,8,0,9214,Middlesex,,2046463550.40088,338861.342265204,202005250436
168,27559,0,0,2874,Moncure,,1458825370.29968,366837.077035256,202005250436
169,27560,23,0,33691,Morrisville,,794384947.373291,268297.11970144,202005250436
170,27562,1,0,2791,New Hill,,1862081556.93738,349507.762295745,202005250436
171,27563,20,0,5312,Norlina,,1943381370.69177,412640.540954252,202005250436
172,27565,80,0,26057,Oxford,,9219811779.9552,826827.222809144,202005250436
173,27569,11,0,8984,Princeton,,2107084820.73511,313917.550563748,202005250436
174,27571,4,0,7385,Rolesville,,149121249.193359,94251.9264704589,202005250436
175,27572,3,0,7316,Rougemont,,3003228111.9873,397658.617230022,202005250436
176,27573,14,1,11561,Roxboro,,501787874.430542,219611.309648669,202005250436
177,27574,10,0,15232,Roxboro,,5527133817.3114,691755.452465683,202005250436
178,27576,35,1,20197,Selma,,2407427117.65723,339571.106645256,202005250436
179,27577,50,0,25214,Smithfield,,2877290650.99841,416726.966278933,202005250436
180,27581,7,0,3956,Stem,,1038615853.81189,246789.101888964,202005250436
181,27583,13,0,7012,Timberlake,,1327957318.65857,326956.719649922,202005250436
182,27587,80,3,74087,Wake Forest,,3132804734.81897,700749.84181148,202005250436
183,27589,17,0,8312,Warrenton,,4790731000.68542,626837.217934379,202005250436
184,27591,32,0,23448,Wendell,,1913446220.02844,380727.392057269,202005250436
185,27592,27,0,17368,Willow Spring,,1090932847.86865,312475.180771683,202005250436
186,27596,17,0,18655,Youngsville,,1519151285.28821,344366.073155402,202005250436
187,27597,41,1,25494,Zebulon,,3191967656.80884,568385.679042481,202005250436
188,27599,NA,NA,0,Chapel Hill,Population <500 and Cases <5,4275416.30163574,15555.1510255833,202005250436
189,27601,22,0,12139,Raleigh,,49970514.2080078,41226.7428180515,202005250436
190,27603,73,0,55479,Raleigh,,1420350588.63403,346107.072534996,202005250436
191,27604,116,2,47645,Raleigh,,550434833.049927,194088.121184431,202005250436
192,27605,6,0,5253,Raleigh,,26954475.7900391,26465.2700663817,202005250436
193,27606,39,1,47938,Raleigh,,750229681.939209,267151.497057326,202005250436
194,27607,16,0,30296,Raleigh,,519162282.902344,200611.380547666,202005250436
195,27608,6,0,11603,Raleigh,,91889809.9622803,55583.7467967219,202005250436
196,27609,60,1,38631,Raleigh,,310136046.756592,95880.163026763,202005250436
197,27610,306,8,74203,Raleigh,,1211166911.84558,327751.489063642,202005250436
198,27612,34,2,39208,Raleigh,,428868509.332275,164483.082879678,202005250436
199,27613,33,0,46521,Raleigh,,675406849.409912,184431.643996557,202005250436
200,27614,24,0,37689,Raleigh,,829063194.918701,218912.319813944,202005250436
201,27615,38,0,46038,Raleigh,,525952454.993774,134192.839940925,202005250436
202,27616,118,1,55260,Raleigh,,646426991.218628,201092.505637391,202005250436
203,27617,23,0,19511,Raleigh,,230483847.672241,125016.743498849,202005250436
204,27701,62,2,26489,Durham,,147212202.097778,89264.6755119976,202005250436
205,27703,170,3,61351,Durham,,1376809528.09961,349864.156739061,202005250436
206,27704,198,2,39369,Durham,,1307759376.10449,279407.953507315,202005250436
207,27705,318,30,48078,Durham,,1155101566.94189,288440.086812307,202005250436
208,27706,NA,NA,10,Durham,Population <500 and Cases <5,1281872.18347168,6816.757693542,202005250436
209,27707,134,1,47036,Durham,,551326002.510864,228660.826032165,202005250436
210,27708,1,0,4635,Durham,,24140532.868042,39624.2440738689,202005250436
211,27709,NA,NA,4,Durham,Population <500 and Cases <5,166810196.870483,93465.8554704913,202005250436
212,27710,NA,NA,0,Durham,Population <500 and Cases <5,3645590.83996582,9509.21127183631,202005250436
213,27711,NA,NA,62,Durham,Population <500 and Cases <5,11690491.0200195,25227.7794868175,202005250436
214,27712,103,17,22055,Durham,,952678558.948486,239427.124284805,202005250436
215,27713,109,2,53996,Durham,,1004016276.63342,186930.768828538,202005250436
216,27801,48,3,21556,Rocky Mount,,1947625744.14368,298032.749540484,202005250436
217,27803,38,2,22337,Rocky Mount,,1209689022.16736,314786.382274833,202005250436
218,27804,67,0,29160,Rocky Mount,,1207912397.80139,237805.719395058,202005250436
219,27805,10,0,3769,Aulander,,3260348789.01416,427031.578041759,202005250436
220,27806,1,0,2441,Aurora,,3806890944.80762,575449.481817415,202005250436
221,27807,10,0,6940,Bailey,,1393278091.89233,266050.599193056,202005250436
222,27808,3,0,2481,Bath,,1375581489.5946,320371.987641635,202005250436
223,27809,19,1,5254,Battleboro,,2127311815.53979,418206.140952668,202005250436
224,27810,0,0,4224,Belhaven,,5320714553.85889,863428.562860575,202005250436
225,27812,4,0,2951,Bethel,,1796512894.90283,307599.921723871,202005250436
226,27813,2,0,687,Black Creek,,17954681.8726807,21851.3845296183,202005250436
227,27814,1,0,1801,Blounts Creek,,2084052221.88855,349050.345630614,202005250436
228,27816,3,0,2634,Castalia,,1727056405.90051,269780.663460198,202005250436
229,27817,4,0,7777,Chocowinity,,3011254799.10022,441922.251479678,202005250436
230,27818,2,0,1269,Como,,1775223218.97412,291672.91933713,202005250436
231,27820,13,2,3292,Conway,,1787180209.86865,300570.413456991,202005250436
232,27821,NA,NA,343,Edward,Population <500 and Cases <5,180879118.265869,102716.617789089,202005250436
233,27822,23,1,9119,Elm City,,2421416079.34338,500329.938801193,202005250436
234,27823,21,0,7812,Enfield,,5279947738.18738,591795.38238411,202005250436
235,27824,0,0,1540,Engelhard,,5755622445.56714,766498.765242208,202005250436
236,27826,0,0,1245,Fairfield,,5502010014.61365,681909.128335756,202005250436
237,27827,NA,NA,99,Falkland,Population <500 and Cases <5,6818760.54968262,12365.1347191574,202005250436
238,27828,14,0,9031,Farmville,,1954373169.79175,304535.643741104,202005250436
239,27829,3,0,1872,Fountain,,1242859232.87109,276952.810668188,202005250436
240,27830,8,1,4858,Fremont,,1661392631.86707,301522.072838785,202005250436
241,27831,6,0,3588,Garysburg,,1733783751.73071,369102.732751728,202005250436
242,27832,20,0,2912,Gaston,,1029571544.94922,217897.088475999,202005250436
243,27834,121,0,57505,Greenville,,5082356628.8689,890421.476518531,202005250436
244,27837,5,0,6506,Grimesland,,1710764546.60681,462288.004070908,202005250436
245,27839,4,0,3702,Halifax,,3728459644.54443,454921.143892168,202005250436
246,27840,5,1,535,Hamilton,,127567387.286499,59155.8177418193,202005250436
247,27841,NA,NA,84,Hassell,Population <500 and Cases <5,5972995.94189453,12505.2057352129,202005250436
248,27842,2,0,1436,Henrico,,414285932.678223,116849.514846702,202005250436
249,27843,2,0,946,Hobgood,,1458584246.23853,232329.162988765,202005250436
250,27844,9,0,3039,Hollister,,1251113401.94934,274076.283965929,202005250436
251,27845,2,0,2841,Jackson,,2842001076.66528,416912.567186113,202005250436
252,27846,2,0,3069,Jamesville,,3050744149.28796,442133.927899832,202005250436
253,27847,5,0,1071,Kelford,,1048559305.60547,265580.578438826,202005250436
254,27849,3,0,1483,Lewiston Woodville,,2062202839.65674,367759.436044123,202005250436
255,27850,8,0,7413,Littleton,,5554617534.52942,570792.398502674,202005250436
256,27851,17,0,5595,Lucama,,1253082833.57764,200836.347936783,202005250436
257,27852,9,0,3454,Macclesfield,,1418996205.83582,268041.951522527,202005250436
258,27853,NA,NA,436,Margarettsville,Population <500 and Cases <5,1061331085.73535,233986.055045062,202005250436
259,27855,10,1,6105,Murfreesboro,,1379257056.24951,246550.621363096,202005250436
260,27856,28,1,17301,Nashville,,3696764195.94336,508647.139191863,202005250436
261,27857,2,0,1601,Oak City,,2180191629.70935,354763.313675516,202005250436
262,27858,50,1,58170,Greenville,,1683129152.90881,395293.630437,202005250436
263,27860,2,0,2062,Pantego,,4384086912.80859,475177.331131482,202005250436
264,27862,1,0,945,Pendleton,,1337735767.81812,305131.144563485,202005250436
265,27863,9,0,12670,Pikeville,,1822358483.62146,414140.550515842,202005250436
266,27864,34,1,4823,Pinetops,,1058515929.69434,223861.53375515,202005250436
267,27865,2,0,2003,Pinetown,,3183419700.15735,407140.115990912,202005250436
268,27866,4,0,672,Pleasant Hill,,548856343.547363,183824.668332886,202005250436
269,27869,47,9,2167,Rich Square,,2314340977.34839,283794.508144883,202005250436
270,27870,77,1,26633,Roanoke Rapids,,1958976214.39966,237465.130853914,202005250436
271,27871,16,1,4466,Robersonville,,2640265625.23401,370404.169208956,202005250436
272,27872,NA,NA,429,Roxobel,Population <500 and Cases <5,78668396.3901367,60062.9164687203,202005250436
273,27874,6,0,4766,Scotland Neck,,3988089594.78687,425091.541566969,202005250436
274,27875,0,0,511,Scranton,,1462926064.75208,668994.049821798,202005250436
275,27876,5,0,1290,Seaboard,,1161065802.28784,286123.221519332,202005250436
276,27880,2,0,3280,Sims,,661768421.449585,178936.521495753,202005250436
277,27881,NA,NA,323,Speed,Population <500 and Cases <5,45624486.2655029,35379.3892263349,202005250436
278,27882,13,0,7927,Spring Hope,,2721376125.90833,404465.358087667,202005250436
279,27883,13,1,4361,Stantonsburg,,2149873597.18677,378850.12800901,202005250436
280,27884,0,0,1545,Stokes,,1118165618.53992,178810.199825372,202005250436
281,27885,1,0,859,Swanquarter,,3236637890.30994,778832.459471456,202005250436
282,27886,75,5,21595,Tarboro,,5534275751.92761,530150.851444626,202005250436
283,27888,6,0,2803,Walstonburg,,1661899290.0293,260588.447365408,202005250436
284,27889,22,0,27543,Washington,,4746901259.41052,624948.845007958,202005250436
285,27890,6,0,2398,Weldon,,250295126.203369,88214.5142201125,202005250436
286,27891,8,2,5011,Whitakers,,3802342458.24487,551887.618669609,202005250436
287,27892,28,2,14363,Williamston,,4740161664.64209,528153.604658045,202005250436
288,27893,181,6,40647,Wilson,,3134674028.43115,441390.734015219,202005250436
289,27896,61,0,21212,Wilson,,1013992738.34033,260787.736893695,202005250436
290,27897,29,1,2467,Woodland,,1262848506.99878,250563.523857377,202005250436
291,27909,79,8,40958,Elizabeth City,,6356628470.42627,720925.199090358,202005250436
292,27910,38,1,11609,Ahoskie,,3854004911.8667,558805.248838311,202005250436
293,27915,1,0,758,Avon,,132797325.68457,159985.858445685,202005250436
294,27916,0,0,554,Aydlett,,175446906.710938,88834.9392660151,202005250436
295,27917,0,0,1084,Barco,,583346697.773926,150643.300800981,202005250436
296,27919,0,0,1211,Belvidere,,1805677755.21484,260299.205087965,202005250436
297,27920,0,0,1415,Buxton,,251417477.481567,169552.58818934,202005250436
298,27921,0,0,5366,Camden,,2216306760.15601,371309.805402765,202005250436
299,27922,1,0,1107,Cofield,,1372106941.59424,230585.938382193,202005250436
300,27923,0,0,990,Coinjock,,442853112.258789,222994.427279021,202005250436
301,27924,24,0,3509,Colerain,,2545571117.46045,325068.518729581,202005250436
302,27925,5,0,4164,Columbia,,9421043776.67224,822613.133571787,202005250436
303,27926,3,0,1965,Corapeake,,1084179276.0813,176947.978129327,202005250436
304,27927,0,0,613,Corolla,,685869287.21875,1266393.74615984,202005250436
305,27928,2,0,1888,Creswell,,3736346955.86023,344143.792077436,202005250436
306,27929,1,0,1949,Currituck,,352573124.774658,146317.944454099,202005250436
307,27932,20,1,12644,Edenton,,3509551689.6084,391797.495792958,202005250436
308,27935,4,1,1674,Eure,,1443577833.21069,213483.780281898,202005250436
309,27936,0,0,961,Frisco,,134638106.065186,108288.074251882,202005250436
310,27937,6,0,4253,Gates,,2407949124.70361,290137.740864669,202005250436
311,27938,2,0,1430,Gatesville,,1202645918.03784,229961.178585235,202005250436
312,27939,0,0,3370,Grandy,,296874050.40332,237784.484514939,202005250436
313,27941,0,0,670,Harbinger,,66348159.842041,42125.3614314887,202005250436
314,27942,1,0,936,Harrellsville,,927451831.666504,150762.800286803,202005250436
315,27943,NA,NA,491,Hatteras,Population <500 and Cases <5,82146889.1915283,162150.406610954,202005250436
316,27944,18,1,12230,Hertford,,5013940953.42065,828274.577378666,202005250436
317,27946,4,0,1089,Hobbsville,,1234977495.96777,250163.996071758,202005250436
318,27947,0,0,845,Jarvisburg,,181991023.044922,117825.87149715,202005250436
319,27948,2,0,12518,Kill Devil Hills,,288939959.776123,266090.270790261,202005250436
320,27949,7,0,7235,Kitty Hawk,,426732703.740967,296487.581606319,202005250436
321,27950,1,0,2183,Knotts Island,,1009906812.90234,393684.159837613,202005250436
322,27953,0,0,992,Manns Harbor,,4841742826.08521,775886.839802653,202005250436
323,27954,0,0,6405,Manteo,,346159524.466309,171104.045001834,202005250436
324,27956,NA,NA,328,Maple,Population <500 and Cases <5,91616147.3259277,62675.9008746753,202005250436
325,27957,7,0,1419,Merry Hill,,1345289022.66797,219570.3989813,202005250436
326,27958,8,0,12061,Moyock,,2191273226.67993,258895.732965411,202005250436
327,27959,5,1,2451,Nags Head,,464337538.219238,468359.824712585,202005250436
328,27960,0,0,899,Ocracoke,,272996211.932129,221416.979930584,202005250436
329,27962,15,0,7439,Plymouth,,2248894843.11377,323982.422404071,202005250436
330,27964,0,0,653,Point Harbor,,40700993.1791992,29044.1496807834,202005250436
331,27965,0,0,611,Poplar Branch,,362463348.010742,286670.577035681,202005250436
332,27966,1,0,1473,Powells Point,,310362212.773438,140593.315765635,202005250436
333,27968,NA,NA,413,Rodanthe,Population <500 and Cases <5,255307311.38855,376970.397727617,202005250436
334,27970,9,3,3214,Roper,,3979984913.95898,386215.845703473,202005250436
335,27972,NA,NA,196,Salvo,Population <500 and Cases <5,25839959.5158691,77591.8753697891,202005250436
336,27973,0,0,1493,Shawboro,,1350823542.63281,279776.313560853,202005250436
337,27974,0,0,1375,Shiloh,,1282875105.52026,448552.234751615,202005250436
338,27976,2,0,3561,South Mills,,2739484648.62012,348819.066033239,202005250436
339,27978,NA,NA,221,Stumpy Point,Population <500 and Cases <5,3250437066.68713,488663.160212976,202005250436
340,27979,2,0,1813,Sunbury,,2196378526.26221,272849.595585558,202005250436
341,27980,0,0,2075,Tyner,,1319096560.03711,208839.628959427,202005250436
342,27981,0,0,1863,Wanchese,,183167116.380371,177755.254740471,202005250436
343,27982,NA,NA,0,Waves,Population <500 and Cases <5,5381164.09509277,11228.317119066,202005250436
344,27983,55,1,10633,Windsor,,9431469996.22351,861662.756904591,202005250436
345,27986,23,0,2650,Winton,,374234308.870117,153016.850399202,202005250436
346,28001,19,4,28360,Albemarle,,3791255242.38873,479491.354130006,202005250436
347,28006,0,0,1136,Alexis,,126883649.701416,88485.0702727942,202005250436
348,28012,25,0,24276,Belmont,,865729022.118042,170607.841876971,202005250436
349,28016,14,0,14526,Bessemer City,,1271825919.55414,236943.686135101,202005250436
350,28018,5,0,5943,Bostic,,2694770404.83051,433562.153950885,202005250436
351,28020,1,0,2464,Casar,,1475633951.64899,260515.821792163,202005250436
352,28021,18,0,13436,Cherryville,,1626380587.60425,391038.422631114,202005250436
353,28023,21,0,14843,China Grove,,1273875684.14087,277795.952246167,202005250436
354,28025,100,4,55325,Concord,,2992149162.05573,466210.81613651,202005250436
